w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lmt_uH
52.4,2.2,13,16.4,11.6,49.6,0,0.51,14,17,0.07,0.05,2,31,0.175,0.01,0.1,0.21,1.3,1.4,4,4.7,1,19,4.6,2.4,4.3,4.3,0.39,1.4,529.10587170908
47.6,5.8,4.6,6.8,22.4,42.4,0,0.51,14,34,0.175,0.1,2,9,0.105,0.08,0.1,0.34,2.4,2.6,4.8,5,29,22,1.3,1.9,1.2,3.5,1.25,2.1,529.154550811357
16.4,13,11.8,22.4,18.8,20.8,0,0.5,14,30,0.14,0.07,2,22,0.175,0.04,0.1,0.39,1.7,0.8,4.7,2.7,19,4,0.8,0.1,2.4,4.2,0.73,1.1,529.342198330963
51.2,2.2,13,14,4.4,25.6,0,0.5,14,21,0.07,0.04,2,5,0.175,0.1,0.1,0.32,0.4,1,2.6,2.9,12,30,2.9,3.6,3.4,0.5,0.19,1,529.366246401673
44,4.6,10.6,8,14,12.4,0,0.5,14,22,0.105,0.06,2,34,0.035,0.03,0.1,0.05,1.9,0.5,4.4,3.4,24,25,3.7,0.9,4,2.5,0.24,1.2,529.371528459922
36.8,3.4,3.4,21.2,4.4,38.8,0,0.51,14,35,0.175,0.02,2,30,0.105,0.03,0.1,0.23,0.4,1.8,1.8,3.8,16,28,4.5,2.3,2.4,1.3,0.32,1.7,529.599645646837
52.4,10.6,5.8,4.4,12.8,13.6,0,0.51,14,21,0.07,0.06,2,4,0.175,0.08,0.1,0.43,0.7,2.7,3.2,1.9,24,7,2,1.6,3.3,4.1,0.34,1.5,529.645173512902
16.4,11.8,13,24.8,5.6,26.8,0,0.51,14,26,0.07,0.04,2,16,0.14,0.04,0.1,0.32,0.7,2.3,1.3,5,2,10,0.5,1.5,2.7,3.7,0.26,1.1,529.671913554337
42.8,4.6,7,9.2,16.4,31.6,0,0.51,14,19,0.14,0.06,2,10,0.035,0.02,0.1,0.1,1.6,1.6,3.7,4.6,26,26,4.2,1.3,0.6,4.2,0.38,2.3,529.757696217939
30.8,4.6,11.8,20,21.2,48.4,0,0.5,14,30,0.07,0.05,2,29,0.105,0.1,0.1,0.39,0.9,0.7,4.4,3.2,8,26,2.2,1.9,1.6,3.8,0.53,2,529.831405954562
42.8,7,3.4,8,21.2,40,0,0.5,14,28,0.07,0.04,2,29,0.105,0.07,0.1,0.18,1.7,2.6,4.5,4.4,24,27,0.9,1.4,2.8,1.4,1.62,3.4,529.893520105744
28.4,9.4,10.6,11.6,22.4,30.4,0,0.5,14,16,0.14,0.04,2,8,0.07,0.06,0.1,0.27,2.6,2.1,4.4,4.3,7,9,1.2,2.6,1.4,0.3,0.59,2.7,530.160758588532
21.2,9.4,7,18.8,18.8,13.6,0,0.51,14,28,0.14,0.04,2,15,0.175,0.06,0.1,0.49,2.1,3.2,4.6,4.7,12,4,1.8,0.2,4.4,3.4,1.62,3.4,530.22016397387
32,8.2,9.4,10.4,11.6,36.4,0,0.51,14,15,0.175,0.1,2,25,0.105,0.03,0.1,0.38,1.4,0.9,4.3,1.7,13,28,3.7,3.6,3.6,3.1,0.79,1.4,530.301923775148
35.6,10.6,11.8,8,14,38.8,0,0.51,14,32,0.14,0.04,2,10,0.07,0.03,0.1,0.5,1.2,3.8,2.8,4.1,7,26,4.6,1,3.7,4.8,0.31,2.2,530.428892800644
42.8,2.2,7,23.6,8,7.6,0,0.5,14,18,0.14,0.06,2,20,0.14,0.09,0.1,0.5,0.6,2,4,1.4,9,13,2.3,0.4,1,2.4,0.35,1.3,530.975806826668
34.4,8.2,2.2,11.6,21.2,22,0,0.51,14,28,0.14,0.03,2,24,0.105,0.06,0.1,0.21,1.7,1.9,3.5,5,20,0,4.6,2.5,0.8,3.6,0.25,3.3,531.155843557689
21.2,13,4.6,17.6,17.6,28,0,0.5,14,23,0.14,0.09,2,27,0.14,0.09,0.1,0.15,0.7,2.4,5,3.8,3,23,1.3,2.1,4.9,1.4,0.57,1.8,531.402018053122
29.6,11.8,3.4,10.4,10.4,29.2,0,0.5,14,21,0.105,0.05,2,22,0.14,0.01,0.1,0.15,0.8,2.5,2.3,4.9,29,3,0.5,1.7,0.5,2.2,0.51,1.5,531.65754375699
23.6,7,7,17.6,9.2,13.6,0,0.5,14,34,0.105,0.1,2,20,0.14,0.03,0.1,0.5,0.9,2.2,2.1,3.6,10,28,0.7,3.3,4.6,1.1,0.84,1.6,531.677874643222
46.4,2.2,11.8,26,8,38.8,0,0.51,14,23,0.105,0.01,2,31,0.105,0.01,0.1,0.47,0.9,0.8,4.7,4.8,21,3,2.5,1.9,4.4,1.9,0.11,1.6,531.974134538371
30.8,10.6,2.2,10.4,8,20.8,0,0.51,14,31,0.105,0.02,2,10,0.14,0.02,0.1,0.23,0.4,2.6,3.7,4.3,21,24,0.4,1.6,1.8,2.8,0.14,2.7,532.057655553664
50,3.4,10.6,6.8,9.2,5.2,0,0.5,14,30,0.175,0.06,2,12,0.14,0.02,0.1,0.15,0.7,1.2,1.9,3.2,15,10,2.2,0.7,1.7,2.5,0.5,1.7,532.131578475453
28.4,7,9.4,16.4,18.8,52,0,0.5,14,35,0.035,0.02,2,21,0.175,0.05,0.1,0.11,1.1,1.5,4.4,5,12,19,0.6,4.4,4.7,1.8,1,2.8,532.189696494928
50,2.2,9.4,20,5.6,44.8,0,0.51,14,18,0.035,0.02,2,15,0.07,0.01,0.1,0.1,0.5,0.2,1.8,1.4,18,2,2.5,2.1,2.8,3.6,0.12,1.3,532.508709492262
24.8,13,4.6,15.2,20,53.2,0,0.5,14,21,0.035,0.03,2,11,0.105,0.05,0.1,0.47,1.5,2.4,5,4.3,0,2,3.2,0.8,4.8,4.2,1.05,3.3,532.553949386068
27.2,7,9.4,17.6,4.4,50.8,0,0.51,14,34,0.07,0.01,2,19,0.105,0.03,0.1,0.26,0.4,3.8,1.6,2.2,26,1,4.2,2.9,0.6,4.9,0.32,1.4,532.725387106205
30.8,8.2,8.2,11.6,26,28,0,0.51,14,19,0.175,0.04,2,18,0.035,0.02,0.1,0.17,3.1,1.2,4.4,4.1,14,18,3.8,0.1,2.5,3.7,0.5,3.4,532.92225172246
36.8,9.4,1,9.2,4.4,34,0,0.5,14,20,0.14,0.01,2,24,0.035,0.01,0.1,0.4,0.3,1.1,2.1,4.1,7,25,4.2,1.2,1.6,0.4,0.24,1.4,532.981806366376
50,4.6,10.6,6.8,22.4,20.8,0,0.5,14,35,0.07,0.07,2,18,0.07,0.07,0.1,0.16,2.9,0.9,4.8,4.9,8,30,1.9,2.6,2.6,3.4,0.32,4.2,533.148025239933
29.6,7,3.4,18.8,22.4,46,0,0.51,14,26,0.035,0.03,2,14,0.175,0.09,0.1,0.48,2.7,1.7,4.8,3.6,26,27,0.9,2.6,3.6,1.9,1.39,3.3,533.769566747258
26,13,3.4,11.6,8,16,0,0.51,14,30,0.105,0.05,2,30,0.035,0.02,0.1,0.21,0.4,0.6,2.3,5,12,0,5,3.1,4.7,3.4,0.36,2.2,533.816804588682
36.8,10.6,10.6,8,10.4,44.8,0,0.5,14,33,0.105,0.08,2,16,0.175,0.05,0.1,0.29,1.2,3.9,5,2.7,17,19,4.4,2.6,1.3,1.4,0.98,1.5,534.092978944242
22.4,11.8,8.2,14,21.2,6.4,0,0.51,14,10,0.105,0.05,2,35,0.105,0.03,0.1,0.15,1.5,1,4.9,3.6,20,28,4.1,1.9,2.6,2.6,0.39,3,534.740293040467
44,10.6,9.4,5.6,10.4,12.4,0,0.5,14,10,0.105,0.08,2,19,0.175,0.01,0.1,0.24,1.4,1.1,3.2,3.9,7,20,0.8,1.8,1.8,0.1,0.14,1.4,534.771651258875
35.6,9.4,7,9.2,26,42.4,0,0.51,14,23,0.175,0.02,2,18,0.105,0.05,0.1,0.32,2.1,2.7,5,4.5,1,10,2.6,1,0.1,0.8,1.44,4.4,534.969241297648
51.2,5.8,7,5.6,14,20.8,0,0.51,14,30,0.07,0.07,2,34,0.105,0.03,0.1,0.42,0.9,3.4,4.8,4.1,13,29,3.8,3.9,0.9,4.5,0.58,2.7,535.269816094424
48.8,7,5.8,5.6,3.2,17.2,0,0.51,14,27,0.175,0.01,2,15,0.14,0.03,0.1,0.32,0.4,1.8,1.7,3.7,14,27,0.7,2.7,1.8,2.5,0.18,1.3,535.556584429078
21.2,8.2,9.4,24.8,6.8,41.2,0,0.5,14,32,0.035,0.01,2,22,0.175,0.09,0.1,0.08,0.6,1.9,3.1,2.8,30,11,2,2.1,4.9,3.1,0.53,1.6,535.720609183242
29.6,4.6,10.6,23.6,16.4,40,0,0.51,14,34,0.175,0.03,2,18,0.14,0.08,0.1,0.2,1.7,3.6,4,3.8,0,27,2.7,4.8,3.7,3.8,0.38,3.4,535.888322781482
34.4,4.6,2.2,18.8,8,43.6,0,0.51,14,25,0.14,0.02,2,21,0.14,0.06,0.1,0.13,0.6,2,3.6,2.3,5,5,0.1,4.8,4.2,1.4,0.15,2,535.895115082843
33.2,8.2,9.4,10.4,5.6,43.6,0,0.5,14,28,0.105,0.06,2,19,0.07,0.03,0.1,0.42,0.5,2.9,3.2,2.1,17,12,1.3,4.8,4.4,4.5,0.28,1,536.104682331538
23.6,5.8,7,26,12.8,19.6,0,0.5,14,21,0.14,0.03,2,24,0.105,0.03,0.1,0.35,1.4,2.3,4.8,2.7,19,22,1.8,0.2,3.7,1,0.47,1.4,536.751818497391
44,7,10.6,6.8,18.8,28,0,0.51,14,22,0.105,0.07,2,23,0.14,0.1,0.1,0.41,2.1,1.2,4.7,2.2,9,13,4.6,5,0.7,0.1,1.03,1.4,536.77134949853
48.8,10.6,9.4,5.6,23.6,44.8,0,0.5,14,35,0.07,0.07,2,12,0.14,0.02,0.1,0.2,1.6,0.9,4.7,3.7,18,20,5,0.6,3.1,3.5,0.38,2.7,536.856571783315
22.4,8.2,8.2,20,10.4,29.2,0,0.5,14,14,0.175,0.1,2,10,0.105,0.08,0.1,0.24,1.3,1.6,5,4.9,15,28,4,5,2.1,0.7,0.19,1,536.916715022341
22.4,7,4.6,23.6,6.8,8.8,0,0.5,14,19,0.07,0.01,2,32,0.105,0.09,0.1,0.27,0.7,2.4,2.3,1.4,6,28,3.9,0.7,1,2.8,0.56,1,536.923601131324
20,8.2,5.8,26,5.6,26.8,0,0.51,14,33,0.175,0.03,2,23,0.105,0.01,0.1,0.02,0.7,2.7,2.4,5,20,18,0.1,1.9,4.4,5,0.21,2.1,537.013882720791
33.2,3.4,7,21.2,16.4,10,0,0.5,14,16,0.14,0.08,2,14,0.035,0.02,0.1,0.3,1.4,1.5,4,1.6,21,17,0.2,3.2,0.7,0.4,0.99,1,537.186382156643
46.4,2.2,10.6,20,8,11.2,0,0.51,14,10,0.175,0.03,2,5,0.105,0.04,0.1,0.47,1,0.3,1.9,2.3,21,11,3.8,4.8,4.3,2.7,0.26,1.2,537.233333135651
30.8,10.6,3.4,10.4,5.6,36.4,0,0.5,14,29,0.035,0.03,2,11,0.105,0.01,0.1,0.36,0.5,0.7,2.7,4.2,15,22,2.5,4.2,3.7,3.3,0.49,2.1,537.312295950924
42.8,13,5.8,5.6,8,16,0,0.51,14,31,0.14,0.02,2,7,0.07,0.07,0.1,0.22,0.8,1.3,3.1,4.8,3,9,2.3,3.6,4.9,2.9,0.17,1.5,537.322873707736
28.4,4.6,8.2,22.4,5.6,12.4,0,0.5,14,22,0.14,0.09,2,32,0.175,0.01,0.1,0.46,0.6,0.4,2.7,4.6,13,13,0.6,3.3,2.9,0.5,0.11,1.7,537.859989309911
27.2,5.8,13,18.8,12.8,41.2,0,0.51,14,19,0.105,0.1,2,25,0.175,0.07,0.1,0.28,1.2,0.9,3.5,4.3,19,9,2.8,1.3,5,0.5,0.67,1.8,537.861111574186
42.8,4.6,9.4,9.2,6.8,24.4,0,0.51,14,16,0.175,0.02,2,24,0.07,0.04,0.1,0.05,0.9,0.3,2.5,4.6,30,6,2.1,2.1,2.3,2.3,0.27,1.7,538.147782001215
30.8,7,2.2,16.4,23.6,11.2,0,0.51,14,31,0.14,0.03,2,15,0.175,0.06,0.1,0.5,1.8,2.1,4.6,5,21,0,1.5,2.8,0.8,3.1,0.94,3.2,538.304259265815
30.8,4.6,5.8,17.6,11.6,10,0,0.51,14,33,0.175,0.1,2,15,0.105,0.1,0.1,0.33,1.2,3.1,4.5,4.7,16,17,4.9,3.9,3.1,2.6,0.18,1.3,538.339232225487
48.8,2.2,4.6,24.8,9.2,44.8,0,0.5,14,33,0.14,0.01,2,17,0.035,0.03,0.1,0.15,0.8,3.1,3.8,2.5,16,6,2.8,1.3,0.9,0.8,0.37,1.2,538.364695429394
18.8,10.6,7,26,3.2,53.2,0,0.5,14,8,0.14,0.08,2,22,0.105,0.02,0.1,0.48,0.3,1,1.6,3.2,19,22,3.7,4.8,1.3,3.2,0.23,1.5,538.62321326925
50,2.2,7,18.8,24.8,40,0,0.5,14,27,0.105,0.01,2,13,0.105,0.1,0.1,0.42,2.3,3.4,4.5,4.3,24,0,2.5,0.9,4.9,3.6,1.97,3.3,538.623826685867
35.6,7,4.6,10.4,15.2,42.4,0,0.5,14,18,0.175,0.04,2,20,0.175,0.07,0.1,0.08,1.2,1.5,4.1,3,25,23,4.8,4.5,0.7,2.1,0.26,1.1,538.728450844242
22.4,13,5.8,16.4,23.6,19.6,0,0.5,14,35,0.105,0.03,2,23,0.14,0.06,0.1,0.44,2.8,3.8,4.4,4.5,2,25,3.9,4.8,3.8,1.7,1.21,3.1,538.785716312092
41.6,7,7,8,8,40,0,0.5,14,33,0.14,0.08,2,24,0.105,0.09,0.1,0.46,0.5,1.4,4.3,3.8,6,15,1.3,0.4,0.9,3,0.2,1,539.443939449397
44,4.6,2.2,9.2,9.2,28,0,0.5,14,24,0.175,0.02,2,9,0.07,0.05,0.1,0.26,0.9,1.7,4.7,4,30,14,3.4,1,4.8,4.2,0.42,2.3,539.662275963842
41.6,11.8,11.8,5.6,11.6,4,0,0.51,14,25,0.175,0.04,2,14,0.175,0.05,0.1,0.3,1.3,1,2.8,2.2,12,7,2.4,3.8,1.5,0.8,0.64,1,539.695603049697
22.4,9.4,13,16.4,18.8,11.2,0,0.51,14,18,0.035,0.02,2,23,0.14,0.08,0.1,0.35,1.1,1.1,4.3,3.4,15,2,1.4,0.5,1.7,2.6,0.5,1.7,539.949226573002
21.2,11.8,9.4,17.6,16.4,32.8,0,0.51,14,22,0.105,0.01,2,23,0.105,0.09,0.1,0.48,0.9,0.7,4.5,3.7,10,3,4.8,1.2,3.4,3.1,0.56,3.1,540.114503359464
24.8,10.6,4.6,15.2,26,10,0,0.5,14,17,0.105,0.06,2,21,0.105,0.07,0.1,0.21,2.1,1.3,4.7,4.8,2,14,2.8,1.2,4,2.5,0.95,3.3,540.204541765166
52.4,2.2,5.8,15.2,5.6,28,0,0.51,14,14,0.07,0.06,2,30,0.14,0.06,0.1,0.29,0.6,1.7,2.8,4.7,1,7,4.4,3.9,3.6,0.9,0.54,2.2,540.238367400166
30.8,7,13,14,16.4,50.8,0,0.51,14,30,0.105,0.02,2,20,0.105,0.02,0.1,0.41,1.8,2.1,5,3.3,2,29,0.2,0.7,3.9,3.6,0.94,2.1,540.391601479178
41.6,7,10.6,6.8,17.6,5.2,0,0.5,14,33,0.105,0.06,2,21,0.035,0.03,0.1,0.04,1.6,4.3,4.9,4.4,29,1,4.1,1.6,3.7,2.3,1.35,1.2,540.462460855135
30.8,5.8,13,14,4.4,26.8,0,0.51,14,17,0.105,0.06,2,7,0.14,0.05,0.1,0.41,0.4,0.8,1.8,2.4,10,26,0.2,1.4,0.7,1.4,0.35,1.5,540.465542948017
26,9.4,13,14,8,36.4,0,0.5,14,32,0.105,0.09,2,21,0.175,0.04,0.1,0.21,0.4,3.9,3,4.7,14,4,5,1.6,1.8,4.2,0.29,2.3,540.678028555574
32,7,1,15.2,5.6,34,0,0.51,14,18,0.175,0.03,2,12,0.105,0.07,0.1,0.47,0.7,1,1.8,1.9,2,3,4.4,2.9,2.9,0.9,0.45,1.7,540.839386708634
22.4,8.2,3.4,26,18.8,10,0,0.5,14,15,0.175,0.1,2,29,0.035,0.02,0.1,0.39,2.5,1.8,4.6,1.5,21,2,1.1,3.2,1.6,1.9,0.26,1.4,541.044731481686
44,3.4,5.8,12.8,6.8,28,0,0.51,14,7,0.035,0.02,2,34,0.175,0.08,0.1,0.07,0.9,0.5,4,1.5,14,14,3.5,2.5,4.2,2.4,0.15,1.3,541.400607296388
23.6,13,5.8,14,15.2,23.2,0,0.51,14,27,0.105,0.02,2,27,0.07,0.03,0.1,0.43,1.5,3.5,3.7,1.6,15,3,2.5,4.9,3,2.5,0.74,1.5,541.648969973484
34.4,3.4,11.8,22.4,20,11.2,0,0.51,14,21,0.14,0.03,2,31,0.14,0.01,0.1,0.45,2.5,1.5,4.9,2.6,24,5,2.2,2.9,1.3,0.7,1.42,2.3,541.985187275004
41.6,4.6,3.4,12.8,18.8,42.4,0,0.51,14,28,0.035,0.01,2,34,0.175,0.01,0.1,0.24,1.9,3.3,4,4.3,12,7,3.6,3.5,4.1,0.8,0.22,1.8,542.150602731651
39.2,5.8,8.2,9.2,11.6,22,0,0.5,14,35,0.035,0.02,2,34,0.07,0.02,0.1,0.09,1.3,4.8,4.2,4,7,16,1.5,2.6,4.4,0.5,0.17,1.1,542.361094053946
39.2,8.2,5.8,8,9.2,36.4,0,0.5,14,16,0.14,0.1,2,7,0.14,0.08,0.1,0.06,1,2.1,4.4,3.9,3,14,0.7,0.3,1.8,0.2,0.7,2.2,542.395369264876
41.6,5.8,7,9.2,20,48.4,0,0.51,14,26,0.07,0.05,2,9,0.105,0.03,0.1,0.5,1.2,0.7,4.2,4.7,25,6,4.2,1.3,4.3,3.1,0.36,3.3,542.41030325106
24.8,10.6,10.6,12.8,18.8,12.4,0,0.51,14,25,0.105,0.03,2,29,0.14,0.02,0.1,0.18,1.1,1.2,4.8,3.8,3,27,4.5,2.8,3.7,3.6,0.52,1,542.839349597988
26,5.8,7,20,11.6,11.2,0,0.51,14,13,0.105,0.09,2,19,0.07,0.01,0.1,0.08,0.8,1.5,3.2,1.6,19,0,3,3.3,4.1,2.4,0.47,1.5,543.112796580267
34.4,3.4,5.8,20,5.6,8.8,0,0.5,14,27,0.105,0.04,2,3,0.035,0.03,0.1,0.34,0.6,1.9,1.2,1.9,21,19,3.9,0.8,2,3.8,0.21,1,543.414473884067
26,5.8,5.8,22.4,18.8,16,0,0.51,14,25,0.14,0.08,2,11,0.14,0.04,0.1,0.33,1.5,0.7,4.9,4.8,22,6,0.6,3.2,2.6,0.6,0.12,4.3,543.676191863716
42.8,5.8,4.6,8,6.8,28,0,0.5,14,21,0.14,0.05,2,12,0.07,0.02,0.1,0.31,0.7,1.6,4.2,2.9,1,9,4.6,2.9,4.9,1.9,0.23,1.5,543.754522649883
23.6,9.4,11.8,15.2,8,16,0,0.51,14,30,0.14,0.04,2,21,0.07,0.05,0.1,0.36,0.9,0.9,3,4.2,15,21,2.7,4.6,2.1,3.7,0.44,1.5,544.127644942531
21.2,9.4,8.2,21.2,11.6,43.6,0,0.51,14,21,0.105,0.07,2,9,0.105,0.1,0.1,0.46,0.8,2.5,2,3.8,17,23,4.2,0.3,1.5,3.3,0.6,1.7,544.256358775042
51.2,2.2,11.8,15.2,18.8,41.2,0,0.5,14,35,0.14,0.04,2,21,0.07,0.01,0.1,0.39,1.5,4.1,3.8,4,19,4,2.2,1.4,2.5,1.8,1.27,2.2,544.325311334508
24.8,9.4,10.6,15.2,16.4,26.8,0,0.51,14,35,0.105,0.04,2,34,0.175,0.02,0.1,0.24,1.1,2.5,2.8,3.1,5,1,3.5,4.6,2.7,2.8,0.88,2.7,544.356901855666
29.6,7,8.2,15.2,16.4,49.6,0,0.5,14,34,0.175,0.02,2,8,0.105,0.06,0.1,0.32,1.6,4.4,4.5,3,17,2,3.6,1.3,1.9,1,1.21,1.8,544.45938141541
30.8,5.8,7,15.2,5.6,26.8,0,0.51,14,17,0.07,0.03,2,9,0.07,0.07,0.1,0.17,0.5,2.2,3.7,1.9,1,21,0.7,4.4,0.2,2.2,0.34,1,544.464214331444
39.2,3.4,7,20,14,37.6,0,0.5,14,18,0.175,0.04,2,20,0.14,0.06,0.1,0.2,1.8,1.3,3.1,2.7,15,7,3.1,1.4,2.3,2.5,0.8,2,544.545282921422
28.4,5.8,10.6,18.8,16.4,38.8,0,0.5,14,21,0.035,0.01,2,6,0.105,0.08,0.1,0.49,0.7,2.4,4.6,1.6,1,16,0.1,3.4,0.3,0.3,0.37,1.4,544.638484002714
47.6,5.8,10.6,6.8,15.2,31.6,0,0.51,14,23,0.105,0.06,2,26,0.14,0.04,0.1,0.32,1.8,1.9,4.3,4.1,23,13,0.6,3.8,1.8,3,1.26,2.1,544.654788779117
39.2,11.8,1,8,8,19.6,0,0.5,14,9,0.07,0.03,2,34,0.14,0.06,0.1,0.36,1,1.1,2.9,4.7,18,22,0.6,2.5,3.9,4.4,0.45,2.7,544.708352918191
45.2,3.4,7,10.4,17.6,13.6,0,0.51,14,14,0.175,0.04,2,21,0.07,0.07,0.1,0.1,1.3,0.9,3.8,2.7,10,7,0.3,0.5,2,4.8,0.21,1.9,544.720082629845
33.2,4.6,5.8,20,20,40,0,0.51,14,35,0.105,0.02,2,21,0.175,0.09,0.1,0.41,1.4,4.6,4.4,2.5,14,5,1.8,0.9,4,0.8,0.7,2,544.930150855936
23.6,7,8.2,22.4,4.4,43.6,0,0.5,14,12,0.105,0.1,2,28,0.14,0.02,0.1,0.23,0.5,1.6,2.1,3.3,8,20,4.7,4.6,2.1,1.4,0.3,1.8,544.93950002606
45.2,2.2,7,24.8,26,22,0,0.51,14,31,0.14,0.01,2,25,0.14,0.03,0.1,0.29,1.5,1.8,4.6,4.1,9,5,3.6,3,0.1,0.9,0.72,3.8,545.701078903016
44,10.6,5.8,6.8,14,53.2,0,0.51,14,23,0.105,0.06,2,19,0.105,0.06,0.1,0.09,1,2.5,3.2,4.7,8,2,4.7,0.6,4.4,4.4,0.15,2.6,545.729301369981
24.8,10.6,4.6,14,11.6,12.4,0,0.5,14,28,0.07,0.06,2,12,0.14,0.05,0.1,0.21,1.2,2.3,3.5,3.9,1,30,3.5,3.8,0.6,1.1,1.09,1.7,545.772178007224
36.8,7,11.8,9.2,24.8,36.4,0,0.51,14,19,0.14,0.02,2,24,0.035,0.01,0.1,0.49,1.7,0.8,5,3.8,17,11,1.2,0.3,2.3,5,0.34,2.5,546.081937532939
39.2,5.8,11.8,10.4,14,46,0,0.5,14,14,0.035,0.03,2,34,0.105,0.08,0.1,0.41,1.5,1.5,2.5,3.8,19,5,2.2,0.2,1.5,1,0.13,1.8,546.343672880512
28.4,4.6,4.6,24.8,18.8,30.4,0,0.5,14,26,0.105,0.04,2,20,0.14,0.07,0.1,0.49,1.3,1.6,4.4,2.2,23,1,0.7,5,0.4,2,0.22,1.9,546.433482784053
28.4,7,2.2,24.8,21.2,30.4,0,0.5,14,17,0.14,0.1,2,14,0.105,0.03,0.1,0.25,2,2,4.3,3.5,20,18,1.2,1.7,1.4,4.4,0.79,3,546.510424641661
39.2,3.4,10.6,14,22.4,13.6,0,0.51,14,23,0.175,0.06,2,12,0.105,0.02,0.1,0.35,2.2,2.5,4.8,3.7,30,26,3.4,3.5,4.1,1.8,1.71,2.6,546.561277470913
28.4,5.8,13,20,6.8,49.6,0,0.5,14,14,0.105,0.06,2,14,0.07,0.02,0.1,0.39,0.7,1.2,3.3,2.2,1,23,1.5,4.6,0.3,0.1,0.17,2.1,547.183177290281
30.8,11.8,13,9.2,26,11.2,0,0.51,14,25,0.105,0.1,2,31,0.105,0.04,0.1,0.4,3,1.3,4.4,4.9,8,17,4.9,3.8,3,4.2,0.97,3.5,547.332556405983
22.4,9.4,8.2,17.6,14,17.2,0,0.51,14,35,0.175,0.08,2,35,0.14,0.08,0.1,0.34,1.6,3.4,3.4,3.6,17,15,2.3,2.7,1.2,1.1,1.19,2.1,547.619083146002
46.4,2.2,13,17.6,18.8,5.2,0,0.51,14,34,0.14,0.09,2,22,0.105,0.03,0.1,0.49,2.2,2.7,3.3,3.3,20,20,0.1,4.7,0.3,2.2,0.92,3.1,547.725386585784
46.4,3.4,2.2,12.8,16.4,17.2,0,0.5,14,35,0.14,0.08,2,21,0.175,0.09,0.1,0.37,2.1,1.5,4.7,2.7,8,0,2.7,1.4,4.4,3.5,0.77,1.6,548.422653794594
23.6,13,11.8,14,8,36.4,0,0.51,14,24,0.07,0.05,2,22,0.175,0.05,0.1,0.49,0.9,2.8,2.7,4,5,5,3.9,0.7,3.7,1.1,0.34,1.8,548.795037115419
30.8,4.6,7,24.8,24.8,37.6,0,0.5,14,10,0.14,0.05,2,34,0.175,0.06,0.1,0.49,2.3,1.1,4.6,5,20,6,2.5,2.4,3.2,1,0.42,4.2,549.674153223437
28.4,4.6,5.8,26,16.4,6.4,0,0.5,14,29,0.035,0.03,2,13,0.175,0.01,0.1,0.11,1.7,3.8,4.6,2.7,23,0,4.9,0.4,3.4,2.8,1.26,1.3,549.716967303963
20,9.4,13,22.4,23.6,16,0,0.5,14,18,0.14,0.09,2,34,0.14,0.08,0.1,0.4,1.6,0.5,4.9,3.8,22,27,1.2,0.1,1.7,1.3,0.19,2.8,549.813080726664
23.6,8.2,10.6,16.4,10.4,10,0,0.5,14,35,0.14,0.02,2,16,0.175,0.03,0.1,0.28,0.7,3,3.2,3.6,22,27,0.3,5,4,3.8,0.42,2.1,550.073641127585
30.8,8.2,7,12.8,26,42.4,0,0.5,14,34,0.07,0.02,2,34,0.105,0.08,0.1,0.28,2,2.6,4.9,4.2,16,4,4.9,4.2,4.6,0.5,1.04,3.1,550.125123369606
30.8,4.6,11.8,22.4,14,44.8,0,0.51,14,35,0.07,0.01,2,18,0.035,0.01,0.1,0.5,0.8,3.3,3.4,4.2,2,29,4.1,4.6,2.4,0.1,0.66,1.3,550.372760974321
30.8,7,10.6,14,23.6,31.6,0,0.51,14,7,0.07,0.02,2,27,0.105,0.08,0.1,0.27,3.2,0.7,4.7,4.8,1,21,4.5,2.1,1.9,0.1,0.14,3,550.482055527596
21.2,13,8.2,20,22.4,52,0,0.5,14,35,0.105,0.02,2,15,0.07,0.03,0.1,0.3,1.8,3.8,4.8,4.4,23,6,1,3.9,2.2,2.2,1.6,2.9,550.544570910085
41.6,8.2,8.2,6.8,16.4,14.8,0,0.5,14,7,0.175,0.02,2,32,0.105,0.08,0.1,0.49,1.8,0.6,4.5,4.7,7,12,4.7,3.7,2,3.1,0.2,4,550.795707826316
47.6,3.4,2.2,14,16.4,46,0,0.51,14,27,0.14,0.01,2,22,0.105,0.04,0.1,0.18,1.3,2.1,4.4,2.3,6,18,2.6,2.3,1.8,2.8,1.02,1.5,550.826619725997
29.6,8.2,4.6,14,22.4,22,0,0.51,14,21,0.07,0.06,2,28,0.07,0.03,0.1,0.09,1.9,2.2,3.8,3.9,24,3,1.3,2.4,0.2,1.9,1.14,3.3,550.881823582615
29.6,5.8,9.4,12.8,15.2,5.2,0,0.51,14,27,0.14,0.06,2,20,0.07,0.06,0.1,0.26,0.8,2.1,2.9,2.9,11,25,1.3,2.8,3.4,0.2,0.46,2.3,551.051865485914
36.8,13,9.4,8,6.8,49.6,0,0.51,14,28,0.14,0.09,2,35,0.105,0.07,0.1,0.39,0.7,2.6,3,3.2,17,10,0.5,1.4,1.9,3.9,0.68,1,551.135570368
