w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_bottom_left_T
22.4,7.0,8.2,10.4,3.2,13.6,0.0,0.51,14.0,29.0,0.105,0.1,2.0,30.0,0.14,0.08,0.1,0.22,0.2,3.0,1.3,3.6,18.0,16.0,0.7,2.6,1.7,2.8,0.1,1.0,0.0612458212404218
47.6,8.2,13.0,15.2,17.6,7.6,0.0,0.51,14.0,28.0,0.14,0.06,2.0,7.0,0.105,0.03,0.1,0.35,1.2,2.5,3.4,3.5,20.0,7.0,2.8,4.7,3.1,0.7,0.65,3.2,0.0170104128943801
10.4,3.4,10.6,23.6,16.4,31.6,0.0,0.51,14.0,28.0,0.175,0.06,2.0,10.0,0.14,0.01,0.1,0.3,1.6,1.5,4.2,4.7,22.0,4.0,4.4,2.4,2.4,1.9,0.25,1.8,0.0921938543850127
15.2,9.4,9.4,3.2,6.8,16.0,0.0,0.51,14.0,30.0,0.175,0.05,2.0,26.0,0.07,0.05,0.1,0.21,0.8,1.8,3.0,3.2,10.0,25.0,4.2,2.1,2.9,2.9,0.44,1.6,0.075604448758703
28.4,5.8,8.2,9.2,16.4,19.6,0.0,0.51,14.0,21.0,0.14,0.08,2.0,26.0,0.14,0.09,0.1,0.33,1.3,0.3,5.0,4.5,28.0,16.0,1.7,4.4,2.7,2.7,0.27,4.1,0.0445440083336612
24.8,4.6,7.0,20.0,16.4,32.8,0.0,0.51,14.0,14.0,0.175,0.05,2.0,25.0,0.07,0.05,0.1,0.33,2.0,1.7,4.7,2.5,25.0,16.0,3.9,2.2,0.1,0.2,1.34,1.2,0.060245682651357
29.6,2.2,10.6,20.0,10.4,8.8,0.0,0.51,14.0,34.0,0.105,0.03,2.0,27.0,0.105,0.07,0.1,0.48,0.5,3.6,3.5,3.7,18.0,8.0,0.3,4.7,2.2,0.9,0.28,2.7,0.0340372850716955
20.0,9.4,5.8,26.0,4.4,48.4,0.0,0.51,14.0,31.0,0.035,0.02,2.0,17.0,0.175,0.05,0.1,0.29,0.5,2.5,1.5,4.8,11.0,26.0,4.3,4.2,4.9,1.3,0.35,1.3,0.0938906076531084
33.2,10.6,10.6,15.2,23.6,50.8,0.0,0.5,14.0,28.0,0.14,0.05,2.0,19.0,0.175,0.01,0.1,0.39,2.3,2.3,4.8,4.8,18.0,2.0,3.0,2.9,2.6,4.3,1.41,2.8,0.0294810964153508
46.4,4.6,8.2,5.6,18.8,31.6,0.0,0.5,14.0,18.0,0.175,0.02,2.0,13.0,0.035,0.03,0.1,0.41,1.0,2.2,4.2,4.9,21.0,8.0,0.5,2.6,2.3,1.5,0.94,1.7,0.0265804472690765
21.2,4.6,7.0,24.8,18.8,12.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.23,1.4,4.2,5.0,2.7,28.0,15.0,1.4,2.3,0.2,3.8,0.23,2.2,0.0710134135110592
9.2,13.0,10.6,11.6,6.8,13.6,0.0,0.5,14.0,21.0,0.105,0.07,2.0,11.0,0.07,0.02,0.1,0.19,0.7,2.2,4.1,3.1,1.0,16.0,2.5,2.5,4.1,4.5,0.44,2.0,0.108303128098123
39.2,7.0,9.4,24.8,16.4,31.6,0.0,0.5,14.0,12.0,0.105,0.04,2.0,34.0,0.105,0.04,0.1,0.35,2.1,0.9,4.0,4.1,26.0,26.0,1.6,1.6,2.0,0.1,0.56,3.5,0.0276039366335384
34.4,5.8,7.0,14.0,20.0,18.4,0.0,0.5,14.0,21.0,0.105,0.08,2.0,9.0,0.14,0.01,0.1,0.17,2.2,1.0,3.5,4.4,17.0,15.0,1.9,1.2,0.4,1.0,0.43,2.9,0.0431007228752101
50.0,10.6,10.6,10.4,11.6,38.8,0.0,0.5,14.0,33.0,0.14,0.04,2.0,17.0,0.07,0.04,0.1,0.26,1.4,2.3,5.0,4.7,15.0,2.0,3.5,1.4,2.6,4.4,1.3,3.4,0.0196861605041642
44.0,13.0,2.2,15.2,16.4,42.4,0.0,0.5,14.0,22.0,0.105,0.09,2.0,35.0,0.105,0.09,0.1,0.46,1.7,0.8,5.0,4.9,13.0,28.0,1.6,1.1,2.9,2.9,0.52,3.9,0.106372175648356
46.4,2.2,5.8,10.4,15.2,22.0,0.0,0.5,14.0,33.0,0.14,0.01,2.0,31.0,0.175,0.06,0.1,0.27,1.8,3.3,4.9,4.9,28.0,27.0,1.6,2.6,4.5,0.7,0.37,1.3,0.03878136765378
26.0,9.4,2.2,23.6,18.8,37.6,0.0,0.5,14.0,20.0,0.105,0.05,2.0,29.0,0.07,0.06,0.1,0.47,1.8,1.8,4.2,5.0,4.0,3.0,3.0,1.9,0.6,1.5,1.0,1.8,0.183166662148755
41.6,11.8,7.0,15.2,16.4,32.8,0.0,0.51,14.0,33.0,0.14,0.1,2.0,31.0,0.14,0.02,0.1,0.32,1.2,3.7,3.1,4.6,18.0,12.0,0.5,2.4,1.9,4.7,0.51,2.6,0.0348540632561483
50.0,1.0,10.6,4.4,20.0,52.0,0.0,0.51,14.0,16.0,0.105,0.01,2.0,17.0,0.175,0.05,0.1,0.21,2.0,1.3,4.2,2.9,3.0,7.0,2.7,0.1,4.6,2.4,0.22,2.8,0.0200821388768535
52.4,13.0,3.4,23.6,16.4,31.6,0.0,0.5,14.0,25.0,0.07,0.04,2.0,21.0,0.07,0.03,0.1,0.33,1.9,2.3,4.8,3.0,20.0,27.0,1.6,2.1,0.8,4.7,0.9,1.1,0.0602319232201308
41.6,13.0,8.2,20.0,26.0,29.2,0.0,0.51,14.0,33.0,0.175,0.08,2.0,13.0,0.105,0.09,0.1,0.5,1.3,2.0,4.4,4.7,22.0,26.0,1.7,2.7,0.2,1.3,0.38,3.9,0.0305218253941465
35.6,9.4,7.0,9.2,26.0,42.4,0.0,0.51,14.0,23.0,0.175,0.02,2.0,18.0,0.105,0.05,0.1,0.32,2.1,2.7,5.0,4.5,1.0,10.0,2.6,1.0,0.1,0.8,1.44,4.4,0.041548579346059
16.4,9.4,3.4,3.2,3.2,29.2,0.0,0.51,14.0,34.0,0.175,0.01,2.0,16.0,0.07,0.01,0.1,0.2,0.4,3.3,1.2,1.7,13.0,8.0,4.6,4.6,0.3,1.0,0.12,1.0,0.20206026774204
41.6,2.2,4.6,12.8,4.4,22.0,0.0,0.51,14.0,31.0,0.105,0.07,2.0,15.0,0.14,0.01,0.1,0.47,0.3,1.0,1.5,1.9,5.0,24.0,0.6,1.2,0.6,0.5,0.1,1.2,0.0549856031954115
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.0462556074892
51.2,5.8,9.4,6.8,6.8,19.6,0.0,0.5,14.0,23.0,0.175,0.01,2.0,9.0,0.175,0.1,0.1,0.42,0.5,1.4,3.3,4.3,5.0,13.0,1.9,3.0,2.7,5.0,0.41,1.6,0.0214461846933091
16.4,3.4,11.8,12.8,11.6,40.0,0.0,0.51,14.0,34.0,0.175,0.1,2.0,20.0,0.14,0.02,0.1,0.22,1.1,1.3,4.0,4.0,27.0,21.0,2.9,3.5,1.7,2.1,0.53,3.1,0.0530799133305483
11.6,5.8,7.0,24.8,14.0,47.2,0.0,0.5,14.0,23.0,0.035,0.01,2.0,26.0,0.175,0.01,0.1,0.36,1.5,1.2,4.4,4.9,29.0,21.0,1.5,0.2,2.5,5.0,0.46,3.4,0.121934072095946
14.0,10.6,5.8,20.0,8.0,43.6,0.0,0.51,14.0,18.0,0.105,0.03,2.0,15.0,0.14,0.07,0.1,0.39,0.9,0.8,4.0,4.4,30.0,22.0,2.4,2.9,3.5,1.0,0.27,2.5,0.129932597753317
15.2,9.4,9.4,6.8,12.8,36.4,0.0,0.51,14.0,21.0,0.105,0.1,2.0,10.0,0.175,0.01,0.1,0.39,1.3,2.1,2.3,5.0,12.0,22.0,2.4,2.5,1.3,1.8,0.56,1.6,0.0742605158592613
16.4,2.2,10.6,16.4,21.2,8.8,0.0,0.5,14.0,35.0,0.105,0.01,2.0,9.0,0.14,0.06,0.1,0.31,1.6,2.6,4.8,4.2,25.0,15.0,1.8,3.1,1.2,2.6,0.13,3.9,0.0592739763437626
47.6,13.0,3.4,8.0,21.2,28.0,0.0,0.5,14.0,17.0,0.035,0.03,2.0,23.0,0.07,0.03,0.1,0.36,1.5,1.9,4.6,2.7,26.0,17.0,1.5,4.3,1.7,2.2,1.26,1.8,0.0636640962674312
39.2,9.4,11.8,20.0,18.8,22.0,0.0,0.5,14.0,30.0,0.105,0.09,2.0,17.0,0.105,0.1,0.1,0.17,2.2,1.3,4.8,4.3,10.0,30.0,4.8,1.9,1.5,4.4,0.55,3.6,0.024179685568329
45.2,9.4,11.8,22.4,3.2,37.6,0.0,0.5,14.0,13.0,0.14,0.08,2.0,19.0,0.175,0.01,0.1,0.46,0.2,1.0,1.8,4.7,20.0,26.0,1.0,0.5,0.3,2.8,0.13,1.0,0.0232848850958219
11.6,2.2,13.0,26.0,11.6,36.4,0.0,0.5,14.0,18.0,0.035,0.01,2.0,12.0,0.07,0.06,0.1,0.29,0.9,1.7,4.8,4.3,27.0,19.0,0.1,1.2,0.8,0.1,0.33,2.4,0.068036906506643
18.8,9.4,11.8,23.6,3.2,30.4,0.0,0.5,14.0,28.0,0.07,0.02,2.0,11.0,0.035,0.02,0.1,0.19,0.3,3.3,1.2,2.5,19.0,7.0,3.3,2.4,4.2,3.4,0.12,1.0,0.0480417378491635
10.4,13.0,9.4,17.6,14.0,35.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,35.0,0.07,0.06,0.1,0.18,0.8,2.2,3.5,5.0,2.0,21.0,1.3,2.0,4.9,4.0,0.19,1.1,0.104911366525804
20.0,13.0,10.6,11.6,9.2,20.8,0.0,0.5,14.0,30.0,0.07,0.03,2.0,8.0,0.105,0.05,0.1,0.14,0.6,2.7,4.3,3.5,30.0,30.0,0.7,1.8,3.1,3.8,0.15,2.5,0.0496471076829497
41.6,9.4,3.4,12.8,22.4,31.6,0.0,0.5,14.0,17.0,0.105,0.1,2.0,18.0,0.14,0.02,0.1,0.49,1.7,1.7,4.9,4.4,25.0,4.0,3.8,0.7,3.6,1.6,1.66,3.4,0.0717401377032185
21.2,8.2,2.2,26.0,21.2,44.8,0.0,0.5,14.0,25.0,0.07,0.07,2.0,29.0,0.14,0.09,0.1,0.36,1.4,2.6,4.0,5.0,11.0,14.0,4.9,4.4,0.7,0.3,0.65,3.5,0.216256862352125
14.0,3.4,13.0,24.8,22.4,31.6,0.0,0.51,14.0,20.0,0.07,0.05,2.0,34.0,0.14,0.06,0.1,0.21,1.5,2.7,4.3,4.0,27.0,13.0,3.9,3.1,0.6,3.8,0.43,3.5,0.0557455904975066
18.8,10.6,4.6,15.2,21.2,28.0,0.0,0.5,14.0,27.0,0.175,0.09,2.0,18.0,0.035,0.01,0.1,0.26,2.2,2.3,4.8,4.6,1.0,1.0,1.3,3.2,1.3,4.5,1.1,1.6,0.123993890309964
27.2,13.0,11.8,10.4,9.2,13.6,0.0,0.51,14.0,33.0,0.105,0.05,2.0,7.0,0.175,0.05,0.1,0.26,0.8,1.3,3.6,3.1,4.0,17.0,0.1,4.2,2.1,1.2,0.37,2.8,0.0326448865862908
24.8,10.6,3.4,20.0,23.6,29.2,0.0,0.51,14.0,35.0,0.14,0.01,2.0,25.0,0.175,0.03,0.1,0.38,2.1,4.2,4.0,4.0,1.0,22.0,2.3,4.8,2.7,3.4,0.98,3.3,0.123252492692962
29.6,9.4,11.8,4.4,8.0,13.6,0.0,0.51,14.0,29.0,0.07,0.01,2.0,19.0,0.14,0.04,0.1,0.16,0.9,0.8,3.0,4.4,0.0,10.0,4.6,1.9,0.7,4.5,0.71,1.6,0.0303917870766317
50.0,10.6,4.6,9.2,9.2,44.8,0.0,0.51,14.0,34.0,0.14,0.08,2.0,26.0,0.07,0.01,0.1,0.21,0.7,0.9,3.3,4.1,13.0,19.0,4.1,4.5,4.3,4.5,0.37,2.7,0.0442293721524569
24.8,3.4,13.0,4.4,21.2,31.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,9.0,0.175,0.1,0.1,0.41,2.0,2.4,4.5,4.6,26.0,1.0,1.5,0.2,4.9,2.5,0.6,4.0,0.0362763234823607
36.8,5.8,10.6,23.6,24.8,18.4,0.0,0.5,14.0,18.0,0.14,0.02,2.0,23.0,0.175,0.03,0.1,0.32,2.5,0.9,4.3,3.5,8.0,2.0,1.9,3.9,3.3,1.0,0.43,3.4,0.0259952777442862
11.6,4.6,10.6,9.2,6.8,32.8,0.0,0.5,14.0,26.0,0.14,0.01,2.0,5.0,0.035,0.02,0.1,0.4,0.6,2.3,2.4,1.8,13.0,11.0,0.1,3.9,3.8,4.9,0.27,1.4,0.0870844233448141
34.4,9.4,11.8,14.0,16.4,23.2,0.0,0.51,14.0,13.0,0.105,0.09,2.0,5.0,0.175,0.08,0.1,0.41,0.9,1.7,4.5,1.7,19.0,22.0,4.7,4.8,2.4,0.5,0.63,1.5,0.025761139799991
14.0,5.8,13.0,11.6,6.8,25.6,0.0,0.5,14.0,34.0,0.07,0.05,2.0,27.0,0.07,0.07,0.1,0.14,0.4,0.8,3.1,1.9,17.0,10.0,0.8,1.9,2.0,1.4,0.22,1.6,0.0593956804170809
36.8,9.4,4.6,6.8,21.2,41.2,0.0,0.5,14.0,29.0,0.105,0.06,2.0,22.0,0.035,0.02,0.1,0.5,0.9,1.0,3.6,4.8,21.0,24.0,3.8,3.9,3.2,3.1,0.11,3.5,0.0617971520012656
10.4,8.2,8.2,10.4,26.0,5.2,0.0,0.51,14.0,30.0,0.105,0.09,2.0,20.0,0.14,0.04,0.1,0.33,2.2,1.7,5.0,3.6,26.0,11.0,1.8,4.1,3.1,0.5,1.4,3.1,0.124349326046468
32.0,4.6,5.8,23.6,8.0,23.2,0.0,0.51,14.0,25.0,0.105,0.02,2.0,35.0,0.175,0.01,0.1,0.44,1.0,2.2,4.7,3.2,20.0,27.0,0.5,4.7,3.6,1.6,0.1,1.5,0.0561950120991104
26.0,10.6,4.6,10.4,16.4,28.0,0.0,0.5,14.0,33.0,0.175,0.07,2.0,8.0,0.105,0.09,0.1,0.46,1.0,3.5,4.8,3.9,23.0,8.0,4.3,4.8,0.8,4.9,0.32,1.0,0.0845611572994661
51.2,11.8,11.8,8.0,6.8,49.6,0.0,0.5,14.0,23.0,0.07,0.01,2.0,32.0,0.175,0.1,0.1,0.43,0.6,2.8,3.3,5.0,29.0,10.0,1.1,4.7,2.1,4.4,0.33,2.7,0.0185636624146345
42.8,7.0,11.8,4.4,9.2,19.6,0.0,0.51,14.0,33.0,0.14,0.02,2.0,12.0,0.105,0.09,0.1,0.2,1.1,3.0,4.9,4.8,17.0,16.0,0.6,0.3,3.9,3.4,0.47,1.8,0.0115324395652971
47.6,8.2,11.8,23.6,24.8,48.4,0.0,0.51,14.0,31.0,0.14,0.08,2.0,35.0,0.035,0.03,0.1,0.19,3.1,0.7,4.2,4.2,28.0,23.0,2.8,2.5,2.1,0.6,0.56,3.5,0.0182885584908153
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.0462556074892011
47.6,4.6,9.4,21.2,5.6,4.0,0.0,0.51,14.0,27.0,0.175,0.07,2.0,29.0,0.14,0.01,0.1,0.35,0.5,2.8,2.0,1.9,15.0,4.0,0.5,2.6,0.9,1.3,0.11,1.1,0.0235597307147617
35.6,2.2,5.8,8.0,12.8,31.6,0.0,0.51,14.0,28.0,0.14,0.03,2.0,35.0,0.105,0.05,0.1,0.12,0.8,1.1,2.8,1.4,5.0,30.0,2.4,1.4,1.2,2.3,0.53,1.2,0.0510371241020661
11.6,9.4,5.8,16.4,14.0,22.0,0.0,0.51,14.0,22.0,0.105,0.05,2.0,6.0,0.035,0.02,0.1,0.03,1.5,0.7,2.6,2.5,15.0,21.0,1.9,3.9,3.3,0.7,0.25,2.4,0.154662296700566
33.2,7.0,5.8,26.0,22.4,52.0,0.0,0.5,14.0,32.0,0.14,0.01,2.0,25.0,0.105,0.04,0.1,0.39,1.1,3.1,4.1,4.7,17.0,6.0,4.7,0.5,0.5,3.3,0.12,3.5,0.0534738822112218
33.2,2.2,3.4,6.8,20.0,40.0,0.0,0.5,14.0,16.0,0.175,0.04,2.0,26.0,0.14,0.07,0.1,0.15,2.5,1.5,5.0,4.3,18.0,24.0,2.3,1.2,0.6,3.8,0.78,2.7,0.0931593096270685
44.0,10.6,10.6,8.0,4.4,7.6,0.0,0.5,14.0,35.0,0.07,0.06,2.0,18.0,0.105,0.01,0.1,0.22,0.5,3.1,2.5,4.7,1.0,2.0,4.2,0.4,1.5,3.2,0.17,1.3,0.0234194109391829
27.2,7.0,8.2,21.2,24.8,14.8,0.0,0.5,14.0,33.0,0.175,0.1,2.0,20.0,0.105,0.02,0.1,0.31,2.8,4.2,4.7,3.9,0.0,16.0,0.7,4.7,3.6,3.2,0.78,3.5,0.0463545338004731
50.0,5.8,8.2,26.0,24.8,42.4,0.0,0.5,14.0,17.0,0.14,0.05,2.0,22.0,0.07,0.04,0.1,0.11,2.9,1.5,4.4,4.7,24.0,14.0,4.2,1.2,3.3,0.1,0.65,4.2,0.0262006324631509
6.8,10.6,13.0,4.4,17.6,7.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,17.0,0.14,0.02,0.1,0.28,1.2,1.7,3.8,2.3,27.0,14.0,2.9,2.8,3.2,1.4,0.5,2.1,0.123158823500031
10.4,2.2,8.2,23.6,26.0,20.8,0.0,0.5,14.0,25.0,0.175,0.07,2.0,30.0,0.14,0.08,0.1,0.3,2.8,2.3,4.8,4.9,10.0,24.0,1.6,1.2,0.7,3.8,1.97,4.3,0.121441968865598
38.0,2.2,3.4,6.8,3.2,44.8,0.0,0.51,14.0,32.0,0.105,0.06,2.0,32.0,0.14,0.01,0.1,0.33,0.3,1.5,1.4,4.6,30.0,0.0,2.0,2.6,4.9,4.9,0.24,1.3,0.0868710791469019
38.0,5.8,5.8,24.8,18.8,43.6,0.0,0.5,14.0,32.0,0.07,0.02,2.0,20.0,0.14,0.04,0.1,0.23,2.2,3.5,4.5,4.4,3.0,14.0,3.4,4.4,4.3,3.2,1.65,3.9,0.0467845089085354
15.2,5.8,9.4,14.0,17.6,34.0,0.0,0.5,14.0,35.0,0.035,0.01,2.0,19.0,0.175,0.1,0.1,0.46,1.7,2.0,3.2,3.7,16.0,12.0,2.0,2.4,4.5,2.7,0.77,2.8,0.0732459057596937
51.2,8.2,9.4,17.6,11.6,20.8,0.0,0.51,14.0,26.0,0.07,0.05,2.0,18.0,0.14,0.08,0.1,0.39,1.4,1.9,2.5,4.1,2.0,23.0,0.7,0.6,2.8,3.1,0.1,2.3,0.0216021304313713
46.4,13.0,8.2,11.6,14.0,19.6,0.0,0.5,14.0,32.0,0.14,0.08,2.0,11.0,0.07,0.03,0.1,0.49,0.6,0.9,4.8,3.1,1.0,9.0,4.7,1.1,0.4,1.7,0.29,2.3,0.0273263938416035
8.0,13.0,7.0,12.8,6.8,43.6,0.0,0.5,14.0,15.0,0.14,0.02,2.0,26.0,0.175,0.08,0.1,0.43,0.3,1.0,1.5,3.1,2.0,1.0,3.2,4.7,3.5,0.1,0.25,1.4,0.186706010089452
17.6,5.8,9.4,21.2,21.2,12.4,0.0,0.5,14.0,27.0,0.035,0.01,2.0,10.0,0.105,0.05,0.1,0.43,2.6,2.9,3.6,3.6,19.0,30.0,0.7,3.8,0.2,2.8,0.23,3.0,0.0637050724412777
44.0,3.4,13.0,22.4,18.8,35.2,0.0,0.5,14.0,32.0,0.14,0.09,2.0,8.0,0.175,0.07,0.1,0.48,2.2,3.0,3.6,4.2,29.0,11.0,3.0,2.1,4.8,2.9,2.15,3.1,0.0182892860761744
52.4,9.4,10.6,22.4,14.0,6.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,24.0,0.175,0.1,0.1,0.29,1.8,1.6,3.2,4.2,16.0,20.0,1.8,0.2,1.2,3.0,0.82,1.4,0.0196422539275222
23.6,10.6,3.4,20.0,15.2,31.6,0.0,0.5,14.0,33.0,0.07,0.04,2.0,17.0,0.105,0.1,0.1,0.41,0.7,3.5,3.1,3.2,30.0,18.0,4.8,2.1,4.4,5.0,0.21,2.4,0.128912375136695
5.6,3.4,8.2,18.8,12.8,11.2,0.0,0.5,14.0,21.0,0.035,0.02,2.0,31.0,0.105,0.09,0.1,0.22,0.9,2.0,4.3,5.0,25.0,24.0,2.8,3.9,2.7,1.3,0.77,4.0,0.223641687905636
6.8,5.8,10.6,15.2,17.6,23.2,0.0,0.5,14.0,33.0,0.175,0.1,2.0,18.0,0.105,0.06,0.1,0.5,1.3,2.4,3.8,4.5,29.0,6.0,3.6,0.6,5.0,0.5,0.71,2.7,0.14410396426076
22.4,1.0,4.6,10.4,4.4,52.0,0.0,0.5,14.0,32.0,0.105,0.06,2.0,7.0,0.105,0.08,0.1,0.17,0.4,0.7,1.4,3.8,14.0,3.0,3.8,1.2,2.7,3.2,0.36,1.2,0.092851051898378
30.8,13.0,4.6,15.2,21.2,38.8,0.0,0.5,14.0,9.0,0.105,0.1,2.0,22.0,0.035,0.01,0.1,0.46,2.4,0.8,4.2,2.6,27.0,21.0,0.5,0.6,1.5,1.9,0.67,2.3,0.0731740206398609
23.6,7.0,8.2,22.4,4.4,43.6,0.0,0.5,14.0,12.0,0.105,0.1,2.0,28.0,0.14,0.02,0.1,0.23,0.5,1.6,2.1,3.3,8.0,20.0,4.7,4.6,2.1,1.4,0.3,1.8,0.0547688080361654
45.2,7.0,13.0,9.2,24.8,49.6,0.0,0.51,14.0,34.0,0.14,0.09,2.0,29.0,0.07,0.07,0.1,0.19,3.1,3.5,4.9,4.8,27.0,14.0,1.1,0.6,0.3,1.0,0.61,4.1,0.0178801895410837
38.0,9.4,4.6,20.0,20.0,41.2,0.0,0.5,14.0,30.0,0.14,0.06,2.0,4.0,0.105,0.02,0.1,0.29,2.5,2.2,4.8,2.0,25.0,30.0,4.6,0.6,3.9,4.1,0.81,1.5,0.0614653506008547
41.6,10.6,5.8,12.8,3.2,35.2,0.0,0.5,14.0,16.0,0.07,0.05,2.0,17.0,0.105,0.1,0.1,0.41,0.4,0.6,1.2,4.1,30.0,13.0,2.1,0.7,4.5,2.3,0.17,1.0,0.0453818129823236
14.0,4.6,4.6,24.8,17.6,44.8,0.0,0.5,14.0,33.0,0.105,0.02,2.0,33.0,0.07,0.07,0.1,0.14,1.2,2.8,4.5,4.2,18.0,25.0,1.4,1.5,0.9,0.5,0.18,3.1,0.170643558527929
14.0,5.8,11.8,17.6,23.6,8.8,0.0,0.51,14.0,34.0,0.105,0.09,2.0,22.0,0.105,0.06,0.1,0.35,2.2,4.0,5.0,4.7,17.0,13.0,0.2,2.5,4.5,1.8,1.15,3.4,0.0641283318829826
23.6,4.6,4.6,4.4,3.2,10.0,0.0,0.51,14.0,23.0,0.105,0.1,2.0,12.0,0.175,0.08,0.1,0.38,0.3,2.0,1.5,2.9,15.0,19.0,2.0,4.3,4.3,1.2,0.15,1.3,0.105327874100944
29.6,1.0,11.8,11.6,10.4,28.0,0.0,0.5,14.0,18.0,0.14,0.03,2.0,9.0,0.14,0.1,0.1,0.16,0.9,1.1,3.3,4.7,2.0,4.0,2.2,2.6,1.1,1.0,0.71,1.4,0.0292847622086178
45.2,5.8,4.6,11.6,23.6,53.2,0.0,0.5,14.0,18.0,0.105,0.01,2.0,34.0,0.105,0.02,0.1,0.26,2.1,0.4,4.4,4.6,18.0,11.0,0.2,3.4,0.8,3.0,0.31,4.3,0.0489801859475004
6.8,13.0,7.0,16.4,11.6,48.4,0.0,0.51,14.0,15.0,0.14,0.06,2.0,34.0,0.07,0.05,0.1,0.17,0.7,0.5,4.0,2.9,8.0,28.0,3.2,4.1,3.0,2.6,0.38,1.1,0.212689417839945
10.4,2.2,8.2,4.4,4.4,4.0,0.0,0.5,14.0,34.0,0.14,0.03,2.0,8.0,0.105,0.1,0.1,0.45,0.4,4.4,2.6,4.0,16.0,1.0,1.3,3.1,3.8,3.4,0.2,1.2,0.126149787032515
34.4,1.0,8.2,10.4,8.0,5.2,0.0,0.51,14.0,13.0,0.14,0.05,2.0,5.0,0.175,0.01,0.1,0.4,1.0,1.4,3.9,2.0,16.0,14.0,1.9,0.3,3.9,1.4,0.62,1.3,0.0378515425668165
22.4,9.4,11.8,18.8,10.4,17.2,0.0,0.5,14.0,29.0,0.07,0.04,2.0,31.0,0.175,0.06,0.1,0.32,1.0,0.2,2.2,1.7,18.0,5.0,2.1,0.7,3.8,3.5,0.19,1.0,0.0389002113008653
14.0,7.0,13.0,9.2,21.2,31.6,0.0,0.51,14.0,16.0,0.14,0.02,2.0,11.0,0.07,0.04,0.1,0.48,2.4,0.2,4.0,4.3,1.0,24.0,2.6,2.4,1.9,0.6,0.1,3.4,0.0596316228032758
21.2,4.6,7.0,24.8,18.8,12.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.23,1.4,4.2,5.0,2.7,28.0,15.0,1.4,2.3,0.2,3.8,0.23,2.2,0.0710134135110574
26.0,7.0,13.0,10.4,10.4,37.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,16.0,0.105,0.1,0.1,0.47,1.2,1.5,4.0,3.3,5.0,21.0,5.0,2.1,2.1,2.8,0.39,2.1,0.0298031410966171
10.4,5.8,10.6,11.6,24.8,52.0,0.0,0.51,14.0,32.0,0.14,0.06,2.0,18.0,0.105,0.03,0.1,0.46,1.9,3.2,5.0,4.6,17.0,12.0,4.7,0.7,3.7,3.3,0.1,3.0,0.0941629255597927
30.8,8.2,2.2,16.4,16.4,25.6,0.0,0.5,14.0,26.0,0.14,0.07,2.0,11.0,0.175,0.06,0.1,0.23,2.0,2.8,4.6,2.5,24.0,8.0,4.5,0.9,2.7,2.1,1.16,2.4,0.158801829740229
22.4,8.2,8.2,14.0,8.0,50.8,0.0,0.5,14.0,24.0,0.175,0.09,2.0,12.0,0.175,0.03,0.1,0.38,0.8,2.8,2.6,3.0,15.0,20.0,3.0,4.7,4.0,4.0,0.18,1.8,0.0550707496358027
51.2,7.0,7.0,16.4,18.8,8.8,0.0,0.5,14.0,9.0,0.175,0.07,2.0,20.0,0.175,0.1,0.1,0.32,1.6,0.5,4.8,3.9,17.0,25.0,2.9,2.4,0.9,0.5,0.3,1.9,0.0291760727591838
23.6,9.4,8.2,24.8,4.4,14.8,0.0,0.51,14.0,35.0,0.07,0.05,2.0,33.0,0.07,0.01,0.1,0.17,0.3,2.8,2.4,4.5,7.0,12.0,1.1,4.7,3.4,0.3,0.1,1.2,0.0550031319993016
15.2,10.6,10.6,26.0,10.4,32.8,0.0,0.5,14.0,20.0,0.035,0.02,2.0,17.0,0.175,0.06,0.1,0.27,1.2,2.6,3.4,3.7,2.0,30.0,2.8,2.9,2.0,4.8,1.03,3.2,0.0647790323981442
35.6,8.2,13.0,9.2,10.4,24.4,0.0,0.51,14.0,25.0,0.175,0.05,2.0,12.0,0.105,0.1,0.1,0.18,0.7,1.3,3.7,2.7,3.0,2.0,2.3,1.6,1.1,3.2,0.62,2.1,0.0224736573320647
