w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_bottom_left_T
26.0,10.6,5.8,6.8,11.6,31.6,0.0,0.5,14.0,29.0,0.14,0.05,2.0,10.0,0.07,0.06,0.1,0.1,0.8,2.7,3.0,4.8,14.0,3.0,4.0,1.9,2.2,1.5,0.54,2.0,0.0699022194703216
9.2,5.8,7.0,5.6,18.8,30.4,0.0,0.5,14.0,18.0,0.105,0.09,2.0,9.0,0.14,0.04,0.1,0.48,2.2,2.2,3.2,4.1,8.0,25.0,2.5,2.3,4.9,4.8,1.2,2.5,0.170377145259792
29.6,5.8,4.6,9.2,16.4,6.4,0.0,0.51,14.0,20.0,0.175,0.01,2.0,12.0,0.07,0.04,0.1,0.0,0.7,1.0,3.1,3.6,24.0,22.0,3.9,2.4,0.9,5.0,0.13,2.0,0.0762762457539951
22.4,4.6,2.2,22.4,24.8,35.2,0.0,0.5,14.0,22.0,0.035,0.01,2.0,30.0,0.175,0.1,0.1,0.42,1.8,1.6,4.8,4.2,29.0,7.0,0.9,0.9,4.2,2.1,0.78,4.0,0.203888766272213
47.6,8.2,4.6,21.2,22.4,38.8,0.0,0.5,14.0,32.0,0.14,0.08,2.0,19.0,0.14,0.09,0.1,0.0,2.5,0.6,5.0,5.0,26.0,3.0,1.9,3.5,0.3,1.1,0.51,3.7,0.0486707458224337
47.6,11.8,2.2,11.6,11.6,34.0,0.0,0.5,14.0,11.0,0.105,0.08,2.0,28.0,0.175,0.02,0.1,0.28,1.1,1.1,4.4,4.6,14.0,20.0,2.9,3.7,2.9,2.1,1.06,2.6,0.099601480195567
15.2,11.8,8.2,6.8,20.0,41.2,0.0,0.51,14.0,26.0,0.105,0.03,2.0,14.0,0.07,0.05,0.1,0.15,1.0,2.0,3.9,3.0,15.0,10.0,2.7,0.6,2.8,1.0,0.91,2.7,0.0841210563721901
12.8,2.2,5.8,3.2,6.8,19.6,0.0,0.5,14.0,31.0,0.175,0.05,2.0,14.0,0.175,0.08,0.1,0.07,0.8,0.9,2.0,4.9,12.0,14.0,0.1,4.8,0.2,1.2,0.52,1.9,0.140686002503651
41.6,8.2,11.8,15.2,21.2,40.0,0.0,0.51,14.0,27.0,0.07,0.04,2.0,14.0,0.07,0.02,0.1,0.31,2.0,3.6,3.8,4.2,30.0,5.0,1.5,0.7,2.7,1.9,0.34,3.5,0.0212028294666529
50.0,3.4,1.0,14.0,9.2,41.2,0.0,0.51,14.0,19.0,0.07,0.02,2.0,31.0,0.07,0.07,0.1,0.25,0.9,2.2,4.1,3.7,30.0,19.0,3.2,1.7,0.5,4.3,0.62,3.3,0.207818379666707
41.6,13.0,10.6,5.6,22.4,29.2,0.0,0.51,14.0,27.0,0.07,0.02,2.0,28.0,0.07,0.05,0.1,0.04,1.3,1.5,4.3,4.1,23.0,25.0,5.0,3.2,0.4,4.8,0.71,3.1,0.0236423865477824
22.4,3.4,8.2,8.0,10.4,41.2,0.0,0.51,14.0,32.0,0.175,0.03,2.0,6.0,0.14,0.02,0.1,0.06,1.1,1.5,3.0,2.8,23.0,3.0,2.0,0.2,3.9,1.7,0.76,2.5,0.0573671857160984
12.8,4.6,10.6,9.2,16.4,7.6,0.0,0.51,14.0,18.0,0.105,0.02,2.0,8.0,0.175,0.08,0.1,0.23,2.0,1.9,3.6,4.7,0.0,24.0,4.7,4.2,2.2,4.1,0.63,1.7,0.0800385134046893
23.6,7.0,7.0,17.6,9.2,13.6,0.0,0.5,14.0,34.0,0.105,0.1,2.0,20.0,0.14,0.03,0.1,0.5,0.9,2.2,2.1,3.6,10.0,28.0,0.7,3.3,4.6,1.1,0.84,1.6,0.0616007575878193
24.8,5.8,9.4,11.6,8.0,6.4,0.0,0.51,14.0,6.0,0.14,0.01,2.0,23.0,0.175,0.03,0.1,0.2,0.8,0.7,4.4,4.6,10.0,16.0,3.6,3.1,0.8,1.7,0.32,1.8,0.0446587300089456
48.8,9.4,8.2,26.0,11.6,28.0,0.0,0.51,14.0,30.0,0.14,0.09,2.0,7.0,0.175,0.08,0.1,0.3,1.2,2.1,3.4,2.2,22.0,9.0,3.6,2.6,5.0,4.6,0.36,2.1,0.0277003984830076
47.6,13.0,3.4,24.8,5.6,30.4,0.0,0.51,14.0,34.0,0.175,0.05,2.0,15.0,0.105,0.08,0.1,0.32,0.7,4.4,3.5,3.7,24.0,23.0,1.9,0.6,4.6,2.2,0.32,1.2,0.0684806768720435
12.8,2.2,3.4,24.8,9.2,38.8,0.0,0.5,14.0,22.0,0.105,0.02,2.0,18.0,0.175,0.1,0.1,0.32,0.8,2.5,4.9,4.6,16.0,29.0,2.2,1.8,3.2,2.5,0.26,2.4,0.0488039847714772
16.4,9.4,10.6,9.2,26.0,29.2,0.0,0.5,14.0,28.0,0.14,0.07,2.0,12.0,0.07,0.06,0.1,0.08,2.4,3.5,4.8,4.5,2.0,9.0,3.4,2.0,1.8,1.0,0.91,3.7,0.064537328977103
50.0,2.2,7.0,18.8,24.8,40.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,13.0,0.105,0.1,0.1,0.42,2.3,3.4,4.5,4.3,24.0,0.0,2.5,0.9,4.9,3.6,1.97,3.3,0.0028849166955563
40.4,13.0,4.6,15.2,15.2,13.6,0.0,0.5,14.0,31.0,0.175,0.03,2.0,19.0,0.14,0.01,0.1,0.14,1.2,0.7,4.6,1.8,27.0,22.0,2.5,1.0,2.6,1.9,0.35,1.1,0.0566090605768872
16.4,2.2,11.8,10.4,22.4,12.4,0.0,0.5,14.0,29.0,0.105,0.04,2.0,33.0,0.175,0.07,0.1,0.04,2.4,2.5,5.0,3.7,15.0,28.0,4.9,0.8,3.8,1.3,1.62,1.9,0.057107144834722
23.6,4.6,2.2,5.6,16.4,49.6,0.0,0.51,14.0,27.0,0.035,0.01,2.0,10.0,0.14,0.07,0.1,0.02,1.6,0.4,4.7,3.6,2.0,20.0,0.1,1.0,3.8,0.6,0.39,1.8,0.20137110797006
14.0,4.6,8.2,11.6,3.2,49.6,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.14,0.09,0.1,0.42,0.4,2.0,1.8,1.7,25.0,1.0,0.5,3.6,4.4,2.1,0.23,1.0,0.0971717006573245
48.8,2.2,10.6,4.4,24.8,35.2,0.0,0.5,14.0,17.0,0.14,0.05,2.0,24.0,0.07,0.07,0.1,0.45,1.9,2.0,5.0,5.0,0.0,9.0,2.6,3.1,2.9,4.6,0.94,4.0,0.0205861123266519
29.6,5.8,9.4,12.8,15.2,5.2,0.0,0.51,14.0,27.0,0.14,0.06,2.0,20.0,0.07,0.06,0.1,0.26,0.8,2.1,2.9,2.9,11.0,25.0,1.3,2.8,3.4,0.2,0.46,2.3,0.0374443217726518
9.2,8.2,13.0,18.8,16.4,19.6,0.0,0.51,14.0,3.0,0.105,0.08,2.0,19.0,0.105,0.02,0.1,0.39,1.7,0.2,5.0,3.2,17.0,19.0,2.6,4.3,1.1,2.6,0.12,1.3,0.0869081610712045
38.0,2.2,9.4,5.6,15.2,42.4,0.0,0.51,14.0,21.0,0.175,0.1,2.0,28.0,0.105,0.07,0.1,0.06,0.7,1.2,3.6,3.8,19.0,25.0,1.9,2.7,0.2,0.4,0.17,2.0,0.0300116950025575
11.6,3.4,10.6,10.4,9.2,18.4,0.0,0.51,14.0,31.0,0.14,0.04,2.0,16.0,0.175,0.07,0.1,0.23,1.1,2.7,4.0,4.4,0.0,29.0,2.4,3.4,1.2,2.6,0.68,1.8,0.0875474776203775
26.0,3.4,7.0,11.6,26.0,19.6,0.0,0.5,14.0,19.0,0.175,0.08,2.0,14.0,0.105,0.1,0.1,0.11,2.0,1.3,4.5,4.2,29.0,11.0,0.2,1.6,3.3,3.0,0.81,3.7,0.0576453508291896
35.6,2.2,10.6,18.8,6.8,26.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,31.0,0.14,0.1,0.1,0.37,0.9,0.5,3.6,3.6,0.0,30.0,3.6,0.8,4.4,4.9,0.27,2.1,0.0273541763388553
46.4,13.0,7.0,24.8,10.4,49.6,0.0,0.51,14.0,34.0,0.035,0.02,2.0,21.0,0.175,0.05,0.1,0.39,1.2,2.3,4.4,3.9,27.0,27.0,2.6,1.6,0.9,3.7,0.42,1.8,0.0316318274474723
48.8,13.0,5.8,26.0,26.0,34.0,0.0,0.51,14.0,24.0,0.175,0.02,2.0,20.0,0.105,0.03,0.1,0.0,1.2,2.9,4.7,4.6,6.0,25.0,2.2,4.5,3.8,2.9,0.47,3.2,0.0372209873949433
40.4,5.8,5.8,17.6,24.8,26.8,0.0,0.5,14.0,29.0,0.14,0.04,2.0,21.0,0.07,0.02,0.1,0.06,3.2,3.3,4.6,4.8,24.0,14.0,3.6,4.0,5.0,0.1,0.55,3.0,0.0453007762415079
45.2,7.0,2.2,15.2,21.2,42.4,0.0,0.51,14.0,34.0,0.105,0.07,2.0,19.0,0.14,0.04,0.1,0.06,1.7,2.1,3.6,4.3,23.0,6.0,4.3,4.3,1.1,3.5,1.3,3.3,0.104269426117091
14.0,10.6,10.6,24.8,23.6,8.8,0.0,0.51,14.0,29.0,0.105,0.06,2.0,34.0,0.14,0.02,0.1,0.24,1.5,1.9,4.5,4.5,19.0,18.0,2.7,4.2,1.0,2.6,0.31,3.1,0.0699254527510339
50.0,7.0,5.8,3.2,12.8,41.2,0.0,0.51,14.0,28.0,0.07,0.01,2.0,15.0,0.175,0.01,0.1,0.18,1.4,1.4,4.5,4.4,11.0,10.0,2.6,0.3,3.0,4.9,0.6,1.3,0.0365387789110513
38.0,2.2,13.0,20.0,12.8,5.2,0.0,0.51,14.0,23.0,0.14,0.02,2.0,21.0,0.07,0.04,0.1,0.04,1.2,2.9,3.0,3.3,6.0,23.0,2.1,3.8,0.5,5.0,0.9,1.8,0.022708909908859
28.4,3.4,9.4,15.2,23.6,10.0,0.0,0.51,14.0,23.0,0.035,0.01,2.0,13.0,0.105,0.05,0.1,0.4,3.0,2.3,4.5,3.2,14.0,5.0,2.9,2.9,3.4,0.8,1.6,3.0,0.0393325505344459
14.0,3.4,4.6,22.4,23.6,4.0,0.0,0.5,14.0,20.0,0.105,0.08,2.0,30.0,0.105,0.03,0.1,0.21,1.4,2.5,5.0,3.6,20.0,14.0,0.2,0.1,0.5,2.8,0.31,3.2,0.154854454229323
33.2,1.0,5.8,17.6,12.8,10.0,0.0,0.51,14.0,34.0,0.14,0.08,2.0,20.0,0.175,0.08,0.1,0.25,0.7,3.4,3.1,4.1,3.0,19.0,1.8,3.8,1.7,3.7,0.45,2.4,0.0524126610517544
17.6,10.6,4.6,5.6,14.0,41.2,0.0,0.5,14.0,25.0,0.175,0.1,2.0,16.0,0.175,0.1,0.1,0.12,1.3,0.6,3.1,4.8,17.0,16.0,2.7,1.0,4.3,5.0,0.24,2.5,0.134559223929418
42.8,13.0,3.4,11.6,11.6,19.6,0.0,0.51,14.0,30.0,0.14,0.04,2.0,24.0,0.175,0.08,0.1,0.12,0.6,4.0,3.0,3.0,23.0,2.0,0.5,2.2,0.3,3.5,0.1,2.8,0.071957680686068
22.4,2.2,2.2,21.2,12.8,10.0,0.0,0.5,14.0,33.0,0.14,0.03,2.0,24.0,0.14,0.02,0.1,0.11,0.5,1.2,4.7,4.8,0.0,23.0,3.1,0.8,0.1,3.7,0.48,1.9,0.200390333676076
24.8,1.0,9.4,3.2,18.8,24.4,0.0,0.51,14.0,28.0,0.14,0.03,2.0,32.0,0.14,0.06,0.1,0.24,1.8,3.3,4.0,4.1,30.0,24.0,2.4,1.1,2.5,2.1,1.6,2.4,0.0082259277597948
20.0,4.6,7.0,12.8,23.6,47.2,0.0,0.5,14.0,20.0,0.105,0.07,2.0,34.0,0.175,0.09,0.1,0.43,2.3,1.6,4.0,4.0,15.0,12.0,1.2,0.5,2.1,1.3,0.57,3.9,0.0741153363864491
14.0,13.0,10.6,9.2,14.0,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,13.0,0.14,0.09,0.1,0.44,1.7,0.8,4.8,4.8,28.0,23.0,4.1,0.5,0.3,0.9,0.27,4.7,0.07111674269528
26.0,5.8,5.8,22.4,18.8,16.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,11.0,0.14,0.04,0.1,0.33,1.5,0.7,4.9,4.8,22.0,6.0,0.6,3.2,2.6,0.6,0.12,4.3,0.0720516566224878
38.0,7.0,13.0,16.4,24.8,14.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,26.0,0.105,0.07,0.1,0.08,2.5,2.1,4.6,4.7,23.0,29.0,2.3,3.0,3.4,4.7,1.85,3.7,0.0205487744296287
41.6,13.0,9.4,10.4,10.4,50.8,0.0,0.51,14.0,22.0,0.14,0.07,2.0,26.0,0.14,0.01,0.1,0.02,0.9,2.3,3.6,2.5,3.0,24.0,2.1,2.9,1.0,4.3,0.66,1.9,0.028898644107186
20.0,8.2,5.8,20.0,10.4,30.4,0.0,0.51,14.0,33.0,0.14,0.09,2.0,17.0,0.175,0.01,0.1,0.23,0.9,0.9,2.2,3.2,15.0,22.0,2.7,3.8,4.0,0.2,0.64,1.7,0.0873007916481005
23.6,13.0,11.8,14.0,3.2,42.4,0.0,0.5,14.0,20.0,0.07,0.05,2.0,4.0,0.07,0.05,0.1,0.38,0.3,2.0,1.7,2.4,21.0,2.0,0.6,4.3,3.5,3.5,0.23,1.0,0.0404812073049463
24.8,5.8,8.2,15.2,3.2,37.6,0.0,0.51,14.0,15.0,0.07,0.07,2.0,14.0,0.105,0.03,0.1,0.08,0.2,0.2,1.5,1.2,28.0,22.0,0.5,0.5,2.4,4.0,0.16,1.0,0.0557410563569228
45.2,11.8,3.4,6.8,14.0,5.2,0.0,0.5,14.0,19.0,0.105,0.07,2.0,7.0,0.14,0.02,0.1,0.24,1.9,0.7,4.4,4.4,10.0,30.0,2.0,4.7,4.2,0.6,0.15,1.3,0.0691617099871124
42.8,10.6,10.6,12.8,15.2,50.8,0.0,0.51,14.0,20.0,0.175,0.03,2.0,9.0,0.175,0.03,0.1,0.37,1.7,2.3,5.0,2.9,10.0,22.0,1.9,1.8,3.6,0.3,1.67,2.2,0.0222715773738971
36.8,3.4,3.4,22.4,9.2,38.8,0.0,0.5,14.0,26.0,0.105,0.08,2.0,5.0,0.105,0.01,0.1,0.18,1.1,2.5,5.0,2.2,26.0,24.0,3.0,2.7,3.1,0.4,0.8,2.1,0.0814719377931244
42.8,4.6,7.0,9.2,16.4,31.6,0.0,0.51,14.0,19.0,0.14,0.06,2.0,10.0,0.035,0.02,0.1,0.1,1.6,1.6,3.7,4.6,26.0,26.0,4.2,1.3,0.6,4.2,0.38,2.3,0.0354891980300286
33.2,5.8,10.6,23.6,14.0,36.4,0.0,0.51,14.0,15.0,0.14,0.03,2.0,10.0,0.175,0.03,0.1,0.2,1.9,0.6,3.0,3.5,4.0,13.0,4.6,2.6,1.8,1.2,0.18,2.0,0.0290836704519059
51.2,11.8,13.0,26.0,23.6,30.4,0.0,0.51,14.0,31.0,0.105,0.08,2.0,35.0,0.175,0.04,0.1,0.33,1.6,1.7,4.3,4.3,1.0,12.0,3.2,2.9,2.0,1.6,1.14,3.5,0.015516748026955
14.0,11.8,11.8,26.0,17.6,28.0,0.0,0.51,14.0,19.0,0.14,0.05,2.0,17.0,0.175,0.09,0.1,0.48,1.1,1.5,3.0,4.7,24.0,17.0,2.4,2.9,4.0,1.9,0.45,2.8,0.0612385262423915
36.8,8.2,11.8,4.4,20.0,30.4,0.0,0.5,14.0,24.0,0.07,0.07,2.0,33.0,0.175,0.06,0.1,0.22,1.6,3.2,3.4,3.3,6.0,21.0,4.2,3.3,1.3,0.1,0.2,2.8,0.0238071346830867
52.4,10.6,4.6,14.0,4.4,23.2,0.0,0.51,14.0,23.0,0.175,0.09,2.0,19.0,0.07,0.02,0.1,0.23,0.2,0.2,2.8,1.8,6.0,2.0,3.2,1.5,1.0,3.0,0.11,1.3,0.0450161204036327
32.0,9.4,5.8,21.2,15.2,13.6,0.0,0.5,14.0,27.0,0.175,0.04,2.0,18.0,0.14,0.08,0.1,0.28,1.1,1.2,4.3,2.9,1.0,22.0,1.1,1.4,3.2,2.8,1.02,2.4,0.0566599196926117
46.4,10.6,5.8,14.0,10.4,53.2,0.0,0.51,14.0,32.0,0.175,0.08,2.0,17.0,0.14,0.07,0.1,0.18,1.3,1.9,4.2,2.7,26.0,10.0,1.6,1.6,4.6,0.9,0.15,2.5,0.0386385146592594
33.2,11.8,3.4,12.8,9.2,19.6,0.0,0.5,14.0,29.0,0.105,0.1,2.0,14.0,0.105,0.08,0.1,0.05,0.9,2.6,2.5,3.4,20.0,18.0,1.8,4.1,1.4,3.1,0.11,1.0,0.0957526057149894
51.2,11.8,4.6,16.4,26.0,48.4,0.0,0.5,14.0,32.0,0.14,0.09,2.0,11.0,0.175,0.07,0.1,0.24,1.4,1.8,5.0,5.0,6.0,19.0,3.5,0.6,1.1,0.7,0.19,4.2,0.0435851034471232
51.2,1.0,3.4,3.2,9.2,19.6,0.0,0.5,14.0,16.0,0.105,0.1,2.0,19.0,0.14,0.01,0.1,0.5,1.0,1.9,4.3,4.2,3.0,25.0,2.9,3.2,0.6,0.9,0.47,3.9,0.0618298972007626
29.6,11.8,13.0,11.6,23.6,18.4,0.0,0.5,14.0,28.0,0.14,0.01,2.0,12.0,0.035,0.03,0.1,0.02,1.4,1.7,5.0,4.6,7.0,24.0,0.9,0.2,2.2,0.6,1.11,2.7,0.027102365364262
14.0,1.0,10.6,2.0,9.2,14.8,0.0,0.5,14.0,30.0,0.105,0.09,2.0,18.0,0.105,0.04,0.1,0.08,0.9,2.2,3.7,4.3,28.0,20.0,0.2,3.8,2.9,1.1,0.45,2.3,0.0744240715790079
17.6,8.2,7.0,26.0,22.4,11.2,0.0,0.5,14.0,29.0,0.175,0.01,2.0,26.0,0.175,0.1,0.1,0.2,2.0,1.5,4.0,3.7,29.0,23.0,2.2,5.0,0.7,1.9,0.16,2.8,0.0842614334602721
21.2,4.6,3.4,10.4,10.4,38.8,0.0,0.5,14.0,34.0,0.105,0.02,2.0,16.0,0.175,0.09,0.1,0.23,1.2,3.1,2.4,4.5,15.0,13.0,4.0,1.4,4.6,4.5,1.1,1.1,0.14926914720204
9.2,4.6,5.8,22.4,18.8,11.2,0.0,0.51,14.0,31.0,0.07,0.03,2.0,16.0,0.175,0.05,0.1,0.34,2.2,3.6,5.0,4.9,30.0,0.0,1.7,4.4,4.9,0.9,2.08,3.9,0.202395318499707
17.6,10.6,8.2,5.6,10.4,31.6,0.0,0.51,14.0,35.0,0.07,0.03,2.0,23.0,0.14,0.03,0.1,0.38,0.5,1.3,4.7,4.7,1.0,28.0,4.7,1.9,1.4,2.8,0.1,2.2,0.0762608112754451
45.2,11.8,10.6,24.8,15.2,50.8,0.0,0.5,14.0,29.0,0.14,0.07,2.0,33.0,0.105,0.07,0.1,0.04,1.3,0.8,4.9,3.4,11.0,23.0,2.0,2.6,4.9,2.7,0.29,1.7,0.0215299531646208
23.6,3.4,9.4,16.4,9.2,5.2,0.0,0.51,14.0,32.0,0.175,0.04,2.0,29.0,0.07,0.03,0.1,0.31,0.9,1.3,3.7,3.3,1.0,11.0,4.6,3.9,0.9,2.1,0.36,2.6,0.0480586954378571
33.2,10.6,7.0,21.2,15.2,19.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,18.0,0.14,0.1,0.1,0.06,1.3,0.9,2.7,2.7,27.0,3.0,2.4,2.6,1.5,1.9,0.43,2.5,0.0435748577419749
21.2,8.2,9.4,24.8,6.8,41.2,0.0,0.5,14.0,32.0,0.035,0.01,2.0,22.0,0.175,0.09,0.1,0.08,0.6,1.9,3.1,2.8,30.0,11.0,2.0,2.1,4.9,3.1,0.53,1.6,0.0539228091844245
28.4,8.2,5.8,18.8,22.4,35.2,0.0,0.5,14.0,17.0,0.07,0.06,2.0,11.0,0.105,0.05,0.1,0.48,2.3,0.7,4.7,3.8,17.0,7.0,1.6,2.3,3.3,0.5,0.6,2.8,0.062148291238748
38.0,13.0,3.4,4.4,15.2,49.6,0.0,0.5,14.0,18.0,0.07,0.01,2.0,12.0,0.175,0.06,0.1,0.07,1.5,0.8,4.3,3.3,4.0,24.0,0.2,2.7,1.6,3.4,0.25,2.1,0.0806412209798495
48.8,7.0,13.0,22.4,18.8,31.6,0.0,0.51,14.0,25.0,0.14,0.02,2.0,17.0,0.175,0.08,0.1,0.23,2.4,2.7,3.5,2.6,30.0,30.0,1.0,2.0,3.4,4.7,0.9,2.2,0.016355316208258
32.0,3.4,4.6,23.6,26.0,44.8,0.0,0.5,14.0,32.0,0.07,0.05,2.0,30.0,0.07,0.02,0.1,0.02,3.2,2.7,4.3,4.7,26.0,0.0,2.9,1.9,3.4,1.8,0.51,3.6,0.0716948886831084
27.2,2.2,10.6,21.2,12.8,37.6,0.0,0.51,14.0,26.0,0.175,0.09,2.0,21.0,0.175,0.09,0.1,0.31,1.3,2.8,3.1,3.3,29.0,30.0,0.3,4.9,2.1,0.5,0.89,1.8,0.037082444786122
21.2,11.8,3.4,24.8,10.4,5.2,0.0,0.51,14.0,8.0,0.07,0.04,2.0,16.0,0.175,0.07,0.1,0.03,0.8,1.0,2.6,5.0,17.0,21.0,4.1,1.1,4.0,2.8,0.55,2.5,0.147275082388935
35.6,5.8,10.6,20.0,12.8,19.6,0.0,0.5,14.0,24.0,0.175,0.04,2.0,31.0,0.07,0.03,0.1,0.5,1.0,2.3,4.3,3.4,28.0,30.0,4.2,4.6,3.1,2.1,0.35,2.8,0.0272795313660519
30.8,11.8,13.0,9.2,26.0,11.2,0.0,0.51,14.0,25.0,0.105,0.1,2.0,31.0,0.105,0.04,0.1,0.4,3.0,1.3,4.4,4.9,8.0,17.0,4.9,3.8,3.0,4.2,0.97,3.5,0.0266157536721448
23.6,4.6,2.2,24.8,18.8,42.4,0.0,0.5,14.0,34.0,0.035,0.01,2.0,8.0,0.175,0.07,0.1,0.08,2.4,1.6,4.1,3.5,5.0,29.0,0.5,5.0,2.5,3.9,0.97,2.9,0.196607153942169
29.6,5.8,3.4,21.2,9.2,44.8,0.0,0.5,14.0,6.0,0.175,0.03,2.0,27.0,0.105,0.03,0.1,0.32,0.8,0.3,3.9,2.8,21.0,5.0,2.9,5.0,4.1,1.8,0.25,2.5,0.0989604802809862
47.6,5.8,13.0,4.4,17.6,19.6,0.0,0.51,14.0,15.0,0.14,0.07,2.0,18.0,0.175,0.08,0.1,0.07,1.5,1.5,4.2,4.0,14.0,12.0,3.1,4.0,1.1,0.4,0.98,2.3,0.017102847571904
36.8,9.4,11.8,14.0,18.8,11.2,0.0,0.5,14.0,24.0,0.14,0.06,2.0,12.0,0.105,0.08,0.1,0.19,2.0,1.5,4.9,4.3,2.0,28.0,0.3,0.2,2.4,4.3,0.96,3.6,0.0243944929222377
17.6,13.0,13.0,17.6,24.8,7.6,0.0,0.5,14.0,31.0,0.14,0.1,2.0,16.0,0.14,0.07,0.1,0.02,1.4,2.2,4.1,4.4,16.0,7.0,3.1,2.9,4.1,3.0,0.2,3.4,0.0459226257864831
36.8,5.8,7.0,20.0,10.4,53.2,0.0,0.5,14.0,34.0,0.14,0.03,2.0,6.0,0.035,0.01,0.1,0.39,1.2,1.7,4.0,1.7,28.0,27.0,3.9,0.8,1.5,1.4,0.55,1.0,0.0409637066145639
45.2,11.8,8.2,4.4,3.2,4.0,0.0,0.51,14.0,16.0,0.035,0.01,2.0,32.0,0.14,0.06,0.1,0.06,0.2,0.3,1.4,3.9,1.0,30.0,5.0,3.2,3.5,4.9,0.16,1.1,0.0305343152181888
46.4,4.6,7.0,4.4,9.2,46.0,0.0,0.51,14.0,29.0,0.07,0.01,2.0,17.0,0.07,0.07,0.1,0.36,0.4,2.5,3.1,3.2,23.0,2.0,4.7,3.2,1.3,3.0,0.39,2.4,0.0346459041693042
11.6,2.2,4.6,5.6,14.0,6.4,0.0,0.5,14.0,22.0,0.105,0.08,2.0,12.0,0.14,0.02,0.1,0.48,0.8,0.7,3.9,3.0,17.0,27.0,2.8,4.2,1.8,1.7,0.18,1.2,0.195217306191214
44.0,8.2,8.2,22.4,4.4,25.6,0.0,0.5,14.0,30.0,0.07,0.01,2.0,30.0,0.14,0.07,0.1,0.14,0.5,2.8,2.5,2.5,17.0,23.0,0.6,2.6,4.3,0.4,0.23,1.3,0.0292047147929919
42.8,11.8,9.4,3.2,9.2,22.0,0.0,0.51,14.0,22.0,0.07,0.02,2.0,25.0,0.175,0.03,0.1,0.15,1.0,1.4,3.8,2.7,11.0,3.0,3.2,4.7,2.4,0.9,0.76,2.4,0.0263396829024413
42.8,13.0,7.0,10.4,23.6,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,12.0,0.035,0.03,0.1,0.13,2.7,2.9,5.0,4.7,27.0,8.0,2.6,0.9,1.3,3.3,1.54,2.3,0.0360434380681112
52.4,10.6,8.2,5.6,14.0,53.2,0.0,0.5,14.0,23.0,0.175,0.03,2.0,30.0,0.105,0.07,0.1,0.26,1.5,1.8,4.2,3.2,23.0,29.0,3.6,0.1,1.3,2.7,0.72,1.9,0.0237347859335986
42.8,8.2,3.4,21.2,20.0,49.6,0.0,0.5,14.0,34.0,0.105,0.08,2.0,15.0,0.105,0.08,0.1,0.39,2.0,4.0,4.6,2.9,11.0,6.0,4.2,1.7,4.1,1.2,1.64,1.8,0.0707211489163033
38.0,3.4,10.6,18.8,9.2,13.6,0.0,0.51,14.0,17.0,0.07,0.02,2.0,17.0,0.175,0.01,0.1,0.5,0.7,0.6,4.2,3.6,0.0,13.0,3.9,1.3,3.6,4.0,0.36,1.7,0.0265169389147585
20.0,7.0,13.0,9.2,5.6,19.6,0.0,0.51,14.0,12.0,0.14,0.04,2.0,20.0,0.035,0.01,0.1,0.25,0.3,0.8,3.0,4.8,25.0,8.0,4.5,0.6,2.8,1.1,0.13,1.4,0.0402540875488742
36.8,9.4,13.0,20.0,8.0,26.8,0.0,0.51,14.0,35.0,0.175,0.05,2.0,24.0,0.14,0.04,0.1,0.11,0.8,1.6,1.5,3.3,27.0,29.0,2.1,2.1,0.8,2.5,0.55,1.3,0.0213710716493835
39.2,9.4,11.8,4.4,5.6,53.2,0.0,0.5,14.0,32.0,0.035,0.02,2.0,23.0,0.14,0.1,0.1,0.09,0.6,1.1,3.7,3.5,6.0,4.0,4.4,4.1,2.0,2.0,0.1,1.3,0.0252037354635625
51.2,3.4,3.4,9.2,20.0,49.6,0.0,0.51,14.0,27.0,0.07,0.02,2.0,28.0,0.07,0.05,0.1,0.36,2.1,1.7,5.0,5.0,6.0,0.0,4.6,4.9,3.1,4.6,0.95,3.5,0.061567932466859
26.0,4.6,4.6,17.6,18.8,7.6,0.0,0.51,14.0,26.0,0.105,0.02,2.0,10.0,0.175,0.1,0.1,0.42,2.2,2.5,4.3,3.1,20.0,26.0,0.2,4.9,1.8,0.4,0.28,2.5,0.0887978701476723
16.4,3.4,7.0,20.0,24.8,6.4,0.0,0.5,14.0,15.0,0.07,0.05,2.0,32.0,0.07,0.07,0.1,0.1,1.5,0.8,4.8,3.3,18.0,11.0,4.6,2.3,4.9,3.9,0.75,3.0,0.0916223326018979
46.4,8.2,5.8,3.2,3.2,44.8,0.0,0.51,14.0,29.0,0.105,0.07,2.0,31.0,0.105,0.06,0.1,0.43,0.3,1.5,1.5,3.2,1.0,2.0,3.9,1.1,0.2,1.9,0.27,1.4,0.0425462254877553
