w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Magnetizing_Current_A
48.8,11.8,7.0,20.0,16.4,42.4,0.0,0.51,14.0,24.0,0.175,0.01,2.0,28.0,0.14,0.06,0.1,0.15,1.6,1.7,4.3,3.0,4.0,25.0,2.0,2.4,1.3,1.2,0.44,2.9,0.253573647315875
39.2,10.6,2.2,20.0,11.6,23.2,0.0,0.5,14.0,27.0,0.105,0.02,2.0,6.0,0.14,0.02,0.1,0.32,0.9,2.9,4.1,4.1,27.0,10.0,3.8,1.2,0.7,0.4,0.25,1.6,0.3418609942977774
28.4,2.2,3.4,21.2,6.8,40.0,0.0,0.5,14.0,31.0,0.175,0.01,2.0,34.0,0.14,0.05,0.1,0.38,0.8,0.9,3.6,3.7,17.0,10.0,2.7,3.4,0.6,4.1,0.16,1.4,1.015289227798173
47.6,1.0,5.8,16.4,6.8,23.2,0.0,0.5,14.0,24.0,0.175,0.08,2.0,21.0,0.175,0.02,0.1,0.34,0.5,1.2,4.4,2.0,7.0,25.0,0.9,4.2,1.3,3.8,0.46,1.4,0.9833414004291952
12.8,13.0,13.0,18.8,15.2,30.4,0.0,0.5,14.0,34.0,0.175,0.03,2.0,11.0,0.175,0.08,0.1,0.5,1.7,1.7,3.8,4.1,19.0,10.0,2.0,2.8,4.4,1.0,0.51,2.8,0.8673057596151623
24.8,2.2,1.0,11.6,3.2,26.8,0.0,0.5,14.0,30.0,0.105,0.02,2.0,17.0,0.105,0.04,0.1,0.15,0.4,3.6,1.2,2.6,4.0,18.0,4.7,3.2,2.9,2.6,0.22,1.1,1.3677522524636527
10.4,13.0,7.0,9.2,3.2,52.0,0.0,0.51,14.0,22.0,0.14,0.03,2.0,20.0,0.105,0.1,0.1,0.24,0.3,1.1,1.6,4.9,29.0,15.0,5.0,4.0,4.1,3.3,0.1,1.2,0.8304097872457218
6.8,11.8,5.8,22.4,6.8,16.0,0.0,0.5,14.0,18.0,0.105,0.05,2.0,12.0,0.07,0.04,0.1,0.13,0.8,0.7,4.1,1.7,13.0,10.0,0.7,4.9,0.6,1.5,0.38,1.2,1.4847224443242353
22.4,10.6,10.6,26.0,20.0,42.4,0.0,0.51,14.0,25.0,0.105,0.01,2.0,23.0,0.175,0.03,0.1,0.23,1.3,2.9,4.6,3.5,20.0,13.0,5.0,3.2,1.2,4.0,0.51,3.3,0.4929664941239893
35.6,7.0,5.8,11.6,18.8,32.8,0.0,0.5,14.0,20.0,0.105,0.07,2.0,30.0,0.14,0.08,0.1,0.37,1.6,1.8,3.3,4.6,8.0,30.0,4.8,2.1,0.1,1.4,1.03,3.0,0.5354691438981328
20.0,11.8,3.4,22.4,18.8,42.4,0.0,0.5,14.0,31.0,0.105,0.02,2.0,24.0,0.14,0.03,0.1,0.23,1.7,0.8,4.4,2.3,8.0,7.0,4.8,1.1,0.7,3.3,0.17,1.4,0.6202617884552736
10.4,3.4,5.8,17.6,9.2,38.8,0.0,0.5,14.0,33.0,0.175,0.04,2.0,10.0,0.14,0.02,0.1,0.3,0.8,0.2,2.6,1.6,29.0,18.0,2.6,2.5,4.1,3.3,0.16,1.3,2.0389939742642644
24.8,10.6,10.6,5.6,12.8,36.4,0.0,0.51,14.0,33.0,0.175,0.1,2.0,28.0,0.14,0.01,0.1,0.4,1.3,3.5,4.6,1.8,29.0,12.0,0.2,4.0,1.7,0.9,0.91,1.6,1.083684750304702
18.8,10.6,8.2,15.2,17.6,30.4,0.0,0.51,14.0,20.0,0.14,0.09,2.0,35.0,0.175,0.01,0.1,0.23,2.3,1.1,3.9,4.6,5.0,5.0,3.4,1.4,2.5,1.2,0.94,2.9,0.7501303761200864
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.5303994994179777
16.4,2.2,10.6,20.0,10.4,20.8,0.0,0.5,14.0,34.0,0.105,0.06,2.0,28.0,0.105,0.05,0.1,0.4,0.7,1.6,4.6,4.0,23.0,27.0,1.3,0.5,0.9,2.2,0.38,2.6,1.5280388108590175
30.8,4.6,9.4,22.4,3.2,50.8,0.0,0.5,14.0,17.0,0.14,0.06,2.0,17.0,0.07,0.03,0.1,0.48,0.4,1.4,1.6,3.4,11.0,27.0,2.4,1.6,4.6,2.5,0.12,1.4,0.5985708666214238
50.0,4.6,8.2,26.0,11.6,38.8,0.0,0.5,14.0,35.0,0.14,0.07,2.0,28.0,0.105,0.04,0.1,0.5,0.9,2.0,3.0,4.4,27.0,9.0,2.9,0.2,0.4,0.1,0.32,1.6,0.329094345849505
35.6,4.6,2.2,5.6,23.6,14.8,0.0,0.51,14.0,13.0,0.14,0.09,2.0,10.0,0.035,0.02,0.1,0.46,1.8,1.6,4.1,4.2,21.0,9.0,1.8,4.8,2.9,0.5,0.19,3.0,0.9778116887130204
38.0,5.8,7.0,24.8,16.4,13.6,0.0,0.5,14.0,34.0,0.105,0.02,2.0,30.0,0.175,0.08,0.1,0.45,1.6,3.5,4.7,1.4,15.0,10.0,4.2,0.3,4.2,3.4,0.86,1.0,0.3804682941786529
23.6,11.8,2.2,17.6,12.8,46.0,0.0,0.51,14.0,27.0,0.175,0.09,2.0,23.0,0.14,0.09,0.1,0.35,1.1,1.6,4.8,4.9,3.0,2.0,2.4,2.3,3.4,1.6,0.45,1.1,0.6089530030881258
20.0,11.8,2.2,4.4,9.2,25.6,0.0,0.5,14.0,19.0,0.175,0.01,2.0,19.0,0.175,0.02,0.1,0.15,0.4,1.6,2.8,2.2,29.0,19.0,2.2,0.3,3.0,1.3,0.22,1.7,1.6551936951236244
12.8,10.6,7.0,12.8,10.4,23.2,0.0,0.5,14.0,5.0,0.14,0.01,2.0,19.0,0.105,0.02,0.1,0.19,1.0,0.6,3.8,3.0,9.0,21.0,4.3,4.8,3.7,3.8,0.51,1.8,1.1412007904225374
41.6,13.0,10.6,26.0,10.4,12.4,0.0,0.51,14.0,27.0,0.175,0.03,2.0,7.0,0.175,0.08,0.1,0.39,0.5,0.6,4.6,3.8,24.0,14.0,2.3,1.0,5.0,2.8,0.33,2.4,0.2133635748599794
14.0,4.6,10.6,26.0,5.6,37.6,0.0,0.51,14.0,27.0,0.105,0.08,2.0,17.0,0.14,0.05,0.1,0.36,0.4,0.6,3.0,3.6,14.0,28.0,0.7,0.7,2.1,2.3,0.32,1.3,1.1248914008416646
41.6,7.0,4.6,9.2,22.4,28.0,0.0,0.5,14.0,35.0,0.035,0.02,2.0,29.0,0.175,0.09,0.1,0.43,1.3,1.3,4.8,3.8,3.0,16.0,4.6,0.5,2.9,1.0,0.27,3.6,0.5315646247435715
10.4,3.4,7.0,16.4,6.8,30.4,0.0,0.5,14.0,35.0,0.035,0.02,2.0,22.0,0.07,0.04,0.1,0.32,0.5,3.4,3.4,2.1,16.0,7.0,4.3,3.9,4.0,0.4,0.34,1.4,2.143748595621126
33.2,1.0,11.8,15.2,9.2,37.6,0.0,0.51,14.0,30.0,0.175,0.04,2.0,17.0,0.105,0.09,0.1,0.26,0.5,1.9,5.0,3.1,21.0,24.0,4.8,1.0,0.5,1.3,0.31,1.2,1.3682785654790888
30.8,3.4,8.2,23.6,9.2,34.0,0.0,0.51,14.0,20.0,0.105,0.01,2.0,21.0,0.175,0.05,0.1,0.17,0.5,0.8,4.0,3.9,2.0,25.0,3.4,0.7,1.6,2.8,0.13,1.9,0.6618592950295425
45.2,8.2,3.4,26.0,15.2,20.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,11.0,0.175,0.04,0.1,0.27,1.4,1.9,3.3,3.6,10.0,1.0,3.5,3.7,4.5,0.6,1.31,2.6,0.2845203276983513
33.2,5.8,7.0,15.2,11.6,30.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,15.0,0.175,0.09,0.1,0.42,1.0,0.5,3.9,3.5,11.0,15.0,3.2,1.8,4.7,1.1,0.46,1.4,0.5303994994179777
23.6,1.0,5.8,8.0,16.4,49.6,0.0,0.5,14.0,32.0,0.07,0.01,2.0,30.0,0.105,0.01,0.1,0.38,0.9,2.7,4.0,2.4,5.0,20.0,4.4,1.4,2.0,1.1,0.1,1.6,2.190980383584797
30.8,10.6,9.4,26.0,8.0,4.0,0.0,0.5,14.0,28.0,0.035,0.01,2.0,33.0,0.175,0.1,0.1,0.35,0.7,1.3,3.5,3.1,18.0,26.0,0.9,2.4,0.8,2.4,0.62,3.0,0.3156467748981258
15.2,5.8,4.6,24.8,11.6,10.0,0.0,0.51,14.0,7.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.3,1.0,0.5,4.9,2.4,28.0,28.0,0.7,4.0,4.9,3.8,0.3,1.2,0.904701867970086
44.0,9.4,11.8,9.2,23.6,40.0,0.0,0.5,14.0,28.0,0.14,0.08,2.0,8.0,0.14,0.1,0.1,0.26,1.4,3.0,4.1,4.5,26.0,12.0,2.4,4.7,2.1,3.1,1.28,3.0,0.4455183610738191
23.6,4.6,5.8,10.4,15.2,53.2,0.0,0.51,14.0,22.0,0.105,0.03,2.0,9.0,0.14,0.05,0.1,0.21,1.7,1.8,3.0,4.9,1.0,4.0,0.8,3.2,2.0,1.9,1.63,1.6,1.0824227973952325
23.6,11.8,2.2,18.8,8.0,30.4,0.0,0.5,14.0,31.0,0.175,0.04,2.0,12.0,0.175,0.07,0.1,0.25,1.0,2.8,4.0,2.0,12.0,30.0,2.8,2.1,0.4,0.2,0.69,1.8,0.5464456835296405
20.0,10.6,5.8,8.0,14.0,5.2,0.0,0.5,14.0,29.0,0.07,0.04,2.0,11.0,0.14,0.09,0.1,0.5,0.6,2.1,3.9,4.6,15.0,27.0,3.4,4.0,2.6,2.6,0.22,1.3,0.9745273072116962
46.4,5.8,8.2,6.8,22.4,40.0,0.0,0.5,14.0,32.0,0.175,0.01,2.0,35.0,0.105,0.08,0.1,0.35,2.1,2.0,4.9,4.8,30.0,20.0,1.2,2.5,1.2,1.9,0.84,4.0,0.6076945815706462
26.0,9.4,8.2,24.8,9.2,12.4,0.0,0.51,14.0,29.0,0.175,0.01,2.0,6.0,0.105,0.05,0.1,0.24,1.1,1.6,4.3,2.5,6.0,11.0,2.8,2.1,0.8,4.1,0.11,2.1,0.4253258374653309
32.0,9.4,7.0,11.6,14.0,36.4,0.0,0.5,14.0,30.0,0.07,0.05,2.0,13.0,0.07,0.03,0.1,0.13,1.4,1.0,4.2,3.4,10.0,14.0,4.0,2.9,4.9,1.1,0.79,3.2,0.5397842132756044
12.8,4.6,5.8,14.0,8.0,28.0,0.0,0.51,14.0,23.0,0.035,0.02,2.0,32.0,0.175,0.03,0.1,0.48,0.7,2.4,4.9,1.8,15.0,23.0,4.5,0.5,1.0,3.6,0.16,1.6,1.6069904197548317
34.4,2.2,3.4,14.0,22.4,16.0,0.0,0.51,14.0,22.0,0.105,0.02,2.0,32.0,0.175,0.03,0.1,0.38,1.0,1.5,5.0,4.9,14.0,11.0,1.3,4.6,3.8,0.8,0.94,2.8,0.8671371661089496
15.2,9.4,3.4,17.6,18.8,46.0,0.0,0.5,14.0,23.0,0.07,0.01,2.0,30.0,0.035,0.01,0.1,0.45,1.4,1.4,4.3,4.6,25.0,29.0,1.7,2.1,3.8,4.4,0.72,3.0,0.9957198363618484
51.2,2.2,3.4,14.0,23.6,32.8,0.0,0.51,14.0,28.0,0.07,0.03,2.0,21.0,0.175,0.04,0.1,0.5,1.3,2.7,4.7,4.7,4.0,0.0,3.5,2.8,0.3,1.1,0.67,2.7,0.5952387706849674
27.2,3.4,10.6,24.8,5.6,12.4,0.0,0.51,14.0,16.0,0.105,0.01,2.0,31.0,0.175,0.05,0.1,0.26,0.7,1.7,2.8,1.4,18.0,29.0,3.5,4.9,5.0,1.2,0.18,1.2,0.7253976010049812
46.4,3.4,8.2,20.0,5.6,23.2,0.0,0.51,14.0,29.0,0.105,0.08,2.0,16.0,0.14,0.03,0.1,0.36,0.4,3.8,2.0,3.4,6.0,13.0,1.2,4.5,2.0,0.4,0.12,1.7,0.4445569473003762
18.8,10.6,8.2,26.0,11.6,6.4,0.0,0.5,14.0,34.0,0.175,0.01,2.0,33.0,0.07,0.05,0.1,0.13,0.8,1.8,4.5,2.7,9.0,17.0,0.3,2.7,0.5,3.5,0.37,2.5,0.5269315922132576
45.2,8.2,10.6,20.0,8.0,37.6,0.0,0.5,14.0,26.0,0.07,0.06,2.0,16.0,0.105,0.03,0.1,0.32,0.8,0.7,2.9,5.0,18.0,30.0,2.8,3.5,1.7,4.9,0.31,1.1,0.2959901565745447
50.0,10.6,8.2,14.0,23.6,23.2,0.0,0.5,14.0,23.0,0.035,0.01,2.0,11.0,0.175,0.06,0.1,0.23,2.3,1.9,4.7,3.6,27.0,12.0,0.2,2.4,4.3,5.0,0.34,2.8,0.2981561128688425
8.0,8.2,3.4,24.8,18.8,37.6,0.0,0.51,14.0,29.0,0.07,0.04,2.0,31.0,0.035,0.01,0.1,0.1,1.8,2.3,4.2,3.6,28.0,20.0,0.4,0.3,2.9,3.0,0.38,3.0,1.7034199685630549
23.6,9.4,2.2,18.8,17.6,49.6,0.0,0.5,14.0,22.0,0.035,0.01,2.0,30.0,0.07,0.01,0.1,0.12,0.8,1.5,4.7,4.0,28.0,11.0,1.6,4.4,2.3,2.3,0.58,3.7,0.6892292395651927
24.8,7.0,11.8,24.8,17.6,36.4,0.0,0.51,14.0,33.0,0.175,0.02,2.0,25.0,0.175,0.02,0.1,0.15,1.0,0.8,4.1,3.6,3.0,17.0,0.6,2.8,4.7,4.6,0.78,3.0,0.5171899971598496
8.0,4.6,13.0,16.4,14.0,18.4,0.0,0.5,14.0,19.0,0.105,0.06,2.0,23.0,0.105,0.04,0.1,0.42,1.2,1.8,4.3,3.4,16.0,20.0,4.4,3.0,2.9,3.7,0.74,2.7,2.119846722106706
24.8,7.0,1.0,21.2,4.4,52.0,0.0,0.5,14.0,34.0,0.175,0.05,2.0,15.0,0.14,0.08,0.1,0.2,0.4,2.0,1.3,4.9,22.0,15.0,4.9,3.8,4.1,4.3,0.29,1.1,0.6604021820070725
35.6,9.4,9.4,16.4,17.6,26.8,0.0,0.5,14.0,35.0,0.105,0.1,2.0,15.0,0.175,0.05,0.1,0.34,2.0,2.6,4.4,3.8,19.0,7.0,4.1,2.5,0.1,3.2,0.71,2.3,0.3799345469013291
17.6,8.2,10.6,9.2,10.4,20.8,0.0,0.51,14.0,33.0,0.07,0.06,2.0,7.0,0.175,0.1,0.1,0.31,0.7,1.8,2.2,3.1,12.0,6.0,3.9,2.8,1.1,1.6,0.27,1.9,1.0833028319921465
35.6,13.0,8.2,23.6,23.6,11.2,0.0,0.5,14.0,29.0,0.175,0.05,2.0,29.0,0.175,0.09,0.1,0.47,2.2,3.3,4.4,5.0,5.0,15.0,3.3,4.7,1.2,1.9,1.99,3.2,0.2776318682263546
16.4,11.8,11.8,14.0,22.4,19.6,0.0,0.51,14.0,27.0,0.175,0.1,2.0,35.0,0.14,0.02,0.1,0.27,2.3,1.2,4.7,4.2,9.0,7.0,3.7,4.2,4.5,3.4,0.21,3.5,0.8374978307365625
50.0,1.0,2.2,14.0,4.4,25.6,0.0,0.51,14.0,34.0,0.14,0.02,2.0,30.0,0.035,0.02,0.1,0.13,0.2,2.4,1.9,4.8,6.0,20.0,4.4,3.6,0.1,1.5,0.13,1.2,0.9953607996815922
22.4,7.0,3.4,20.0,8.0,23.2,0.0,0.51,14.0,25.0,0.175,0.09,2.0,32.0,0.105,0.09,0.1,0.29,0.7,2.2,4.1,3.8,16.0,9.0,1.8,4.2,4.9,0.6,0.11,2.3,0.6396890064185161
26.0,4.6,13.0,9.2,4.4,13.6,0.0,0.51,14.0,16.0,0.14,0.04,2.0,33.0,0.105,0.01,0.1,0.49,0.3,1.3,2.8,4.4,14.0,15.0,1.1,3.3,4.6,4.4,0.15,1.2,0.9058903602576712
16.4,5.8,1.0,10.4,8.0,47.2,0.0,0.51,14.0,9.0,0.14,0.01,2.0,9.0,0.105,0.07,0.1,0.42,0.9,1.1,3.4,3.3,13.0,30.0,3.3,0.2,0.9,1.6,0.1,3.1,1.5210520307885902
29.6,1.0,2.2,10.4,9.2,5.2,0.0,0.51,14.0,11.0,0.175,0.07,2.0,20.0,0.07,0.03,0.1,0.24,0.6,0.9,2.8,2.3,19.0,7.0,4.2,4.1,0.9,2.1,0.31,2.0,1.6137231874111806
21.2,5.8,7.0,17.6,24.8,16.0,0.0,0.5,14.0,18.0,0.175,0.03,2.0,18.0,0.07,0.05,0.1,0.12,2.9,1.6,4.9,3.6,30.0,29.0,3.2,3.2,1.9,3.2,0.25,2.9,0.7834404117145757
35.6,5.8,10.6,16.4,16.4,50.8,0.0,0.5,14.0,28.0,0.035,0.02,2.0,9.0,0.07,0.01,0.1,0.17,0.9,3.3,3.6,2.6,0.0,10.0,2.4,3.6,4.2,4.2,0.68,2.3,0.5053413976676658
20.0,10.6,13.0,8.0,6.8,23.2,0.0,0.51,14.0,30.0,0.14,0.04,2.0,34.0,0.105,0.06,0.1,0.16,0.8,2.2,4.6,5.0,30.0,22.0,4.9,4.3,3.0,2.2,0.67,1.6,1.0004513852366632
28.4,9.4,7.0,24.8,5.6,37.6,0.0,0.5,14.0,10.0,0.07,0.05,2.0,22.0,0.105,0.09,0.1,0.3,0.5,0.7,3.8,3.9,12.0,15.0,1.5,2.2,0.2,0.1,0.11,1.4,0.4081067441662164
17.6,13.0,5.8,26.0,14.0,50.8,0.0,0.5,14.0,31.0,0.175,0.04,2.0,31.0,0.105,0.09,0.1,0.5,0.6,2.9,3.7,4.0,2.0,4.0,4.6,0.1,1.1,1.1,0.15,2.7,0.596194223760441
18.8,7.0,8.2,15.2,8.0,7.6,0.0,0.51,14.0,29.0,0.14,0.03,2.0,12.0,0.07,0.07,0.1,0.12,0.9,3.4,5.0,3.2,2.0,4.0,4.5,0.2,2.4,1.3,0.28,1.6,0.8032104339305494
29.6,9.4,5.8,24.8,22.4,12.4,0.0,0.51,14.0,28.0,0.105,0.03,2.0,13.0,0.14,0.01,0.1,0.17,2.0,1.4,3.9,3.3,5.0,27.0,4.4,1.0,3.5,4.1,0.64,3.1,0.399809860286101
35.6,3.4,7.0,23.6,8.0,16.0,0.0,0.5,14.0,35.0,0.105,0.06,2.0,16.0,0.07,0.04,0.1,0.09,0.9,4.1,4.0,4.1,12.0,0.0,2.4,2.6,4.7,5.0,0.69,2.0,0.55379894963823
50.0,4.6,11.8,20.0,14.0,28.0,0.0,0.51,14.0,23.0,0.14,0.03,2.0,30.0,0.07,0.02,0.1,0.42,0.8,1.8,3.4,3.8,23.0,15.0,2.6,4.4,3.0,1.8,0.39,1.0,0.3454681856195657
23.6,7.0,8.2,20.0,15.2,24.4,0.0,0.5,14.0,33.0,0.14,0.04,2.0,6.0,0.175,0.05,0.1,0.25,1.6,4.4,2.5,2.9,27.0,11.0,1.2,4.3,2.0,3.4,0.42,2.4,0.9317417019786786
24.8,1.0,5.8,9.2,9.2,46.0,0.0,0.5,14.0,28.0,0.14,0.01,2.0,12.0,0.105,0.1,0.1,0.21,1.1,0.7,3.2,4.2,14.0,3.0,0.5,4.9,5.0,4.5,0.25,1.3,2.200856848793326
22.4,4.6,5.8,9.2,9.2,36.4,0.0,0.51,14.0,26.0,0.035,0.03,2.0,19.0,0.175,0.05,0.1,0.5,0.8,2.0,4.6,4.5,6.0,24.0,3.6,4.8,0.7,1.7,0.56,2.3,1.120595962552243
14.0,5.8,8.2,5.6,6.8,40.0,0.0,0.5,14.0,17.0,0.175,0.02,2.0,18.0,0.07,0.04,0.1,0.12,0.8,0.3,5.0,5.0,9.0,16.0,3.3,4.0,2.8,0.3,0.16,1.4,2.33932438050051
33.2,5.8,8.2,5.6,18.8,40.0,0.0,0.51,14.0,28.0,0.07,0.07,2.0,26.0,0.105,0.04,0.1,0.37,2.0,1.8,3.2,3.2,21.0,29.0,4.5,0.9,4.0,4.6,0.87,2.6,0.9674218594771646
30.8,13.0,9.4,14.0,6.8,10.0,0.0,0.51,14.0,27.0,0.105,0.08,2.0,28.0,0.07,0.04,0.1,0.11,0.4,3.7,4.4,1.3,29.0,5.0,1.9,2.8,3.7,4.7,0.24,1.1,0.4112596081355684
32.0,3.4,10.6,21.2,16.4,32.8,0.0,0.5,14.0,8.0,0.07,0.03,2.0,33.0,0.14,0.08,0.1,0.19,1.1,0.7,3.0,4.8,16.0,25.0,0.5,4.3,0.2,2.5,0.48,2.4,0.6586980901354811
34.4,8.2,11.8,18.8,14.0,34.0,0.0,0.5,14.0,8.0,0.105,0.06,2.0,16.0,0.105,0.06,0.1,0.32,1.7,0.3,4.9,2.0,12.0,8.0,3.2,0.4,0.5,1.7,0.29,1.3,0.4070648835949728
47.6,13.0,4.6,15.2,14.0,52.0,0.0,0.51,14.0,34.0,0.14,0.07,2.0,14.0,0.035,0.02,0.1,0.39,1.1,3.0,2.9,2.4,16.0,15.0,2.2,3.3,2.9,1.5,0.43,1.4,0.3057139335960894
12.8,13.0,4.6,11.6,23.6,10.0,0.0,0.51,14.0,35.0,0.175,0.03,2.0,15.0,0.105,0.08,0.1,0.16,2.8,2.5,4.6,4.0,13.0,23.0,2.5,0.7,2.1,1.0,2.12,2.8,1.2463361740260297
40.4,4.6,8.2,21.2,22.4,35.2,0.0,0.51,14.0,26.0,0.07,0.07,2.0,10.0,0.035,0.02,0.1,0.1,2.9,1.2,3.9,4.5,18.0,19.0,3.7,2.9,2.4,3.7,0.86,3.0,0.461919248652651
24.8,7.0,5.8,4.4,16.4,47.2,0.0,0.51,14.0,24.0,0.105,0.02,2.0,30.0,0.105,0.07,0.1,0.39,1.8,3.0,4.9,4.2,10.0,12.0,3.0,1.4,0.3,4.9,1.06,2.8,1.5048418194791142
52.4,9.4,10.6,4.4,14.0,13.6,0.0,0.51,14.0,20.0,0.14,0.05,2.0,24.0,0.035,0.01,0.1,0.15,1.4,1.5,4.7,2.3,11.0,18.0,0.5,1.3,4.5,2.4,0.39,1.3,0.5966861479008866
9.2,3.4,13.0,18.8,22.4,49.6,0.0,0.5,14.0,27.0,0.14,0.07,2.0,32.0,0.07,0.04,0.1,0.32,1.2,0.8,4.2,3.6,22.0,23.0,0.1,4.6,4.4,1.8,0.37,3.5,2.155484710993304
6.8,10.6,9.4,15.2,15.2,12.4,0.0,0.5,14.0,22.0,0.07,0.07,2.0,9.0,0.175,0.08,0.1,0.44,1.5,1.7,4.1,3.0,9.0,26.0,3.5,3.1,0.8,4.4,0.82,2.0,1.8960211547591357
14.0,7.0,3.4,23.6,20.0,38.8,0.0,0.5,14.0,13.0,0.035,0.01,2.0,25.0,0.105,0.04,0.1,0.4,2.4,1.6,3.7,4.3,9.0,3.0,5.0,0.5,2.7,3.7,1.13,3.3,1.090097654749428
21.2,7.0,9.4,15.2,11.6,6.4,0.0,0.51,14.0,35.0,0.175,0.06,2.0,35.0,0.105,0.04,0.1,0.36,0.9,1.7,4.3,5.0,4.0,26.0,0.5,4.0,2.6,4.0,0.28,3.2,0.6895811390912412
35.6,7.0,3.4,16.4,3.2,50.8,0.0,0.51,14.0,6.0,0.14,0.01,2.0,28.0,0.07,0.01,0.1,0.46,0.3,0.7,1.4,4.3,29.0,25.0,0.1,4.6,0.5,3.0,0.12,1.2,0.4772586130476123
51.2,1.0,2.2,6.8,18.8,10.0,0.0,0.5,14.0,23.0,0.14,0.08,2.0,10.0,0.07,0.02,0.1,0.21,2.3,1.6,4.7,2.2,15.0,11.0,3.3,3.9,0.9,4.4,0.98,1.2,1.1378970966046322
12.8,9.4,8.2,15.2,17.6,37.6,0.0,0.5,14.0,24.0,0.14,0.08,2.0,12.0,0.105,0.02,0.1,0.14,1.5,0.4,4.6,3.1,6.0,25.0,3.5,5.0,4.0,0.9,0.2,2.2,1.1718879051287088
27.2,3.4,7.0,14.0,8.0,41.2,0.0,0.5,14.0,18.0,0.07,0.03,2.0,23.0,0.07,0.02,0.1,0.4,0.5,1.7,4.4,5.0,4.0,15.0,2.2,2.9,3.7,2.0,0.3,1.0,0.9025969041120504
46.4,4.6,2.2,16.4,8.0,5.2,0.0,0.51,14.0,16.0,0.07,0.02,2.0,15.0,0.07,0.05,0.1,0.46,0.4,1.2,3.2,4.8,18.0,3.0,0.2,4.1,4.4,5.0,0.1,1.6,0.4140230406270284
16.4,8.2,8.2,11.6,22.4,4.0,0.0,0.5,14.0,23.0,0.175,0.09,2.0,31.0,0.14,0.07,0.1,0.48,1.0,1.8,4.6,2.8,9.0,22.0,2.6,4.1,5.0,0.6,0.55,2.4,0.9581587206678924
27.2,5.8,4.6,8.0,23.6,12.4,0.0,0.5,14.0,35.0,0.175,0.04,2.0,12.0,0.035,0.02,0.1,0.19,1.9,2.8,4.5,4.2,23.0,13.0,2.3,4.5,0.5,3.5,1.28,2.9,0.9105071941594534
35.6,5.8,1.0,9.2,12.8,53.2,0.0,0.5,14.0,15.0,0.07,0.02,2.0,8.0,0.105,0.07,0.1,0.33,0.9,0.9,3.1,4.3,19.0,24.0,0.1,0.4,4.0,1.9,0.35,2.3,0.8053243659374586
33.2,7.0,4.6,18.8,10.4,7.6,0.0,0.5,14.0,28.0,0.105,0.06,2.0,9.0,0.07,0.04,0.1,0.09,0.5,3.1,4.9,3.7,0.0,16.0,4.2,4.8,1.5,1.5,0.22,3.6,0.4354780067309817
18.8,13.0,10.6,5.6,18.8,37.6,0.0,0.5,14.0,15.0,0.14,0.06,2.0,9.0,0.175,0.06,0.1,0.18,1.6,0.9,3.7,3.7,17.0,19.0,1.1,2.9,3.6,4.3,0.44,3.4,1.4301818793817405
12.8,8.2,5.8,11.6,12.8,49.6,0.0,0.51,14.0,35.0,0.175,0.02,2.0,27.0,0.105,0.09,0.1,0.26,1.4,4.2,4.9,4.0,5.0,27.0,2.0,4.7,3.3,2.2,1.11,2.2,1.4846857220571938
44.0,10.6,11.8,24.8,16.4,23.2,0.0,0.51,14.0,21.0,0.105,0.07,2.0,20.0,0.175,0.06,0.1,0.41,1.7,1.3,2.9,2.4,10.0,24.0,3.6,0.1,2.6,1.0,0.96,2.2,0.2409367713101651
24.8,11.8,8.2,6.8,8.0,47.2,0.0,0.51,14.0,17.0,0.14,0.05,2.0,22.0,0.175,0.04,0.1,0.3,1.0,1.1,4.2,3.6,30.0,16.0,2.5,0.2,0.2,4.0,0.49,3.2,0.957355815887992
30.8,3.4,10.6,14.0,14.0,24.4,0.0,0.5,14.0,33.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.23,1.3,3.7,3.6,2.5,14.0,9.0,4.8,2.2,0.4,4.2,0.99,1.5,0.7576647716984644
32.0,8.2,8.2,4.4,6.8,28.0,0.0,0.51,14.0,21.0,0.14,0.01,2.0,7.0,0.14,0.09,0.1,0.31,0.3,0.7,4.5,3.9,11.0,12.0,4.8,0.6,3.3,1.6,0.22,1.2,1.0796002262218405
23.6,11.8,7.0,14.0,12.8,44.8,0.0,0.5,14.0,28.0,0.07,0.02,2.0,23.0,0.14,0.05,0.1,0.39,1.0,2.6,4.6,4.0,24.0,8.0,2.1,4.3,4.1,4.7,0.17,3.6,0.6185186496272759
12.8,9.4,7.0,15.2,21.2,17.2,0.0,0.5,14.0,19.0,0.105,0.04,2.0,23.0,0.105,0.02,0.1,0.15,1.3,0.8,4.9,4.9,22.0,22.0,0.9,2.2,2.9,2.5,0.16,4.4,1.1007752847205086
