w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Magnetizing_Current_A
35.6,11.8,8.2,22.4,14.0,6.4,0.0,0.51,14.0,19.0,0.105,0.02,2.0,21.0,0.105,0.01,0.1,0.11,0.7,1.0,3.3,4.0,8.0,24.0,4.1,3.3,3.2,3.7,0.69,2.0,0.283547859553692
52.4,4.6,7.0,24.8,23.6,8.8,0.0,0.51,14.0,24.0,0.07,0.03,2.0,26.0,0.175,0.04,0.1,0.37,2.7,2.5,4.7,3.9,3.0,2.0,4.3,4.5,4.2,4.7,0.85,3.2,0.3233227521278321
34.4,10.6,10.6,14.0,5.6,34.0,0.0,0.51,14.0,32.0,0.07,0.03,2.0,22.0,0.105,0.06,0.1,0.13,0.5,1.9,2.6,2.6,29.0,25.0,2.2,3.0,2.2,4.6,0.41,1.7,0.4150966790112847
14.0,2.2,4.6,21.2,22.4,11.2,0.0,0.51,14.0,16.0,0.14,0.06,2.0,17.0,0.035,0.02,0.1,0.5,1.2,1.6,4.4,5.0,8.0,8.0,2.7,3.2,1.5,0.9,1.11,3.8,1.7274795112868238
32.0,11.8,11.8,10.4,14.0,19.6,0.0,0.5,14.0,23.0,0.105,0.07,2.0,34.0,0.175,0.1,0.1,0.12,1.3,2.6,4.9,4.8,8.0,26.0,2.2,1.5,3.6,1.9,0.35,4.0,0.5072348994449829
15.2,3.4,5.8,14.0,16.4,20.8,0.0,0.51,14.0,27.0,0.14,0.01,2.0,14.0,0.07,0.03,0.1,0.44,2.1,2.6,4.7,4.8,1.0,15.0,1.3,1.2,3.5,2.3,0.11,4.0,1.560497133274788
41.6,3.4,2.2,16.4,5.6,13.6,0.0,0.51,14.0,35.0,0.175,0.05,2.0,31.0,0.175,0.06,0.1,0.33,0.7,1.1,2.1,4.5,11.0,21.0,2.4,0.1,1.1,3.8,0.11,1.1,0.5497576271869865
39.2,7.0,9.4,5.6,26.0,37.6,0.0,0.5,14.0,25.0,0.14,0.02,2.0,24.0,0.105,0.02,0.1,0.32,2.0,1.8,4.5,4.0,1.0,16.0,2.5,0.6,0.7,0.3,0.61,3.6,0.7722801270439251
41.6,11.8,5.8,18.8,17.6,30.4,0.0,0.51,14.0,30.0,0.175,0.01,2.0,35.0,0.035,0.01,0.1,0.06,2.2,1.3,4.6,1.9,24.0,3.0,3.9,3.0,1.7,0.5,0.58,1.7,0.3038389895758244
32.0,7.0,9.4,9.2,16.4,46.0,0.0,0.51,14.0,22.0,0.105,0.03,2.0,31.0,0.07,0.04,0.1,0.08,1.6,0.7,3.4,2.5,20.0,18.0,2.5,1.7,2.6,1.0,0.1,2.4,0.709318005101054
32.0,2.2,8.2,16.4,20.0,17.2,0.0,0.5,14.0,26.0,0.105,0.1,2.0,28.0,0.14,0.01,0.1,0.08,1.4,2.2,4.6,3.0,29.0,6.0,0.1,2.5,3.5,0.2,0.89,2.2,0.8613311696648891
18.8,7.0,11.8,12.8,22.4,17.2,0.0,0.5,14.0,30.0,0.14,0.07,2.0,14.0,0.035,0.03,0.1,0.41,2.0,3.5,4.5,4.4,21.0,6.0,3.0,4.1,3.1,4.5,1.28,2.5,0.8968367603261133
21.2,5.8,3.4,5.6,23.6,25.6,0.0,0.51,14.0,32.0,0.14,0.08,2.0,35.0,0.175,0.04,0.1,0.25,2.1,4.2,4.2,4.1,22.0,11.0,2.8,0.8,3.6,0.1,0.43,2.9,1.484450160396407
35.6,5.8,8.2,26.0,5.6,18.4,0.0,0.5,14.0,22.0,0.14,0.02,2.0,6.0,0.14,0.09,0.1,0.06,0.5,1.0,2.6,3.2,21.0,28.0,0.1,1.1,2.7,1.8,0.28,1.8,0.382121051560993
10.4,11.8,8.2,18.8,5.6,42.4,0.0,0.5,14.0,24.0,0.105,0.1,2.0,35.0,0.105,0.04,0.1,0.45,0.5,1.9,3.0,3.0,8.0,30.0,1.3,1.4,0.6,1.4,0.37,1.6,1.1250436999309672
29.6,8.2,5.8,11.6,17.6,47.2,0.0,0.51,14.0,35.0,0.105,0.01,2.0,29.0,0.105,0.05,0.1,0.26,1.5,0.5,4.0,4.0,11.0,1.0,1.6,1.8,4.6,2.9,0.4,2.9,0.6441575710646706
22.4,2.2,10.6,11.6,6.8,12.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,7.0,0.105,0.06,0.1,0.47,0.5,3.2,1.7,4.0,3.0,26.0,4.0,3.7,3.9,2.0,0.35,1.3,1.3321933022152948
42.8,9.4,9.4,8.0,16.4,35.2,0.0,0.51,14.0,23.0,0.14,0.08,2.0,30.0,0.14,0.06,0.1,0.12,2.0,2.4,4.7,4.8,27.0,7.0,3.4,3.0,1.7,3.7,0.89,3.7,0.510882015314157
22.4,9.4,3.4,10.4,14.0,6.4,0.0,0.5,14.0,25.0,0.07,0.03,2.0,33.0,0.175,0.01,0.1,0.29,1.6,3.2,3.7,3.3,0.0,18.0,3.4,1.0,3.7,3.8,1.36,1.5,0.8008912789980106
40.4,11.8,3.4,11.6,14.0,22.0,0.0,0.51,14.0,30.0,0.105,0.1,2.0,23.0,0.175,0.08,0.1,0.09,1.3,0.9,4.1,4.6,6.0,3.0,3.5,0.5,3.0,3.7,0.37,2.8,0.4048880465820445
46.4,2.2,13.0,16.4,15.2,16.0,0.0,0.51,14.0,26.0,0.175,0.09,2.0,25.0,0.175,0.01,0.1,0.46,1.5,1.0,3.9,1.3,29.0,19.0,3.2,0.9,4.0,1.4,0.98,1.1,0.5970565405366526
47.6,8.2,10.6,23.6,8.0,24.4,0.0,0.5,14.0,20.0,0.14,0.06,2.0,10.0,0.105,0.01,0.1,0.04,0.9,2.6,1.9,2.9,27.0,25.0,4.7,0.9,4.4,1.9,0.86,1.2,0.2561991891086576
17.6,10.6,13.0,21.2,23.6,28.0,0.0,0.5,14.0,16.0,0.14,0.03,2.0,12.0,0.14,0.07,0.1,0.26,2.6,2.0,4.5,3.9,21.0,12.0,3.6,0.9,3.8,4.5,0.6,3.7,0.6495810002879456
47.6,11.8,13.0,26.0,8.0,38.8,0.0,0.51,14.0,21.0,0.105,0.07,2.0,6.0,0.07,0.04,0.1,0.05,0.9,0.5,2.5,2.0,4.0,12.0,3.6,0.9,2.8,2.1,0.38,1.5,0.2113154276328598
24.8,10.6,9.4,24.8,16.4,29.2,0.0,0.51,14.0,28.0,0.105,0.1,2.0,4.0,0.14,0.02,0.1,0.38,0.9,0.4,4.7,1.8,13.0,30.0,3.1,0.2,0.1,4.8,0.27,1.1,0.4168633668741863
26.0,10.6,5.8,6.8,11.6,31.6,0.0,0.5,14.0,29.0,0.14,0.05,2.0,10.0,0.07,0.06,0.1,0.1,0.8,2.7,3.0,4.8,14.0,3.0,4.0,1.9,2.2,1.5,0.54,2.0,0.9054843864836762
29.6,5.8,4.6,9.2,16.4,6.4,0.0,0.51,14.0,20.0,0.175,0.01,2.0,12.0,0.07,0.04,0.1,0.0,0.7,1.0,3.1,3.6,24.0,22.0,3.9,2.4,0.9,5.0,0.13,2.0,0.7390467152212291
22.4,4.6,2.2,22.4,24.8,35.2,0.0,0.5,14.0,22.0,0.035,0.01,2.0,30.0,0.175,0.1,0.1,0.42,1.8,1.6,4.8,4.2,29.0,7.0,0.9,0.9,4.2,2.1,0.78,4.0,0.8980677878824244
47.6,8.2,4.6,21.2,22.4,38.8,0.0,0.5,14.0,32.0,0.14,0.08,2.0,19.0,0.14,0.09,0.1,0.0,2.5,0.6,5.0,5.0,26.0,3.0,1.9,3.5,0.3,1.1,0.51,3.7,0.3125305848891348
47.6,11.8,2.2,11.6,11.6,34.0,0.0,0.5,14.0,11.0,0.105,0.08,2.0,28.0,0.175,0.02,0.1,0.28,1.1,1.1,4.4,4.6,14.0,20.0,2.9,3.7,2.9,2.1,1.06,2.6,0.3688321579134003
15.2,11.8,8.2,6.8,20.0,41.2,0.0,0.51,14.0,26.0,0.105,0.03,2.0,14.0,0.07,0.05,0.1,0.15,1.0,2.0,3.9,3.0,15.0,10.0,2.7,0.6,2.8,1.0,0.91,2.7,1.5555655814438365
41.6,8.2,11.8,15.2,21.2,40.0,0.0,0.51,14.0,27.0,0.07,0.04,2.0,14.0,0.07,0.02,0.1,0.31,2.0,3.6,3.8,4.2,30.0,5.0,1.5,0.7,2.7,1.9,0.34,3.5,0.3779917663591178
50.0,3.4,1.0,14.0,9.2,41.2,0.0,0.51,14.0,19.0,0.07,0.02,2.0,31.0,0.07,0.07,0.1,0.25,0.9,2.2,4.1,3.7,30.0,19.0,3.2,1.7,0.5,4.3,0.62,3.3,0.5619069982151842
41.6,13.0,10.6,5.6,22.4,29.2,0.0,0.51,14.0,27.0,0.07,0.02,2.0,28.0,0.07,0.05,0.1,0.04,1.3,1.5,4.3,4.1,23.0,25.0,5.0,3.2,0.4,4.8,0.71,3.1,0.6271478381498569
22.4,3.4,8.2,8.0,10.4,41.2,0.0,0.51,14.0,32.0,0.175,0.03,2.0,6.0,0.14,0.02,0.1,0.06,1.1,1.5,3.0,2.8,23.0,3.0,2.0,0.2,3.9,1.7,0.76,2.5,1.388133301447659
12.8,4.6,10.6,9.2,16.4,7.6,0.0,0.51,14.0,18.0,0.105,0.02,2.0,8.0,0.175,0.08,0.1,0.23,2.0,1.9,3.6,4.7,0.0,24.0,4.7,4.2,2.2,4.1,0.63,1.7,1.797819889747629
23.6,7.0,7.0,17.6,9.2,13.6,0.0,0.5,14.0,34.0,0.105,0.1,2.0,20.0,0.14,0.03,0.1,0.5,0.9,2.2,2.1,3.6,10.0,28.0,0.7,3.3,4.6,1.1,0.84,1.6,0.589648390311403
24.8,5.8,9.4,11.6,8.0,6.4,0.0,0.51,14.0,6.0,0.14,0.01,2.0,23.0,0.175,0.03,0.1,0.2,0.8,0.7,4.4,4.6,10.0,16.0,3.6,3.1,0.8,1.7,0.32,1.8,0.7439122076996895
48.8,9.4,8.2,26.0,11.6,28.0,0.0,0.51,14.0,30.0,0.14,0.09,2.0,7.0,0.175,0.08,0.1,0.3,1.2,2.1,3.4,2.2,22.0,9.0,3.6,2.6,5.0,4.6,0.36,2.1,0.2267283552420632
47.6,13.0,3.4,24.8,5.6,30.4,0.0,0.51,14.0,34.0,0.175,0.05,2.0,15.0,0.105,0.08,0.1,0.32,0.7,4.4,3.5,3.7,24.0,23.0,1.9,0.6,4.6,2.2,0.32,1.2,0.2152782912802263
12.8,2.2,3.4,24.8,9.2,38.8,0.0,0.5,14.0,22.0,0.105,0.02,2.0,18.0,0.175,0.1,0.1,0.32,0.8,2.5,4.9,4.6,16.0,29.0,2.2,1.8,3.2,2.5,0.26,2.4,0.4373813329962988
16.4,9.4,10.6,9.2,26.0,29.2,0.0,0.5,14.0,28.0,0.14,0.07,2.0,12.0,0.07,0.06,0.1,0.08,2.4,3.5,4.8,4.5,2.0,9.0,3.4,2.0,1.8,1.0,0.91,3.7,1.1836204405950284
50.0,2.2,7.0,18.8,24.8,40.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,13.0,0.105,0.1,0.1,0.42,2.3,3.4,4.5,4.3,24.0,0.0,2.5,0.9,4.9,3.6,1.97,3.3,0.5820444388369086
40.4,13.0,4.6,15.2,15.2,13.6,0.0,0.5,14.0,31.0,0.175,0.03,2.0,19.0,0.14,0.01,0.1,0.14,1.2,0.7,4.6,1.8,27.0,22.0,2.5,1.0,2.6,1.9,0.35,1.1,0.3245333800682807
16.4,2.2,11.8,10.4,22.4,12.4,0.0,0.5,14.0,29.0,0.105,0.04,2.0,33.0,0.175,0.07,0.1,0.04,2.4,2.5,5.0,3.7,15.0,28.0,4.9,0.8,3.8,1.3,1.62,1.9,1.9208288048418931
23.6,4.6,2.2,5.6,16.4,49.6,0.0,0.51,14.0,27.0,0.035,0.01,2.0,10.0,0.14,0.07,0.1,0.02,1.6,0.4,4.7,3.6,2.0,20.0,0.1,1.0,3.8,0.6,0.39,1.8,1.5874607542532104
14.0,4.6,8.2,11.6,3.2,49.6,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.14,0.09,0.1,0.42,0.4,2.0,1.8,1.7,25.0,1.0,0.5,3.6,4.4,2.1,0.23,1.0,1.6579731551039936
48.8,2.2,10.6,4.4,24.8,35.2,0.0,0.5,14.0,17.0,0.14,0.05,2.0,24.0,0.07,0.07,0.1,0.45,1.9,2.0,5.0,5.0,0.0,9.0,2.6,3.1,2.9,4.6,0.94,4.0,1.012556279194282
44.0,11.8,1.0,4.4,9.2,38.8,0.0,0.5,14.0,21.0,0.035,0.01,2.0,35.0,0.175,0.09,0.1,0.19,1.0,1.2,3.1,2.5,24.0,25.0,2.5,4.6,0.1,4.1,0.58,1.4,0.8181136002272271
29.6,5.8,9.4,12.8,15.2,5.2,0.0,0.51,14.0,27.0,0.14,0.06,2.0,20.0,0.07,0.06,0.1,0.26,0.8,2.1,2.9,2.9,11.0,25.0,1.3,2.8,3.4,0.2,0.46,2.3,0.5689174151894374
9.2,10.6,2.2,26.0,17.6,25.6,0.0,0.5,14.0,31.0,0.175,0.05,2.0,6.0,0.105,0.09,0.1,0.0,2.0,1.7,5.0,3.7,30.0,0.0,2.6,1.6,2.0,1.6,1.07,2.0,1.4206931449468423
9.2,8.2,13.0,18.8,16.4,19.6,0.0,0.51,14.0,3.0,0.105,0.08,2.0,19.0,0.105,0.02,0.1,0.39,1.7,0.2,5.0,3.2,17.0,19.0,2.6,4.3,1.1,2.6,0.12,1.3,1.4046488184067878
38.0,2.2,9.4,5.6,15.2,42.4,0.0,0.51,14.0,21.0,0.175,0.1,2.0,28.0,0.105,0.07,0.1,0.06,0.7,1.2,3.6,3.8,19.0,25.0,1.9,2.7,0.2,0.4,0.17,2.0,1.1446124704792435
11.6,3.4,10.6,10.4,9.2,18.4,0.0,0.51,14.0,31.0,0.14,0.04,2.0,16.0,0.175,0.07,0.1,0.23,1.1,2.7,4.0,4.4,0.0,29.0,2.4,3.4,1.2,2.6,0.68,1.8,2.1654073235066957
26.0,3.4,7.0,11.6,26.0,19.6,0.0,0.5,14.0,19.0,0.175,0.08,2.0,14.0,0.105,0.1,0.1,0.11,2.0,1.3,4.5,4.2,29.0,11.0,0.2,1.6,3.3,3.0,0.81,3.7,0.9386917739508208
35.6,2.2,10.6,18.8,6.8,26.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,31.0,0.14,0.1,0.1,0.37,0.9,0.5,3.6,3.6,0.0,30.0,3.6,0.8,4.4,4.9,0.27,2.1,0.8042902837346387
46.4,13.0,7.0,24.8,10.4,49.6,0.0,0.51,14.0,34.0,0.035,0.02,2.0,21.0,0.175,0.05,0.1,0.39,1.2,2.3,4.4,3.9,27.0,27.0,2.6,1.6,0.9,3.7,0.42,1.8,0.2324223386799616
48.8,13.0,5.8,26.0,26.0,34.0,0.0,0.51,14.0,24.0,0.175,0.02,2.0,20.0,0.105,0.03,0.1,0.0,1.2,2.9,4.7,4.6,6.0,25.0,2.2,4.5,3.8,2.9,0.47,3.2,0.2261288221924235
40.4,5.8,5.8,17.6,24.8,26.8,0.0,0.5,14.0,29.0,0.14,0.04,2.0,21.0,0.07,0.02,0.1,0.06,3.2,3.3,4.6,4.8,24.0,14.0,3.6,4.0,5.0,0.1,0.55,3.0,0.4408237467390287
45.2,7.0,2.2,15.2,21.2,42.4,0.0,0.51,14.0,34.0,0.105,0.07,2.0,19.0,0.14,0.04,0.1,0.06,1.7,2.1,3.6,4.3,23.0,6.0,4.3,4.3,1.1,3.5,1.3,3.3,0.438177425727816
14.0,10.6,10.6,24.8,23.6,8.8,0.0,0.51,14.0,29.0,0.105,0.06,2.0,34.0,0.14,0.02,0.1,0.24,1.5,1.9,4.5,4.5,19.0,18.0,2.7,4.2,1.0,2.6,0.31,3.1,0.714528533470517
50.0,7.0,5.8,3.2,12.8,41.2,0.0,0.51,14.0,28.0,0.07,0.01,2.0,15.0,0.175,0.01,0.1,0.18,1.4,1.4,4.5,4.4,11.0,10.0,2.6,0.3,3.0,4.9,0.6,1.3,0.9298994044971768
38.0,2.2,13.0,20.0,12.8,5.2,0.0,0.51,14.0,23.0,0.14,0.02,2.0,21.0,0.07,0.04,0.1,0.04,1.2,2.9,3.0,3.3,6.0,23.0,2.1,3.8,0.5,5.0,0.9,1.8,0.6763823995453826
28.4,3.4,9.4,15.2,23.6,10.0,0.0,0.51,14.0,23.0,0.035,0.01,2.0,13.0,0.105,0.05,0.1,0.4,3.0,2.3,4.5,3.2,14.0,5.0,2.9,2.9,3.4,0.8,1.6,3.0,0.8051821436106401
14.0,3.4,4.6,22.4,23.6,4.0,0.0,0.5,14.0,20.0,0.105,0.08,2.0,30.0,0.105,0.03,0.1,0.21,1.4,2.5,5.0,3.6,20.0,14.0,0.2,0.1,0.5,2.8,0.31,3.2,1.3328401719471292
33.2,1.0,5.8,17.6,12.8,10.0,0.0,0.51,14.0,34.0,0.14,0.08,2.0,20.0,0.175,0.08,0.1,0.25,0.7,3.4,3.1,4.1,3.0,19.0,1.8,3.8,1.7,3.7,0.45,2.4,1.2660351142959263
17.6,10.6,4.6,5.6,14.0,41.2,0.0,0.5,14.0,25.0,0.175,0.1,2.0,16.0,0.175,0.1,0.1,0.12,1.3,0.6,3.1,4.8,17.0,16.0,2.7,1.0,4.3,5.0,0.24,2.5,1.6225897520773669
42.8,13.0,3.4,11.6,11.6,19.6,0.0,0.51,14.0,30.0,0.14,0.04,2.0,24.0,0.175,0.08,0.1,0.12,0.6,4.0,3.0,3.0,23.0,2.0,0.5,2.2,0.3,3.5,0.1,2.8,0.367801408399701
22.4,2.2,2.2,21.2,12.8,10.0,0.0,0.5,14.0,33.0,0.14,0.03,2.0,24.0,0.14,0.02,0.1,0.11,0.5,1.2,4.7,4.8,0.0,23.0,3.1,0.8,0.1,3.7,0.48,1.9,1.1824890661197898
24.8,1.0,9.4,3.2,18.8,24.4,0.0,0.51,14.0,28.0,0.14,0.03,2.0,32.0,0.14,0.06,0.1,0.24,1.8,3.3,4.0,4.1,30.0,24.0,2.4,1.1,2.5,2.1,1.6,2.4,0.5289775312884993
20.0,4.6,7.0,12.8,23.6,47.2,0.0,0.5,14.0,20.0,0.105,0.07,2.0,34.0,0.175,0.09,0.1,0.43,2.3,1.6,4.0,4.0,15.0,12.0,1.2,0.5,2.1,1.3,0.57,3.9,1.0842034569057686
14.0,13.0,10.6,9.2,14.0,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,13.0,0.14,0.09,0.1,0.44,1.7,0.8,4.8,4.8,28.0,23.0,4.1,0.5,0.3,0.9,0.27,4.7,1.2374416716502503
26.0,5.8,5.8,22.4,18.8,16.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,11.0,0.14,0.04,0.1,0.33,1.5,0.7,4.9,4.8,22.0,6.0,0.6,3.2,2.6,0.6,0.12,4.3,0.5766355187871643
38.0,7.0,13.0,16.4,24.8,14.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,26.0,0.105,0.07,0.1,0.08,2.5,2.1,4.6,4.7,23.0,29.0,2.3,3.0,3.4,4.7,1.85,3.7,0.3927532498347785
41.6,13.0,9.4,10.4,10.4,50.8,0.0,0.51,14.0,22.0,0.14,0.07,2.0,26.0,0.14,0.01,0.1,0.02,0.9,2.3,3.6,2.5,3.0,24.0,2.1,2.9,1.0,4.3,0.66,1.9,0.4175124426674571
20.0,8.2,5.8,20.0,10.4,30.4,0.0,0.51,14.0,33.0,0.14,0.09,2.0,17.0,0.175,0.01,0.1,0.23,0.9,0.9,2.2,3.2,15.0,22.0,2.7,3.8,4.0,0.2,0.64,1.7,0.6670274854530626
23.6,13.0,11.8,14.0,3.2,42.4,0.0,0.5,14.0,20.0,0.07,0.05,2.0,4.0,0.07,0.05,0.1,0.38,0.3,2.0,1.7,2.4,21.0,2.0,0.6,4.3,3.5,3.5,0.23,1.0,0.5822559737244372
24.8,5.8,8.2,15.2,3.2,37.6,0.0,0.51,14.0,15.0,0.07,0.07,2.0,14.0,0.105,0.03,0.1,0.08,0.2,0.2,1.5,1.2,28.0,22.0,0.5,0.5,2.4,4.0,0.16,1.0,0.7145372594001143
45.2,11.8,3.4,6.8,14.0,5.2,0.0,0.5,14.0,19.0,0.105,0.07,2.0,7.0,0.14,0.02,0.1,0.24,1.9,0.7,4.4,4.4,10.0,30.0,2.0,4.7,4.2,0.6,0.15,1.3,0.4977323962265466
42.8,10.6,10.6,12.8,15.2,50.8,0.0,0.51,14.0,20.0,0.175,0.03,2.0,9.0,0.175,0.03,0.1,0.37,1.7,2.3,5.0,2.9,10.0,22.0,1.9,1.8,3.6,0.3,1.67,2.2,0.3815800360098649
36.8,3.4,3.4,22.4,9.2,38.8,0.0,0.5,14.0,26.0,0.105,0.08,2.0,5.0,0.105,0.01,0.1,0.18,1.1,2.5,5.0,2.2,26.0,24.0,3.0,2.7,3.1,0.4,0.8,2.1,0.5950634052702611
42.8,4.6,7.0,9.2,16.4,31.6,0.0,0.51,14.0,19.0,0.14,0.06,2.0,10.0,0.035,0.02,0.1,0.1,1.6,1.6,3.7,4.6,26.0,26.0,4.2,1.3,0.6,4.2,0.38,2.3,0.5917856506582787
33.2,5.8,10.6,23.6,14.0,36.4,0.0,0.51,14.0,15.0,0.14,0.03,2.0,10.0,0.175,0.03,0.1,0.2,1.9,0.6,3.0,3.5,4.0,13.0,4.6,2.6,1.8,1.2,0.18,2.0,0.4587249362959775
51.2,11.8,13.0,26.0,23.6,30.4,0.0,0.51,14.0,31.0,0.105,0.08,2.0,35.0,0.175,0.04,0.1,0.33,1.6,1.7,4.3,4.3,1.0,12.0,3.2,2.9,2.0,1.6,1.14,3.5,0.1971374880228225
14.0,11.8,11.8,26.0,17.6,28.0,0.0,0.51,14.0,19.0,0.14,0.05,2.0,17.0,0.175,0.09,0.1,0.48,1.1,1.5,3.0,4.7,24.0,17.0,2.4,2.9,4.0,1.9,0.45,2.8,0.6793389855568964
36.8,8.2,11.8,4.4,20.0,30.4,0.0,0.5,14.0,24.0,0.07,0.07,2.0,33.0,0.175,0.06,0.1,0.22,1.6,3.2,3.4,3.3,6.0,21.0,4.2,3.3,1.3,0.1,0.2,2.8,0.9296702770304964
52.4,10.6,4.6,14.0,4.4,23.2,0.0,0.51,14.0,23.0,0.175,0.09,2.0,19.0,0.07,0.02,0.1,0.23,0.2,0.2,2.8,1.8,6.0,2.0,3.2,1.5,1.0,3.0,0.11,1.3,0.2759581443344554
32.0,9.4,5.8,21.2,15.2,13.6,0.0,0.5,14.0,27.0,0.175,0.04,2.0,18.0,0.14,0.08,0.1,0.28,1.1,1.2,4.3,2.9,1.0,22.0,1.1,1.4,3.2,2.8,1.02,2.4,0.3707370027086294
46.4,10.6,5.8,14.0,10.4,53.2,0.0,0.51,14.0,32.0,0.175,0.08,2.0,17.0,0.14,0.07,0.1,0.18,1.3,1.9,4.2,2.7,26.0,10.0,1.6,1.6,4.6,0.9,0.15,2.5,0.3412020797110242
33.2,11.8,3.4,12.8,9.2,19.6,0.0,0.5,14.0,29.0,0.105,0.1,2.0,14.0,0.105,0.08,0.1,0.05,0.9,2.6,2.5,3.4,20.0,18.0,1.8,4.1,1.4,3.1,0.11,1.0,0.4519964330044717
51.2,11.8,4.6,16.4,26.0,48.4,0.0,0.5,14.0,32.0,0.14,0.09,2.0,11.0,0.175,0.07,0.1,0.24,1.4,1.8,5.0,5.0,6.0,19.0,3.5,0.6,1.1,0.7,0.19,4.2,0.2901752530681272
51.2,1.0,3.4,3.2,9.2,19.6,0.0,0.5,14.0,16.0,0.105,0.1,2.0,19.0,0.14,0.01,0.1,0.5,1.0,1.9,4.3,4.2,3.0,25.0,2.9,3.2,0.6,0.9,0.47,3.9,1.459414695948881
29.6,11.8,13.0,11.6,23.6,18.4,0.0,0.5,14.0,28.0,0.14,0.01,2.0,12.0,0.035,0.03,0.1,0.02,1.4,1.7,5.0,4.6,7.0,24.0,0.9,0.2,2.2,0.6,1.11,2.7,0.5152434793128114
17.6,8.2,7.0,26.0,22.4,11.2,0.0,0.5,14.0,29.0,0.175,0.01,2.0,26.0,0.175,0.1,0.1,0.2,2.0,1.5,4.0,3.7,29.0,23.0,2.2,5.0,0.7,1.9,0.16,2.8,0.6551093800689508
21.2,4.6,3.4,10.4,10.4,38.8,0.0,0.5,14.0,34.0,0.105,0.02,2.0,16.0,0.175,0.09,0.1,0.23,1.2,3.1,2.4,4.5,15.0,13.0,4.0,1.4,4.6,4.5,1.1,1.1,1.1673008683079429
9.2,4.6,5.8,22.4,18.8,11.2,0.0,0.51,14.0,31.0,0.07,0.03,2.0,16.0,0.175,0.05,0.1,0.34,2.2,3.6,5.0,4.9,30.0,0.0,1.7,4.4,4.9,0.9,2.08,3.9,1.8203638372855
17.6,10.6,8.2,5.6,10.4,31.6,0.0,0.51,14.0,35.0,0.07,0.03,2.0,23.0,0.14,0.03,0.1,0.38,0.5,1.3,4.7,4.7,1.0,28.0,4.7,1.9,1.4,2.8,0.1,2.2,1.5594546984116475
45.2,11.8,10.6,24.8,15.2,50.8,0.0,0.5,14.0,29.0,0.14,0.07,2.0,33.0,0.105,0.07,0.1,0.04,1.3,0.8,4.9,3.4,11.0,23.0,2.0,2.6,4.9,2.7,0.29,1.7,0.2391107601842344
23.6,3.4,9.4,16.4,9.2,5.2,0.0,0.51,14.0,32.0,0.175,0.04,2.0,29.0,0.07,0.03,0.1,0.31,0.9,1.3,3.7,3.3,1.0,11.0,4.6,3.9,0.9,2.1,0.36,2.6,0.8859797079038052
33.2,10.6,7.0,21.2,15.2,19.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,18.0,0.14,0.1,0.1,0.06,1.3,0.9,2.7,2.7,27.0,3.0,2.4,2.6,1.5,1.9,0.43,2.5,0.335252651921024
21.2,8.2,9.4,24.8,6.8,41.2,0.0,0.5,14.0,32.0,0.035,0.01,2.0,22.0,0.175,0.09,0.1,0.08,0.6,1.9,3.1,2.8,30.0,11.0,2.0,2.1,4.9,3.1,0.53,1.6,0.5851986979286264
28.4,8.2,5.8,18.8,22.4,35.2,0.0,0.5,14.0,17.0,0.07,0.06,2.0,11.0,0.105,0.05,0.1,0.48,2.3,0.7,4.7,3.8,17.0,7.0,1.6,2.3,3.3,0.5,0.6,2.8,0.5114697136172944
38.0,13.0,3.4,4.4,15.2,49.6,0.0,0.5,14.0,18.0,0.07,0.01,2.0,12.0,0.175,0.06,0.1,0.07,1.5,0.8,4.3,3.3,4.0,24.0,0.2,2.7,1.6,3.4,0.25,2.1,0.9176609585964144
48.8,7.0,13.0,22.4,18.8,31.6,0.0,0.51,14.0,25.0,0.14,0.02,2.0,17.0,0.175,0.08,0.1,0.23,2.4,2.7,3.5,2.6,30.0,30.0,1.0,2.0,3.4,4.7,0.9,2.2,0.2883026174183619
32.0,3.4,4.6,23.6,26.0,44.8,0.0,0.5,14.0,32.0,0.07,0.05,2.0,30.0,0.07,0.02,0.1,0.02,3.2,2.7,4.3,4.7,26.0,0.0,2.9,1.9,3.4,1.8,0.51,3.6,0.7216736594735906
27.2,2.2,10.6,21.2,12.8,37.6,0.0,0.51,14.0,26.0,0.175,0.09,2.0,21.0,0.175,0.09,0.1,0.31,1.3,2.8,3.1,3.3,29.0,30.0,0.3,4.9,2.1,0.5,0.89,1.8,1.0219515323775097
21.2,11.8,3.4,24.8,10.4,5.2,0.0,0.51,14.0,8.0,0.07,0.04,2.0,16.0,0.175,0.07,0.1,0.03,0.8,1.0,2.6,5.0,17.0,21.0,4.1,1.1,4.0,2.8,0.55,2.5,0.4846349076345438
