uuid,computer_name,w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,seed,A,B,C,D,E,Ltx_uH,Lrx1_uH,Lrx2_uH,M1,M2,k1,k2,Lmt_uH,Lmr1_uH,Lmr2_uH,Llt_uH,Llr1_uH,Llr2_uH,Copperloss_Tx,Copperloss_Rx_1,Copperloss_Rx_2,Coreloss_W,B_mean_leg_left,B_mean_leg_center,B_mean_leg_right,B_mean_leg_top_left,B_mean_leg_bottom_left,B_mean_leg_top_right,B_mean_leg_bottom_right
6f06d2a2-6ed5-4c32-86a3-15ab68ea1040,DESKTOP-RMS1URL,10.4,10.6,4.6,18.8,22.4,34.0,0.0,0.51,14.0,19.0,0.14,0.01,2.0,14.0,0.175,0.06,0.1,0.44,2.2,1.8,4.5,3.7,29.0,17.0,1.5,3.7,0.5,1.1,1.65,3.0,3249366944,84.8,63.599999999999994,18.8,21.6,17.0,250.714476528533,10.1821558647283,10.1864623893365,49.6325850098264,49.6333994607427,0.982329800089025,0.982138244878828,241.932408763355,9.82549364068051,9.82581610818669,8.78206776517755,0.35666222404779,0.360646281149809,18.8827623170675,2.63119591036028,0.908127403869785,9.10694,0.0693120559359778,0.105799961072717,0.104519489154694,0.226288036138202,0.225503652442523,0.220188317558949,0.220059554902914
54d1a301-d86f-4aa2-91ed-c0634f8c11ad,DESKTOP-RMS1URL,26.0,4.6,3.4,21.2,14.0,43.6,0.0,0.51,14.0,15.0,0.07,0.03,2.0,33.0,0.07,0.01,0.1,0.24,1.2,1.5,4.6,3.8,14.0,16.0,2.5,0.1,3.4,4.1,0.4,2.9,4242529892,58.400000000000006,49.2,21.2,25.2,21.8,435.329285052753,17.5830371309104,17.5852097975947,86.6565716386202,86.6571893693264,0.990479781554681,0.990425652572802,427.079881151937,17.2498420528941,17.2500879845042,8.24940390081562,0.33319507801626796,0.335121813090502,15.5188110135212,1.56472137434053,0.395007570308836,2.72299,0.0623108254776999,0.0386647994048367,0.0835616759829365,0.124132950947477,0.120551547420997,0.119516348694895,0.122397340731326
68e1736f-ee54-4cb1-bf86-0618cfa951f3,DESKTOP-RMS1URL,20.0,8.2,2.2,21.2,23.6,26.8,0.0,0.5,14.0,28.0,0.175,0.06,2.0,17.0,0.14,0.1,0.1,0.47,3.0,2.1,5.0,4.9,1.0,26.0,0.3,2.1,1.9,5.0,0.46,3.2,1562896966,84.8,68.4,21.2,15.600000000000001,13.4,397.443634999255,16.1398512320657,16.1430046348898,78.7938829455862,78.7937448133863,0.983795804595699,0.983697987197166,384.667485491323,15.6210225624934,15.6209677926498,12.7761495079323,0.518828669572338,0.522036842239964,5.23137289495183,2.19751880880769,0.327246896744104,7.77997,0.049073664703649,0.0483189044146291,0.064468601159269,0.238368182319357,0.238431115612551,0.234995472086164,0.235081139959438
7de10489-bd5d-49e7-af20-70b8a175b5c8,DESKTOP-RMS1URL,52.4,1.0,13.0,23.6,9.2,18.4,0.0,0.51,14.0,33.0,0.035,0.03,2.0,20.0,0.07,0.05,0.1,0.32,0.7,4.4,4.4,4.8,24.0,23.0,1.3,0.6,1.4,4.7,0.61,1.9,1370357392,44.0,42.0,23.6,22.2,9.2,403.235613786703,16.2454240683899,16.2481924352361,79.21131126378,79.2098601898708,0.978683429913024,0.97858212532765,386.227642055595,15.5602124852156,15.5596423946266,17.0079717311082,0.685211583174283,0.688550040609455,26.4768063875256,10.1109092389802,1.83819412268718,1.64224,0.107942015985785,0.0174159364641745,0.161353049643898,0.0156901656260969,0.0156231520131091,0.0158016869433298,0.0157875042826049
3dadad34-cfa2-44c2-aca8-85ee3512c17a,DESKTOP-RMS1URL,36.8,2.2,5.8,24.8,8.0,4.0,0.0,0.51,14.0,21.0,0.175,0.1,2.0,19.0,0.105,0.05,0.1,0.23,0.7,1.6,3.5,4.9,21.0,6.0,4.0,2.0,4.6,3.2,0.14,1.0,621849612,45.2,40.8,24.8,7.8,2.0,790.829364883282,31.8572483510095,31.8584551350617,157.387398084912,157.387601784812,0.991572403959827,0.991554906948286,777.555952196783,31.3225509520559,31.322632031033,13.2734126864995,0.534697398953648,0.535823104028715,5.81376072218715,1.68657846544745,0.36983973379199,0.000116163,0.0542636880291983,0.0139766449647294,0.0737896079557918,0.0298222919349118,0.0298986487004003,0.0291066419395987,0.0291433703376021
68fd2165-6bd7-4665-94e1-b1c03288a403,DESKTOP-RMS1URL,45.2,7.0,13.0,14.0,18.8,6.4,0.0,0.5,14.0,29.0,0.07,0.05,2.0,34.0,0.035,0.03,0.1,0.23,2.0,1.7,4.9,1.3,18.0,27.0,0.4,3.0,0.9,2.1,0.61,1.1,3084609236,65.6,51.6,14.0,16.2,3.2,905.897634125188,36.6805004275349,36.6869749517813,180.044750730069,180.044805305876,0.987695954908065,0.987609096045935,883.742366860375,35.783416408584,35.7834381021809,22.1552672648132,0.8970840189508941,0.903536849600389,11.4978637934437,23.1051115516536,0.434615293595276,0.00018827900000000002,0.0271875557638397,0.0326207978058238,0.0329935230971062,0.0181196952661902,0.018128485377234,0.0182547307242464,0.0182847962112485
e7f5104a-6a60-4804-9c03-5fd0607b37fa,DESKTOP-RMS1URL,20.0,13.0,13.0,5.6,9.2,50.8,0.0,0.51,14.0,35.0,0.105,0.01,2.0,35.0,0.175,0.04,0.1,0.21,1.0,3.1,2.6,4.4,17.0,20.0,2.3,1.2,0.2,2.7,0.94,1.8,579675112,50.0,24.0,5.6,38.4,25.4,235.642404380129,9.48768900766462,9.48980384580728,46.4504149159014,46.4505052990535,0.982387108135804,0.982279549037403,227.41481556956,9.15642094017499,9.15645657331166,8.22758881056859,0.331268067489633,0.33334727249561796,33.6773707992759,4.06029649640528,1.49811351073215,5.73798,0.0330891180954925,0.177640452599585,0.0403178253722982,0.0419701341922471,0.0402859272201036,0.0438876455461333,0.0419681801199547
c70a3c7c-a17c-4d55-bfe6-1b0a7be69771,DESKTOP-RMS1URL,35.6,3.4,4.6,20.0,4.4,23.2,0.0,0.5,14.0,34.0,0.07,0.07,2.0,23.0,0.175,0.01,0.1,0.27,0.4,1.2,1.5,3.1,6.0,16.0,4.2,2.7,0.8,2.0,0.18,1.0,4095226308,35.6,28.8,20.0,16.2,11.6,531.686106836127,21.5254350520524,21.5319748574441,105.880138202017,105.881129248187,0.989716645589654,0.989575595602202,520.8072979045,21.0850039554136,21.0853986717517,10.878808931627,0.440431096638753,0.44657618569245,6.20706205649814,,,1.12585,0.0627363328247996,0.032078533707017,0.0983896634698223,0.0768622633928163,0.0780553662055619,0.0664518717787447,0.0655070184250928
e76111e9-4237-479b-8b65-d75dd4f6a6d9,DESKTOP-RMS1URL,18.8,2.2,8.2,22.4,21.2,28.0,0.0,0.51,14.0,14.0,0.175,0.08,2.0,14.0,0.175,0.04,0.1,0.41,2.6,0.4,3.9,4.8,1.0,6.0,4.1,0.3,1.7,5.0,0.21,2.8,3885782144,69.19999999999999,64.8,22.4,22.2,14.0,242.193695345333,9.84230638692445,9.84566030991289,47.2519366485132,47.2502949964824,0.96780922195367,0.967610747448389,226.85186065751,9.21884243869988,9.21820187792775,15.3418346878231,0.623463948224573,0.6274584319851411,8.79633161070197,2.64331126068758,0.787445729396326,4.49737,0.152435379315233,0.051235503507524,0.211737089861848,0.0642974616424606,0.0643122577177494,0.0676749415262802,0.0674239632125202
58706242-4c6e-4197-8403-950443c142d4,DESKTOP-RMS1URL,11.6,2.2,11.8,21.2,9.2,31.6,0.0,0.5,14.0,21.0,0.07,0.05,2.0,18.0,0.07,0.06,0.1,0.31,1.1,1.2,4.4,4.7,29.0,18.0,4.5,2.9,4.6,4.4,0.92,2.0,1375164560,44.0,39.599999999999994,21.2,27.6,15.8,149.124518371821,6.16433341306804,6.16862310502235,29.5470495737627,29.5470551311725,0.974532963154724,0.974194239862853,141.625716847765,5.85435680226385,5.85435900451845,7.49880152405604,0.30997661080419,0.31426410050390097,4.57146050148198,4.98963308329621,0.246462217621711,10.0048,0.251236495079857,0.0860046949807716,0.336362493956332,0.0727717141828527,0.0721547511873753,0.0743227586424714,0.0740159974237954
d0ff9f3d-7221-4ee3-813c-82e827a09ad7,DESKTOP-RMS1URL,29.6,2.2,8.2,20.0,9.2,23.2,0.0,0.5,14.0,35.0,0.14,0.04,2.0,12.0,0.035,0.01,0.1,0.15,0.9,4.7,2.9,4.3,20.0,12.0,0.9,2.5,2.8,3.9,0.63,1.7,1328073904,42.8,38.4,20.0,19.799999999999997,11.6,359.247117129588,14.6122445991886,14.6167001507707,71.0169578369653,71.0168304570957,0.980182516803255,0.980031354973324,345.149457784012,14.0388274809678,14.0387771194072,14.0976593455758,0.5734171182208341,0.577923031363453,5.95825819942032,13.4740366377396,0.230599323948564,1.76511,0.109936672195987,0.0346002025569608,0.140507919912571,0.0418243018928012,0.04179399527711,0.0421336834478947,0.041760737873559
4a33e6eb-8a6b-4735-8aa9-8870ccf39190,DESKTOP-RMS1URL,35.6,4.6,13.0,6.8,17.6,30.4,0.0,0.5,14.0,30.0,0.14,0.02,2.0,10.0,0.07,0.04,0.1,0.13,2.3,3.8,3.7,3.1,0.0,10.0,3.9,0.1,0.7,4.6,0.85,2.6,884370232,51.2,42.0,6.8,28.2,15.2,384.124196087239,15.5175133965866,15.5197106736255,75.6999279262276,75.6999208888483,0.980502192963845,0.980432689725249,369.291067555746,14.9182976402106,14.9182948664771,14.8331285314931,0.599215756375994,0.601415807148428,6.74492294466669,3.32314791044684,0.559066275518174,1.49256,0.0513938954550766,0.0847237335230621,0.0639035191008452,0.0230165868363756,0.0232521537463104,0.0232135210242748,0.0231117493032885
af96ad17-6671-474f-aac5-6ab2667aca30,DESKTOP-RMS1URL,47.6,4.6,13.0,6.8,6.8,46.0,0.0,0.5,14.0,33.0,0.07,0.07,2.0,6.0,0.14,0.07,0.1,0.37,0.5,1.1,3.4,3.2,11.0,26.0,1.6,3.7,0.5,0.2,0.18,2.3,447873846,29.599999999999998,20.4,6.8,36.0,23.0,488.94341467681,19.7585167098851,19.761658953916,97.2201185355443,97.2194994473757,0.989121578254131,0.989036638323965,478.363410920245,19.3309719782459,19.330725783567,10.5800037565653,0.42754473163918405,0.430933170349035,27.0742264530489,4.58137025277266,1.50261111815644,1.22255,0.0355798139162058,0.0641229706995502,0.0478124376125712,0.0185674087564514,0.0189327187440769,0.0186742177777644,0.0186247654224484
47c6eec7-ca8e-473f-a4f7-41990473f491,DESKTOP-RMS1URL,33.2,11.8,13.0,24.8,26.0,5.2,0.0,0.5,14.0,29.0,0.14,0.09,2.0,24.0,0.14,0.02,0.1,0.21,3.0,1.2,4.5,4.7,10.0,12.0,3.6,1.4,0.6,3.7,0.1,3.6,3899658656,100.39999999999999,76.8,24.8,15.6,2.6,1090.35828385757,44.1642527331594,44.1665783500273,217.433458408897,217.432120614859,0.990846356310503,0.990814172991771,1070.4881416493802,43.3594255535818,43.3588920036583,19.870142208186,0.804827179577587,0.8076863463689931,31.0814310237197,3.32580979958482,1.37818095062882,0.000247666,0.0214907536044846,0.0250428612692809,0.0268988796755977,0.0240183465770623,0.0239982841562784,0.0246886573755279,0.0246593230867686
34ca5f83-059f-4670-9f68-b8bcfaa328ce,DESKTOP-RMS1URL,8.0,10.6,13.0,5.6,18.8,18.4,0.0,0.5,14.0,25.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.44,1.7,2.8,3.6,4.0,28.0,28.0,1.4,3.2,4.5,1.9,0.34,2.9,4005706672,64.39999999999999,43.2,5.6,22.2,9.2,106.69932538032,4.30898453028775,4.31104388246053,20.6650737381798,20.6650983119207,0.963759462343608,0.963530390417539,99.105779935555,4.00232401734729,4.00233353602921,7.59354544476503,0.306660512940456,0.308710346431316,3.29391969012122,2.51052166370106,0.515333282082497,13.2659,0.0901589654812109,0.436489892221595,0.1200836662831,0.102626072887985,0.102326619100262,0.105883890375875,0.105528651672392
46f8804c-3461-42e8-b1ba-fa84baa1be42,DESKTOP-RMS1URL,5.6,9.4,5.8,15.2,5.6,42.4,0.0,0.5,14.0,31.0,0.105,0.05,2.0,17.0,0.14,0.05,0.1,0.21,0.7,3.8,3.0,2.7,11.0,22.0,4.3,4.6,3.3,0.4,0.17,2.0,2223852248,45.2,26.4,15.2,27.0,21.2,134.310822055054,5.39225268852945,5.39412832457121,25.9034305237665,25.9036938920277,0.962535292261959,0.962377716936663,124.435509917208,4.99578293567856,4.99588452356304,9.87531213784597,0.39646975285089203,0.39824380100817397,15.5796323271076,2.34148349649386,0.447382940003627,15.991,0.139941715356042,0.232857497852954,0.200083477512768,0.328436944900308,0.344942562025255,0.319944335831402,0.326877546236016
559fffab-3a16-44ff-8a81-740ccb3d7133,DESKTOP-RMS1URL,36.8,2.2,3.4,9.2,15.2,28.0,0.0,0.51,14.0,22.0,0.14,0.01,2.0,8.0,0.14,0.07,0.1,0.22,1.3,1.0,4.4,4.4,25.0,30.0,1.8,4.5,0.8,0.4,0.5,1.3,1122072110,44.0,39.599999999999994,9.2,17.4,14.0,341.889446028505,13.9669716757271,13.9742885944492,68.0502925139043,68.0493588450105,0.984772750701421,0.984501396283124,331.556647979446,13.5448530658704,13.5444813901361,10.3327980490594,0.422118609856672,0.429807204313149,5.34039489391629,5.09033933870811,0.377574183003584,2.37335,0.0817053674534991,0.0607392354862483,0.115612260038864,0.0820458121988985,0.082159629175712,0.0839074633202391,0.0841070462865587
15a754dc-515b-4ef6-a65d-8642bfa4ed68,DESKTOP-RMS1URL,36.8,5.8,2.2,22.4,24.8,47.2,0.0,0.5,14.0,9.0,0.14,0.09,2.0,25.0,0.105,0.03,0.1,0.17,1.6,0.9,4.1,4.8,15.0,3.0,0.5,1.4,2.4,3.0,0.44,3.5,2017863376,83.6,72.0,22.4,25.8,23.6,635.808167123181,25.6300390608233,25.6323681510561,126.70252468201,126.702383162693,0.992539006903152,0.992492803693849,626.356039594724,25.2490147042813,25.2489583009645,9.45212752845751,0.381024356541985,0.383409850091598,13.3919529963873,1.60454321403995,0.54780386151546,3.05008,0.0274850263066533,0.0254939640502262,0.0450392548297763,0.122234399569514,0.122497673798784,0.134611069805226,0.13416534670617
741408e3-a6b8-4047-86f1-317caf0d0857,DESKTOP-RMS1URL,21.2,1.0,1.0,10.4,3.2,48.4,0.0,0.51,14.0,21.0,0.035,0.01,2.0,20.0,0.175,0.04,0.1,0.4,0.4,1.3,1.8,3.1,30.0,5.0,4.3,2.9,4.9,3.5,0.2,1.1,3129313944,18.8,16.8,10.4,25.2,24.2,122.658666226683,5.08551711107545,5.08949761250162,24.1258625941275,24.1260491693617,0.965975632451294,0.96560528065117,114.453895876801,4.74534139181843,4.74541478746193,8.20477034988175,0.340175719257016,0.344082825039692,33.5776174742055,3.84937099098405,0.37185820807472,21.4854,0.310599638170069,0.0967872931650672,0.375239726124308,0.454817689346619,0.452925163764466,0.457191786357098,0.461195408416882
a64d9a02-1806-42c5-bf39-6eb5c7c41503,DESKTOP-RMS1URL,45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,2240012394,72.8,54.0,11.6,30.0,21.8,807.04698403669,32.491872742442,32.4948839548307,160.775492599495,160.776111266353,0.992848691202312,0.992806508166357,795.54537300787,32.0288155855808,32.0290620809204,11.5016110288196,0.46305715686124604,0.46582187391030405,16.0948040869068,4.17563963195658,1.26569182566521,0.000609715,0.0175072028700929,0.0392742672293845,0.0249606789330607,0.0276012372759087,0.0276595366978979,0.0288181520711895,0.0290320027027688
19447450-81eb-451b-8bce-e2922de2df3e,DESKTOP-RMS1URL,8.0,10.6,2.2,12.8,8.0,40.0,0.0,0.5,14.0,14.0,0.105,0.07,2.0,26.0,0.175,0.09,0.1,0.4,0.7,1.0,3.3,3.9,6.0,20.0,3.3,1.0,1.1,2.1,0.39,1.2,3525713644,50.0,28.8,12.8,22.2,20.0,160.556111725302,6.62506171054536,6.63348928116922,31.8738504175549,31.8722013832203,0.977296053867187,0.976624520158301,153.348358827141,6.32764663720094,6.32699191638723,7.20775289816063,0.297415073344425,0.30649736478199296,4.73298248369257,2.98703801489052,0.230738138974415,19.6251,0.0891585669468034,0.195362211998759,0.121616526789154,0.604876395931179,0.581814900603418,0.606194334975891,0.622365230684295
5453885d-d83b-408a-805b-6072576a8388,DESKTOP-RMS1URL,42.8,13.0,3.4,24.8,17.6,43.6,0.0,0.51,14.0,26.0,0.035,0.01,2.0,21.0,0.175,0.07,0.1,0.5,2.1,0.8,4.7,4.7,10.0,23.0,5.0,4.9,3.9,4.7,0.7,3.3,1092313828,86.0,60.0,24.8,25.2,21.8,1127.4868076636499,45.3671874851964,45.3713731608057,224.88387636711,224.882658757126,0.99433254892354,0.994281298992939,1114.74306989826,44.8544120482378,44.8539263306047,12.743737765393,0.5127754369585801,0.517446830201038,18.3756788904432,2.94772365804789,0.881794853567297,0.000881886,0.0166922413742289,0.0192842771510998,0.0182966845214141,0.0707801744311707,0.0707804931130056,0.0713164471804574,0.0712808272305114
fb9eb54c-5ec1-424c-a48b-96be36e0d964,DESKTOP-RMS1URL,11.6,3.4,10.6,21.2,16.4,4.0,0.0,0.51,14.0,33.0,0.14,0.07,2.0,10.0,0.035,0.03,0.1,0.27,1.7,4.4,4.0,4.4,27.0,14.0,0.9,5.0,1.1,0.5,0.84,3.9,1728718724,60.8,54.0,21.2,12.6,2.0,208.353131886435,8.5632688393367,8.56435359330986,41.0578574252203,41.0582295160749,0.972022854790491,0.971970103528443,196.857962534818,8.09081985515126,8.09096650351066,11.4951693516171,0.472448984185438,0.473387089799202,3.98986749691325,5.54535370311974,0.705895200940214,2.27376,0.183870794366332,0.0846185701220341,0.256203230957115,0.0885374506584032,0.0886163981180241,0.0847181771113038,0.0847163038307694
80bb2866-fbe1-4729-abd5-4339dcbc6cfb,DESKTOP-RMS1URL,46.4,9.4,9.4,14.0,15.2,31.6,0.0,0.5,14.0,21.0,0.14,0.06,2.0,11.0,0.175,0.01,0.1,0.47,1.5,2.7,4.7,4.8,27.0,1.0,1.2,4.1,1.1,0.5,0.41,2.1,294113052,63.2,44.4,14.0,25.200000000000003,15.8,989.111409191886,39.8116119387659,39.822902174363,197.041332483185,197.04163741874,0.992955644604098,0.992816414094717,975.22518722593,39.2526932213528,39.2528147141473,13.8862219659557,0.558918717413102,0.570087460215732,8.68762805638776,3.76280338522578,0.689737217691714,0.00034400500000000004,0.0179171088497206,0.0310761573619449,0.0247135239562585,0.0240664701547567,0.023963940371378,0.0237430106431039,0.0244500486534234
1c65df1e-3825-404a-a9d0-7b2153b4ac5b,DESKTOP-RMS1URL,51.2,8.2,5.8,8.0,10.4,7.6,0.0,0.5,14.0,21.0,0.14,0.02,2.0,18.0,0.14,0.05,0.1,0.37,1.1,2.1,3.4,3.9,14.0,1.0,3.5,4.2,2.6,4.4,0.58,1.8,64592096,45.2,28.8,8.0,9.6,3.8,781.909725915547,31.5066336757777,31.5149764088845,155.756943599576,155.757260215504,0.992357387584557,0.992228046026419,770.00373093279,31.0268879838717,31.0270141242118,11.9059949827574,0.479745691906001,0.48796228467273,4.48287346178976,4.79356460503285,0.255691749108078,0.00026495600000000006,0.0206476704105748,0.0490810266256315,0.0254777660023637,0.0352560669572161,0.0350478051990106,0.035410624446304,0.0353549188883353
729fe648-5361-41cc-beee-043e2ea02fcc,DESKTOP-RMS1URL,29.6,2.2,11.8,16.4,15.2,23.2,0.0,0.51,14.0,18.0,0.035,0.01,2.0,16.0,0.14,0.04,0.1,0.39,1.0,1.7,4.5,2.8,6.0,29.0,2.9,2.1,3.3,1.0,0.15,2.0,3284769184,51.199999999999996,46.8,16.4,23.4,11.6,342.555404857537,13.862299093461,13.865786901256,67.8469673688311,67.8472337984556,0.984571807005712,0.984451835194659,332.066921230881,13.4378582730628,13.4379638120634,10.4884836266556,0.42444082039819503,0.427823089192637,63.5169505399957,3.30870900310027,0.323996740748348,1.79659,0.107245088123654,0.0431712213054737,0.139567811760149,0.0292437300551663,0.0292837331958594,0.0296769887642512,0.0296340209398779
bd85aa6b-640e-4be4-addf-0b863a37c54e,DESKTOP-RMS1URL,44.0,3.4,9.4,20.0,15.2,6.4,0.0,0.51,14.0,30.0,0.175,0.04,2.0,35.0,0.105,0.07,0.1,0.49,1.8,2.6,4.5,2.9,2.0,29.0,2.5,3.8,4.2,4.0,0.13,2.0,2369844508,57.199999999999996,50.4,20.0,12.600000000000001,3.2,,,,,,,,,,,,,,5.04069916516614,2.14256944340595,0.358041080058652,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b5d37ae-010c-42b1-866b-37b04eea7b60,DESKTOP-RMS1URL,33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,2698948631,71.6,57.6,20.0,12.0,5.0,779.780551222398,31.510031684615,31.5190722368425,155.165351245288,155.164985977447,0.989883600644955,0.989739297393885,764.083212230758,30.8757203412309,30.8755749750864,15.6973389916398,0.63431134338415,0.6434972617561361,6.7795149335895,3.90618728022777,1.01271174777561,0.000578053,0.0291965511266319,0.0320936506215681,0.0503539767232319,0.0474271042367833,0.0475539374443387,0.0472256552996597,0.0472730144918345
5f363b63-dadb-4621-b2f8-d764de6c47e3,DESKTOP-RMS1URL,11.6,2.2,2.2,8.0,15.2,17.2,0.0,0.51,14.0,24.0,0.07,0.03,2.0,34.0,0.105,0.04,0.1,0.12,1.8,3.0,4.2,4.4,22.0,14.0,2.4,2.4,2.4,4.6,0.73,1.1,2054646584,42.8,38.4,8.0,10.8,8.6,107.792245399515,4.51850292203793,4.52227648074801,20.8969426761113,20.8969519787095,0.94687294640517,0.94647823198052,96.6431184715777,4.05114682962757,4.05115043649008,11.1491269279373,0.467356092410366,0.47112604425793103,6.17258340543366,5.02896058303148,0.27141975122865,21.7462,0.282104645316443,0.225440597353284,0.387990637293071,0.42238182342067,0.422334734281794,0.428178547748439,0.427554165809855
4a417211-9957-400a-979a-feb95698f506,DESKTOP-RMS1URL,11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,3617111017,86.0,67.2,17.6,10.8,7.4,256.217977293726,10.4493005469201,10.4514796803923,50.6137574933151,50.6143462156009,0.978183134032769,0.978092529839532,245.160184271585,9.99833218047514,9.99856477633447,11.0577930221406,0.45096836644495897,0.45291490405783297,85.0186023390156,6.97794810688952,1.09310195737269,11.659,0.065713663581469,0.102109641628953,0.115002903414705,0.27875068647405,0.278728075384544,0.275218547087103,0.275715467428166
6edb595d-4379-4536-a9b8-55ac315e538c,DESKTOP-RMS1URL,51.2,5.8,3.4,18.8,4.4,11.2,0.0,0.5,14.0,34.0,0.175,0.05,2.0,30.0,0.14,0.01,0.1,0.18,0.3,3.5,2.0,2.4,13.0,30.0,4.3,3.6,0.2,5.0,0.17,1.3,3849883724,39.2,27.6,18.8,9.0,5.6,1039.87039148946,41.6924212170633,41.7000489738268,206.366918566331,206.365814434673,0.991110129311691,0.991014176142222,1021.46394561353,40.9544356942048,40.95399745567,18.4064458759309,0.73798552285847,0.746051518156823,16.8774908053633,8.08149250030197,2.29273151711724,0.00028877,0.0290723082522518,0.0219035085611588,0.0352979865596755,0.0638424452117845,0.0632737718973442,0.0631544209767558,0.0626587320928119
afc9c845-1bd6-4399-a926-26013a68ee85,DESKTOP-RMS1URL,42.8,8.2,4.6,24.8,18.8,24.4,0.0,0.51,14.0,17.0,0.105,0.02,2.0,18.0,0.175,0.06,0.1,0.36,1.7,1.2,4.8,2.6,17.0,8.0,3.5,4.6,3.6,1.1,0.6,1.9,3543403036,78.8,62.400000000000006,24.8,16.799999999999997,12.2,1032.0279448363901,41.5937052214001,41.6006564379152,205.822592587206,205.82204691171,0.993421399560822,0.99333576522623,1018.49400994271,41.0482485782252,41.0480309248235,13.5339348936758,0.545456643174924,0.552625513091726,7.84789857917721,3.91008047897251,0.569069004119986,0.000640119,0.0235610859690869,0.0197978543226225,0.0297815630628917,0.0532794719277522,0.0533244046725626,0.0542552223418337,0.0542766471962905
75dc1d99-aa24-40ea-a551-184c7455c96b,DESKTOP-RMS1URL,46.4,5.8,1.0,5.6,8.0,16.0,0.0,0.51,14.0,34.0,0.175,0.1,2.0,7.0,0.07,0.02,0.1,0.14,0.6,4.1,4.3,4.4,1.0,12.0,3.9,2.0,0.4,0.9,0.43,1.0,1597039268,33.2,21.6,5.6,9.0,8.0,465.978759228647,18.8140854937682,18.8297006160086,92.0826522726345,92.0817413090271,0.983452079432559,0.983034490403241,450.684400917148,18.1965694393429,18.1962094077814,15.2943583114993,0.617516054425301,0.633491208227246,8.07704094849669,13.5688316224722,1.00063432763539,2.80883,0.0291799742040463,0.0776493688214646,0.0395017877744615,0.235879459282475,0.23169158237047,0.244955670215129,0.241931886096474
fa842858-68b7-44d4-866b-e02d62484b52,DESKTOP-RMS1URL,33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,2604530973,48.8,44.4,14.0,25.799999999999997,21.2,343.30244827893,13.9304687495476,13.936028848188,68.2953407699227,68.296069572252,0.987574257371709,0.987387766637969,334.823878129107,13.586426762358,13.5867167344759,8.47857014982254,0.344041987189635,0.34931211371209997,3.38847084915087,2.85300692269072,0.22174501688297,2.91549,0.089491493042814,0.0446002122728707,0.12135421779498,0.066009592906525,0.0661139491730253,0.0672475611047429,0.0671312537753163
d81a8482-f924-4e90-875c-595e5a56e729,DESKTOP-RMS1URL,14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,1396697379,76.4,52.8,20.0,33.0,26.0,371.226636912933,14.9539261145974,14.9610904867339,73.0207324496964,73.0206791514012,0.980051740282307,0.979816339802649,356.563709532124,14.363267172395,14.3632462047233,14.6629273808093,0.590658942202353,0.5978442820105999,3.89709965533698,3.35743839998777,0.519284434718484,3.40864,0.0465728247816435,0.0728478062055082,0.0689854396962594,0.108761951128556,0.106345708115308,0.107322887710724,0.105883005178926
e7a93570-1ebc-4559-8906-44f6493292d5,DESKTOP-RMS1URL,30.8,3.4,10.6,9.2,12.8,34.0,0.0,0.51,14.0,20.0,0.105,0.08,2.0,13.0,0.14,0.1,0.1,0.24,0.7,0.7,3.4,3.9,18.0,10.0,3.2,4.2,4.1,0.9,0.41,1.9,146662680,41.599999999999994,34.8,9.2,27.6,17.0,368.825990004316,14.9513065555416,14.9558956228686,73.5343566824721,73.5357657753601,0.990238861053424,0.990105899357774,361.660808212166,14.6608475520984,14.661409430787,7.16518179215013,0.290459003443244,0.29448619208162397,13.4637674087187,,,0.0005651110000000001,0.0003523551826785,0.0215274684772561,0.0003786855966118,4.99820673027863e-05,4.99538397788812e-05,4.98314853196911e-05,4.96275179078002e-05
