N1,N2,N1_layer,N2_layer,per,w1,l1,l2,l2_gap,h1,h1_gap,h2_gap,N1_height_ratio,N1_fill_factor,N1_coil_diameter,N1_coil_zgap,N2_height_ratio,N2_fill_factor,N2_coil_diameter,N2_coil_zgap,N1_space_w,N1_space_l,N2_space_w,N2_space_l,N1_layer_gap,N2_layer_gap,N1_offset_ratio,N2_offset_ratio,N1_offset,N2_offset,cold_plate_x,cold_plate_y,cold_plate_z1,cold_plate_z2,mold_thick,thermal_conductivity,Temp_max_leg_right
10,10,1,1,1868,106.0,31.3,76.74476,25.7,87.6,12.211439999999996,4.634039999999999,0.66,0.89,4.67784,0.6359760000000001,0.77,0.81,4.966920000000001,1.2815879999999993,10.3,12.1,12.6,7.2,7.3,5.5,-0.18,0.54,-2.680559999999999,5.439959999999999,6.0,6.6,26.6,0.3,22.1,1.57,71.7903076171875
6,6,1,1,9497,255.1,37.8,111.11233571428572,44.2,99.1,24.948425,3.840125000000002,0.47,0.8,5.323085714285715,1.5525666666666662,0.75,0.63,6.68925,4.583374999999999,21.6,20.8,27.8,20.5,5.4,9.7,-0.05,0.69,-1.313075,8.547375,26.5,20.6,49.9,0.22,13.6,0.7,59.2089782714844
8,8,1,1,28018,297.3,18.2,96.45738666666666,21.0,110.8,13.528679999999998,6.04968,0.67,0.89,7.341115555555556,1.0207449999999998,0.79,0.67,6.516271111111111,3.610695,25.9,27.6,9.2,8.9,3.6,5.0,-0.26,0.48,-4.75332,5.58432,19.1,16.6,11.7,0.48,25.1,1.83,62.1635681152344
10,10,2,1,9100,126.1,31.5,119.79509090909092,40.2,93.4,18.67533,13.029300000000005,0.57,0.8,7.098400000000001,2.1295199999999994,0.7,0.74,4.398290909090909,1.6998800000000005,6.3,25.8,16.7,5.6,9.6,3.4,-0.07,-0.07,-1.4056700000000004,-0.9807000000000003,27.5,7.0,33.7,0.39,20.0,0.85,66.0354858398438
9,9,1,1,9916,163.2,33.3,114.991696,13.8,141.6,3.964799999999999,6.9879599999999975,0.8,0.66,7.47648,4.279466666666666,0.79,0.94,10.515216,0.7457600000000011,19.6,28.9,11.6,24.4,6.4,7.7,-0.72,0.53,-10.195199999999998,7.880039999999997,3.3,10.6,26.7,0.16,29.9,1.66,65.0321899414063
8,8,2,2,21856,310.0,18.2,133.297168,12.8,80.4,3.622020000000002,16.62672,0.83,0.91,12.145224,1.5014699999999994,0.56,0.7,6.3033600000000005,3.376800000000001,20.0,14.2,18.8,16.9,4.8,9.4,0.47,-0.06,3.2119800000000014,-1.06128,27.4,1.0,21.7,0.31,38.3,1.76,58.2814270019531
6,6,1,1,11206,248.8,39.3,69.53767857142857,22.7,142.5,25.83525,9.276750000000003,0.63,0.87,11.157750000000002,1.945125,0.69,0.86,12.07992857142857,2.2942500000000003,6.9,9.0,29.8,3.5,7.6,6.6,0.02,0.58,0.52725,12.810750000000002,16.9,8.2,48.2,0.19,11.1,0.85,62.538720703125
6,6,2,2,6887,327.6,26.8,119.97966,11.5,72.2,12.436450000000002,5.0901,0.47,0.77,6.532295,2.601606666666666,0.53,0.79,7.5575350000000014,2.67862,23.6,13.4,5.6,15.5,6.3,8.0,0.35,0.7,6.69655,11.8769,15.8,22.8,25.4,0.29,37.1,1.37,56.8052612304688
8,8,2,2,10826,302.3,19.6,117.484464,17.3,121.9,23.06348,14.81085,0.57,0.89,12.367974,1.9107825,0.73,0.67,11.924258000000002,7.3414275,8.0,18.7,23.8,10.1,9.8,1.6,-0.12,-0.1,-3.14502,-1.6456499999999998,29.3,10.5,47.7,0.36,11.4,0.57,60.9682861328125
8,8,2,1,17206,303.8,17.6,135.55808,46.1,58.5,9.146475000000002,10.386675,0.47,0.71,3.90429,1.9933875,0.47,0.9,2.7495,0.3436874999999997,8.9,25.8,20.4,10.7,7.5,1.4,-0.41,0.33,-6.356025,5.115825000000001,4.2,18.9,29.7,0.34,34.9,1.19,56.3803039550781
8,8,1,1,4964,287.7,19.9,107.55265333333334,45.7,110.6,6.082999999999998,22.131059999999994,0.78,0.85,8.147533333333334,1.6175250000000003,0.54,0.92,6.105120000000001,0.5972399999999993,23.7,18.2,9.1,18.2,9.0,2.2,0.5,-0.13,6.082999999999998,-3.3069399999999995,22.3,8.7,45.7,0.3,11.2,0.94,61.1633544921875
10,10,2,2,2190,152.3,27.5,144.20640333333333,21.6,96.7,2.0210299999999988,4.264470000000001,0.81,0.93,12.140685000000005,1.0965779999999996,0.79,0.7,8.912516666666667,4.58358,8.5,18.2,8.5,24.1,2.9,7.8,-0.78,-0.58,-7.1654699999999965,-5.88903,24.9,2.4,23.4,0.33,27.5,1.3,63.473779296875
8,8,1,2,20923,254.2,18.2,73.560388,12.5,94.1,3.952199999999999,20.057415,0.9,0.68,6.3988000000000005,3.387599999999999,0.51,0.67,6.430794000000001,3.9592575,19.8,20.9,21.7,3.7,9.3,6.4,0.16,-0.13,0.7527999999999997,-2.997085,13.9,2.0,38.3,0.19,10.8,0.86,64.377587890625
9,9,2,1,18130,336.3,16.8,161.61225666666667,47.4,111.5,2.7596250000000007,7.860749999999999,0.85,0.79,12.478708333333332,3.98055,0.53,0.72,4.25484,1.838511111111112,18.7,21.4,27.1,18.9,5.5,5.6,0.67,0.7,5.602875000000004,18.34175,4.0,23.7,43.2,0.14,39.2,1.15,58.4883056640625
8,8,1,1,4385,212.7,25.2,100.35766999999998,6.1,97.1,7.204820000000001,12.94343,0.72,0.8,6.2144,1.7477999999999998,0.57,0.69,4.243269999999999,2.14469625,20.7,27.5,23.8,26.4,1.4,7.0,-0.47,-0.38,-6.3891800000000005,-7.93307,5.2,19.8,13.5,0.5,29.9,0.95,62.8076721191406
8,8,2,2,15577,175.4,36.2,138.98204,30.8,101.5,10.16015,14.9205,0.78,0.93,14.72562,1.3854749999999996,0.7,0.74,10.5154,4.61825,14.8,9.8,22.0,23.4,1.6,7.4,-0.09,-0.02,-1.0048499999999998,-0.3045,13.5,5.9,28.7,0.31,15.5,1.45,61.923974609375
9,9,2,2,29651,193.2,21.2,90.48204,7.7,93.4,1.2609000000000004,9.15787,0.9,0.84,11.7684,2.6899200000000008,0.63,0.66,6.472620000000002,4.001256,7.3,6.2,24.2,15.6,3.6,8.8,0.73,-0.47,3.4091000000000014,-8.121129999999999,23.5,7.9,10.3,0.37,12.1,0.3,65.7054992675781
9,9,1,2,21405,241.1,18.6,149.65905600000002,46.2,50.4,6.72336,6.86952,0.71,0.74,2.648016,1.03376,0.71,0.68,4.0555200000000005,2.290176,19.9,28.5,12.0,18.0,3.1,9.6,0.08,-0.06,0.58464,-0.43848,29.4,4.6,43.1,0.33,36.6,1.76,56.5345703125
10,10,1,1,6886,139.0,24.9,98.66632727272729,29.2,83.2,4.20992,1.46016,0.89,0.71,4.779461818181819,2.147392,0.91,0.71,4.886865454545454,2.1956480000000007,5.5,7.0,15.3,21.7,7.7,5.4,-0.08,0.61,-0.36608,2.28384,21.6,5.6,22.8,0.34,31.1,0.98,66.8163391113281
6,6,1,1,24025,279.4,36.0,85.09320000000001,16.7,139.0,7.589399999999997,24.5196,0.88,0.71,12.406742857142858,5.912133333333334,0.51,0.68,6.886457142857144,3.7807999999999993,17.0,24.1,15.6,6.5,2.2,6.4,-0.09,0.28,-0.7505999999999996,9.5354,13.2,14.8,45.4,0.43,18.5,1.33,59.7654663085938
10,10,2,2,14517,214.8,16.8,115.895,20.9,90.0,14.9175,6.327,0.61,0.69,6.313499999999999,3.4038000000000013,0.62,0.88,8.184,1.3391999999999995,13.4,14.4,21.7,9.5,8.5,9.5,0.15,-0.63,2.6325,-10.773,16.1,16.4,47.9,0.21,24.1,0.59,63.5046630859375
9,9,2,2,26073,167.7,31.3,140.46392333333333,45.1,104.3,10.325699999999998,8.568245000000001,0.56,0.73,7.106306666666666,3.154032000000001,0.69,0.79,9.475655,3.022614,12.5,26.5,5.4,12.2,5.2,5.2,-0.55,0.47,-12.6203,7.598254999999999,17.1,26.7,22.6,0.11,13.1,0.71,62.8532958984375
7,7,2,1,17422,340.4,22.4,145.979015,49.8,79.7,2.11205,5.523210000000001,0.9,0.91,13.05486,1.6139249999999985,0.58,0.86,4.969295,0.92452,21.9,23.6,14.9,9.0,1.6,8.1,-0.47,0.67,-1.87295,11.21379,3.8,17.2,36.4,0.27,30.9,0.42,56.5527893066406
7,7,2,1,8459,165.3,37.6,100.12692,9.6,60.4,4.348800000000001,5.049439999999999,0.6,0.65,4.7112,3.171,0.78,0.68,4.00452,2.1536914285714284,20.7,25.1,27.8,19.7,5.8,9.3,-0.64,-0.24,-7.731200000000001,-1.5945599999999995,4.5,1.8,44.9,0.44,26.5,1.02,60.7888122558594
7,7,1,1,7015,229.9,32.8,98.67482,31.2,122.4,6.474959999999999,4.798080000000001,0.77,0.82,9.66042,2.4235200000000003,0.72,0.9,9.9144,1.258971428571428,20.3,15.6,20.5,6.0,5.6,8.3,0.54,-0.72,7.601040000000001,-12.337920000000002,25.7,23.5,19.2,0.4,26.3,0.92,61.5731140136719
10,10,2,1,8121,142.6,28.5,125.77218727272728,23.6,98.7,4.026960000000001,5.75421,0.84,0.87,12.02166,2.155608000000001,0.78,0.89,6.228867272727274,0.8468459999999993,26.8,15.8,5.6,18.9,8.4,6.2,0.49,0.47,3.869040000000001,5.10279,29.6,6.1,20.5,0.31,28.8,1.48,66.2054077148438
9,9,1,1,25790,128.8,36.4,83.01325,16.0,122.5,26.196625,6.216875,0.53,0.9,5.843249999999999,0.7213888888888889,0.65,0.8,6.37,1.7694444444444442,20.8,19.6,10.7,20.1,8.7,4.0,-0.09,-0.71,-2.590875,-15.220625,3.1,26.6,15.6,0.35,15.1,0.27,69.3027893066406
5,5,2,1,11666,343.0,37.3,111.83577499999998,18.4,87.3,3.79755,11.632725,0.85,0.74,13.727925,6.431100000000001,0.59,0.65,5.579925,3.605489999999999,11.1,26.9,25.3,15.6,7.2,6.4,-0.42,0.35,-2.74995,6.263775,21.2,25.9,16.9,0.12,10.7,0.91,56.5979248046875
8,8,1,1,2959,116.0,37.6,58.42120222222222,8.2,72.2,3.10821,15.595199999999998,0.59,0.79,3.739157777777778,1.1181975,0.4,0.68,2.182044444444445,1.1551999999999998,11.8,11.2,21.2,6.5,9.7,1.8,0.79,0.28,11.692790000000002,6.064800000000001,13.3,9.7,42.7,0.33,26.6,1.31,69.3885437011719
8,8,2,1,25362,176.0,35.6,114.03408,34.6,118.5,23.463,25.5723,0.56,0.87,11.54664,2.1567000000000007,0.48,0.94,5.940799999999999,0.4266000000000005,29.1,15.9,21.5,10.0,7.7,6.7,-0.1,0.17,-2.607,5.237700000000001,2.0,13.9,28.7,0.15,16.8,1.65,64.0036254882813
5,5,2,2,9724,343.7,39.7,133.65008999999998,7.2,82.7,17.102359999999997,7.23625,0.56,0.74,8.567720000000001,4.013706666666667,0.65,0.86,11.557325,2.508566666666667,18.4,20.3,14.9,23.5,1.0,2.0,0.06,-0.5,1.09164,-7.23625,25.5,27.8,42.1,0.24,39.4,1.33,56.0261169433594
9,9,1,2,5179,269.4,15.7,125.21382166666665,31.7,70.1,2.800495,6.56136,0.83,0.85,4.945555,0.9697166666666664,0.64,0.7,5.234133333333332,2.6918400000000005,10.3,25.2,9.0,26.9,8.0,8.9,0.53,0.48,3.1580050000000006,6.056639999999999,29.7,18.3,37.8,0.43,17.1,1.83,59.0692687988281
6,6,1,2,14378,252.9,29.3,92.14556,7.1,57.2,1.8275399999999984,6.72672,0.91,0.87,6.4693200000000015,1.127793333333333,0.44,0.61,3.83812,3.2718400000000005,13.3,18.9,10.7,23.0,5.4,1.6,-0.29,0.58,-0.7464599999999993,9.289279999999998,18.4,8.5,47.9,0.32,27.4,0.31,58.2940002441406
6,6,2,2,1106,271.4,35.3,146.8018,49.9,57.4,1.6531199999999997,8.65592,0.76,0.81,8.833860000000001,2.7628533333333323,0.48,0.83,5.71704,1.56128,5.0,17.2,24.0,26.8,3.0,7.0,0.76,-0.42,5.234879999999999,-6.268079999999999,11.5,2.8,32.8,0.18,13.8,1.67,55.791162109375
10,10,2,2,9646,238.5,20.3,163.82279333333332,47.2,126.1,17.685525,4.72875,0.67,0.64,9.011946666666669,6.083063999999999,0.9,0.83,15.69945,3.85866,10.0,20.3,25.5,14.0,2.2,2.2,-0.15,0.25,-3.120975,1.57625,0.4,23.2,46.5,0.34,28.5,0.5,61.5244079589844
9,9,1,2,15079,176.6,21.5,99.91004,11.2,65.4,18.4428,3.7539599999999993,0.4,0.64,1.6742400000000004,1.0464,0.86,0.85,7.9679,1.687320000000001,13.2,18.0,29.7,19.6,2.6,6.4,-0.06,-0.18,-1.1772,-0.8240399999999999,20.5,23.6,41.2,0.39,27.1,0.76,62.7970825195313
8,8,2,1,5437,183.0,32.4,132.75796666666668,41.8,85.0,1.776499999999999,18.326,0.89,0.63,9.5319,6.997625000000001,0.51,0.85,4.094166666666667,0.8128124999999997,27.4,13.9,24.7,15.9,5.6,8.6,-0.62,0.12,-2.898499999999998,2.499,22.9,18.0,27.8,0.4,32.4,0.37,60.6779113769531
6,6,1,1,634,228.5,38.9,104.47987142857144,39.3,75.5,18.0596,6.16835,0.48,0.83,4.297028571428571,1.0268000000000004,0.62,0.79,5.282842857142858,1.6383500000000002,22.2,18.3,6.9,8.0,4.3,8.0,-0.08,-0.57,-1.5704,-8.176649999999999,11.0,6.7,16.0,0.15,29.3,1.33,58.9785095214844
9,9,1,2,20042,185.4,27.2,138.9456,45.1,88.8,8.88,15.983999999999998,0.5,0.84,3.7296,0.7893333333333332,0.5,0.67,4.958,2.9304,4.0,15.0,13.2,20.7,8.0,7.5,-0.6,-0.28,-13.32,-6.216,0.1,6.7,26.0,0.21,37.0,0.62,61.1000915527344
9,9,2,1,9213,240.3,20.1,117.180877,34.5,106.9,3.5276999999999985,22.10692,0.8,0.72,10.2624,4.789120000000001,0.53,0.61,3.456077,2.455136666666667,28.7,21.6,23.5,8.8,6.2,1.9,-0.67,0.12,-7.162299999999999,3.01458,29.6,4.6,14.9,0.23,22.1,0.92,62.6209350585938
10,10,2,2,8817,147.7,34.5,161.3297,22.8,140.5,26.1611,13.572299999999998,0.51,0.92,10.9871,1.1464799999999995,0.77,0.9,16.22775,2.1637,6.7,16.4,13.3,16.5,6.5,7.1,0.24,0.16,8.2614,2.5852,22.7,3.1,43.6,0.26,37.6,0.98,64.8191467285156
8,8,1,2,24811,262.3,24.0,119.035728,20.4,129.3,17.461965000000003,21.004785,0.63,0.88,7.96488,1.2218850000000003,0.43,0.88,9.785424,1.6679700000000004,25.9,26.0,18.2,8.6,1.4,3.2,0.27,0.43,6.458535000000001,15.845715000000002,22.4,7.8,22.8,0.34,33.3,1.36,61.5568481445313
5,5,2,1,17776,344.2,37.7,116.79164,21.6,84.6,7.444799999999997,5.114070000000002,0.45,0.65,6.186375,4.4415,0.87,0.67,8.21889,4.857731999999999,29.1,4.0,11.5,24.0,7.8,2.2,0.68,0.07,15.8202,0.3849300000000002,12.3,12.8,44.7,0.43,38.8,1.36,56.3311096191406
6,6,1,1,7255,278.7,30.1,114.43892,41.0,56.6,1.069739999999999,2.264,0.93,0.78,5.865377142857144,1.93006,0.68,0.85,4.673542857142857,0.9622000000000004,5.1,9.0,8.9,16.3,4.1,5.7,-0.46,0.75,-0.9112599999999992,6.791999999999998,20.1,7.6,28.1,0.25,37.6,0.42,56.4977661132813
10,10,2,2,9569,239.0,18.5,157.84833333333333,37.4,102.5,16.235999999999997,4.100000000000001,0.68,0.69,8.0155,4.3214000000000015,0.92,0.64,10.058666666666666,6.7896,27.5,18.9,4.4,24.3,9.7,9.1,0.01,0.0,0.1639999999999999,0.0,26.4,9.4,16.3,0.34,22.3,1.21,60.6241088867188
7,7,1,1,9220,274.4,19.7,82.41939375,26.2,65.3,9.4032,2.7817799999999995,0.55,0.89,3.99554375,0.5643785714285714,0.88,0.95,6.823849999999999,0.4104571428571434,23.1,20.6,4.6,11.3,3.3,8.2,-0.36,-0.29,-5.289299999999999,-1.1362199999999998,3.5,29.7,16.6,0.4,13.5,1.83,60.110009765625
9,9,1,1,21521,165.2,25.0,94.364014,14.2,88.6,5.386879999999996,4.6958,0.81,0.69,4.951854,2.4719400000000005,0.8,0.82,5.81216,1.4176000000000002,13.0,25.6,18.1,27.9,4.8,4.4,-0.36,-0.47,-3.030119999999998,-4.164199999999999,15.6,15.7,45.2,0.29,15.9,1.79,66.2737365722656
9,9,2,1,23587,161.3,36.6,155.96283400000002,40.1,126.6,2.3420999999999994,12.375149999999998,0.95,0.91,18.24095,2.1648599999999987,0.77,0.87,8.480934000000001,1.4080733333333326,3.4,20.3,29.7,27.9,7.9,3.5,0.26,-0.15,0.8228999999999999,-2.18385,27.7,8.9,36.7,0.22,14.8,1.58,62.0552307128906
9,9,2,1,12160,226.3,19.3,139.679497,29.4,57.3,9.83268,0.7620899999999993,0.61,0.62,3.61181,2.656428,0.93,0.93,4.955877,0.4144699999999999,14.1,27.7,8.6,28.3,6.5,8.4,0.12,-0.62,1.34082,-1.2434099999999986,9.4,23.3,27.5,0.15,35.6,0.34,58.5732360839844
9,9,2,2,735,228.1,27.0,168.73925,26.9,138.5,16.959325,2.569174999999998,0.69,0.75,11.945625,4.77825,0.93,0.8,17.174000000000003,5.152199999999999,19.1,24.9,24.7,10.9,4.7,4.4,-0.21,0.47,-4.5081750000000005,2.2783249999999984,20.5,2.1,32.9,0.11,38.7,0.77,60.8951354980469
10,10,2,1,6297,251.6,18.9,130.63256,47.1,147.4,21.80046,16.25085,0.49,0.78,9.38938,3.177943999999999,0.55,0.74,5.4538,2.10782,4.3,5.0,4.7,8.0,9.4,8.2,-0.42,-0.51,-15.78654,-16.91415,2.6,28.7,37.4,0.21,36.9,0.53,63.3864379882813
9,9,1,1,18229,160.4,29.8,114.393949,44.5,97.3,18.170775,12.157635,0.55,0.7,3.74605,1.7838333333333338,0.49,0.87,4.147899,0.6886677777777782,24.3,16.0,9.5,11.4,5.2,5.6,0.17,0.51,3.721725,12.653865,13.4,7.5,22.7,0.43,34.6,0.39,63.5902954101563
9,9,2,2,23250,275.3,18.5,155.74967999999998,41.6,83.6,8.84906,18.057599999999997,0.71,0.89,8.804473333333332,1.3058319999999994,0.55,0.89,6.820366666666668,1.01156,16.6,19.5,17.9,18.7,2.4,7.7,-0.27,0.04,-3.27294,0.7523999999999998,12.7,18.2,18.1,0.1,34.6,0.95,58.606103515625
7,7,2,2,24478,206.6,35.8,128.3607,27.1,82.5,20.790000000000003,10.2465,0.44,0.62,4.501199999999999,3.4485,0.73,0.87,10.47915,1.9573125000000005,28.7,22.8,7.9,24.0,4.1,4.4,-0.1,-0.08,-2.31,-0.891,3.5,27.0,36.7,0.17,16.0,1.33,59.9199462890625
8,8,1,1,28713,265.8,26.1,129.41246666666666,48.8,148.4,3.0051000000000005,4.147780000000001,0.85,0.69,9.670733333333333,4.887925000000001,0.87,0.7,10.041733333333331,4.841550000000002,25.1,21.1,22.3,24.8,3.9,2.6,-0.73,-0.57,-8.124900000000002,-5.49822,20.7,12.6,46.3,0.12,15.0,0.98,61.5441833496094
10,10,1,1,13032,144.6,21.4,97.12122909090908,22.5,58.7,1.643599999999998,9.377325,0.93,0.72,3.573229090909091,1.528548000000001,0.55,0.8,2.3480000000000003,0.6457,7.4,19.9,15.6,24.0,6.5,8.9,0.2,0.29,0.4108999999999995,3.830175,8.5,0.7,28.6,0.49,24.8,0.29,63.9284606933594
6,6,2,2,27395,266.8,38.4,161.416765,40.3,66.7,1.0138399999999996,5.272635000000001,0.92,0.89,13.65349,2.250013333333333,0.49,0.79,6.454892500000001,2.287809999999999,17.8,24.0,13.6,9.6,6.2,4.8,-0.62,-0.69,-1.6541599999999996,-11.735865,29.1,19.8,19.8,0.33,36.3,1.2,55.8275085449219
6,6,2,1,4892,337.8,34.1,175.07208,47.0,102.1,9.188999999999997,3.062999999999999,0.76,0.84,16.29516,4.138453333333335,0.88,0.84,10.78176,2.395946666666667,29.9,22.6,18.9,29.7,9.3,10.0,-0.25,-0.5,-3.062999999999999,-3.062999999999999,18.0,25.1,38.9,0.28,23.1,1.34,56.1251770019531
8,8,2,2,20856,189.1,37.4,139.77542,28.2,132.9,6.458940000000002,27.118245,0.73,0.85,16.49289,3.638137499999999,0.47,0.7,8.74482,4.684725,16.6,7.2,17.9,24.6,5.4,3.2,0.64,0.23,11.482560000000005,8.100255000000002,24.3,18.8,20.5,0.1,20.7,0.4,61.8297668457031
6,6,2,1,25867,287.1,35.3,157.42700000000002,45.7,69.3,5.890500000000001,3.811500000000001,0.75,0.78,10.135125,3.8115,0.75,0.91,6.756749999999999,0.7796249999999993,26.2,22.7,24.7,20.0,5.5,1.7,0.32,-0.56,2.7720000000000007,-4.851000000000001,26.8,18.7,10.3,0.46,36.5,1.86,55.6100402832031
7,7,1,1,27416,267.3,20.4,93.5818,17.0,55.5,13.736249999999998,3.7462500000000007,0.45,0.92,2.8721250000000005,0.2854285714285711,0.82,0.74,4.209675,1.6903714285714284,13.0,28.0,16.8,28.5,9.6,6.1,0.1,0.25,1.52625,1.2487500000000002,26.9,5.3,16.6,0.47,13.0,1.73,58.1500793457031
10,10,2,2,15553,275.4,18.3,160.11734,27.4,148.2,10.581479999999996,23.1192,0.79,0.91,17.75683,2.107404,0.48,0.89,10.55184,1.5649919999999995,25.9,5.7,27.8,26.2,2.0,4.5,-0.32,-0.4,-4.979519999999998,-15.4128,21.6,9.0,29.1,0.4,37.7,0.42,61.3753601074219
8,8,2,1,3745,213.2,25.9,114.41792,41.5,88.8,6.6822,7.326,0.65,0.71,8.19624,4.184700000000001,0.78,0.64,4.925439999999999,3.11688,21.7,9.3,14.1,8.8,2.3,4.9,-0.57,0.25,-8.8578,2.442,11.3,12.0,20.7,0.37,31.2,1.33,61.3403259277344
9,9,2,2,4882,298.2,18.0,148.88893000000002,35.4,112.3,17.68725,7.06367,0.5,0.9,8.4225,1.1230000000000004,0.63,0.71,8.371965,4.103441999999999,5.9,25.6,13.9,20.9,7.6,9.8,-0.37,0.66,-10.38775,13.71183,13.7,7.7,45.4,0.26,16.0,0.43,59.0984436035156
7,7,2,2,26022,183.9,33.8,108.735856,11.3,53.4,8.928479999999999,4.800660000000001,0.56,0.82,4.904256,1.3456800000000009,0.69,0.66,4.863671999999999,3.1319099999999995,8.9,4.1,9.4,19.9,9.8,7.1,-0.24,0.42,-2.81952,3.4763400000000004,11.0,21.1,40.3,0.23,37.0,1.07,59.4738098144531
7,7,1,2,26114,247.2,24.0,99.412622,33.4,61.3,5.958359999999999,3.926264999999999,0.76,0.9,5.24115,0.6655428571428571,0.79,0.84,8.135736,1.93708,3.9,15.6,19.5,3.8,4.6,7.6,-0.19,-0.39,-1.3976399999999995,-2.510235,11.4,10.4,38.2,0.19,17.5,0.89,58.3945861816406
9,9,2,2,9727,182.9,33.6,153.39593000000002,36.8,144.9,16.69248,19.365885,0.52,0.72,9.04176,4.219488,0.67,0.81,13.106205000000005,3.689154,5.7,13.5,12.2,14.4,2.5,9.3,0.52,-0.19,18.083520000000004,-4.542615,3.2,12.0,38.9,0.42,32.6,1.67,62.6555725097656
5,5,1,2,4495,337.2,35.9,104.57570666666668,5.9,78.2,3.128,4.16024,0.8,0.7,7.298666666666667,3.7536,0.72,0.77,10.83852,4.31664,20.2,10.0,19.6,27.2,1.9,2.0,0.6,-0.62,4.692,-6.7877600000000005,14.6,5.9,36.4,0.12,30.5,1.4,56.7225891113281
9,9,2,2,6541,298.0,17.4,146.4816,29.2,101.7,2.2780799999999988,7.383419999999998,0.92,0.65,10.1361,6.54948,0.78,0.7,9.2547,4.7595600000000005,7.3,19.9,23.4,9.9,9.1,9.3,-0.44,-0.34,-1.789919999999999,-3.8035799999999993,3.8,7.6,15.7,0.43,30.3,1.0,59.7340637207031
5,5,1,1,11282,332.5,36.7,103.50182999999998,35.0,77.7,9.522135000000002,19.0365,0.43,0.68,3.78658,2.138304,0.5,0.79,5.1152500000000005,1.6317,12.4,23.9,14.4,15.8,6.6,7.0,0.57,-0.02,12.622365,-0.3885,9.5,1.0,26.0,0.2,19.9,0.44,56.6957946777344
8,8,2,2,15834,147.0,39.7,123.312208,23.6,84.6,12.0978,4.0608,0.48,0.74,6.009983999999999,2.63952,0.7,0.73,8.64612,3.997349999999999,27.3,5.3,21.0,22.5,7.5,9.5,-0.45,0.68,-9.8982,8.6292,16.1,28.8,47.5,0.34,25.6,1.31,62.6281677246094
8,8,2,2,20007,283.2,19.2,122.926784,12.3,79.2,4.118399999999999,5.512320000000001,0.6,0.67,6.367680000000001,3.9204,0.76,0.93,11.195712,1.0533599999999996,9.7,16.4,26.6,3.7,7.5,7.9,0.74,0.42,11.7216,3.991680000000001,11.6,11.6,29.1,0.27,40.0,0.25,59.3273559570313
8,8,1,1,14791,128.5,35.4,80.61971333333332,37.9,61.3,6.194365,1.9002999999999983,0.57,0.82,3.1835133333333325,0.7861725000000002,0.9,0.74,4.5362,1.793025,4.8,3.3,25.4,18.2,5.0,7.1,-0.53,-0.38,-6.9851350000000005,-1.1646999999999992,11.3,18.0,16.8,0.27,13.5,1.16,65.3807006835938
9,9,1,2,27097,166.7,27.4,130.52578333333332,35.5,72.5,9.881750000000002,8.518749999999999,0.71,0.62,3.19145,2.173388888888889,0.53,0.76,4.867166666666667,1.8444000000000005,19.6,23.9,25.1,26.6,9.7,1.5,0.06,-0.5,0.6307500000000001,-8.518749999999999,28.5,25.9,20.9,0.36,30.1,0.91,60.5767761230469
8,8,1,2,25983,289.5,20.6,127.684,28.6,102.5,18.332125,1.921875,0.51,0.72,4.182,1.829625,0.95,0.76,14.800999999999998,5.842500000000001,22.6,9.6,6.5,21.0,2.4,4.7,0.27,0.25,6.780375,0.640625,15.0,12.0,41.8,0.1,30.0,1.38,60.0954833984375
6,6,1,2,17408,268.7,37.8,139.92218142857143,43.6,90.1,4.144599999999999,14.7764,0.8,0.64,6.590171428571429,4.3248,0.59,0.78,10.366005,3.898326666666665,11.5,16.8,19.4,26.8,1.9,9.4,0.54,0.2,4.865399999999999,3.6941000000000006,29.9,29.5,33.6,0.24,16.0,0.35,57.5064025878906
7,7,2,1,15878,306.5,18.5,101.27224,49.2,52.0,1.3104,4.0664,0.93,0.81,7.834320000000001,2.2970999999999986,0.66,0.84,3.6036,0.7844571428571433,27.9,6.6,15.7,9.2,3.9,9.2,0.28,-0.54,0.5096000000000002,-4.7736,8.4,16.4,37.7,0.49,13.1,0.42,56.652978515625
9,9,2,1,12441,138.7,37.5,116.0176,31.8,117.8,8.0104,9.070599999999995,0.6,0.68,8.010399999999999,4.52352,0.8,0.7,6.5968,3.1413333333333338,24.2,21.7,26.6,11.7,3.3,1.0,0.66,-0.23,15.549600000000002,-2.7093999999999987,11.5,22.5,15.2,0.19,24.9,1.15,66.3315979003906
9,9,2,2,27972,144.4,35.8,150.17955,37.9,79.5,12.986325,15.44685,0.67,0.71,6.303024999999999,3.089370000000001,0.42,0.95,5.28675,0.3339000000000006,20.5,22.3,22.5,27.3,2.5,9.0,0.01,-0.33,0.1311749999999999,-7.60815,28.0,1.9,17.7,0.29,28.0,1.67,61.8476196289063
7,7,1,1,23744,222.9,39.9,128.2975,42.9,138.5,23.074099999999994,4.016499999999999,0.66,0.75,8.5696875,3.264642857142858,0.9,0.65,10.1278125,6.2325,5.1,20.4,30.0,12.7,7.9,3.1,0.02,-0.42,0.4708999999999999,-2.9084999999999988,10.1,22.7,15.6,0.11,33.6,0.55,61.0120483398438
