N1,N2,N1_layer,N2_layer,per,w1,l1,l2,l2_gap,h1,h1_gap,h2_gap,N1_height_ratio,N1_fill_factor,N1_coil_diameter,N1_coil_zgap,N2_height_ratio,N2_fill_factor,N2_coil_diameter,N2_coil_zgap,N1_space_w,N1_space_l,N2_space_w,N2_space_l,N1_layer_gap,N2_layer_gap,N1_offset_ratio,N2_offset_ratio,N1_offset,N2_offset,cold_plate_x,cold_plate_y,cold_plate_z1,cold_plate_z2,mold_thick,thermal_conductivity,Temp_max_leg_right
10,10,1,1,18208,103.9,20.8,80.98848727272727,20.9,135.2,15.29112,13.30368,0.74,0.89,8.094792727272726,1.100528,0.59,0.73,5.293694545454544,2.153736,28.2,12.0,4.8,12.6,6.4,4.2,0.13,-0.52,2.28488,-14.41232,21.4,17.8,34.0,0.25,22.1,1.17,114.881036376953
6,6,1,1,3844,203.8,17.1,70.32541714285713,13.0,58.4,3.5740799999999986,1.0687200000000014,0.66,0.76,4.184777142857143,1.54176,0.94,0.63,4.94064,3.385253333333333,20.6,20.7,6.7,9.0,3.1,6.6,-0.64,-0.39,-6.353919999999999,-0.683280000000001,19.0,22.2,43.2,0.37,18.5,0.63,81.2328430175781
10,10,2,2,17280,110.4,18.0,123.50536999999998,13.8,73.9,11.598605000000004,11.620775000000002,0.57,0.81,5.686605,1.6006739999999993,0.63,0.64,4.966080000000001,3.352104,29.6,28.8,16.1,23.6,8.1,6.8,-0.27,-0.15,-4.289895000000001,-2.0507250000000004,16.8,0.8,22.1,0.12,21.1,1.21,94.2553955078125
5,5,2,2,23183,283.1,21.3,116.76116,38.8,52.4,2.28988,5.344799999999998,0.62,0.62,5.03564,4.115146666666667,0.66,0.89,7.694940000000001,1.26808,17.2,3.2,6.7,26.0,4.5,6.4,-0.77,-0.4,-7.666119999999999,-3.5631999999999997,1.5,11.8,49.0,0.35,12.4,0.7,64.3534790039063
7,7,1,1,6741,128.8,19.6,57.2219375,12.9,57.0,1.6928999999999998,9.21405,0.73,0.79,4.1089875000000005,1.2482999999999993,0.47,0.84,2.81295,0.6123428571428572,19.3,9.1,19.1,7.9,2.8,3.4,-0.78,-0.39,-6.0021,-5.89095,18.8,28.3,37.7,0.1,20.4,1.51,97.8122192382813
9,9,1,2,16572,208.4,15.0,161.28091,45.8,119.0,4.86115,2.736999999999998,0.81,0.69,6.650909999999999,3.3201000000000014,0.9,0.9,16.065,2.1419999999999986,16.5,8.4,24.6,30.0,4.6,7.5,0.57,-0.54,6.443849999999999,-3.212999999999998,28.7,19.0,31.0,0.22,30.8,1.25,81.4170471191406
6,6,1,1,6099,152.1,28.8,91.9918,21.7,71.4,6.33675,5.4621,0.75,0.81,6.196500000000001,1.6957499999999992,0.55,0.73,4.0953,1.7671500000000002,14.6,18.9,11.8,29.4,7.5,4.7,0.29,0.66,2.58825,10.602900000000002,8.0,23.2,25.5,0.26,11.7,1.17,81.1043640136719
6,6,1,1,23818,299.5,20.2,122.25145999999998,30.6,143.7,10.748759999999995,4.375665,0.78,0.64,10.247862857142858,6.72516,0.79,0.66,10.703597142857143,6.43297,11.8,13.5,12.9,23.8,4.4,2.8,-0.32,0.71,-5.058239999999999,10.712834999999997,2.1,23.5,44.1,0.4,33.4,1.23,76.6268249511719
10,10,1,1,7932,111.3,16.4,104.8137181818182,37.6,69.8,1.4972099999999997,2.34528,0.89,0.91,5.1391836363636365,0.5590979999999994,0.86,0.71,3.874534545454545,1.7408120000000005,5.4,21.5,15.5,10.0,3.8,6.8,-0.61,-0.52,-2.341789999999999,-2.54072,25.2,13.5,32.6,0.36,26.7,1.88,95.9614501953125
10,10,1,1,12258,132.1,16.5,106.60514,32.8,117.7,12.40558,7.909440000000004,0.66,0.73,5.15526,2.097414,0.86,0.94,8.649879999999998,0.607332000000001,5.2,18.8,14.6,22.3,9.0,5.7,0.38,-0.04,7.60342,-0.3295600000000002,21.3,17.1,42.9,0.17,18.9,0.47,103.728753662109
5,5,1,2,13801,289.0,25.9,129.1329,24.4,98.7,2.812950000000005,19.06884,0.94,0.82,12.679659999999998,3.340008,0.54,0.76,10.12662,4.263839999999999,28.0,27.4,16.3,24.6,7.1,8.7,0.05,0.16,0.1480500000000003,3.63216,15.2,15.6,26.3,0.16,11.1,0.77,69.3814025878906
5,5,2,2,2694,345.7,21.8,145.23520000000002,39.8,82.4,11.99744,7.79504,0.48,0.71,7.020479999999999,3.823360000000001,0.78,0.84,13.49712,3.427840000000001,11.6,14.4,7.6,7.6,7.1,1.9,0.44,-0.14,9.426560000000002,-1.26896,9.7,22.0,37.3,0.19,33.4,1.76,64.9276672363281
6,6,2,2,3082,211.5,29.0,174.15442000000002,44.2,87.9,3.2874599999999994,2.6897400000000005,0.83,0.75,13.679437500000002,6.07975,0.91,0.81,16.197772500000003,5.065969999999997,11.6,13.4,3.5,27.1,3.5,1.6,0.56,0.32,4.18404,1.2657600000000002,6.1,0.9,47.0,0.18,24.6,1.21,69.8013854980469
6,6,1,1,17545,142.3,29.1,90.27585714285716,46.5,58.0,4.263,1.766099999999998,0.58,0.92,4.421257142857143,0.448533333333333,0.93,0.63,4.8546000000000005,3.3263,3.8,16.5,29.9,6.4,6.2,1.4,-0.65,0.13,-7.917,0.2638999999999997,16.8,18.4,25.8,0.44,11.6,1.18,78.0381713867188
5,5,2,1,3296,213.9,29.5,110.98193333333332,44.1,59.0,3.539999999999999,5.805599999999998,0.76,0.9,10.089,1.4946666666666673,0.76,0.79,5.903933333333335,1.8832799999999992,14.9,6.7,22.3,9.4,3.3,5.7,-0.5,0.18,-3.539999999999999,1.2743999999999998,24.3,5.4,41.9,0.11,21.4,0.45,69.4877258300781
8,8,1,1,25387,130.8,23.7,83.70239333333333,14.6,125.7,26.92494,16.17759,0.49,0.93,6.364610000000001,0.5389387499999998,0.61,0.65,5.5377833333333335,3.35461875,10.1,15.6,6.6,26.3,3.8,5.4,-0.16,-0.34,-5.12856,-8.33391,9.2,15.8,47.6,0.46,15.3,1.88,97.5190368652344
6,6,1,1,7258,223.2,24.7,119.18155285714286,31.4,110.7,1.3450049999999991,6.426135,0.91,0.69,9.92979,5.204745,0.73,0.94,10.851762857142855,0.8081100000000015,7.3,26.5,19.8,14.1,3.0,3.7,0.73,-0.57,3.636494999999998,-8.518364999999998,28.7,8.5,44.0,0.18,26.4,1.75,76.5320983886719
7,7,2,1,16664,135.3,24.6,110.167738,49.7,52.3,7.71425,6.861759999999999,0.41,0.89,3.816854,0.5896824999999994,0.68,0.66,2.9340300000000004,1.7273942857142852,13.8,5.8,4.9,26.7,4.2,2.6,-0.5,0.18,-7.71425,1.5062399999999996,8.8,23.6,20.5,0.43,13.2,0.88,76.6204162597656
6,6,1,1,29318,152.5,39.5,120.47059428571428,19.5,125.6,2.562240000000001,7.900240000000002,0.83,0.91,13.55224,1.5637199999999989,0.83,0.76,11.318354285714284,4.16992,6.7,25.4,12.4,29.9,7.7,1.3,-0.76,0.26,-8.113760000000001,2.7757600000000004,11.6,11.0,21.9,0.1,20.8,1.74,81.26015625
9,9,1,2,13392,117.0,20.3,87.76264,13.2,109.7,0.740475,9.691994999999997,0.95,0.7,7.295049999999999,3.4738333333333347,0.81,0.61,9.033795,6.930846000000001,29.7,19.4,8.2,4.6,1.6,8.8,0.73,0.07,2.002025,0.7295049999999997,25.4,18.5,46.6,0.5,16.4,0.72,105.411584472656
6,6,2,1,27112,203.8,24.7,120.29690357142856,15.9,88.5,15.412275000000005,4.115250000000001,0.57,0.87,10.971787499999998,2.1859500000000005,0.69,0.82,7.153328571428571,1.83195,19.2,20.4,22.7,19.5,7.2,9.1,0.19,0.7,3.615225000000001,9.60225,30.0,9.5,27.5,0.42,28.2,1.69,75.611962890625
7,7,1,1,537,130.9,29.2,94.544525,32.9,100.4,8.724759999999998,8.2579,0.78,0.67,6.558630000000002,3.691851428571428,0.53,0.93,6.185895,0.53212,27.6,24.9,23.2,10.5,9.1,8.7,-0.21,0.65,-2.3192399999999997,15.336100000000002,15.6,13.7,46.8,0.17,13.5,0.75,90.6712585449219
7,7,1,1,1978,223.4,20.8,125.65690875,42.8,138.9,15.813765000000002,10.86198,0.77,0.8,10.6953,3.0557999999999987,0.77,0.79,10.56160875,3.2085899999999987,7.5,11.3,26.9,25.7,3.4,3.2,0.01,-0.32,0.159735,-5.1115200000000005,11.4,16.8,18.6,0.2,24.6,0.56,81.5186096191406
7,7,2,2,17496,219.4,17.1,119.610976,40.6,77.2,8.86256,3.52032,0.72,0.87,9.671616,1.8064800000000003,0.62,0.74,7.083872000000001,3.11116,29.0,8.3,23.0,3.2,3.7,1.8,0.18,-0.76,1.94544,-11.14768,24.8,8.8,24.3,0.24,28.5,1.47,73.5731750488281
5,5,1,1,2732,256.9,33.4,136.73613,44.7,126.9,20.97657,8.794169999999998,0.42,0.77,6.839910000000001,2.451707999999999,0.58,0.66,8.09622,5.004935999999999,8.1,19.0,9.0,19.4,5.3,1.1,0.43,0.67,15.82443,17.854830000000003,10.8,15.2,11.1,0.47,38.7,1.27,70.9128356933594
6,6,1,1,17321,233.6,27.7,155.4409,47.2,129.5,1.6316999999999997,5.749800000000002,0.93,0.9,15.4845,2.007249999999999,0.88,0.63,10.2564,7.027533333333333,22.4,27.0,8.8,25.5,2.6,4.7,-0.64,-0.26,-2.9007999999999994,-2.020200000000001,23.3,25.6,38.2,0.32,30.0,1.74,74.5563903808594
5,5,2,1,16856,192.5,28.7,87.71108000000001,26.6,54.8,6.36228,3.49076,0.46,0.88,5.54576,1.00832,0.51,0.82,3.81956,1.0061280000000004,14.6,3.6,7.2,23.1,8.4,3.4,-0.57,-0.74,-8.43372,-9.93524,27.6,15.3,13.4,0.37,11.1,1.27,72.2925354003906
8,8,2,2,18786,157.8,18.5,119.976384,37.8,79.3,9.991799999999998,9.4367,0.64,0.63,6.394752,4.69456,0.72,0.7,7.99344,4.2822,23.1,12.2,6.1,17.8,4.0,8.8,-0.3,0.15,-4.282199999999999,1.6653,10.0,13.7,26.8,0.37,10.6,1.84,82.8724609375
6,6,1,1,15075,204.0,28.1,118.12220857142856,44.9,117.8,8.7172,20.91539,0.63,0.71,7.527419999999999,3.5870100000000007,0.47,0.72,5.69478857142857,2.5837466666666664,22.7,3.9,7.5,22.3,1.6,7.4,-0.6,0.33,-13.0758,10.301610000000002,25.3,15.4,27.1,0.46,33.8,1.0,78.1519714355469
8,8,2,1,25448,108.8,26.6,115.04326666666668,22.7,62.7,0.5643000000000009,8.2764,0.95,0.9,10.7217,1.4891249999999996,0.4,0.61,1.6998666666666666,1.2226500000000002,3.2,7.2,10.5,14.8,8.8,6.6,0.64,0.56,1.0032000000000016,10.533600000000002,10.5,1.6,41.9,0.28,38.4,0.49,85.5504699707031
8,8,1,2,13720,136.9,22.9,120.73895733333332,26.6,92.1,11.682885,8.141639999999999,0.41,0.92,3.860013333333333,0.3776099999999998,0.66,0.76,9.239472,3.64716,24.3,7.4,3.4,23.6,5.7,9.8,-0.57,0.48,-15.486615,7.515359999999998,17.7,8.6,33.7,0.14,31.0,0.82,85.7443481445313
6,6,1,2,29972,131.3,27.8,71.10768,9.0,58.2,5.249639999999999,3.91104,0.59,0.84,4.12056,0.91568,0.44,0.78,4.99356,1.87792,9.4,8.1,10.3,24.4,2.5,4.0,0.56,0.76,6.6813600000000015,12.38496,13.0,7.5,32.1,0.18,11.5,1.85,86.7479797363281
7,7,2,2,3526,112.1,35.6,112.398424,18.0,91.4,8.111749999999997,2.4083900000000025,0.75,0.86,11.7906,2.3992500000000003,0.83,0.63,9.558612,7.017235,10.4,8.8,6.4,18.3,5.7,3.6,0.29,-0.69,3.313249999999999,-5.360610000000003,21.2,16.4,37.5,0.48,15.3,1.6,86.07705078125
8,8,2,2,3954,144.2,18.3,119.165744,12.5,50.3,2.03715,2.738835,0.73,0.85,6.24223,1.3769625,0.89,0.63,5.640642,4.1409475,25.2,15.5,6.8,19.6,9.2,1.3,0.7,-0.01,4.75335,-0.027665,27.7,28.1,29.4,0.23,37.3,0.35,77.55092773
7,7,2,2,12942,127.8,32.6,137.567284,10.9,81.9,12.125295,1.71171,0.53,0.72,6.250608000000001,3.0384900000000004,0.89,0.87,12.683034,2.3689575000000005,9.2,27.5,20.7,16.4,4.1,3.7,-0.37,-0.62,-7.121205000000001,-2.79279,19.6,27.3,33.4,0.48,37.1,0.54,79.2591796875
7,7,1,2,24176,214.4,15.0,97.422355,22.1,66.1,0.7270999999999996,14.178449999999998,0.9,0.86,6.395174999999999,1.1898000000000002,0.45,0.91,5.41359,0.6692624999999994,4.0,9.0,27.5,24.4,6.9,4.1,0.78,-0.22,2.5779,-3.99905,13.9,5.2,17.2,0.44,20.6,1.71,76.6145263671875
7,7,1,2,21556,128.6,30.1,120.332251,45.2,76.6,1.4822099999999985,2.964419999999996,0.91,0.7,6.099275,2.987400000000001,0.91,0.74,10.316488,4.530890000000001,16.7,17.7,5.8,13.1,5.4,4.2,0.57,0.14,1.9647899999999971,0.4825799999999994,27.5,8.3,47.2,0.21,13.4,0.36,83.4163146972656
6,6,2,1,26443,160.2,26.4,100.75724857142858,34.8,52.4,5.1221,15.0912,0.77,0.93,9.38091,0.9414533333333328,0.4,0.8,2.3954285714285715,0.6986666666666667,11.6,17.3,4.6,4.2,5.2,7.9,-0.15,-0.04,-0.9039,-0.6287999999999999,0.4,0.4,43.9,0.42,18.1,0.43,73.7208801269532
8,8,2,2,10246,135.4,23.0,114.636344,32.3,95.8,11.42415,23.60991,0.55,0.88,9.27344,1.5807000000000002,0.47,0.91,8.194731999999998,1.0130850000000002,28.6,12.9,25.2,5.4,8.8,1.2,0.47,-0.07,10.130849999999995,-1.7770900000000005,20.2,16.8,32.0,0.37,19.1,0.59,87.2267395019531
8,8,1,2,21327,150.2,23.6,126.64233333333334,5.7,130.0,2.7754999999999983,16.016000000000002,0.93,0.85,11.418333333333331,2.2668750000000006,0.72,0.85,15.911999999999995,3.5100000000000016,29.6,28.0,29.9,29.6,3.6,9.9,0.39,-0.12,1.7744999999999989,-2.184,14.7,14.0,21.2,0.1,10.2,1.23,91.7441650390625
6,6,2,2,3158,280.6,23.2,181.30592,40.3,106.4,8.410920000000003,16.85376,0.69,0.76,13.94904,5.873279999999999,0.52,0.81,11.203920000000002,3.504106666666665,11.6,29.2,3.2,17.4,9.1,7.1,-0.49,0.34,-8.081080000000002,8.682240000000002,3.4,15.1,45.4,0.36,27.9,0.64,67.9807373046875
7,7,1,2,28785,138.4,28.3,96.9305955,13.5,106.2,4.571909999999999,22.96044,0.79,0.71,7.445947500000001,3.4757742857142864,0.53,0.67,7.542324000000001,4.643595,18.3,11.1,9.8,23.5,5.4,6.7,-0.59,0.08,-6.579089999999997,1.99656,7.5,1.5,15.9,0.43,19.6,1.76,87.2839904785156
6,6,1,1,15017,215.6,24.4,106.97977142857142,46.3,108.8,4.308479999999999,1.7407999999999988,0.67,0.75,7.810285714285714,3.037333333333334,0.9,0.92,12.869485714285716,1.3055999999999983,7.8,11.1,14.4,17.5,6.2,5.2,0.76,0.68,13.64352,3.699199999999999,22.3,9.6,29.5,0.18,11.4,0.79,77.9360900878906
7,7,1,2,29604,135.0,22.4,85.18025375,20.8,58.5,2.2902750000000003,14.7537,0.73,0.91,4.85769375,0.5490642857142853,0.48,0.83,4.66128,1.1934000000000005,13.7,14.2,29.0,4.7,6.2,5.8,-0.71,-0.03,-5.607225000000001,-0.4563,26.9,8.7,25.6,0.46,25.5,1.68,84.1208129882813
6,6,1,2,6744,168.4,27.8,108.80548714285716,22.9,72.9,5.66433,10.238805000000005,0.58,0.83,5.013437142857143,1.1979900000000008,0.47,0.7,5.996025,3.4263,9.2,20.1,13.4,9.7,6.9,2.7,0.63,0.47,9.64467,9.079695,25.6,23.5,31.0,0.22,36.4,1.74,77.6126647949219
5,5,2,2,15789,275.7,28.4,136.952,26.4,98.0,13.582799999999995,21.3885,0.67,0.85,13.952750000000002,3.2830000000000013,0.55,0.87,11.723250000000002,2.335666666666666,16.8,5.1,5.8,16.9,5.3,1.1,-0.16,0.03,-2.5871999999999997,0.6614999999999999,2.7,29.6,12.6,0.36,30.8,1.7,68.1458374023438
10,10,1,2,10117,107.8,15.0,91.05317272727274,32.2,60.9,1.5834,1.157100000000001,0.74,0.85,3.4823727272727267,0.6759900000000002,0.95,0.88,8.4854,1.3885199999999998,3.7,14.2,12.5,8.5,6.7,3.6,0.8,-0.24,6.3336000000000015,-0.3654000000000001,0.7,2.8,22.9,0.36,12.1,1.77,98.8518310546875
8,8,1,2,19716,185.3,16.4,110.50456266666666,34.6,96.6,3.1201799999999995,8.809919999999998,0.83,0.82,7.305106666666666,1.804005,0.76,0.79,11.599728,3.854339999999999,14.3,11.0,24.6,15.2,2.3,2.6,0.62,-0.24,5.090819999999999,-2.78208,28.7,5.6,19.5,0.38,16.6,1.94,86.0804382324219
6,6,2,2,14049,138.6,29.2,84.09240999999999,10.1,59.9,4.013299999999999,1.6472499999999997,0.8,0.85,10.183,2.396000000000001,0.89,0.62,8.263205,6.752726666666668,13.7,5.2,29.4,4.8,7.9,7.5,-0.33,-0.5,-1.9767,-1.6472499999999997,22.8,5.3,38.4,0.41,11.7,1.93,79.8467651367188
6,6,2,1,3283,225.6,23.6,124.823455,47.0,89.7,7.848749999999999,19.50975,0.75,0.65,10.9321875,7.84875,0.42,0.94,5.05908,0.3767400000000004,19.2,9.4,9.0,4.7,3.0,6.7,0.3,0.25,3.36375,6.50325,22.0,9.1,41.5,0.14,33.8,0.4,72.1916442871094
7,7,2,2,23513,191.7,23.3,149.771992,33.4,92.7,20.8575,17.01972,0.55,0.69,7.0359300000000005,3.951337500000001,0.49,0.71,6.450066,3.293167500000001,27.0,14.1,11.9,21.2,7.7,9.9,0.0,0.28,0.0,6.618780000000001,4.0,29.9,43.7,0.14,36.5,0.81,74.8166137695313
5,5,2,1,16849,232.2,31.0,112.81116666666664,30.1,92.5,7.871749999999999,9.989999999999998,0.54,0.62,7.74225,6.327000000000001,0.55,0.64,5.426666666666667,3.663000000000001,12.9,15.5,22.7,5.6,7.4,6.5,-0.63,0.52,-13.40325,10.822499999999998,19.8,22.4,45.6,0.44,33.3,0.22,70.2511840820313
8,8,2,1,812,151.2,23.1,120.20551288888888,11.0,124.3,18.048359999999995,5.03415,0.56,0.82,11.415712,3.1323600000000003,0.7,0.68,6.574088888888888,3.4803999999999995,11.2,4.8,24.4,30.0,5.7,3.2,-0.34,0.73,-9.29764,13.610850000000005,20.0,15.8,21.1,0.2,39.3,0.34,91.6675048828125
6,6,1,1,22825,157.9,27.9,66.22342857142857,5.4,99.0,12.0681,14.473800000000002,0.47,0.76,5.051828571428571,1.8612,0.57,0.84,6.771599999999999,1.5048000000000006,28.6,11.0,4.4,19.8,3.5,2.4,-0.54,-0.32,-14.166900000000002,-6.811200000000001,2.0,8.9,28.2,0.48,18.2,0.99,91.3694396972656
5,5,1,2,16568,312.9,26.3,176.29736000000003,47.3,73.7,14.54838,0.8291249999999994,0.58,0.9,6.4119,0.8549199999999999,0.91,0.76,12.742730000000002,5.36536,20.7,24.3,29.6,27.5,5.7,6.1,0.06,-0.75,0.92862,-2.4873749999999983,6.0,16.4,11.4,0.19,39.2,1.8,62.3901611328125
6,6,1,1,14664,236.5,26.7,121.01221285714286,49.6,148.3,4.782675000000001,7.681940000000001,0.85,0.91,16.387150000000002,1.8908249999999995,0.72,0.69,10.525062857142856,5.516760000000002,24.5,7.8,10.6,9.0,1.9,7.0,0.57,0.63,6.339825000000001,13.08006,6.9,4.1,34.0,0.42,27.7,0.51,77.5310302734375
5,5,2,1,14400,213.1,33.8,150.45935333333333,45.8,50.3,1.1820500000000005,4.381130000000001,0.9,0.92,10.4121,1.2072000000000005,0.74,0.86,5.335153333333332,1.0422160000000005,28.9,22.6,9.0,24.6,2.0,8.2,-0.53,0.33,-1.3329500000000003,2.1578700000000004,18.8,11.5,47.8,0.44,29.3,0.51,63.7218566894531
7,7,2,2,19074,281.0,15.5,144.963232,44.8,89.6,3.7497599999999967,17.23904,0.91,0.88,14.350336000000002,2.4460799999999985,0.48,0.8,6.881279999999999,2.1503999999999994,13.8,20.6,19.1,4.0,4.5,1.9,0.07,-0.26,0.2822399999999997,-6.05696,5.4,11.3,37.2,0.29,26.7,0.44,70.7390075683594
8,8,1,1,15574,143.8,18.5,84.82560667,31.4,87.1,12.83854,3.17044,0.56,0.76,4.118862222,1.46328,0.86,0.95,7.906744444,0.4681625,26.6,4.2,13.7,12.1,5.9,2.6,0.33,0.48,6.32346,2.92656,10.0,28.3,29.9,0.41,25.1,0.39,92.29662476
5,5,1,1,17829,182.3,35.5,74.9304,10.7,99.2,2.9462400000000013,3.710079999999997,0.82,0.9,12.2016,1.62688,0.89,0.6,8.828800000000001,7.063040000000001,18.8,3.7,19.6,25.5,4.0,6.1,0.67,-0.32,5.981760000000003,-1.7459199999999988,21.1,3.7,24.3,0.12,14.0,1.53,82.451318359375
7,7,1,1,29921,250.3,17.7,134.359125,39.2,115.0,23.46,6.071999999999999,0.52,0.8,5.98,1.7085714285714286,0.78,0.89,9.979125,1.4095714285714291,27.7,29.7,13.1,23.9,6.5,7.5,0.15,-0.52,4.14,-6.577999999999999,18.5,17.7,33.0,0.15,25.6,0.82,78.3839050292969
10,10,1,2,7318,115.1,18.2,130.14999545454546,36.1,80.7,9.1998,9.25629,0.6,0.63,2.7731454545454546,1.79154,0.69,0.85,7.888424999999999,1.670490000000001,5.7,26.4,4.8,27.2,7.6,9.1,-0.43,-0.26,-6.9402,-3.2522100000000007,11.7,16.1,12.9,0.36,12.8,1.84,92.9380432128906
9,9,1,2,13594,143.0,22.5,143.815717,40.3,138.9,2.5627049999999985,2.7710549999999987,0.91,0.63,7.963137000000001,5.196403333333334,0.81,0.86,16.12629,3.1502520000000005,4.0,24.4,26.6,19.0,1.7,2.3,-0.59,0.79,-3.687794999999997,10.424444999999997,13.5,17.2,14.0,0.13,17.6,0.69,88.3987976074219
8,8,1,2,28913,164.7,15.6,108.576832,12.6,61.2,2.5704,1.6829999999999998,0.58,0.74,2.9185600000000003,1.15362,0.89,0.76,8.279136000000001,3.2680799999999994,25.3,23.0,26.1,28.1,8.0,5.6,-0.8,-0.5,-10.2816,-1.6829999999999998,9.2,26.0,15.5,0.46,19.8,0.61,80.804833984375
7,7,1,1,937,132.4,27.7,104.9046775,28.9,77.1,13.877999999999997,5.073179999999999,0.55,0.73,3.86945625,1.635621428571429,0.53,0.79,4.03522125,1.2258899999999997,23.3,11.0,8.8,20.4,5.5,8.7,0.2,0.72,3.4695,13.045319999999998,26.9,8.0,11.8,0.31,36.7,1.89,84.2802978515625
6,6,1,1,28438,241.0,22.2,108.58109714285716,16.6,116.8,10.66968,7.6212,0.71,0.79,9.359017142857144,2.9024799999999997,0.71,0.77,9.12208,3.1789066666666663,21.5,29.6,28.0,24.4,3.3,10.0,0.37,0.55,6.26632,9.3148,21.4,24.8,41.5,0.39,19.5,1.7,76.0110412597656
5,5,1,1,13643,208.7,32.0,101.01028666666666,35.3,83.8,4.67604,2.1369000000000025,0.64,0.6,5.363199999999999,4.290560000000001,0.94,0.91,11.947086666666666,1.417895999999999,12.3,19.4,16.6,12.4,1.7,3.4,0.69,-0.15,10.40796,-0.3771000000000004,23.0,26.6,38.1,0.2,16.6,1.59,74.0083251953125
7,7,1,1,3190,112.1,32.1,106.5182875,31.2,65.8,1.9575499999999977,8.36976,0.93,0.67,5.1249975,2.88486,0.52,0.77,3.2932900000000003,1.12424,9.3,23.5,25.1,16.5,6.9,2.9,0.15,-0.47,0.3454499999999996,-7.422239999999999,26.8,24.8,44.3,0.32,26.9,0.77,84.5754333496094
7,7,2,1,11973,200.2,17.3,115.89521875,29.6,57.3,3.8964,3.188744999999999,0.83,0.95,9.03621,0.5944874999999996,0.47,0.69,2.32279875,1.1926585714285716,10.0,7.8,27.8,28.9,7.0,4.4,0.2,0.79,0.9741,11.995755,11.7,1.4,33.6,0.38,22.2,0.95,72.7366271972656
6,6,2,1,1512,119.6,35.9,81.39125857142857,10.8,69.9,7.7169599999999985,5.378805000000002,0.52,0.71,6.451770000000001,3.513640000000001,0.73,0.89,6.487718571428572,0.9354949999999996,17.1,4.4,19.7,3.0,6.8,9.9,0.54,0.43,9.05904,4.057695000000001,25.6,17.7,18.5,0.34,37.0,1.96,87.4610229492188
5,5,2,1,12406,227.3,35.9,157.16392,38.6,81.6,3.4883999999999986,6.658559999999999,0.85,0.87,15.0858,3.005600000000001,0.76,0.87,8.99232,1.6124160000000003,15.8,22.7,12.5,17.7,5.4,2.9,0.43,-0.32,2.631599999999999,-3.13344,6.6,28.6,48.8,0.33,33.6,1.95,66.8587890625
6,6,2,1,22338,153.4,28.0,91.05956428571427,8.4,69.0,1.4662500000000005,2.5668000000000006,0.83,0.93,13.315275,1.336299999999999,0.69,0.71,4.829014285714286,2.30115,28.8,4.7,4.0,26.1,2.3,2.0,0.75,0.76,4.3987500000000015,8.1282,8.1,0.4,34.4,0.27,18.1,1.5,82.5132690429688
10,10,1,2,15768,101.3,21.4,111.92506,49.3,101.8,9.6201,23.79066,0.55,0.77,3.9193,1.2877699999999996,0.43,0.72,5.25288,2.451344,12.7,22.7,22.4,7.3,7.3,4.2,0.58,0.18,13.284899999999997,5.222339999999999,15.6,25.0,27.5,0.25,14.0,1.12,98.765283203125
8,8,1,1,1201,146.3,20.2,102.66666333333332,8.5,91.1,10.490164999999998,2.0725250000000037,0.53,0.74,3.9699355555555553,1.5691975000000005,0.95,0.79,7.596727777777777,2.271806249999999,9.3,27.8,21.8,15.8,8.0,4.9,0.51,-0.09,10.918335,-0.2049750000000003,2.4,0.1,43.1,0.45,39.0,0.66,87.2812133789063
8,8,2,2,17066,127.8,25.4,136.67341199999998,33.6,84.3,10.432125,3.338280000000001,0.67,0.6,6.77772,5.648100000000001,0.91,0.61,9.358985999999998,7.4795175,13.6,15.6,17.6,24.4,5.9,1.3,-0.25,-0.12,-3.4773749999999994,-0.4552200000000002,21.2,5.7,28.5,0.35,23.6,0.7,82.8672729492188
5,5,1,1,25376,297.0,21.8,108.685155,28.3,75.3,5.662560000000001,7.827434999999998,0.84,0.81,8.539019999999999,2.403576,0.79,0.63,6.246135,4.402038,19.3,3.3,12.9,23.4,2.2,6.9,0.06,-0.01,0.36144,-0.0790649999999999,9.5,19.8,10.0,0.19,38.9,1.78,68.13662109375
7,7,2,2,29304,230.7,19.6,135.66200000000003,10.0,114.9,25.10565,25.74909,0.54,0.95,11.78874,0.7755749999999999,0.46,0.95,10.04226,0.6606750000000012,4.4,22.9,8.9,17.1,2.6,5.2,-0.05,0.17,-1.32135,5.273910000000001,23.8,4.2,38.9,0.15,34.2,1.35,78.0712219238281
5,5,1,1,5809,209.5,34.3,111.09289,43.2,91.8,1.9094399999999991,5.094900000000001,0.87,0.89,11.84679,1.7570519999999987,0.7,0.91,9.746099999999998,1.1566800000000002,8.9,14.7,18.0,21.3,5.6,9.1,0.68,0.63,4.05756,8.675100000000002,15.4,27.0,22.8,0.47,10.3,1.57,71.776025390625
8,8,2,2,8266,102.9,39.4,180.884096,50.0,87.2,3.6624,9.93208,0.8,0.76,10.60352,4.185600000000001,0.66,0.82,9.438528000000002,2.5898400000000006,21.4,14.8,12.5,29.2,10.0,3.1,0.58,0.33,5.057599999999999,4.89192,0.5,6.3,19.8,0.33,33.7,1.22,81.7702880859375
5,5,1,1,24681,252.9,30.5,138.6356,45.5,84.8,10.6848,17.2568,0.6,0.77,6.529599999999999,2.3404799999999994,0.45,0.85,5.405999999999999,1.1448000000000007,14.6,21.8,29.2,19.8,9.5,8.5,0.37,0.26,6.2752,6.0632,22.3,11.6,40.3,0.24,39.6,1.04,66.3021789550781
