w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_bottom_left
46.4,4.6,8.2,11.6,16.4,25.6,0.0,0.5,14.0,9.0,0.035,0.02,2.0,28.0,0.175,0.07,0.1,0.35,2.2,0.8,2.9,4.2,1.0,7.0,0.2,2.8,2.6,0.2,0.32,2.8,0.0279326368320804
32.0,1.0,11.8,18.8,12.8,5.2,0.0,0.5,14.0,19.0,0.105,0.03,2.0,17.0,0.175,0.02,0.1,0.31,1.4,2.4,3.1,3.9,26.0,19.0,1.6,1.7,2.5,0.9,0.72,1.1,0.0278518803201404
21.2,4.6,8.2,15.2,8.0,24.4,0.0,0.5,14.0,19.0,0.035,0.01,2.0,3.0,0.14,0.06,0.1,0.29,0.9,1.4,3.7,1.5,14.0,2.0,2.3,3.6,2.6,3.0,0.82,1.1,0.0268654966562903
39.2,10.6,9.4,10.4,26.0,22.0,0.0,0.5,14.0,28.0,0.175,0.04,2.0,26.0,0.105,0.08,0.1,0.14,1.4,3.2,4.6,4.9,15.0,15.0,0.3,4.6,4.5,3.9,1.23,4.2,0.027823265545639
46.4,13.0,8.2,8.0,18.8,20.8,0.0,0.5,14.0,18.0,0.14,0.07,2.0,19.0,0.07,0.01,0.1,0.23,2.4,1.0,4.8,4.9,2.0,15.0,2.5,0.8,2.3,0.6,0.72,2.3,0.0278052063763326
32.0,13.0,11.8,5.6,16.4,28.0,0.0,0.51,14.0,30.0,0.14,0.05,2.0,23.0,0.14,0.09,0.1,0.42,1.6,0.6,4.4,3.6,23.0,12.0,2.4,3.2,4.0,1.4,0.3,1.7,0.0277161833151368
40.4,8.2,9.4,8.0,12.8,8.8,0.0,0.51,14.0,17.0,0.105,0.04,2.0,15.0,0.07,0.03,0.1,0.24,1.5,1.9,5.0,4.1,17.0,28.0,0.5,3.1,2.6,2.3,0.13,3.6,0.0275582790574956
45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,0.0276595366978979
45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,0.0276595366978979
45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,0.0276595366978979
41.6,13.0,9.4,23.6,6.8,41.2,0.0,0.5,14.0,28.0,0.175,0.06,2.0,27.0,0.14,0.06,0.1,0.13,0.4,2.7,3.8,5.0,1.0,21.0,2.7,4.3,0.2,2.9,0.33,1.8,0.027606294590579
38.0,3.4,9.4,24.8,14.0,37.6,0.0,0.5,14.0,30.0,0.175,0.08,2.0,7.0,0.175,0.05,0.1,0.49,1.1,2.8,2.9,2.2,11.0,26.0,3.3,4.2,4.5,1.5,0.7,1.6,0.0274601621705369
35.6,9.4,10.6,5.6,16.4,37.6,0.0,0.51,14.0,28.0,0.14,0.08,2.0,27.0,0.175,0.04,0.1,0.31,1.2,1.9,4.2,2.9,5.0,26.0,3.4,1.3,2.7,2.4,0.57,2.6,0.0274160842806714
51.2,4.6,8.2,5.6,3.2,24.4,0.0,0.51,14.0,32.0,0.105,0.1,2.0,15.0,0.07,0.03,0.1,0.31,0.4,0.8,1.6,2.1,19.0,1.0,3.5,4.3,2.7,4.6,0.3,1.4,0.0279034608720337
40.4,13.0,9.4,16.4,18.8,7.6,0.0,0.5,14.0,35.0,0.14,0.08,2.0,16.0,0.175,0.05,0.1,0.19,1.9,1.6,4.5,3.4,9.0,16.0,3.1,4.4,3.4,2.5,1.06,1.9,0.0275614469057254
39.2,8.2,9.4,11.6,15.2,52.0,0.0,0.5,14.0,28.0,0.175,0.07,2.0,18.0,0.07,0.05,0.1,0.36,1.9,1.6,3.2,5.0,30.0,18.0,1.8,3.9,0.8,0.2,0.96,2.4,0.0279244902793901
39.2,2.2,9.4,6.8,17.6,24.4,0.0,0.5,14.0,31.0,0.14,0.05,2.0,22.0,0.105,0.03,0.1,0.2,1.7,1.4,3.8,4.5,28.0,5.0,0.8,3.4,4.1,4.6,0.79,1.8,0.0276092290331247
41.6,11.8,9.4,12.8,20.0,22.0,0.0,0.5,14.0,33.0,0.105,0.02,2.0,25.0,0.105,0.09,0.1,0.25,1.8,1.6,4.1,4.4,28.0,12.0,2.0,0.5,5.0,4.9,0.51,3.9,0.0274125449703701
33.2,9.4,11.8,16.4,10.4,23.2,0.0,0.51,14.0,33.0,0.105,0.1,2.0,26.0,0.175,0.1,0.1,0.44,0.8,3.5,2.7,4.2,25.0,27.0,0.9,0.4,2.7,4.1,0.37,1.0,0.0279558399134468
48.8,13.0,8.2,23.6,10.4,41.2,0.0,0.5,14.0,24.0,0.07,0.02,2.0,10.0,0.105,0.06,0.1,0.34,0.7,1.7,3.4,4.9,22.0,20.0,1.4,3.7,3.9,1.9,0.13,3.0,0.0273585498860608
32.0,3.4,11.8,11.6,21.2,30.4,0.0,0.5,14.0,17.0,0.14,0.06,2.0,23.0,0.105,0.07,0.1,0.41,1.4,2.2,4.1,3.1,6.0,20.0,4.1,2.6,2.9,0.5,0.13,2.7,0.0274959600878906
35.6,5.8,10.6,22.4,15.2,18.4,0.0,0.51,14.0,22.0,0.105,0.03,2.0,11.0,0.14,0.04,0.1,0.15,0.9,2.8,3.5,4.5,13.0,23.0,1.3,4.8,3.6,1.3,0.12,2.6,0.0274535664663764
36.8,9.4,10.6,12.8,3.2,7.6,0.0,0.51,14.0,13.0,0.14,0.07,2.0,15.0,0.07,0.02,0.1,0.17,0.2,0.9,1.6,1.1,19.0,7.0,1.6,3.6,0.1,0.8,0.11,1.0,0.027665712262814
29.6,2.2,13.0,16.4,23.6,29.2,0.0,0.5,14.0,16.0,0.14,0.01,2.0,29.0,0.07,0.02,0.1,0.4,1.3,0.5,4.3,4.7,26.0,4.0,3.5,1.4,4.6,2.5,0.24,4.2,0.0274534283842731
46.4,2.2,8.2,23.6,6.8,14.8,0.0,0.5,14.0,26.0,0.035,0.02,2.0,24.0,0.035,0.03,0.1,0.08,0.8,1.0,4.1,3.0,18.0,16.0,3.1,1.4,1.5,1.0,0.19,2.0,0.027246881221598
47.6,13.0,8.2,20.0,10.4,22.0,0.0,0.5,14.0,23.0,0.14,0.03,2.0,24.0,0.175,0.1,0.1,0.2,0.8,1.4,5.0,4.8,3.0,23.0,4.8,4.3,2.0,3.3,0.15,2.6,0.0277015053412582
39.2,5.8,9.4,26.0,21.2,24.4,0.0,0.51,14.0,29.0,0.14,0.01,2.0,20.0,0.105,0.08,0.1,0.3,1.0,1.1,4.2,4.5,1.0,26.0,1.6,2.7,4.0,2.5,0.79,2.2,0.0274338348806159
30.8,7.0,11.8,26.0,23.6,36.4,0.0,0.51,14.0,35.0,0.175,0.02,2.0,34.0,0.14,0.03,0.1,0.37,2.7,1.5,3.9,4.0,8.0,2.0,0.7,3.8,2.5,1.7,0.66,3.8,0.02738057674504
40.4,4.6,9.4,5.6,14.0,28.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,10.0,0.07,0.02,0.1,0.09,1.2,2.3,4.5,3.2,15.0,3.0,0.7,2.7,3.6,1.6,0.97,1.4,0.0274834693874196
40.4,4.6,9.4,5.6,14.0,28.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,10.0,0.07,0.02,0.1,0.09,1.2,2.3,4.5,3.2,15.0,3.0,0.7,2.7,3.6,1.6,0.97,1.4,0.0274834693874196
40.4,4.6,9.4,5.6,14.0,28.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,10.0,0.07,0.02,0.1,0.09,1.2,2.3,4.5,3.2,15.0,3.0,0.7,2.7,3.6,1.6,0.97,1.4,0.0274834693874196
33.2,10.6,11.8,16.4,20.0,6.4,0.0,0.51,14.0,18.0,0.105,0.09,2.0,17.0,0.14,0.08,0.1,0.2,1.7,1.5,4.3,3.9,15.0,20.0,1.7,2.2,3.2,3.5,0.69,3.1,0.027328216362112
36.8,3.4,10.6,2.0,8.0,37.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.29,0.5,1.7,3.6,2.7,22.0,5.0,5.0,5.0,4.5,3.5,0.42,2.2,0.0269774993986779
36.8,3.4,10.6,2.0,8.0,37.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.29,0.5,1.7,3.6,2.7,22.0,5.0,5.0,5.0,4.5,3.5,0.42,2.2,0.0269774993986779
36.8,3.4,10.6,2.0,8.0,37.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.29,0.5,1.7,3.6,2.7,22.0,5.0,5.0,5.0,4.5,3.5,0.42,2.2,0.0269774993986779
32.0,8.2,13.0,11.6,3.2,29.2,0.0,0.51,14.0,27.0,0.175,0.1,2.0,26.0,0.14,0.09,0.1,0.18,0.4,1.6,1.8,2.7,13.0,26.0,2.4,2.1,1.9,1.4,0.24,1.1,0.0269414000862007
39.2,8.2,9.4,24.8,17.6,29.2,0.0,0.5,14.0,14.0,0.14,0.09,2.0,12.0,0.105,0.03,0.1,0.25,1.6,1.0,3.7,3.0,12.0,9.0,0.7,0.9,3.6,2.8,0.5,2.7,0.0272737144562806
46.4,7.0,8.2,23.6,9.2,30.4,0.0,0.51,14.0,28.0,0.07,0.06,2.0,32.0,0.105,0.01,0.1,0.37,0.9,2.4,3.8,3.4,2.0,29.0,1.1,2.5,1.3,3.2,0.31,2.4,0.0275007037822059
33.2,13.0,11.8,4.4,14.0,22.0,0.0,0.51,14.0,35.0,0.175,0.02,2.0,19.0,0.105,0.05,0.1,0.46,1.1,1.3,4.6,2.8,29.0,7.0,1.9,1.9,4.4,3.3,0.11,1.7,0.0271732289689988
48.8,11.8,8.2,23.6,17.6,53.2,0.0,0.51,14.0,30.0,0.14,0.07,2.0,11.0,0.14,0.05,0.1,0.4,1.8,3.9,4.5,3.8,13.0,25.0,1.4,3.6,3.2,1.7,0.78,2.6,0.0270564356583094
36.8,9.4,10.6,22.4,15.2,4.0,0.0,0.5,14.0,33.0,0.175,0.09,2.0,7.0,0.175,0.03,0.1,0.24,1.1,0.4,4.0,2.9,25.0,27.0,1.7,3.1,3.2,0.5,0.29,1.4,0.0272051656968385
47.6,4.6,8.2,16.4,5.6,13.6,0.0,0.5,14.0,23.0,0.07,0.03,2.0,18.0,0.175,0.06,0.1,0.2,0.5,2.0,2.9,4.9,8.0,22.0,2.9,3.0,1.9,3.8,0.29,1.2,0.0280146606431282
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,0.0271393899719713
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,0.0271393899719713
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,0.0271393899719713
40.4,2.2,9.4,16.4,26.0,48.4,0.0,0.51,14.0,34.0,0.07,0.06,2.0,31.0,0.175,0.06,0.1,0.38,3.3,3.3,4.9,4.5,23.0,11.0,2.6,4.8,1.7,0.8,0.89,2.9,0.0271002360271463
35.6,10.6,10.6,21.2,10.4,24.4,0.0,0.5,14.0,16.0,0.07,0.05,2.0,9.0,0.175,0.02,0.1,0.47,0.7,1.7,4.3,1.8,0.0,27.0,4.5,4.0,2.8,4.8,0.3,1.3,0.0275611049274356
29.6,13.0,13.0,5.6,14.0,44.8,0.0,0.5,14.0,25.0,0.175,0.06,2.0,30.0,0.105,0.03,0.1,0.21,1.0,3.4,4.9,4.1,20.0,19.0,3.3,4.3,1.6,2.3,0.38,3.5,0.0270222711862018
29.6,7.0,13.0,23.6,11.6,16.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,23.0,0.105,0.05,0.1,0.38,0.5,2.9,3.3,3.7,11.0,9.0,1.9,3.1,4.5,4.1,0.43,1.3,0.0270556934495538
46.4,11.8,8.2,6.8,12.8,37.6,0.0,0.51,14.0,35.0,0.175,0.01,2.0,11.0,0.035,0.01,0.1,0.39,0.8,2.2,4.9,4.2,7.0,26.0,0.2,3.3,3.6,1.7,0.53,3.8,0.0270283134933984
40.4,9.4,9.4,9.2,15.2,23.2,0.0,0.5,14.0,34.0,0.07,0.02,2.0,8.0,0.07,0.05,0.1,0.13,1.2,0.9,4.5,3.5,9.0,29.0,0.8,0.8,4.6,1.1,0.37,2.3,0.0269149200015371
21.2,3.4,5.8,17.6,16.4,41.2,0.0,0.5,14.0,10.0,0.105,0.03,2.0,16.0,0.175,0.08,0.1,0.3,0.9,0.8,4.6,3.5,29.0,19.0,1.8,3.3,1.8,1.9,0.12,2.5,0.0264055911576562
33.2,3.4,11.8,15.2,22.4,23.2,0.0,0.5,14.0,18.0,0.07,0.02,2.0,15.0,0.175,0.01,0.1,0.5,2.5,1.4,3.9,3.8,25.0,8.0,0.1,5.0,3.2,3.2,0.17,3.6,0.0268712618391978
32.0,2.2,11.8,22.4,10.4,12.4,0.0,0.5,14.0,24.0,0.175,0.02,2.0,20.0,0.07,0.02,0.1,0.1,0.8,2.4,3.3,1.3,15.0,13.0,2.3,1.6,1.5,5.0,0.26,1.2,0.0268615087834284
45.2,3.4,9.4,18.8,3.2,10.0,0.0,0.5,14.0,31.0,0.175,0.05,2.0,6.0,0.105,0.04,0.1,0.45,0.3,3.1,1.2,2.5,21.0,21.0,2.0,0.1,3.6,2.2,0.16,1.0,0.026566814476496
41.6,8.2,9.4,15.2,12.8,4.0,0.0,0.5,14.0,16.0,0.175,0.06,2.0,17.0,0.105,0.05,0.1,0.41,1.5,1.2,2.9,4.7,7.0,3.0,3.0,0.6,2.7,3.9,1.0,2.0,0.0268116409207284
36.8,13.0,10.6,8.0,26.0,42.4,0.0,0.51,14.0,10.0,0.07,0.04,2.0,12.0,0.14,0.1,0.1,0.39,2.7,1.3,4.8,4.2,19.0,24.0,1.2,0.5,3.8,3.2,0.34,3.1,0.0267598371749491
30.8,3.4,13.0,8.0,24.8,32.8,0.0,0.5,14.0,22.0,0.105,0.04,2.0,32.0,0.07,0.06,0.1,0.33,2.1,2.2,4.6,4.6,14.0,30.0,1.0,3.0,0.1,4.6,1.61,3.1,0.0269594567356582
46.4,11.8,8.2,22.4,11.6,23.2,0.0,0.51,14.0,31.0,0.14,0.08,2.0,5.0,0.14,0.02,0.1,0.33,0.8,2.7,3.3,1.5,2.0,8.0,1.4,2.8,1.4,2.0,0.24,1.1,0.0279710705276055
41.6,5.8,10.6,23.6,21.2,48.4,0.0,0.5,14.0,22.0,0.07,0.05,2.0,10.0,0.07,0.05,0.1,0.33,2.6,2.3,3.5,4.6,3.0,2.0,1.5,0.5,1.2,1.0,0.37,3.0,0.024982015897706
35.6,10.6,11.8,17.6,4.4,49.6,0.0,0.51,14.0,22.0,0.14,0.06,2.0,7.0,0.14,0.07,0.1,0.22,0.5,1.4,2.2,3.3,9.0,28.0,4.1,3.8,1.9,4.9,0.44,1.0,0.0255596882091342
35.6,10.6,11.8,17.6,4.4,49.6,0.0,0.51,14.0,22.0,0.14,0.06,2.0,7.0,0.14,0.07,0.1,0.22,0.5,1.4,2.2,3.3,9.0,28.0,4.1,3.8,1.9,4.9,0.44,1.0,0.0255596882091342
35.6,10.6,11.8,17.6,4.4,49.6,0.0,0.51,14.0,22.0,0.14,0.06,2.0,7.0,0.14,0.07,0.1,0.22,0.5,1.4,2.2,3.3,9.0,28.0,4.1,3.8,1.9,4.9,0.44,1.0,0.0255596882091342
38.0,7.0,10.6,14.0,8.0,38.8,0.0,0.5,14.0,33.0,0.035,0.03,2.0,29.0,0.14,0.03,0.1,0.24,0.9,1.1,3.5,4.7,20.0,16.0,5.0,0.8,4.1,0.3,0.81,3.0,0.0267734564387392
38.0,7.0,10.6,14.0,8.0,38.8,0.0,0.5,14.0,33.0,0.035,0.03,2.0,29.0,0.14,0.03,0.1,0.24,0.9,1.1,3.5,4.7,20.0,16.0,5.0,0.8,4.1,0.3,0.81,3.0,0.0267734564387392
38.0,7.0,10.6,14.0,8.0,38.8,0.0,0.5,14.0,33.0,0.035,0.03,2.0,29.0,0.14,0.03,0.1,0.24,0.9,1.1,3.5,4.7,20.0,16.0,5.0,0.8,4.1,0.3,0.81,3.0,0.0267734564387392
36.8,10.6,10.6,11.6,22.4,50.8,0.0,0.51,14.0,23.0,0.14,0.06,2.0,16.0,0.105,0.07,0.1,0.16,2.3,1.2,4.7,5.0,19.0,23.0,2.6,3.4,3.0,0.9,0.95,3.3,0.0267562468721507
36.8,10.6,10.6,11.6,22.4,50.8,0.0,0.51,14.0,23.0,0.14,0.06,2.0,16.0,0.105,0.07,0.1,0.16,2.3,1.2,4.7,5.0,19.0,23.0,2.6,3.4,3.0,0.9,0.95,3.3,0.0267562468721507
36.8,10.6,10.6,11.6,22.4,50.8,0.0,0.51,14.0,23.0,0.14,0.06,2.0,16.0,0.105,0.07,0.1,0.16,2.3,1.2,4.7,5.0,19.0,23.0,2.6,3.4,3.0,0.9,0.95,3.3,0.0267562468721507
38.0,8.2,10.6,10.4,16.4,13.6,0.0,0.51,14.0,31.0,0.105,0.02,2.0,9.0,0.175,0.01,0.1,0.3,1.1,2.0,4.0,1.2,4.0,14.0,4.1,4.0,2.9,1.9,1.08,1.1,0.0267783886265318
36.8,5.8,10.6,21.2,10.4,18.4,0.0,0.5,14.0,32.0,0.14,0.03,2.0,32.0,0.175,0.01,0.1,0.31,0.6,3.3,4.1,2.8,19.0,14.0,2.2,2.8,1.9,2.3,0.21,2.3,0.0268241416113399
47.6,7.0,8.2,15.2,11.6,4.0,0.0,0.5,14.0,26.0,0.035,0.01,2.0,31.0,0.175,0.03,0.1,0.43,0.5,3.1,2.9,3.4,24.0,11.0,0.8,0.4,4.6,4.5,0.13,2.6,0.0266974429878622
30.8,3.4,13.0,4.4,17.6,12.4,0.0,0.5,14.0,25.0,0.105,0.08,2.0,6.0,0.105,0.09,0.1,0.37,1.8,2.6,2.8,2.9,5.0,25.0,3.9,1.5,2.9,4.2,0.94,2.7,0.0267019598877083
33.2,11.8,11.8,5.6,15.2,44.8,0.0,0.5,14.0,27.0,0.105,0.03,2.0,5.0,0.175,0.05,0.1,0.46,1.5,3.0,3.5,2.2,29.0,10.0,0.6,2.8,3.8,0.9,1.28,2.0,0.0267908349772298
33.2,11.8,11.8,5.6,15.2,44.8,0.0,0.5,14.0,27.0,0.105,0.03,2.0,5.0,0.175,0.05,0.1,0.46,1.5,3.0,3.5,2.2,29.0,10.0,0.6,2.8,3.8,0.9,1.28,2.0,0.0267908349772273
30.8,10.6,13.0,17.6,5.6,32.8,0.0,0.51,14.0,32.0,0.035,0.02,2.0,25.0,0.07,0.01,0.1,0.15,0.5,3.7,2.7,3.7,4.0,23.0,1.3,4.9,4.0,5.0,0.34,2.2,0.0268363534068552
50.0,10.6,8.2,3.2,4.4,10.0,0.0,0.5,14.0,35.0,0.105,0.01,2.0,15.0,0.07,0.04,0.1,0.32,0.5,2.4,2.1,3.7,16.0,30.0,4.9,0.6,0.7,2.1,0.26,1.5,0.0265255382323514
44.0,9.4,9.4,11.6,4.4,48.4,0.0,0.5,14.0,32.0,0.035,0.02,2.0,33.0,0.105,0.1,0.1,0.16,0.3,1.5,1.8,3.9,13.0,7.0,1.1,2.4,1.0,4.7,0.2,1.7,0.0265595181292206
41.6,5.8,9.4,6.8,17.6,47.2,0.0,0.5,14.0,29.0,0.175,0.05,2.0,30.0,0.14,0.01,0.1,0.11,1.2,1.3,5.0,3.8,23.0,1.0,1.8,1.4,0.6,3.7,1.01,3.2,0.0262425349784877
42.8,2.2,9.4,11.6,18.8,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.105,0.06,0.1,0.48,1.8,0.4,5.0,3.4,12.0,23.0,0.3,2.1,4.9,4.4,0.22,1.4,0.0229429995307016
42.8,2.2,9.4,11.6,18.8,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.105,0.06,0.1,0.48,1.8,0.4,5.0,3.4,12.0,23.0,0.3,2.1,4.9,4.4,0.22,1.4,0.0229429995307016
42.8,2.2,9.4,11.6,18.8,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.105,0.06,0.1,0.48,1.8,0.4,5.0,3.4,12.0,23.0,0.3,2.1,4.9,4.4,0.22,1.4,0.0229429995307016
47.6,10.6,8.2,15.2,16.4,5.2,0.0,0.5,14.0,26.0,0.14,0.03,2.0,24.0,0.07,0.07,0.1,0.2,1.0,1.4,3.7,4.6,30.0,13.0,4.3,5.0,3.0,0.9,0.94,3.5,0.0264328268144857
38.0,8.2,10.6,10.4,6.8,42.4,0.0,0.51,14.0,29.0,0.035,0.02,2.0,8.0,0.035,0.01,0.1,0.11,0.8,2.4,3.3,5.0,18.0,20.0,1.4,1.5,2.6,1.8,0.73,2.4,0.0262806689470926
41.6,5.8,9.4,26.0,20.0,14.8,0.0,0.51,14.0,16.0,0.175,0.07,2.0,20.0,0.175,0.05,0.1,0.44,1.5,1.8,4.7,4.8,14.0,30.0,1.1,4.8,4.4,4.8,1.2,3.1,0.0265198524281778
36.8,3.4,10.6,17.6,8.0,6.4,0.0,0.5,14.0,21.0,0.105,0.09,2.0,16.0,0.105,0.08,0.1,0.19,0.4,1.2,3.7,4.5,3.0,26.0,1.6,3.5,4.4,2.8,0.36,1.3,0.0262246823529933
38.0,5.8,10.6,6.8,23.6,37.6,0.0,0.5,14.0,34.0,0.07,0.05,2.0,23.0,0.07,0.05,0.1,0.47,1.7,4.1,4.9,4.9,22.0,30.0,0.7,0.8,1.8,1.6,0.72,2.4,0.0265387129769842
42.8,3.4,9.4,4.4,12.8,36.4,0.0,0.51,14.0,31.0,0.07,0.03,2.0,18.0,0.105,0.05,0.1,0.28,1.5,4.2,3.0,2.2,9.0,27.0,0.7,4.5,2.0,5.0,0.21,1.9,0.0263985282891286
38.0,10.6,10.6,12.8,8.0,44.8,0.0,0.5,14.0,29.0,0.035,0.01,2.0,21.0,0.175,0.05,0.1,0.26,0.5,3.2,2.4,4.7,12.0,24.0,3.6,2.1,2.6,2.3,0.24,2.3,0.0267302228069435
46.4,4.6,8.2,9.2,20.0,4.0,0.0,0.5,14.0,23.0,0.14,0.08,2.0,18.0,0.175,0.07,0.1,0.46,2.0,2.5,4.1,4.8,29.0,23.0,4.5,2.8,2.7,3.3,1.07,3.9,0.0263411472188996
32.0,10.6,13.0,18.8,8.0,48.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,31.0,0.14,0.1,0.1,0.33,0.9,1.8,3.0,2.1,17.0,30.0,4.0,3.5,0.1,2.0,0.15,1.6,0.0285215355354704
35.6,4.6,11.8,22.4,15.2,22.0,0.0,0.51,14.0,19.0,0.175,0.02,2.0,12.0,0.105,0.02,0.1,0.33,1.0,0.6,2.9,4.8,14.0,14.0,2.8,2.9,4.6,3.1,0.13,1.8,0.0260874283179372
48.8,7.0,8.2,22.4,22.4,7.6,0.0,0.5,14.0,22.0,0.14,0.1,2.0,23.0,0.07,0.04,0.1,0.42,1.0,2.4,4.5,3.2,21.0,5.0,1.2,4.6,0.1,3.4,0.96,2.8,0.0262209786870983
41.6,7.0,9.4,23.6,12.8,44.8,0.0,0.5,14.0,33.0,0.175,0.09,2.0,20.0,0.07,0.07,0.1,0.39,1.4,0.9,3.5,4.4,21.0,25.0,3.1,2.8,4.2,2.1,0.77,3.4,0.0262922402462507
40.4,9.4,10.6,10.4,3.2,8.8,0.0,0.5,14.0,28.0,0.14,0.04,2.0,21.0,0.14,0.02,0.1,0.49,0.3,2.5,1.7,3.6,23.0,6.0,2.5,2.4,1.8,1.1,0.2,1.2,0.0264075454933876
41.6,10.6,9.4,15.2,8.0,16.0,0.0,0.5,14.0,34.0,0.07,0.03,2.0,29.0,0.07,0.01,0.1,0.41,0.8,0.5,2.6,2.6,24.0,13.0,2.9,1.6,3.2,2.9,0.17,2.4,0.0273339206995234
30.8,13.0,13.0,12.8,22.4,23.2,0.0,0.5,14.0,6.0,0.175,0.03,2.0,32.0,0.14,0.07,0.1,0.49,1.1,0.7,3.9,3.9,14.0,13.0,0.5,1.9,4.6,5.0,0.25,3.1,0.0260556357719575
33.2,8.2,13.0,23.6,5.6,44.8,0.0,0.5,14.0,31.0,0.175,0.07,2.0,10.0,0.14,0.05,0.1,0.27,0.3,3.5,1.8,2.7,26.0,10.0,0.4,3.7,1.1,3.2,0.14,1.5,0.0249816340505322
36.8,2.2,10.6,15.2,26.0,7.6,0.0,0.51,14.0,35.0,0.07,0.06,2.0,20.0,0.07,0.01,0.1,0.36,1.2,3.2,4.3,4.6,18.0,9.0,3.9,0.3,4.4,1.1,1.17,4.2,0.0261062694869273
48.8,9.4,8.2,16.4,17.6,31.6,0.0,0.51,14.0,23.0,0.175,0.07,2.0,19.0,0.14,0.06,0.1,0.5,1.5,2.2,2.8,2.8,8.0,27.0,4.5,2.4,2.8,1.1,1.03,2.6,0.0260321783578566
52.4,8.2,8.2,23.6,4.4,20.8,0.0,0.5,14.0,28.0,0.14,0.04,2.0,28.0,0.035,0.01,0.1,0.13,0.3,1.3,2.1,3.9,21.0,21.0,4.6,2.9,0.2,4.7,0.26,1.9,0.0257220462568803
50.0,11.8,8.2,18.8,23.6,14.8,0.0,0.5,14.0,30.0,0.07,0.06,2.0,12.0,0.14,0.05,0.1,0.3,2.5,1.7,4.9,3.4,18.0,13.0,1.9,1.5,0.2,0.7,1.13,2.4,0.0260447866012649
42.8,4.6,9.4,9.2,21.2,26.8,0.0,0.5,14.0,32.0,0.07,0.06,2.0,21.0,0.07,0.01,0.1,0.4,2.4,3.2,4.6,2.4,25.0,6.0,3.5,1.3,3.0,2.1,0.57,2.0,0.0262243944224142
29.6,3.4,13.0,20.0,12.8,16.0,0.0,0.51,14.0,22.0,0.14,0.07,2.0,25.0,0.07,0.07,0.1,0.44,0.8,1.1,4.2,3.0,21.0,12.0,0.6,0.3,0.7,0.3,0.1,1.1,0.0259748665379594
48.8,13.0,8.2,16.4,24.8,32.8,0.0,0.5,14.0,17.0,0.07,0.02,2.0,29.0,0.105,0.05,0.1,0.17,1.1,1.0,4.6,3.4,7.0,1.0,3.7,1.4,0.9,1.0,0.95,3.2,0.0260155452184275
42.8,2.2,9.4,9.2,8.0,6.4,0.0,0.51,14.0,23.0,0.14,0.07,2.0,17.0,0.105,0.02,0.1,0.25,0.6,2.6,3.6,4.5,9.0,29.0,1.8,3.3,0.2,3.3,0.57,3.2,0.0259682362185613
