w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_bottom_left
8.0,10.6,13.0,5.6,18.8,18.4,0.0,0.5,14.0,25.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.44,1.7,2.8,3.6,4.0,28.0,28.0,1.4,3.2,4.5,1.9,0.34,2.9,0.102326619100262
10.4,2.2,9.4,9.2,23.6,4.0,0.0,0.5,14.0,25.0,0.14,0.09,2.0,22.0,0.14,0.02,0.1,0.14,1.2,0.4,4.0,4.2,9.0,17.0,2.2,0.4,3.8,3.4,0.15,3.2,0.102554019575736
23.6,13.0,4.6,12.8,22.4,50.8,0.0,0.51,14.0,30.0,0.14,0.1,2.0,25.0,0.175,0.08,0.1,0.26,1.7,1.2,4.7,5.0,14.0,19.0,0.1,3.0,0.9,4.3,0.35,2.7,0.100388204610518
22.4,4.6,4.6,10.4,15.2,6.4,0.0,0.51,14.0,29.0,0.07,0.02,2.0,22.0,0.14,0.04,0.1,0.19,1.7,3.9,4.2,3.3,10.0,4.0,3.5,0.2,0.5,3.3,0.76,2.6,0.102458416488954
16.4,1.0,5.8,20.0,9.2,43.6,0.0,0.5,14.0,25.0,0.07,0.05,2.0,35.0,0.175,0.02,0.1,0.42,0.9,2.6,5.0,2.6,13.0,23.0,2.8,3.7,4.0,2.2,0.47,1.4,0.101857303670602
47.6,5.8,2.2,5.6,14.0,48.4,0.0,0.5,14.0,35.0,0.175,0.08,2.0,24.0,0.07,0.07,0.1,0.17,1.1,2.0,4.9,1.2,14.0,16.0,3.2,3.5,4.3,2.2,0.94,1.1,0.102434555797157
23.6,3.4,4.6,5.6,20.0,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,19.0,0.175,0.02,0.1,0.35,1.3,1.2,4.0,3.8,11.0,19.0,4.8,1.4,3.9,4.3,0.6,2.9,0.10183322765207
9.2,9.4,11.8,4.4,16.4,16.0,0.0,0.5,14.0,31.0,0.175,0.06,2.0,14.0,0.035,0.01,0.1,0.25,1.9,3.2,3.8,2.5,27.0,17.0,0.6,2.0,5.0,4.0,0.34,2.0,0.101948817147821
17.6,5.8,5.8,17.6,9.2,37.6,0.0,0.5,14.0,33.0,0.07,0.07,2.0,15.0,0.105,0.02,0.1,0.14,1.1,2.0,3.0,2.9,20.0,0.0,4.4,0.2,3.8,0.7,0.59,2.8,0.102816817265247
12.8,10.6,8.2,15.2,17.6,7.6,0.0,0.5,14.0,33.0,0.105,0.06,2.0,16.0,0.105,0.04,0.1,0.14,1.7,3.8,3.4,5.0,14.0,4.0,0.3,2.7,3.5,4.6,0.14,3.0,0.101684577553677
11.6,11.8,9.4,22.4,3.2,34.0,0.0,0.5,14.0,13.0,0.175,0.1,2.0,27.0,0.14,0.02,0.1,0.45,0.3,0.7,1.6,4.8,22.0,21.0,4.5,4.4,4.2,4.1,0.16,1.5,0.114657211867927
14.0,1.0,7.0,8.0,5.6,25.6,0.0,0.51,14.0,8.0,0.035,0.03,2.0,19.0,0.07,0.05,0.1,0.38,0.6,0.9,2.9,2.9,8.0,3.0,0.6,0.4,2.1,3.6,0.27,2.1,0.101409206971484
9.2,11.8,11.8,9.2,18.8,4.0,0.0,0.51,14.0,27.0,0.07,0.01,2.0,28.0,0.175,0.07,0.1,0.34,2.0,3.4,4.0,3.5,12.0,21.0,3.2,1.5,2.6,5.0,1.46,3.0,0.101267563878853
51.2,1.0,1.0,6.8,14.0,34.0,0.0,0.51,14.0,29.0,0.105,0.04,2.0,33.0,0.175,0.07,0.1,0.37,1.5,3.0,5.0,5.0,24.0,23.0,0.3,3.0,1.7,4.9,1.11,3.7,0.101222392940559
46.4,2.2,2.2,24.8,21.2,40.0,0.0,0.51,14.0,13.0,0.105,0.09,2.0,30.0,0.175,0.08,0.1,0.34,2.6,1.6,4.9,2.1,12.0,22.0,1.5,3.0,2.4,2.1,0.7,1.8,0.101068962892871
22.4,8.2,4.6,24.8,10.4,28.0,0.0,0.5,14.0,29.0,0.105,0.01,2.0,22.0,0.175,0.03,0.1,0.44,0.9,3.3,3.5,3.6,8.0,6.0,3.9,3.6,4.9,3.5,0.28,1.1,0.100792661950921
10.4,9.4,10.6,20.0,8.0,35.2,0.0,0.5,14.0,26.0,0.14,0.09,2.0,10.0,0.07,0.05,0.1,0.33,1.0,2.0,2.4,4.4,2.0,0.0,3.7,0.4,4.3,4.3,0.18,1.8,0.0967426907541391
12.8,5.8,8.2,6.8,17.6,23.2,0.0,0.5,14.0,25.0,0.105,0.02,2.0,23.0,0.105,0.03,0.1,0.24,1.2,2.5,5.0,3.5,2.0,7.0,3.8,2.1,0.9,5.0,1.04,3.4,0.100901825511493
12.8,5.8,8.2,9.2,15.2,35.2,0.0,0.5,14.0,26.0,0.175,0.1,2.0,6.0,0.14,0.07,0.1,0.32,1.9,1.6,3.5,3.1,25.0,8.0,1.4,0.9,2.1,0.6,0.48,1.8,0.102101595087102
11.6,2.2,8.2,21.2,24.8,44.8,0.0,0.51,14.0,26.0,0.105,0.07,2.0,28.0,0.175,0.08,0.1,0.29,1.2,0.9,5.0,3.5,11.0,18.0,3.4,1.1,4.7,4.9,0.1,3.4,0.100715381438778
17.6,7.0,7.0,2.0,3.2,25.6,0.0,0.51,14.0,35.0,0.14,0.07,2.0,12.0,0.07,0.07,0.1,0.37,0.4,0.5,1.5,5.0,25.0,24.0,0.8,1.3,2.8,0.7,0.17,1.1,0.0999346313325262
23.6,10.6,4.6,5.6,5.6,49.6,0.0,0.5,14.0,32.0,0.07,0.02,2.0,30.0,0.14,0.05,0.1,0.41,0.5,4.4,2.5,1.5,6.0,3.0,1.3,4.4,1.3,1.0,0.16,1.2,0.100254915285485
12.8,8.2,8.2,15.2,12.8,25.6,0.0,0.51,14.0,24.0,0.07,0.03,2.0,35.0,0.175,0.09,0.1,0.21,1.6,2.5,2.6,5.0,16.0,3.0,1.5,2.9,0.4,2.2,0.94,1.8,0.100466847923863
30.8,11.8,3.4,23.6,11.6,32.8,0.0,0.51,14.0,33.0,0.14,0.05,2.0,19.0,0.14,0.06,0.1,0.44,0.7,1.5,4.4,5.0,3.0,24.0,1.0,1.1,3.1,4.5,0.13,1.9,0.100876404450724
12.8,11.8,8.2,17.6,10.4,13.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,31.0,0.035,0.03,0.1,0.09,1.2,4.0,3.5,4.5,16.0,16.0,1.3,1.3,0.5,4.3,0.31,3.2,0.0994248786437273
12.8,11.8,8.2,17.6,10.4,13.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,31.0,0.035,0.03,0.1,0.09,1.2,4.0,3.5,4.5,16.0,16.0,1.3,1.3,0.5,4.3,0.31,3.2,0.0994248786437273
12.8,11.8,8.2,17.6,10.4,13.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,31.0,0.035,0.03,0.1,0.09,1.2,4.0,3.5,4.5,16.0,16.0,1.3,1.3,0.5,4.3,0.31,3.2,0.0994248786437273
29.6,2.2,3.4,17.6,6.8,38.8,0.0,0.5,14.0,11.0,0.07,0.07,2.0,6.0,0.105,0.09,0.1,0.29,0.8,0.6,3.0,2.8,5.0,22.0,4.3,0.7,0.4,3.8,0.22,1.6,0.1054145092552
23.6,10.6,4.6,23.6,17.6,6.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.07,0.04,0.1,0.07,1.9,2.0,4.1,4.3,4.0,18.0,2.5,2.1,3.1,2.9,1.46,1.5,0.100235248018536
23.6,10.6,4.6,23.6,17.6,6.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.07,0.04,0.1,0.07,1.9,2.0,4.1,4.3,4.0,18.0,2.5,2.1,3.1,2.9,1.46,1.5,0.100235248018536
23.6,10.6,4.6,23.6,17.6,6.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.07,0.04,0.1,0.07,1.9,2.0,4.1,4.3,4.0,18.0,2.5,2.1,3.1,2.9,1.46,1.5,0.100235248018536
8.0,2.2,11.8,18.8,18.8,48.4,0.0,0.51,14.0,28.0,0.175,0.04,2.0,6.0,0.105,0.05,0.1,0.19,0.9,1.7,4.5,4.2,7.0,20.0,3.9,2.0,1.9,2.5,0.52,1.4,0.100419802175763
30.8,7.0,3.4,18.8,26.0,52.0,0.0,0.5,14.0,26.0,0.175,0.02,2.0,32.0,0.105,0.06,0.1,0.4,2.9,3.2,4.4,4.4,30.0,8.0,0.5,3.6,2.6,0.2,1.78,3.7,0.100494196074861
47.6,8.2,2.2,16.4,21.2,30.4,0.0,0.51,14.0,30.0,0.07,0.02,2.0,9.0,0.175,0.03,0.1,0.43,2.0,1.6,3.7,3.6,17.0,7.0,0.8,3.2,2.5,3.1,0.14,2.7,0.100139896307381
12.8,11.8,8.2,6.8,14.0,40.0,0.0,0.51,14.0,16.0,0.14,0.05,2.0,16.0,0.14,0.06,0.1,0.15,0.9,1.2,3.9,4.1,19.0,24.0,4.3,4.7,0.1,0.1,0.43,2.2,0.0999089513690819
30.8,13.0,3.4,20.0,24.8,43.6,0.0,0.5,14.0,15.0,0.105,0.1,2.0,28.0,0.07,0.01,0.1,0.35,1.6,1.8,4.7,4.5,17.0,27.0,4.1,2.1,2.5,2.8,0.6,3.5,0.0999277624984214
9.2,13.0,11.8,11.6,6.8,44.8,0.0,0.51,14.0,28.0,0.14,0.03,2.0,24.0,0.07,0.03,0.1,0.39,0.6,2.7,3.5,2.8,20.0,30.0,4.7,3.3,1.7,3.8,0.18,1.1,0.0978901143295501
47.6,10.6,2.2,23.6,21.2,36.4,0.0,0.5,14.0,29.0,0.105,0.01,2.0,13.0,0.175,0.02,0.1,0.38,2.5,2.5,4.1,3.9,0.0,12.0,2.6,3.7,3.8,3.8,0.99,3.1,0.0996748276741398
20.0,4.6,5.8,2.0,3.2,37.6,0.0,0.5,14.0,29.0,0.14,0.08,2.0,16.0,0.035,0.03,0.1,0.11,0.2,3.7,1.8,2.9,20.0,29.0,3.1,1.6,4.9,3.8,0.14,1.2,0.105429381207696
20.0,4.6,5.8,2.0,3.2,37.6,0.0,0.5,14.0,29.0,0.14,0.08,2.0,16.0,0.035,0.03,0.1,0.11,0.2,3.7,1.8,2.9,20.0,29.0,3.1,1.6,4.9,3.8,0.14,1.2,0.105429381207696
20.0,4.6,5.8,2.0,3.2,37.6,0.0,0.5,14.0,29.0,0.14,0.08,2.0,16.0,0.035,0.03,0.1,0.11,0.2,3.7,1.8,2.9,20.0,29.0,3.1,1.6,4.9,3.8,0.14,1.2,0.105429381207696
30.8,3.4,3.4,11.6,12.8,38.8,0.0,0.5,14.0,35.0,0.105,0.1,2.0,16.0,0.175,0.04,0.1,0.38,1.2,4.1,4.2,4.3,4.0,20.0,2.2,3.5,0.5,4.9,0.21,2.1,0.099366575439047
18.8,5.8,5.8,18.8,17.6,20.8,0.0,0.5,14.0,24.0,0.105,0.06,2.0,7.0,0.14,0.1,0.1,0.19,1.8,2.1,4.6,3.5,6.0,6.0,1.3,2.6,2.3,4.2,1.0,3.1,0.0993273280359147
10.4,10.6,10.6,21.2,10.4,4.0,0.0,0.51,14.0,27.0,0.07,0.06,2.0,17.0,0.07,0.06,0.1,0.2,1.3,2.9,3.8,3.2,14.0,17.0,2.9,2.1,2.2,4.7,0.18,2.2,0.0991056860162934
11.6,3.4,9.4,2.0,6.8,44.8,0.0,0.5,14.0,15.0,0.14,0.03,2.0,30.0,0.14,0.07,0.1,0.48,0.8,0.4,3.5,4.2,27.0,22.0,0.2,2.4,1.5,1.8,0.22,1.5,0.103459539177801
8.0,3.4,13.0,8.0,22.4,10.0,0.0,0.5,14.0,17.0,0.175,0.04,2.0,9.0,0.14,0.04,0.1,0.49,2.1,0.9,4.4,4.7,25.0,29.0,0.4,3.5,2.5,4.2,0.68,3.6,0.0995288802408842
8.0,9.4,13.0,24.8,12.8,32.8,0.0,0.51,14.0,30.0,0.175,0.09,2.0,7.0,0.175,0.04,0.1,0.2,1.1,1.2,4.2,4.6,17.0,26.0,3.8,4.9,0.7,0.6,0.55,1.4,0.0997758768632402
18.8,9.4,5.8,11.6,8.0,24.4,0.0,0.51,14.0,18.0,0.07,0.07,2.0,5.0,0.175,0.06,0.1,0.36,0.8,1.6,1.7,3.2,21.0,12.0,3.9,4.5,4.8,2.9,0.46,1.2,0.0988690367727103
17.6,5.8,5.8,18.8,17.6,53.2,0.0,0.5,14.0,33.0,0.14,0.05,2.0,30.0,0.14,0.06,0.1,0.17,1.5,1.1,4.3,3.1,22.0,13.0,4.1,2.7,0.4,3.7,0.59,2.1,0.0987679513519595
24.8,8.2,4.6,11.6,9.2,41.2,0.0,0.51,14.0,30.0,0.105,0.02,2.0,4.0,0.175,0.09,0.1,0.22,0.7,1.4,4.2,1.9,24.0,18.0,5.0,4.0,1.1,1.2,0.5,1.7,0.0982053781688745
50.0,8.2,2.2,12.8,8.0,30.4,0.0,0.51,14.0,22.0,0.14,0.06,2.0,20.0,0.14,0.01,0.1,0.34,0.9,1.1,3.2,3.1,1.0,24.0,1.2,2.3,1.6,2.0,0.29,2.8,0.095390282272106
50.0,8.2,2.2,12.8,8.0,30.4,0.0,0.51,14.0,22.0,0.14,0.06,2.0,20.0,0.14,0.01,0.1,0.34,0.9,1.1,3.2,3.1,1.0,24.0,1.2,2.3,1.6,2.0,0.29,2.8,0.095390282272106
50.0,8.2,2.2,12.8,8.0,30.4,0.0,0.51,14.0,22.0,0.14,0.06,2.0,20.0,0.14,0.01,0.1,0.34,0.9,1.1,3.2,3.1,1.0,24.0,1.2,2.3,1.6,2.0,0.29,2.8,0.095390282272106
23.6,9.4,4.6,8.0,24.8,37.6,0.0,0.5,14.0,23.0,0.14,0.06,2.0,10.0,0.035,0.02,0.1,0.29,2.7,0.9,4.7,4.5,1.0,19.0,2.5,0.2,0.3,0.4,0.42,4.1,0.0985579466335418
9.2,11.8,11.8,8.0,21.2,38.8,0.0,0.51,14.0,27.0,0.105,0.06,2.0,31.0,0.105,0.02,0.1,0.49,1.9,2.0,4.7,4.9,14.0,13.0,2.5,0.5,0.4,1.0,0.37,3.4,0.0981376620982276
14.0,11.8,8.2,14.0,5.6,6.4,0.0,0.5,14.0,34.0,0.175,0.04,2.0,33.0,0.07,0.07,0.1,0.27,0.5,1.6,3.5,3.9,21.0,20.0,2.1,1.7,1.1,2.7,0.16,1.2,0.0955698586660731
17.6,2.2,5.8,21.2,9.2,44.8,0.0,0.51,14.0,28.0,0.14,0.04,2.0,14.0,0.105,0.05,0.1,0.39,0.9,3.0,3.9,4.9,26.0,2.0,5.0,4.5,2.2,4.1,0.5,3.2,0.0998357016808847
11.6,9.4,13.0,20.0,6.8,32.8,0.0,0.51,14.0,21.0,0.035,0.02,2.0,23.0,0.105,0.07,0.1,0.49,0.9,0.5,2.2,1.7,17.0,9.0,1.8,3.1,2.8,1.6,0.14,1.0,0.0993145720496472
15.2,11.8,7.0,9.2,8.0,14.8,0.0,0.51,14.0,33.0,0.07,0.02,2.0,35.0,0.07,0.06,0.1,0.15,0.7,0.8,2.7,1.9,26.0,25.0,0.3,2.0,3.6,4.6,0.54,1.6,0.0974223866087968
14.0,4.6,8.2,5.6,23.6,22.0,0.0,0.51,14.0,18.0,0.175,0.1,2.0,13.0,0.07,0.07,0.1,0.16,2.8,1.7,4.6,3.1,29.0,30.0,2.6,0.7,3.9,1.8,1.41,2.9,0.0982280402976644
8.0,3.4,13.0,14.0,20.0,8.8,0.0,0.51,14.0,16.0,0.175,0.03,2.0,11.0,0.105,0.03,0.1,0.26,2.4,0.8,4.2,3.9,14.0,24.0,3.9,1.1,3.1,1.4,0.7,2.8,0.098033891394208
12.8,3.4,8.2,17.6,23.6,20.8,0.0,0.51,14.0,23.0,0.14,0.04,2.0,10.0,0.105,0.06,0.1,0.3,1.5,2.8,4.9,4.7,25.0,18.0,0.3,0.6,1.0,1.0,0.26,2.3,0.097933622370617
10.4,9.4,10.6,9.2,20.0,32.8,0.0,0.51,14.0,34.0,0.175,0.03,2.0,32.0,0.14,0.08,0.1,0.29,1.0,3.6,3.5,4.4,16.0,10.0,2.5,3.5,4.4,1.1,0.42,3.3,0.0973495764457533
23.6,2.2,4.6,6.8,14.0,23.2,0.0,0.5,14.0,32.0,0.07,0.03,2.0,16.0,0.14,0.06,0.1,0.34,1.6,2.3,4.1,2.2,4.0,0.0,0.7,3.5,2.9,1.4,0.85,1.2,0.0981059550851252
30.8,10.6,3.4,16.4,15.2,18.4,0.0,0.5,14.0,12.0,0.105,0.07,2.0,22.0,0.14,0.08,0.1,0.36,1.0,1.2,4.7,4.4,13.0,24.0,1.9,2.2,2.1,0.9,0.96,2.1,0.0981016850070561
47.6,2.2,2.2,8.0,4.4,14.8,0.0,0.51,14.0,31.0,0.105,0.04,2.0,25.0,0.105,0.04,0.1,0.19,0.3,3.8,2.1,2.7,4.0,10.0,5.0,3.1,1.2,2.7,0.27,1.2,0.0966437213560457
9.2,9.4,11.8,11.6,16.4,29.2,0.0,0.51,14.0,10.0,0.175,0.06,2.0,11.0,0.035,0.01,0.1,0.19,2.2,0.6,4.1,4.2,1.0,13.0,1.2,3.0,0.7,2.3,0.47,2.1,0.0988475123831866
29.6,2.2,3.4,22.4,18.8,34.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,26.0,0.175,0.07,0.1,0.47,1.9,1.2,4.5,4.0,27.0,25.0,0.8,0.8,4.6,3.8,1.16,1.9,0.0976901624196641
9.2,10.6,11.8,23.6,12.8,34.0,0.0,0.51,14.0,27.0,0.07,0.05,2.0,7.0,0.105,0.02,0.1,0.29,1.4,1.5,4.2,3.9,26.0,9.0,1.8,4.3,3.1,3.6,1.08,1.7,0.0957906022911519
10.4,4.6,10.6,3.2,11.6,28.0,0.0,0.51,14.0,19.0,0.105,0.01,2.0,26.0,0.175,0.02,0.1,0.23,1.1,1.7,2.9,3.2,19.0,20.0,2.1,0.5,0.6,3.5,0.74,2.0,0.0954376508285639
32.0,10.6,3.4,8.0,8.0,13.6,0.0,0.51,14.0,29.0,0.105,0.08,2.0,21.0,0.105,0.03,0.1,0.43,0.7,3.2,3.3,4.1,0.0,22.0,1.9,4.6,4.2,4.7,0.43,1.3,0.0964698357990386
10.4,5.8,10.6,8.0,23.6,31.6,0.0,0.5,14.0,31.0,0.105,0.02,2.0,14.0,0.14,0.05,0.1,0.49,2.9,1.3,5.0,3.5,23.0,15.0,1.7,1.9,3.7,2.1,0.26,2.2,0.0975604849084023
24.8,8.2,4.6,6.8,9.2,26.8,0.0,0.5,14.0,25.0,0.175,0.1,2.0,27.0,0.105,0.1,0.1,0.15,1.1,3.1,2.5,3.8,27.0,9.0,1.4,2.7,1.5,2.4,0.16,1.7,0.105874601772804
48.8,4.6,2.2,3.2,5.6,10.0,0.0,0.51,14.0,20.0,0.07,0.05,2.0,9.0,0.035,0.01,0.1,0.04,0.7,2.4,2.0,3.5,16.0,15.0,4.4,0.6,1.2,2.0,0.19,1.1,0.0972145174716912
23.6,5.8,4.6,23.6,5.6,24.4,0.0,0.51,14.0,33.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.42,0.6,0.7,2.7,3.1,26.0,28.0,2.1,3.7,3.0,0.2,0.46,2.6,0.0954674230166179
11.6,10.6,9.4,10.4,23.6,18.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,12.0,0.07,0.01,0.1,0.44,1.0,1.5,4.7,3.9,26.0,2.0,0.4,4.2,1.2,4.8,0.41,2.6,0.0961487251399143
11.6,10.6,9.4,10.4,23.6,18.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,12.0,0.07,0.01,0.1,0.44,1.0,1.5,4.7,3.9,26.0,2.0,0.4,4.2,1.2,4.8,0.41,2.6,0.0961487251399143
11.6,10.6,9.4,10.4,23.6,18.4,0.0,0.5,14.0,30.0,0.105,0.03,2.0,12.0,0.07,0.01,0.1,0.44,1.0,1.5,4.7,3.9,26.0,2.0,0.4,4.2,1.2,4.8,0.41,2.6,0.0961487251399143
14.0,10.6,8.2,14.0,17.6,34.0,0.0,0.51,14.0,14.0,0.105,0.03,2.0,22.0,0.07,0.07,0.1,0.39,2.0,1.7,4.3,1.5,29.0,10.0,4.5,4.6,1.0,3.8,0.38,1.3,0.0956701891672652
23.6,13.0,4.6,23.6,3.2,38.8,0.0,0.51,14.0,28.0,0.14,0.08,2.0,31.0,0.07,0.06,0.1,0.1,0.3,0.8,1.3,4.1,15.0,25.0,3.7,4.3,4.4,3.1,0.13,1.0,0.101658679288443
10.4,11.8,10.6,9.2,22.4,40.0,0.0,0.51,14.0,31.0,0.175,0.02,2.0,33.0,0.07,0.01,0.1,0.15,1.6,1.0,4.7,4.7,6.0,11.0,0.9,3.6,1.4,3.9,0.48,2.6,0.0963366081720626
18.8,4.6,5.8,11.6,24.8,35.2,0.0,0.5,14.0,33.0,0.175,0.03,2.0,34.0,0.07,0.02,0.1,0.44,2.0,4.2,4.7,3.6,8.0,6.0,0.8,2.8,2.4,3.2,0.96,3.5,0.096186368939799
32.0,9.4,3.4,10.4,20.0,22.0,0.0,0.5,14.0,28.0,0.175,0.1,2.0,15.0,0.035,0.03,0.1,0.32,1.6,3.8,4.2,4.3,23.0,3.0,4.5,4.1,2.4,0.8,0.25,2.9,0.0962120354201128
9.2,10.6,11.8,24.8,12.8,12.4,0.0,0.5,14.0,9.0,0.175,0.05,2.0,19.0,0.14,0.05,0.1,0.36,1.5,0.6,4.8,5.0,25.0,21.0,5.0,3.2,4.0,3.7,0.24,1.7,0.0962989367789301
23.6,7.0,4.6,22.4,23.6,44.8,0.0,0.51,14.0,15.0,0.07,0.06,2.0,14.0,0.105,0.04,0.1,0.27,1.0,0.8,5.0,3.5,12.0,20.0,3.6,0.9,2.1,2.1,0.15,2.7,0.0948470961959206
12.8,13.0,8.2,10.4,15.2,43.6,0.0,0.5,14.0,23.0,0.175,0.1,2.0,14.0,0.175,0.07,0.1,0.47,1.3,1.4,5.0,3.6,2.0,17.0,2.4,1.1,4.0,0.2,0.86,3.0,0.104815272725389
10.4,9.4,10.6,16.4,11.6,31.6,0.0,0.5,14.0,25.0,0.14,0.03,2.0,23.0,0.105,0.04,0.1,0.49,1.2,1.3,4.3,2.3,20.0,5.0,3.8,2.3,1.6,4.5,0.18,1.5,0.0936019617558078
23.6,3.4,4.6,23.6,20.0,26.8,0.0,0.51,14.0,22.0,0.175,0.06,2.0,15.0,0.105,0.1,0.1,0.41,1.7,2.2,4.4,3.3,23.0,11.0,3.0,2.6,2.7,3.2,0.52,1.7,0.0953527803242595
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.0951455769124354
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.0951455769124354
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.0951455769124354
51.2,7.0,2.2,26.0,4.4,34.0,0.0,0.5,14.0,32.0,0.035,0.01,2.0,28.0,0.175,0.04,0.1,0.19,0.4,3.0,2.1,3.4,13.0,10.0,0.3,1.9,3.2,3.3,0.39,1.3,0.0942300273384453
10.4,11.8,10.6,6.8,9.2,31.6,0.0,0.51,14.0,18.0,0.14,0.04,2.0,34.0,0.07,0.05,0.1,0.47,0.7,0.8,3.7,3.8,21.0,25.0,3.0,3.6,3.8,0.6,0.11,1.9,0.100262699086023
22.4,1.0,4.6,16.4,11.6,41.2,0.0,0.51,14.0,35.0,0.07,0.06,2.0,29.0,0.175,0.02,0.1,0.19,0.7,1.8,2.7,3.8,29.0,0.0,3.3,3.9,3.9,0.1,0.14,2.3,0.0947860921112612
50.0,7.0,2.2,16.4,26.0,23.2,0.0,0.51,14.0,34.0,0.07,0.02,2.0,35.0,0.07,0.05,0.1,0.1,3.3,3.2,4.6,4.6,27.0,24.0,3.2,0.4,1.6,3.0,0.32,4.4,0.0952315213633524
48.8,4.6,2.2,9.2,10.4,36.4,0.0,0.5,14.0,31.0,0.105,0.01,2.0,24.0,0.105,0.06,0.1,0.42,0.8,2.9,4.7,4.1,24.0,12.0,0.1,3.0,3.7,0.1,0.71,3.8,0.0957423338943933
10.4,9.4,10.6,9.2,8.0,17.2,0.0,0.5,14.0,34.0,0.07,0.01,2.0,29.0,0.14,0.01,0.1,0.46,0.6,3.2,4.1,3.2,6.0,10.0,1.7,2.8,2.2,0.3,0.24,1.6,0.0961652722229669
10.4,2.2,10.6,9.2,22.4,37.6,0.0,0.5,14.0,35.0,0.105,0.06,2.0,30.0,0.175,0.08,0.1,0.36,2.2,2.8,3.8,4.6,24.0,3.0,3.4,4.8,4.2,4.0,1.17,3.5,0.0949657582584408
10.4,10.6,10.6,8.0,6.8,49.6,0.0,0.5,14.0,23.0,0.105,0.09,2.0,5.0,0.14,0.09,0.1,0.35,0.8,0.6,2.8,2.1,18.0,1.0,3.8,0.4,0.9,0.2,0.34,1.9,0.0962057006612077
33.2,3.4,3.4,20.0,14.0,20.8,0.0,0.5,14.0,27.0,0.14,0.08,2.0,21.0,0.105,0.07,0.1,0.37,1.2,2.3,4.1,3.1,1.0,15.0,2.5,0.4,0.1,0.5,0.43,1.8,0.0949133352658533
9.2,11.8,11.8,8.0,11.6,13.6,0.0,0.5,14.0,16.0,0.175,0.06,2.0,30.0,0.105,0.04,0.1,0.41,1.2,1.1,4.5,3.5,1.0,2.0,1.6,3.1,0.1,1.3,0.94,2.9,0.0935785818156182
24.8,1.0,4.6,2.0,3.2,12.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,27.0,0.035,0.02,0.1,0.41,0.4,2.2,1.3,4.5,24.0,12.0,0.2,1.2,2.9,3.3,0.17,1.1,0.0930792031862031
20.0,4.6,5.8,18.8,16.4,30.4,0.0,0.5,14.0,28.0,0.175,0.04,2.0,33.0,0.105,0.05,0.1,0.08,1.4,3.0,3.3,3.1,11.0,4.0,3.7,4.0,4.6,4.0,1.22,2.6,0.0949142668482084
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.0944715279236104
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.0944715279236104
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.0944715279236104
18.8,2.2,5.8,23.6,21.2,6.4,0.0,0.5,14.0,7.0,0.07,0.01,2.0,33.0,0.14,0.09,0.1,0.48,2.1,0.6,4.5,4.2,0.0,28.0,4.1,1.8,3.3,2.6,0.28,3.6,0.0942707979758478
