w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_right
10.4,9.4,10.6,16.4,11.6,31.6,0.0,0.5,14.0,25.0,0.14,0.03,2.0,23.0,0.105,0.04,0.1,0.49,1.2,1.3,4.3,2.3,20.0,5.0,3.8,2.3,1.6,4.5,0.18,1.5,0.107100144114809
23.6,3.4,4.6,23.6,20.0,26.8,0.0,0.51,14.0,22.0,0.175,0.06,2.0,15.0,0.105,0.1,0.1,0.41,1.7,2.2,4.4,3.3,23.0,11.0,3.0,2.6,2.7,3.2,0.52,1.7,0.120593706504203
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.0875763886295809
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.0875763886295809
9.2,13.0,11.8,20.0,18.8,37.6,0.0,0.5,14.0,19.0,0.175,0.1,2.0,25.0,0.105,0.08,0.1,0.41,1.0,0.4,4.9,4.3,6.0,20.0,2.8,2.2,3.2,0.9,0.33,2.0,0.0875763886295809
51.2,7.0,2.2,26.0,4.4,34.0,0.0,0.5,14.0,32.0,0.035,0.01,2.0,28.0,0.175,0.04,0.1,0.19,0.4,3.0,2.1,3.4,13.0,10.0,0.3,1.9,3.2,3.3,0.39,1.3,0.028491509593395
10.4,11.8,10.6,6.8,9.2,31.6,0.0,0.51,14.0,18.0,0.14,0.04,2.0,34.0,0.07,0.05,0.1,0.47,0.7,0.8,3.7,3.8,21.0,25.0,3.0,3.6,3.8,0.6,0.11,1.9,0.0939105644293349
50.0,7.0,2.2,16.4,26.0,23.2,0.0,0.51,14.0,34.0,0.07,0.02,2.0,35.0,0.07,0.05,0.1,0.1,3.3,3.2,4.6,4.6,27.0,24.0,3.2,0.4,1.6,3.0,0.32,4.4,0.0294630080931257
48.8,4.6,2.2,9.2,10.4,36.4,0.0,0.5,14.0,31.0,0.105,0.01,2.0,24.0,0.105,0.06,0.1,0.42,0.8,2.9,4.7,4.1,24.0,12.0,0.1,3.0,3.7,0.1,0.71,3.8,0.0453408361936657
10.4,9.4,10.6,9.2,8.0,17.2,0.0,0.5,14.0,34.0,0.07,0.01,2.0,29.0,0.14,0.01,0.1,0.46,0.6,3.2,4.1,3.2,6.0,10.0,1.7,2.8,2.2,0.3,0.24,1.6,0.109184580204482
10.4,10.6,10.6,8.0,6.8,49.6,0.0,0.5,14.0,23.0,0.105,0.09,2.0,5.0,0.14,0.09,0.1,0.35,0.8,0.6,2.8,2.1,18.0,1.0,3.8,0.4,0.9,0.2,0.34,1.9,0.0919343089701596
33.2,3.4,3.4,20.0,14.0,20.8,0.0,0.5,14.0,27.0,0.14,0.08,2.0,21.0,0.105,0.07,0.1,0.37,1.2,2.3,4.1,3.1,1.0,15.0,2.5,0.4,0.1,0.5,0.43,1.8,0.0917919096046555
9.2,11.8,11.8,8.0,11.6,13.6,0.0,0.5,14.0,16.0,0.175,0.06,2.0,30.0,0.105,0.04,0.1,0.41,1.2,1.1,4.5,3.5,1.0,2.0,1.6,3.1,0.1,1.3,0.94,2.9,0.0976185439761369
20.0,4.6,5.8,18.8,16.4,30.4,0.0,0.5,14.0,28.0,0.175,0.04,2.0,33.0,0.105,0.05,0.1,0.08,1.4,3.0,3.3,3.1,11.0,4.0,3.7,4.0,4.6,4.0,1.22,2.6,0.117740962184096
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.266053607425693
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.266053607425693
15.2,2.2,7.0,18.8,23.6,48.4,0.0,0.51,14.0,13.0,0.175,0.05,2.0,21.0,0.07,0.06,0.1,0.46,2.3,1.1,4.3,4.3,18.0,28.0,4.5,1.5,2.9,4.4,0.83,3.2,0.266053607425693
18.8,2.2,5.8,23.6,21.2,6.4,0.0,0.5,14.0,7.0,0.07,0.01,2.0,33.0,0.14,0.09,0.1,0.48,2.1,0.6,4.5,4.2,0.0,28.0,4.1,1.8,3.3,2.6,0.28,3.6,0.217619006770483
11.6,10.6,9.4,17.6,18.8,41.2,0.0,0.51,14.0,16.0,0.175,0.08,2.0,13.0,0.14,0.05,0.1,0.2,1.0,1.5,4.4,2.3,26.0,14.0,1.7,3.9,3.1,4.7,0.8,1.7,0.0867477759939215
50.0,1.0,2.2,10.4,12.8,4.0,0.0,0.51,14.0,26.0,0.175,0.1,2.0,24.0,0.105,0.05,0.1,0.26,1.2,2.0,3.6,4.8,19.0,9.0,3.4,1.9,0.9,2.7,0.47,2.4,0.165981933869159
16.4,13.0,7.0,6.8,4.4,20.8,0.0,0.5,14.0,33.0,0.035,0.01,2.0,5.0,0.105,0.01,0.1,0.19,0.4,2.6,3.0,3.2,27.0,1.0,4.2,2.6,4.6,2.8,0.21,1.0,0.051266383590496
51.2,9.4,2.2,10.4,16.4,12.4,0.0,0.51,14.0,24.0,0.07,0.05,2.0,34.0,0.07,0.01,0.1,0.49,1.6,1.6,4.5,4.2,30.0,20.0,0.5,4.8,4.9,1.2,0.77,3.6,0.0225593754185239
20.0,13.0,5.8,15.2,10.4,16.0,0.0,0.51,14.0,28.0,0.105,0.1,2.0,21.0,0.175,0.07,0.1,0.26,0.4,1.7,2.4,2.4,27.0,14.0,1.6,3.4,1.4,1.3,0.39,1.4,0.0458518551145314
10.4,4.6,10.6,5.6,22.4,13.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,10.0,0.105,0.02,0.1,0.49,1.3,1.5,4.9,4.4,18.0,15.0,0.6,3.4,3.7,3.0,0.49,2.5,0.211524477562826
10.4,4.6,10.6,5.6,22.4,13.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,10.0,0.105,0.02,0.1,0.49,1.3,1.5,4.9,4.4,18.0,15.0,0.6,3.4,3.7,3.0,0.49,2.5,0.211524477562826
10.4,4.6,10.6,5.6,22.4,13.6,0.0,0.51,14.0,26.0,0.07,0.03,2.0,10.0,0.105,0.02,0.1,0.49,1.3,1.5,4.9,4.4,18.0,15.0,0.6,3.4,3.7,3.0,0.49,2.5,0.211524477562826
51.2,2.2,2.2,3.2,17.6,34.0,0.0,0.5,14.0,26.0,0.105,0.07,2.0,22.0,0.175,0.08,0.1,0.32,1.9,0.9,4.6,3.5,23.0,28.0,3.1,1.2,3.7,1.7,0.84,2.1,0.0852615505352973
23.6,11.8,4.6,24.8,18.8,12.4,0.0,0.5,14.0,24.0,0.175,0.05,2.0,7.0,0.105,0.1,0.1,0.28,1.3,1.5,4.6,1.4,21.0,23.0,1.1,3.4,1.1,2.0,0.79,1.2,0.0370387610590874
33.2,2.2,3.4,20.0,9.2,30.4,0.0,0.5,14.0,13.0,0.14,0.05,2.0,32.0,0.14,0.06,0.1,0.36,0.8,0.4,3.1,2.4,12.0,19.0,3.0,2.7,2.5,4.7,0.35,1.5,0.137748727249254
50.0,11.8,2.2,26.0,17.6,48.4,0.0,0.51,14.0,33.0,0.105,0.08,2.0,27.0,0.105,0.02,0.1,0.37,1.7,0.8,4.9,2.7,18.0,4.0,0.7,0.3,3.6,2.1,0.41,2.2,0.017412577508868
24.8,4.6,4.6,5.6,9.2,47.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,27.0,0.035,0.03,0.1,0.33,1.1,1.6,4.5,4.9,8.0,24.0,4.5,5.0,4.2,5.0,0.59,1.5,0.0995804311937334
24.8,4.6,4.6,5.6,9.2,47.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,27.0,0.035,0.03,0.1,0.33,1.1,1.6,4.5,4.9,8.0,24.0,4.5,5.0,4.2,5.0,0.59,1.5,0.0995804311937334
24.8,4.6,4.6,5.6,9.2,47.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,27.0,0.035,0.03,0.1,0.33,1.1,1.6,4.5,4.9,8.0,24.0,4.5,5.0,4.2,5.0,0.59,1.5,0.0995804311937334
33.2,8.2,3.4,6.8,8.0,28.0,0.0,0.5,14.0,21.0,0.14,0.04,2.0,9.0,0.14,0.01,0.1,0.43,1.0,2.8,4.8,3.4,15.0,22.0,3.3,0.1,2.3,4.2,0.29,2.1,0.0395285780031162
16.4,10.6,7.0,20.0,17.6,18.4,0.0,0.5,14.0,11.0,0.175,0.07,2.0,26.0,0.175,0.07,0.1,0.25,0.9,1.3,3.9,3.3,10.0,5.0,2.3,4.0,0.8,0.3,0.45,2.0,0.0636902721083431
51.2,11.8,2.2,9.2,16.4,46.0,0.0,0.5,14.0,29.0,0.105,0.08,2.0,20.0,0.07,0.03,0.1,0.39,2.0,2.0,4.9,4.7,10.0,20.0,0.6,0.1,4.3,2.8,0.1,4.4,0.0177125526631128
34.4,3.4,3.4,5.6,17.6,10.0,0.0,0.5,14.0,30.0,0.07,0.03,2.0,27.0,0.14,0.07,0.1,0.38,1.3,1.5,4.6,3.8,20.0,13.0,2.9,1.5,0.6,4.6,0.21,3.7,0.0902493716587763
48.8,1.0,2.2,15.2,14.0,35.2,0.0,0.5,14.0,28.0,0.07,0.02,2.0,22.0,0.14,0.09,0.1,0.35,0.9,0.5,3.3,3.7,10.0,7.0,1.7,5.0,1.6,2.7,0.35,2.2,0.167668350146337
20.0,5.8,5.8,9.2,26.0,34.0,0.0,0.5,14.0,28.0,0.105,0.04,2.0,25.0,0.105,0.1,0.1,0.15,2.3,3.0,4.5,4.5,23.0,26.0,4.3,4.2,0.7,2.3,0.65,4.1,0.090282767662429
32.0,1.0,3.4,6.8,16.4,40.0,0.0,0.5,14.0,31.0,0.175,0.02,2.0,14.0,0.07,0.01,0.1,0.46,0.9,3.7,4.4,3.8,4.0,20.0,4.1,3.5,0.6,2.9,0.85,1.7,0.25576008190474
51.2,10.6,2.2,14.0,5.6,19.6,0.0,0.5,14.0,22.0,0.175,0.09,2.0,6.0,0.14,0.07,0.1,0.23,0.5,1.6,3.3,2.6,15.0,0.0,2.9,4.5,1.3,3.4,0.31,1.2,0.019151062704421
24.8,10.6,4.6,23.6,21.2,47.2,0.0,0.51,14.0,31.0,0.07,0.01,2.0,23.0,0.07,0.05,0.1,0.36,1.9,3.4,4.2,4.7,20.0,30.0,0.8,1.8,3.9,4.5,0.59,2.4,0.0409154252545909
10.4,13.0,10.6,18.8,24.8,42.4,0.0,0.51,14.0,23.0,0.175,0.06,2.0,28.0,0.07,0.02,0.1,0.47,1.5,1.6,4.7,4.2,28.0,13.0,2.4,2.9,1.2,2.6,0.93,3.0,0.0784397811320874
24.8,11.8,4.6,10.4,5.6,7.6,0.0,0.51,14.0,24.0,0.175,0.06,2.0,29.0,0.035,0.01,0.1,0.17,0.5,2.9,2.9,2.6,20.0,21.0,0.8,0.1,0.5,2.3,0.35,2.3,0.0399674229029105
24.8,13.0,4.6,9.2,23.6,23.2,0.0,0.51,14.0,10.0,0.035,0.03,2.0,33.0,0.14,0.07,0.1,0.35,1.2,0.9,4.3,5.0,12.0,24.0,4.4,2.5,4.6,0.1,0.23,4.0,0.0348060549420285
20.0,5.8,5.8,10.4,18.8,7.6,0.0,0.51,14.0,27.0,0.14,0.06,2.0,14.0,0.175,0.08,0.1,0.28,1.6,0.7,4.0,4.7,12.0,20.0,1.8,2.0,0.4,2.1,0.11,2.2,0.0906753057483619
9.2,5.8,13.0,3.2,15.2,5.2,0.0,0.51,14.0,15.0,0.14,0.07,2.0,19.0,0.175,0.04,0.1,0.49,1.2,1.4,4.7,4.6,15.0,24.0,1.1,3.9,4.6,1.4,1.02,1.3,0.196426692122048
52.4,3.4,2.2,26.0,26.0,14.8,0.0,0.51,14.0,19.0,0.105,0.03,2.0,24.0,0.14,0.01,0.1,0.37,1.2,2.4,4.4,4.8,30.0,7.0,1.1,4.5,2.7,1.8,0.75,4.1,0.0575023174662028
52.4,5.8,2.2,9.2,24.8,34.0,0.0,0.51,14.0,10.0,0.105,0.05,2.0,14.0,0.14,0.03,0.1,0.18,2.9,1.2,5.0,4.4,20.0,6.0,2.0,3.8,3.0,1.4,0.32,2.8,0.0347726504587411
24.8,7.0,4.6,23.6,5.6,20.8,0.0,0.5,14.0,32.0,0.105,0.09,2.0,30.0,0.035,0.02,0.1,0.49,0.4,0.7,1.6,1.2,6.0,22.0,3.0,1.0,0.3,0.1,0.22,1.0,0.0596618642212809
26.0,11.8,4.6,18.8,3.2,18.4,0.0,0.51,14.0,27.0,0.07,0.01,2.0,32.0,0.105,0.07,0.1,0.34,0.4,2.8,1.3,4.1,4.0,9.0,4.6,2.4,3.1,3.1,0.3,1.0,0.0349772746418708
52.4,3.4,2.2,15.2,5.6,42.4,0.0,0.5,14.0,21.0,0.105,0.05,2.0,34.0,0.175,0.06,0.1,0.32,0.7,2.4,2.6,3.4,29.0,30.0,4.4,1.7,3.3,1.4,0.44,1.5,0.0541592881941295
10.4,4.6,11.8,12.8,3.2,35.2,0.0,0.51,14.0,30.0,0.105,0.1,2.0,32.0,0.07,0.07,0.1,0.37,0.3,3.0,1.8,2.3,7.0,4.0,2.7,5.0,0.7,5.0,0.16,1.0,0.214939765266476
20.0,5.8,5.8,5.6,18.8,46.0,0.0,0.51,14.0,31.0,0.14,0.05,2.0,21.0,0.07,0.07,0.1,0.14,1.8,1.2,3.7,4.9,19.0,22.0,3.7,4.7,4.7,3.7,0.94,2.0,0.0927468042956102
17.6,13.0,7.0,17.6,5.6,25.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,32.0,0.14,0.08,0.1,0.41,0.3,1.0,2.5,3.2,1.0,6.0,4.6,3.8,0.9,1.7,0.15,2.1,0.0488756185735433
17.6,13.0,7.0,17.6,5.6,25.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,32.0,0.14,0.08,0.1,0.41,0.3,1.0,2.5,3.2,1.0,6.0,4.6,3.8,0.9,1.7,0.15,2.1,0.0488756185735433
17.6,13.0,7.0,17.6,5.6,25.6,0.0,0.51,14.0,15.0,0.175,0.05,2.0,32.0,0.14,0.08,0.1,0.41,0.3,1.0,2.5,3.2,1.0,6.0,4.6,3.8,0.9,1.7,0.15,2.1,0.0488756185735433
16.4,9.4,7.0,8.0,24.8,24.4,0.0,0.51,14.0,26.0,0.105,0.09,2.0,9.0,0.035,0.01,0.1,0.08,2.8,1.8,5.0,3.9,2.0,27.0,2.7,4.2,0.7,4.6,0.24,3.2,0.0656792110651219
33.2,2.2,3.4,8.0,6.8,18.4,0.0,0.5,14.0,35.0,0.175,0.01,2.0,13.0,0.175,0.08,0.1,0.43,0.8,0.5,4.6,2.3,27.0,6.0,3.9,2.0,4.3,0.8,0.17,1.7,0.131771547654175
16.4,13.0,7.0,9.2,11.6,40.0,0.0,0.5,14.0,30.0,0.105,0.06,2.0,16.0,0.07,0.05,0.1,0.29,0.8,1.8,4.1,4.7,24.0,4.0,2.0,3.7,4.1,1.1,0.45,3.7,0.052209780701862
17.6,10.6,7.0,17.6,4.4,30.4,0.0,0.51,14.0,16.0,0.105,0.07,2.0,27.0,0.14,0.02,0.1,0.45,0.4,2.1,2.1,3.7,4.0,26.0,3.8,2.9,1.6,0.3,0.21,1.6,0.0589406096037738
16.4,4.6,7.0,18.8,23.6,14.8,0.0,0.51,14.0,31.0,0.105,0.05,2.0,24.0,0.035,0.02,0.1,0.38,1.6,2.9,4.2,3.9,18.0,4.0,1.4,0.1,1.1,4.0,1.47,3.1,0.136931630970882
26.0,5.8,4.6,18.8,15.2,25.6,0.0,0.5,14.0,29.0,0.105,0.05,2.0,19.0,0.175,0.08,0.1,0.41,1.0,3.1,4.5,4.5,24.0,9.0,1.0,2.4,2.5,3.1,0.14,2.9,0.0749845125219615
11.6,4.6,10.6,17.6,17.6,19.6,0.0,0.51,14.0,23.0,0.14,0.06,2.0,20.0,0.105,0.08,0.1,0.17,2.2,3.0,4.2,4.1,4.0,17.0,1.5,0.8,0.6,4.3,0.11,1.8,0.20648687336084
11.6,4.6,10.6,17.6,17.6,19.6,0.0,0.51,14.0,23.0,0.14,0.06,2.0,20.0,0.105,0.08,0.1,0.17,2.2,3.0,4.2,4.1,4.0,17.0,1.5,0.8,0.6,4.3,0.11,1.8,0.20648687336084
11.6,4.6,10.6,17.6,17.6,19.6,0.0,0.51,14.0,23.0,0.14,0.06,2.0,20.0,0.105,0.08,0.1,0.17,2.2,3.0,4.2,4.1,4.0,17.0,1.5,0.8,0.6,4.3,0.11,1.8,0.20648687336084
27.2,5.8,4.6,5.6,10.4,46.0,0.0,0.51,14.0,29.0,0.07,0.01,2.0,31.0,0.07,0.06,0.1,0.37,0.8,1.4,4.2,3.0,22.0,21.0,3.1,4.2,2.2,4.6,0.46,2.3,0.090105450402577
52.4,7.0,2.2,5.6,14.0,43.6,0.0,0.5,14.0,23.0,0.14,0.1,2.0,32.0,0.035,0.01,0.1,0.43,0.8,1.6,4.4,3.2,29.0,22.0,0.2,2.9,2.6,4.4,0.74,3.0,0.0282328017727396
52.4,10.6,2.2,16.4,22.4,34.0,0.0,0.51,14.0,24.0,0.07,0.01,2.0,18.0,0.14,0.02,0.1,0.42,2.2,2.9,4.9,2.1,14.0,23.0,0.4,2.9,4.5,4.4,0.97,1.9,0.0184693091626695
16.4,11.8,7.0,17.6,9.2,19.6,0.0,0.5,14.0,35.0,0.175,0.07,2.0,17.0,0.035,0.02,0.1,0.15,0.9,4.2,3.0,3.5,23.0,29.0,3.7,1.6,2.3,3.1,0.56,2.4,0.0534725748583392
52.4,10.6,2.2,9.2,10.4,35.2,0.0,0.51,14.0,8.0,0.07,0.07,2.0,15.0,0.035,0.01,0.1,0.2,1.0,0.6,3.5,4.4,11.0,30.0,3.7,2.5,4.4,3.2,0.58,1.1,0.0189973320624253
34.4,5.8,3.4,16.4,10.4,16.0,0.0,0.51,14.0,6.0,0.07,0.01,2.0,28.0,0.105,0.05,0.1,0.5,1.0,0.3,2.2,3.5,8.0,21.0,1.8,0.9,0.4,4.0,0.23,1.2,0.0534887067565405
24.8,8.2,4.6,16.4,11.6,22.0,0.0,0.5,14.0,16.0,0.105,0.06,2.0,18.0,0.035,0.02,0.1,0.4,0.9,1.0,3.7,2.7,6.0,12.0,2.5,2.1,1.0,1.6,0.41,1.9,0.0510944595208884
14.0,7.0,8.2,12.8,14.0,29.2,0.0,0.5,14.0,26.0,0.175,0.08,2.0,28.0,0.14,0.04,0.1,0.45,0.6,2.2,3.6,4.7,25.0,10.0,2.2,2.3,2.3,3.4,0.4,1.1,0.112231598794623
9.2,13.0,13.0,5.6,16.4,43.6,0.0,0.5,14.0,25.0,0.105,0.04,2.0,21.0,0.175,0.09,0.1,0.34,1.7,1.1,4.6,1.4,25.0,4.0,0.6,1.1,0.9,0.5,1.01,1.2,0.0890834946701861
52.4,7.0,2.2,20.0,9.2,44.8,0.0,0.5,14.0,21.0,0.07,0.01,2.0,19.0,0.035,0.03,0.1,0.16,0.4,0.5,2.0,1.2,16.0,17.0,3.1,2.8,3.2,2.1,0.13,1.0,0.027806858089454
35.6,5.8,3.4,6.8,16.4,5.2,0.0,0.51,14.0,14.0,0.175,0.08,2.0,17.0,0.175,0.01,0.1,0.31,1.9,0.8,4.5,4.0,6.0,9.0,3.3,4.1,0.9,4.8,0.45,3.0,0.0540361539918579
36.8,9.4,3.4,15.2,9.2,37.6,0.0,0.51,14.0,34.0,0.105,0.05,2.0,16.0,0.14,0.02,0.1,0.46,0.8,2.2,2.8,4.2,26.0,27.0,1.2,3.9,2.7,4.1,0.61,2.3,0.0323824639332111
34.4,10.6,3.4,6.8,16.4,19.6,0.0,0.5,14.0,21.0,0.175,0.05,2.0,10.0,0.175,0.03,0.1,0.33,1.6,0.9,4.1,2.9,17.0,22.0,3.3,3.4,1.8,4.0,0.65,2.5,0.0303533759245473
14.0,3.4,8.2,17.6,18.8,44.8,0.0,0.51,14.0,25.0,0.07,0.07,2.0,9.0,0.14,0.03,0.1,0.2,1.6,3.3,4.9,1.8,15.0,30.0,4.3,4.0,0.6,3.2,0.17,1.1,0.196223341173489
34.4,7.0,3.4,14.0,20.0,20.8,0.0,0.51,14.0,31.0,0.14,0.07,2.0,32.0,0.14,0.06,0.1,0.17,0.9,2.2,4.6,4.0,1.0,13.0,4.3,2.8,3.7,1.6,0.88,3.6,0.0435637329248834
34.4,2.2,3.4,17.6,23.6,8.8,0.0,0.5,14.0,32.0,0.175,0.09,2.0,12.0,0.105,0.09,0.1,0.27,2.3,3.8,5.0,4.8,19.0,25.0,3.4,5.0,1.2,3.8,0.13,2.3,0.122208837667708
34.4,2.2,3.4,17.6,23.6,8.8,0.0,0.5,14.0,32.0,0.175,0.09,2.0,12.0,0.105,0.09,0.1,0.27,2.3,3.8,5.0,4.8,19.0,25.0,3.4,5.0,1.2,3.8,0.13,2.3,0.122208837667708
34.4,2.2,3.4,17.6,23.6,8.8,0.0,0.5,14.0,32.0,0.175,0.09,2.0,12.0,0.105,0.09,0.1,0.27,2.3,3.8,5.0,4.8,19.0,25.0,3.4,5.0,1.2,3.8,0.13,2.3,0.122208837667708
52.4,4.6,2.2,10.4,16.4,26.8,0.0,0.51,14.0,13.0,0.07,0.04,2.0,17.0,0.14,0.05,0.1,0.21,0.7,1.1,4.0,5.0,14.0,22.0,1.6,3.5,2.7,2.6,0.26,3.1,0.040379208213432
52.4,4.6,2.2,10.4,16.4,26.8,0.0,0.51,14.0,13.0,0.07,0.04,2.0,17.0,0.14,0.05,0.1,0.21,0.7,1.1,4.0,5.0,14.0,22.0,1.6,3.5,2.7,2.6,0.26,3.1,0.040379208213432
52.4,4.6,2.2,10.4,16.4,26.8,0.0,0.51,14.0,13.0,0.07,0.04,2.0,17.0,0.14,0.05,0.1,0.21,0.7,1.1,4.0,5.0,14.0,22.0,1.6,3.5,2.7,2.6,0.26,3.1,0.040379208213432
34.4,8.2,3.4,22.4,9.2,7.6,0.0,0.5,14.0,33.0,0.14,0.04,2.0,28.0,0.175,0.07,0.1,0.2,1.1,3.6,4.1,3.5,8.0,20.0,5.0,1.9,1.9,3.5,0.17,1.4,0.0377536844443283
34.4,3.4,3.4,21.2,17.6,10.0,0.0,0.5,14.0,29.0,0.175,0.01,2.0,27.0,0.175,0.05,0.1,0.39,1.5,1.4,4.5,4.7,10.0,28.0,3.6,2.4,3.4,3.1,0.84,4.0,0.0842157983683745
35.6,5.8,3.4,9.2,20.0,7.6,0.0,0.5,14.0,27.0,0.07,0.07,2.0,13.0,0.105,0.03,0.1,0.18,2.0,3.2,3.8,4.9,29.0,9.0,1.6,3.9,1.2,0.3,1.26,3.5,0.0532500798614896
34.4,4.6,3.4,15.2,16.4,7.6,0.0,0.51,14.0,26.0,0.175,0.01,2.0,28.0,0.105,0.02,0.1,0.16,1.5,1.7,3.7,4.8,26.0,6.0,3.4,1.5,1.5,2.2,1.47,2.3,0.0643201251881134
11.6,8.2,10.6,4.4,16.4,18.4,0.0,0.51,14.0,32.0,0.105,0.08,2.0,4.0,0.105,0.03,0.1,0.31,2.0,2.6,4.9,2.1,14.0,1.0,4.7,2.7,3.0,1.2,1.7,1.6,0.115759343840295
33.2,2.2,3.4,15.2,16.4,16.0,0.0,0.51,14.0,8.0,0.175,0.07,2.0,14.0,0.07,0.03,0.1,0.19,0.8,0.4,4.5,2.1,24.0,30.0,0.1,0.7,1.1,3.6,0.33,1.7,0.126284696316854
24.8,3.4,4.6,14.0,21.2,47.2,0.0,0.5,14.0,25.0,0.14,0.08,2.0,30.0,0.14,0.05,0.1,0.33,2.6,1.5,4.9,3.2,19.0,8.0,3.0,1.8,0.6,1.5,1.13,1.5,0.109439670921583
20.0,7.0,5.8,20.0,17.6,17.2,0.0,0.51,14.0,32.0,0.07,0.05,2.0,9.0,0.14,0.06,0.1,0.42,1.9,1.9,4.5,4.2,29.0,14.0,3.8,1.7,4.2,3.9,1.06,4.0,0.0713479821111827
11.6,4.6,10.6,4.4,14.0,19.6,0.0,0.51,14.0,27.0,0.14,0.07,2.0,23.0,0.035,0.01,0.1,0.16,1.0,1.6,4.1,2.5,10.0,21.0,0.6,2.9,0.2,1.0,0.42,2.3,0.208653411351857
14.0,13.0,9.4,24.8,5.6,36.4,0.0,0.5,14.0,24.0,0.14,0.09,2.0,16.0,0.105,0.03,0.1,0.3,0.6,2.8,3.6,3.6,10.0,21.0,3.2,3.1,4.8,4.2,0.39,1.8,0.0589545106045725
20.0,10.6,5.8,8.0,12.8,17.2,0.0,0.5,14.0,29.0,0.105,0.09,2.0,19.0,0.175,0.09,0.1,0.45,0.8,1.0,4.1,4.1,20.0,5.0,3.5,0.1,0.5,3.8,0.57,2.4,0.0493694791831563
11.6,3.4,10.6,21.2,16.4,4.0,0.0,0.51,14.0,33.0,0.14,0.07,2.0,10.0,0.035,0.03,0.1,0.27,1.7,4.4,4.0,4.4,27.0,14.0,0.9,5.0,1.1,0.5,0.84,3.9,0.256203230957115
11.6,9.4,10.6,14.0,24.8,48.4,0.0,0.51,14.0,32.0,0.14,0.1,2.0,25.0,0.14,0.07,0.1,0.5,3.1,2.5,4.6,3.7,22.0,10.0,3.9,0.9,1.1,0.6,1.27,3.5,0.114033739807586
26.0,7.0,4.6,20.0,6.8,14.8,0.0,0.51,14.0,24.0,0.14,0.08,2.0,9.0,0.14,0.06,0.1,0.16,0.6,2.3,1.8,1.5,20.0,13.0,1.4,4.7,1.5,1.1,0.22,1.2,0.0584879672063622
12.8,7.0,9.4,10.4,11.6,16.0,0.0,0.51,14.0,22.0,0.14,0.1,2.0,14.0,0.035,0.03,0.1,0.11,1.2,0.3,3.7,4.5,2.0,13.0,4.7,1.4,1.7,0.9,0.24,3.0,0.121158054295324
35.6,10.6,3.4,17.6,4.4,44.8,0.0,0.5,14.0,17.0,0.105,0.03,2.0,30.0,0.14,0.06,0.1,0.37,0.2,0.5,2.2,3.4,25.0,27.0,0.2,1.5,3.5,2.3,0.11,2.0,0.0280139630444796
10.4,4.6,11.8,15.2,12.8,19.6,0.0,0.51,14.0,11.0,0.14,0.09,2.0,15.0,0.14,0.04,0.1,0.23,1.0,0.6,3.3,3.6,26.0,0.0,1.8,2.1,2.5,3.8,0.34,1.3,0.221809472068985
34.4,4.6,3.4,24.8,4.4,18.4,0.0,0.5,14.0,20.0,0.105,0.08,2.0,19.0,0.14,0.03,0.1,0.39,0.5,1.2,2.5,4.5,16.0,16.0,3.7,2.4,0.3,4.0,0.22,1.3,0.0604212336600081
38.0,2.2,3.4,3.2,3.2,10.0,0.0,0.51,14.0,17.0,0.07,0.05,2.0,7.0,0.14,0.1,0.1,0.2,0.4,1.8,1.3,3.1,21.0,22.0,3.3,2.6,1.4,1.0,0.1,1.1,0.121852968398654
14.0,3.4,8.2,20.0,26.0,48.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,15.0,0.175,0.05,0.1,0.43,2.0,2.4,5.0,5.0,20.0,12.0,3.9,2.6,0.9,2.0,0.48,3.1,0.197536456020613
