w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_right
34.4,4.6,10.6,18.8,21.2,4.0,0.0,0.5,14.0,25.0,0.14,0.04,2.0,27.0,0.105,0.03,0.1,0.48,1.7,2.0,3.9,3.1,11.0,1.0,1.4,1.6,2.6,3.6,1.27,2.5,0.0622447907933527
45.2,8.2,8.2,14.0,11.6,28.0,0.0,0.51,14.0,22.0,0.14,0.01,2.0,34.0,0.175,0.01,0.1,0.46,0.8,1.5,2.7,3.1,5.0,20.0,5.0,3.5,1.4,1.3,0.21,2.1,0.0285494003475073
36.8,13.0,10.6,15.2,11.6,47.2,0.0,0.5,14.0,33.0,0.175,0.08,2.0,7.0,0.175,0.1,0.1,0.31,1.2,2.8,3.8,2.0,5.0,5.0,2.8,0.3,0.3,3.3,0.79,1.6,0.0233485046500224
46.4,4.6,8.2,11.6,16.4,25.6,0.0,0.5,14.0,9.0,0.035,0.02,2.0,28.0,0.175,0.07,0.1,0.35,2.2,0.8,2.9,4.2,1.0,7.0,0.2,2.8,2.6,0.2,0.32,2.8,0.0470498274588239
32.0,1.0,11.8,18.8,12.8,5.2,0.0,0.5,14.0,19.0,0.105,0.03,2.0,17.0,0.175,0.02,0.1,0.31,1.4,2.4,3.1,3.9,26.0,19.0,1.6,1.7,2.5,0.9,0.72,1.1,0.253692018061484
21.2,4.6,8.2,15.2,8.0,24.4,0.0,0.5,14.0,19.0,0.035,0.01,2.0,3.0,0.14,0.06,0.1,0.29,0.9,1.4,3.7,1.5,14.0,2.0,2.3,3.6,2.6,3.0,0.82,1.1,0.0006761649568214
39.2,10.6,9.4,10.4,26.0,22.0,0.0,0.5,14.0,28.0,0.175,0.04,2.0,26.0,0.105,0.08,0.1,0.14,1.4,3.2,4.6,4.9,15.0,15.0,0.3,4.6,4.5,3.9,1.23,4.2,0.0251838138495401
46.4,13.0,8.2,8.0,18.8,20.8,0.0,0.5,14.0,18.0,0.14,0.07,2.0,19.0,0.07,0.01,0.1,0.23,2.4,1.0,4.8,4.9,2.0,15.0,2.5,0.8,2.3,0.6,0.72,2.3,0.017980075577321
32.0,13.0,11.8,5.6,16.4,28.0,0.0,0.51,14.0,30.0,0.14,0.05,2.0,23.0,0.14,0.09,0.1,0.42,1.6,0.6,4.4,3.6,23.0,12.0,2.4,3.2,4.0,1.4,0.3,1.7,0.025599619570104
40.4,8.2,9.4,8.0,12.8,8.8,0.0,0.51,14.0,17.0,0.105,0.04,2.0,15.0,0.07,0.03,0.1,0.24,1.5,1.9,5.0,4.1,17.0,28.0,0.5,3.1,2.6,2.3,0.13,3.6,0.0315919541650585
45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,0.0249606789330607
45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,0.0249606789330607
45.2,9.4,8.2,11.6,21.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,28.0,0.105,0.1,0.1,0.26,2.1,0.8,4.3,4.0,18.0,24.0,2.1,2.9,1.0,4.8,0.36,3.2,0.0249606789330607
41.6,13.0,9.4,23.6,6.8,41.2,0.0,0.5,14.0,28.0,0.175,0.06,2.0,27.0,0.14,0.06,0.1,0.13,0.4,2.7,3.8,5.0,1.0,21.0,2.7,4.3,0.2,2.9,0.33,1.8,0.0189190444328359
38.0,3.4,9.4,24.8,14.0,37.6,0.0,0.5,14.0,30.0,0.175,0.08,2.0,7.0,0.175,0.05,0.1,0.49,1.1,2.8,2.9,2.2,11.0,26.0,3.3,4.2,4.5,1.5,0.7,1.6,0.0710282321326368
35.6,9.4,10.6,5.6,16.4,37.6,0.0,0.51,14.0,28.0,0.14,0.08,2.0,27.0,0.175,0.04,0.1,0.31,1.2,1.9,4.2,2.9,5.0,26.0,3.4,1.3,2.7,2.4,0.57,2.6,0.0320864123172591
51.2,4.6,8.2,5.6,3.2,24.4,0.0,0.51,14.0,32.0,0.105,0.1,2.0,15.0,0.07,0.03,0.1,0.31,0.4,0.8,1.6,2.1,19.0,1.0,3.5,4.3,2.7,4.6,0.3,1.4,0.0440092340212902
40.4,13.0,9.4,16.4,18.8,7.6,0.0,0.5,14.0,35.0,0.14,0.08,2.0,16.0,0.175,0.05,0.1,0.19,1.9,1.6,4.5,3.4,9.0,16.0,3.1,4.4,3.4,2.5,1.06,1.9,0.0207130940952673
39.2,8.2,9.4,11.6,15.2,52.0,0.0,0.5,14.0,28.0,0.175,0.07,2.0,18.0,0.07,0.05,0.1,0.36,1.9,1.6,3.2,5.0,30.0,18.0,1.8,3.9,0.8,0.2,0.96,2.4,0.0328997763634733
39.2,2.2,9.4,6.8,17.6,24.4,0.0,0.5,14.0,31.0,0.14,0.05,2.0,22.0,0.105,0.03,0.1,0.2,1.7,1.4,3.8,4.5,28.0,5.0,0.8,3.4,4.1,4.6,0.79,1.8,0.104203511585679
41.6,11.8,9.4,12.8,20.0,22.0,0.0,0.5,14.0,33.0,0.105,0.02,2.0,25.0,0.105,0.09,0.1,0.25,1.8,1.6,4.1,4.4,28.0,12.0,2.0,0.5,5.0,4.9,0.51,3.9,0.0225388051202105
33.2,9.4,11.8,16.4,10.4,23.2,0.0,0.51,14.0,33.0,0.105,0.1,2.0,26.0,0.175,0.1,0.1,0.44,0.8,3.5,2.7,4.2,25.0,27.0,0.9,0.4,2.7,4.1,0.37,1.0,0.0363688753329522
48.8,13.0,8.2,23.6,10.4,41.2,0.0,0.5,14.0,24.0,0.07,0.02,2.0,10.0,0.105,0.06,0.1,0.34,0.7,1.7,3.4,4.9,22.0,20.0,1.4,3.7,3.9,1.9,0.13,3.0,0.0164762929293853
32.0,3.4,11.8,11.6,21.2,30.4,0.0,0.5,14.0,17.0,0.14,0.06,2.0,23.0,0.105,0.07,0.1,0.41,1.4,2.2,4.1,3.1,6.0,20.0,4.1,2.6,2.9,0.5,0.13,2.7,0.0904311113632369
35.6,5.8,10.6,22.4,15.2,18.4,0.0,0.51,14.0,22.0,0.105,0.03,2.0,11.0,0.14,0.04,0.1,0.15,0.9,2.8,3.5,4.5,13.0,23.0,1.3,4.8,3.6,1.3,0.12,2.6,0.0498388784366332
36.8,9.4,10.6,12.8,3.2,7.6,0.0,0.51,14.0,13.0,0.14,0.07,2.0,15.0,0.07,0.02,0.1,0.17,0.2,0.9,1.6,1.1,19.0,7.0,1.6,3.6,0.1,0.8,0.11,1.0,0.0304614957031168
29.6,2.2,13.0,16.4,23.6,29.2,0.0,0.5,14.0,16.0,0.14,0.01,2.0,29.0,0.07,0.02,0.1,0.4,1.3,0.5,4.3,4.7,26.0,4.0,3.5,1.4,4.6,2.5,0.24,4.2,0.142335870182638
46.4,2.2,8.2,23.6,6.8,14.8,0.0,0.5,14.0,26.0,0.035,0.02,2.0,24.0,0.035,0.03,0.1,0.08,0.8,1.0,4.1,3.0,18.0,16.0,3.1,1.4,1.5,1.0,0.19,2.0,0.0929940924900047
47.6,13.0,8.2,20.0,10.4,22.0,0.0,0.5,14.0,23.0,0.14,0.03,2.0,24.0,0.175,0.1,0.1,0.2,0.8,1.4,5.0,4.8,3.0,23.0,4.8,4.3,2.0,3.3,0.15,2.6,0.0173438251673348
39.2,5.8,9.4,26.0,21.2,24.4,0.0,0.51,14.0,29.0,0.14,0.01,2.0,20.0,0.105,0.08,0.1,0.3,1.0,1.1,4.2,4.5,1.0,26.0,1.6,2.7,4.0,2.5,0.79,2.2,0.043626410173903
30.8,7.0,11.8,26.0,23.6,36.4,0.0,0.51,14.0,35.0,0.175,0.02,2.0,34.0,0.14,0.03,0.1,0.37,2.7,1.5,3.9,4.0,8.0,2.0,0.7,3.8,2.5,1.7,0.66,3.8,0.0456289380138432
40.4,4.6,9.4,5.6,14.0,28.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,10.0,0.07,0.02,0.1,0.09,1.2,2.3,4.5,3.2,15.0,3.0,0.7,2.7,3.6,1.6,0.97,1.4,0.0548184001031734
40.4,4.6,9.4,5.6,14.0,28.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,10.0,0.07,0.02,0.1,0.09,1.2,2.3,4.5,3.2,15.0,3.0,0.7,2.7,3.6,1.6,0.97,1.4,0.0548184001031734
40.4,4.6,9.4,5.6,14.0,28.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,10.0,0.07,0.02,0.1,0.09,1.2,2.3,4.5,3.2,15.0,3.0,0.7,2.7,3.6,1.6,0.97,1.4,0.0548184001031734
33.2,10.6,11.8,16.4,20.0,6.4,0.0,0.51,14.0,18.0,0.105,0.09,2.0,17.0,0.14,0.08,0.1,0.2,1.7,1.5,4.3,3.9,15.0,20.0,1.7,2.2,3.2,3.5,0.69,3.1,0.0315400031800356
36.8,3.4,10.6,2.0,8.0,37.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.29,0.5,1.7,3.6,2.7,22.0,5.0,5.0,5.0,4.5,3.5,0.42,2.2,0.0823727278659722
36.8,3.4,10.6,2.0,8.0,37.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.29,0.5,1.7,3.6,2.7,22.0,5.0,5.0,5.0,4.5,3.5,0.42,2.2,0.0823727278659722
36.8,3.4,10.6,2.0,8.0,37.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.29,0.5,1.7,3.6,2.7,22.0,5.0,5.0,5.0,4.5,3.5,0.42,2.2,0.0823727278659722
32.0,8.2,13.0,11.6,3.2,29.2,0.0,0.51,14.0,27.0,0.175,0.1,2.0,26.0,0.14,0.09,0.1,0.18,0.4,1.6,1.8,2.7,13.0,26.0,2.4,2.1,1.9,1.4,0.24,1.1,0.0399417763951009
39.2,8.2,9.4,24.8,17.6,29.2,0.0,0.5,14.0,14.0,0.14,0.09,2.0,12.0,0.105,0.03,0.1,0.25,1.6,1.0,3.7,3.0,12.0,9.0,0.7,0.9,3.6,2.8,0.5,2.7,0.0306191207690038
46.4,7.0,8.2,23.6,9.2,30.4,0.0,0.51,14.0,28.0,0.07,0.06,2.0,32.0,0.105,0.01,0.1,0.37,0.9,2.4,3.8,3.4,2.0,29.0,1.1,2.5,1.3,3.2,0.31,2.4,0.0315678848560012
33.2,13.0,11.8,4.4,14.0,22.0,0.0,0.51,14.0,35.0,0.175,0.02,2.0,19.0,0.105,0.05,0.1,0.46,1.1,1.3,4.6,2.8,29.0,7.0,1.9,1.9,4.4,3.3,0.11,1.7,0.0258754099409358
48.8,11.8,8.2,23.6,17.6,53.2,0.0,0.51,14.0,30.0,0.14,0.07,2.0,11.0,0.14,0.05,0.1,0.4,1.8,3.9,4.5,3.8,13.0,25.0,1.4,3.6,3.2,1.7,0.78,2.6,0.0196415427779123
36.8,9.4,10.6,22.4,15.2,4.0,0.0,0.5,14.0,33.0,0.175,0.09,2.0,7.0,0.175,0.03,0.1,0.24,1.1,0.4,4.0,2.9,25.0,27.0,1.7,3.1,3.2,0.5,0.29,1.4,0.0320782521533009
47.6,4.6,8.2,16.4,5.6,13.6,0.0,0.5,14.0,23.0,0.07,0.03,2.0,18.0,0.175,0.06,0.1,0.2,0.5,2.0,2.9,4.9,8.0,22.0,2.9,3.0,1.9,3.8,0.29,1.2,0.0482208829134304
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,0.0240764467129068
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,0.0240764467129068
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,0.0240764467129068
40.4,2.2,9.4,16.4,26.0,48.4,0.0,0.51,14.0,34.0,0.07,0.06,2.0,31.0,0.175,0.06,0.1,0.38,3.3,3.3,4.9,4.5,23.0,11.0,2.6,4.8,1.7,0.8,0.89,2.9,0.10057073522054
35.6,10.6,10.6,21.2,10.4,24.4,0.0,0.5,14.0,16.0,0.07,0.05,2.0,9.0,0.175,0.02,0.1,0.47,0.7,1.7,4.3,1.8,0.0,27.0,4.5,4.0,2.8,4.8,0.3,1.3,0.0279806795520823
29.6,13.0,13.0,5.6,14.0,44.8,0.0,0.5,14.0,25.0,0.175,0.06,2.0,30.0,0.105,0.03,0.1,0.21,1.0,3.4,4.9,4.1,20.0,19.0,3.3,4.3,1.6,2.3,0.38,3.5,0.028218449194122
29.6,7.0,13.0,23.6,11.6,16.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,23.0,0.105,0.05,0.1,0.38,0.5,2.9,3.3,3.7,11.0,9.0,1.9,3.1,4.5,4.1,0.43,1.3,0.0501399209483877
46.4,11.8,8.2,6.8,12.8,37.6,0.0,0.51,14.0,35.0,0.175,0.01,2.0,11.0,0.035,0.01,0.1,0.39,0.8,2.2,4.9,4.2,7.0,26.0,0.2,3.3,3.6,1.7,0.53,3.8,0.0191287940559415
40.4,9.4,9.4,9.2,15.2,23.2,0.0,0.5,14.0,34.0,0.07,0.02,2.0,8.0,0.07,0.05,0.1,0.13,1.2,0.9,4.5,3.5,9.0,29.0,0.8,0.8,4.6,1.1,0.37,2.3,0.0277100182937541
21.2,3.4,5.8,17.6,16.4,41.2,0.0,0.5,14.0,10.0,0.105,0.03,2.0,16.0,0.175,0.08,0.1,0.3,0.9,0.8,4.6,3.5,29.0,19.0,1.8,3.3,1.8,1.9,0.12,2.5,0.000870667070341
33.2,3.4,11.8,15.2,22.4,23.2,0.0,0.5,14.0,18.0,0.07,0.02,2.0,15.0,0.175,0.01,0.1,0.5,2.5,1.4,3.9,3.8,25.0,8.0,0.1,5.0,3.2,3.2,0.17,3.6,0.0868770040711868
32.0,2.2,11.8,22.4,10.4,12.4,0.0,0.5,14.0,24.0,0.175,0.02,2.0,20.0,0.07,0.02,0.1,0.1,0.8,2.4,3.3,1.3,15.0,13.0,2.3,1.6,1.5,5.0,0.26,1.2,0.128098707740881
45.2,3.4,9.4,18.8,3.2,10.0,0.0,0.5,14.0,31.0,0.175,0.05,2.0,6.0,0.105,0.04,0.1,0.45,0.3,3.1,1.2,2.5,21.0,21.0,2.0,0.1,3.6,2.2,0.16,1.0,0.0667999540340939
41.6,8.2,9.4,15.2,12.8,4.0,0.0,0.5,14.0,16.0,0.175,0.06,2.0,17.0,0.105,0.05,0.1,0.41,1.5,1.2,2.9,4.7,7.0,3.0,3.0,0.6,2.7,3.9,1.0,2.0,0.0321161016987242
36.8,13.0,10.6,8.0,26.0,42.4,0.0,0.51,14.0,10.0,0.07,0.04,2.0,12.0,0.14,0.1,0.1,0.39,2.7,1.3,4.8,4.2,19.0,24.0,1.2,0.5,3.8,3.2,0.34,3.1,0.0223025061465818
30.8,3.4,13.0,8.0,24.8,32.8,0.0,0.5,14.0,22.0,0.105,0.04,2.0,32.0,0.07,0.06,0.1,0.33,2.1,2.2,4.6,4.6,14.0,30.0,1.0,3.0,0.1,4.6,1.61,3.1,0.100364959773805
46.4,11.8,8.2,22.4,11.6,23.2,0.0,0.51,14.0,31.0,0.14,0.08,2.0,5.0,0.14,0.02,0.1,0.33,0.8,2.7,3.3,1.5,2.0,8.0,1.4,2.8,1.4,2.0,0.24,1.1,0.0194057558861423
41.6,5.8,10.6,23.6,21.2,48.4,0.0,0.5,14.0,22.0,0.07,0.05,2.0,10.0,0.07,0.05,0.1,0.33,2.6,2.3,3.5,4.6,3.0,2.0,1.5,0.5,1.2,1.0,0.37,3.0,0.0481534123266019
35.6,10.6,11.8,17.6,4.4,49.6,0.0,0.51,14.0,22.0,0.14,0.06,2.0,7.0,0.14,0.07,0.1,0.22,0.5,1.4,2.2,3.3,9.0,28.0,4.1,3.8,1.9,4.9,0.44,1.0,0.0280258137019466
35.6,10.6,11.8,17.6,4.4,49.6,0.0,0.51,14.0,22.0,0.14,0.06,2.0,7.0,0.14,0.07,0.1,0.22,0.5,1.4,2.2,3.3,9.0,28.0,4.1,3.8,1.9,4.9,0.44,1.0,0.0280258137019466
35.6,10.6,11.8,17.6,4.4,49.6,0.0,0.51,14.0,22.0,0.14,0.06,2.0,7.0,0.14,0.07,0.1,0.22,0.5,1.4,2.2,3.3,9.0,28.0,4.1,3.8,1.9,4.9,0.44,1.0,0.0280258137019466
38.0,7.0,10.6,14.0,8.0,38.8,0.0,0.5,14.0,33.0,0.035,0.03,2.0,29.0,0.14,0.03,0.1,0.24,0.9,1.1,3.5,4.7,20.0,16.0,5.0,0.8,4.1,0.3,0.81,3.0,0.0379110700432775
38.0,7.0,10.6,14.0,8.0,38.8,0.0,0.5,14.0,33.0,0.035,0.03,2.0,29.0,0.14,0.03,0.1,0.24,0.9,1.1,3.5,4.7,20.0,16.0,5.0,0.8,4.1,0.3,0.81,3.0,0.0379110700432775
38.0,7.0,10.6,14.0,8.0,38.8,0.0,0.5,14.0,33.0,0.035,0.03,2.0,29.0,0.14,0.03,0.1,0.24,0.9,1.1,3.5,4.7,20.0,16.0,5.0,0.8,4.1,0.3,0.81,3.0,0.0379110700432775
36.8,10.6,10.6,11.6,22.4,50.8,0.0,0.51,14.0,23.0,0.14,0.06,2.0,16.0,0.105,0.07,0.1,0.16,2.3,1.2,4.7,5.0,19.0,23.0,2.6,3.4,3.0,0.9,0.95,3.3,0.0278045193037054
36.8,10.6,10.6,11.6,22.4,50.8,0.0,0.51,14.0,23.0,0.14,0.06,2.0,16.0,0.105,0.07,0.1,0.16,2.3,1.2,4.7,5.0,19.0,23.0,2.6,3.4,3.0,0.9,0.95,3.3,0.0278045193037054
36.8,10.6,10.6,11.6,22.4,50.8,0.0,0.51,14.0,23.0,0.14,0.06,2.0,16.0,0.105,0.07,0.1,0.16,2.3,1.2,4.7,5.0,19.0,23.0,2.6,3.4,3.0,0.9,0.95,3.3,0.0278045193037054
38.0,8.2,10.6,10.4,16.4,13.6,0.0,0.51,14.0,31.0,0.105,0.02,2.0,9.0,0.175,0.01,0.1,0.3,1.1,2.0,4.0,1.2,4.0,14.0,4.1,4.0,2.9,1.9,1.08,1.1,0.035172003664953
36.8,5.8,10.6,21.2,10.4,18.4,0.0,0.5,14.0,32.0,0.14,0.03,2.0,32.0,0.175,0.01,0.1,0.31,0.6,3.3,4.1,2.8,19.0,14.0,2.2,2.8,1.9,2.3,0.21,2.3,0.0480943778390087
47.6,7.0,8.2,15.2,11.6,4.0,0.0,0.5,14.0,26.0,0.035,0.01,2.0,31.0,0.175,0.03,0.1,0.43,0.5,3.1,2.9,3.4,24.0,11.0,0.8,0.4,4.6,4.5,0.13,2.6,0.0312016668696482
30.8,3.4,13.0,4.4,17.6,12.4,0.0,0.5,14.0,25.0,0.105,0.08,2.0,6.0,0.105,0.09,0.1,0.37,1.8,2.6,2.8,2.9,5.0,25.0,3.9,1.5,2.9,4.2,0.94,2.7,0.0964673157508223
33.2,11.8,11.8,5.6,15.2,44.8,0.0,0.5,14.0,27.0,0.105,0.03,2.0,5.0,0.175,0.05,0.1,0.46,1.5,3.0,3.5,2.2,29.0,10.0,0.6,2.8,3.8,0.9,1.28,2.0,0.0272934301385741
33.2,11.8,11.8,5.6,15.2,44.8,0.0,0.5,14.0,27.0,0.105,0.03,2.0,5.0,0.175,0.05,0.1,0.46,1.5,3.0,3.5,2.2,29.0,10.0,0.6,2.8,3.8,0.9,1.28,2.0,0.0272934301385708
30.8,10.6,13.0,17.6,5.6,32.8,0.0,0.51,14.0,32.0,0.035,0.02,2.0,25.0,0.07,0.01,0.1,0.15,0.5,3.7,2.7,3.7,4.0,23.0,1.3,4.9,4.0,5.0,0.34,2.2,0.0310552626628306
50.0,10.6,8.2,3.2,4.4,10.0,0.0,0.5,14.0,35.0,0.105,0.01,2.0,15.0,0.07,0.04,0.1,0.32,0.5,2.4,2.1,3.7,16.0,30.0,4.9,0.6,0.7,2.1,0.26,1.5,0.0205834968383551
44.0,9.4,9.4,11.6,4.4,48.4,0.0,0.5,14.0,32.0,0.035,0.02,2.0,33.0,0.105,0.1,0.1,0.16,0.3,1.5,1.8,3.9,13.0,7.0,1.1,2.4,1.0,4.7,0.2,1.7,0.0249975808673684
41.6,5.8,9.4,6.8,17.6,47.2,0.0,0.5,14.0,29.0,0.175,0.05,2.0,30.0,0.14,0.01,0.1,0.11,1.2,1.3,5.0,3.8,23.0,1.0,1.8,1.4,0.6,3.7,1.01,3.2,0.0429700273717722
42.8,2.2,9.4,11.6,18.8,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.105,0.06,0.1,0.48,1.8,0.4,5.0,3.4,12.0,23.0,0.3,2.1,4.9,4.4,0.22,1.4,0.0333761491012666
42.8,2.2,9.4,11.6,18.8,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.105,0.06,0.1,0.48,1.8,0.4,5.0,3.4,12.0,23.0,0.3,2.1,4.9,4.4,0.22,1.4,0.0333761491012666
42.8,2.2,9.4,11.6,18.8,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.105,0.06,0.1,0.48,1.8,0.4,5.0,3.4,12.0,23.0,0.3,2.1,4.9,4.4,0.22,1.4,0.0333761491012666
47.6,10.6,8.2,15.2,16.4,5.2,0.0,0.5,14.0,26.0,0.14,0.03,2.0,24.0,0.07,0.07,0.1,0.2,1.0,1.4,3.7,4.6,30.0,13.0,4.3,5.0,3.0,0.9,0.94,3.5,0.0220661097271467
38.0,8.2,10.6,10.4,6.8,42.4,0.0,0.51,14.0,29.0,0.035,0.02,2.0,8.0,0.035,0.01,0.1,0.11,0.8,2.4,3.3,5.0,18.0,20.0,1.4,1.5,2.6,1.8,0.73,2.4,0.0323088687266223
41.6,5.8,9.4,26.0,20.0,14.8,0.0,0.51,14.0,16.0,0.175,0.07,2.0,20.0,0.175,0.05,0.1,0.44,1.5,1.8,4.7,4.8,14.0,30.0,1.1,4.8,4.4,4.8,1.2,3.1,0.042117407182146
36.8,3.4,10.6,17.6,8.0,6.4,0.0,0.5,14.0,21.0,0.105,0.09,2.0,16.0,0.105,0.08,0.1,0.19,0.4,1.2,3.7,4.5,3.0,26.0,1.6,3.5,4.4,2.8,0.36,1.3,0.0776895819804668
38.0,5.8,10.6,6.8,23.6,37.6,0.0,0.5,14.0,34.0,0.07,0.05,2.0,23.0,0.07,0.05,0.1,0.47,1.7,4.1,4.9,4.9,22.0,30.0,0.7,0.8,1.8,1.6,0.72,2.4,0.0491281603448999
42.8,3.4,9.4,4.4,12.8,36.4,0.0,0.51,14.0,31.0,0.07,0.03,2.0,18.0,0.105,0.05,0.1,0.28,1.5,4.2,3.0,2.2,9.0,27.0,0.7,4.5,2.0,5.0,0.21,1.9,0.0704672698922224
38.0,10.6,10.6,12.8,8.0,44.8,0.0,0.5,14.0,29.0,0.035,0.01,2.0,21.0,0.175,0.05,0.1,0.26,0.5,3.2,2.4,4.7,12.0,24.0,3.6,2.1,2.6,2.3,0.24,2.3,0.0258784055395295
46.4,4.6,8.2,9.2,20.0,4.0,0.0,0.5,14.0,23.0,0.14,0.08,2.0,18.0,0.175,0.07,0.1,0.46,2.0,2.5,4.1,4.8,29.0,23.0,4.5,2.8,2.7,3.3,1.07,3.9,0.044527036170561
32.0,10.6,13.0,18.8,8.0,48.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,31.0,0.14,0.1,0.1,0.33,0.9,1.8,3.0,2.1,17.0,30.0,4.0,3.5,0.1,2.0,0.15,1.6,0.0322386933298087
35.6,4.6,11.8,22.4,15.2,22.0,0.0,0.51,14.0,19.0,0.175,0.02,2.0,12.0,0.105,0.02,0.1,0.33,1.0,0.6,2.9,4.8,14.0,14.0,2.8,2.9,4.6,3.1,0.13,1.8,0.0666383004257905
48.8,7.0,8.2,22.4,22.4,7.6,0.0,0.5,14.0,22.0,0.14,0.1,2.0,23.0,0.07,0.04,0.1,0.42,1.0,2.4,4.5,3.2,21.0,5.0,1.2,4.6,0.1,3.4,0.96,2.8,0.03065209485921
41.6,7.0,9.4,23.6,12.8,44.8,0.0,0.5,14.0,33.0,0.175,0.09,2.0,20.0,0.07,0.07,0.1,0.39,1.4,0.9,3.5,4.4,21.0,25.0,3.1,2.8,4.2,2.1,0.77,3.4,0.0351051751063406
40.4,9.4,10.6,10.4,3.2,8.8,0.0,0.5,14.0,28.0,0.14,0.04,2.0,21.0,0.14,0.02,0.1,0.49,0.3,2.5,1.7,3.6,23.0,6.0,2.5,2.4,1.8,1.1,0.2,1.2,0.0291094363265954
41.6,10.6,9.4,15.2,8.0,16.0,0.0,0.5,14.0,34.0,0.07,0.03,2.0,29.0,0.07,0.01,0.1,0.41,0.8,0.5,2.6,2.6,24.0,13.0,2.9,1.6,3.2,2.9,0.17,2.4,0.0234615778227826
30.8,13.0,13.0,12.8,22.4,23.2,0.0,0.5,14.0,6.0,0.175,0.03,2.0,32.0,0.14,0.07,0.1,0.49,1.1,0.7,3.9,3.9,14.0,13.0,0.5,1.9,4.6,5.0,0.25,3.1,0.0262806283787228
33.2,8.2,13.0,23.6,5.6,44.8,0.0,0.5,14.0,31.0,0.175,0.07,2.0,10.0,0.14,0.05,0.1,0.27,0.3,3.5,1.8,2.7,26.0,10.0,0.4,3.7,1.1,3.2,0.14,1.5,0.0385506672312914
36.8,2.2,10.6,15.2,26.0,7.6,0.0,0.51,14.0,35.0,0.07,0.06,2.0,20.0,0.07,0.01,0.1,0.36,1.2,3.2,4.3,4.6,18.0,9.0,3.9,0.3,4.4,1.1,1.17,4.2,0.108659758329712
48.8,9.4,8.2,16.4,17.6,31.6,0.0,0.51,14.0,23.0,0.175,0.07,2.0,19.0,0.14,0.06,0.1,0.5,1.5,2.2,2.8,2.8,8.0,27.0,4.5,2.4,2.8,1.1,1.03,2.6,0.0235455013639513
52.4,8.2,8.2,23.6,4.4,20.8,0.0,0.5,14.0,28.0,0.14,0.04,2.0,28.0,0.035,0.01,0.1,0.13,0.3,1.3,2.1,3.9,21.0,21.0,4.6,2.9,0.2,4.7,0.26,1.9,0.0249378094324146
50.0,11.8,8.2,18.8,23.6,14.8,0.0,0.5,14.0,30.0,0.07,0.06,2.0,12.0,0.14,0.05,0.1,0.3,2.5,1.7,4.9,3.4,18.0,13.0,1.9,1.5,0.2,0.7,1.13,2.4,0.0191717609202412
42.8,4.6,9.4,9.2,21.2,26.8,0.0,0.5,14.0,32.0,0.07,0.06,2.0,21.0,0.07,0.01,0.1,0.4,2.4,3.2,4.6,2.4,25.0,6.0,3.5,1.3,3.0,2.1,0.57,2.0,0.0529347073075888
29.6,3.4,13.0,20.0,12.8,16.0,0.0,0.51,14.0,22.0,0.14,0.07,2.0,25.0,0.07,0.07,0.1,0.44,0.8,1.1,4.2,3.0,21.0,12.0,0.6,0.3,0.7,0.3,0.1,1.1,0.0909785979357002
