w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,k2
6.8,7.0,8.2,23.6,9.2,43.6,0.0,0.51,14.0,35.0,0.14,0.05,2.0,6.0,0.14,0.03,0.1,0.43,1.0,1.2,1.8,3.3,7.0,27.0,1.8,5.0,1.1,3.5,0.75,1.1,0.969222467931562
6.8,7.0,8.2,22.4,14.0,38.8,0.0,0.5,14.0,12.0,0.105,0.08,2.0,34.0,0.105,0.09,0.1,0.24,0.8,1.2,3.6,4.6,15.0,25.0,0.6,3.1,4.4,3.6,0.42,3.5,0.982571052628009
12.8,11.8,4.6,6.8,4.4,4.0,0.0,0.5,14.0,17.0,0.105,0.07,2.0,27.0,0.175,0.06,0.1,0.25,0.3,0.8,2.4,4.5,16.0,12.0,2.4,0.3,3.2,1.9,0.2,1.6,0.981038047245629
10.4,7.0,5.8,5.6,20.0,31.6,0.0,0.51,14.0,24.0,0.105,0.04,2.0,17.0,0.175,0.07,0.1,0.31,2.0,2.4,4.7,4.9,2.0,10.0,3.5,1.2,2.7,1.7,1.26,2.0,0.964115487063222
27.2,13.0,2.2,12.8,6.8,37.6,0.0,0.51,14.0,29.0,0.07,0.04,2.0,9.0,0.07,0.07,0.1,0.36,0.7,2.0,2.5,2.4,19.0,27.0,2.6,0.5,3.8,1.2,0.45,2.0,0.991516828645047
26.0,11.8,2.2,10.4,26.0,44.8,0.0,0.51,14.0,30.0,0.14,0.04,2.0,19.0,0.14,0.07,0.1,0.21,2.2,1.4,4.3,4.5,13.0,9.0,2.4,4.7,2.0,2.2,0.55,4.0,0.989353451917173
16.4,4.6,3.4,11.6,15.2,11.2,0.0,0.5,14.0,28.0,0.14,0.08,2.0,27.0,0.07,0.02,0.1,0.48,0.6,0.6,4.7,2.3,19.0,8.0,5.0,0.7,2.9,1.3,0.58,1.5,0.981128432404781
23.6,3.4,4.6,9.2,11.6,12.4,0.0,0.5,14.0,11.0,0.035,0.03,2.0,27.0,0.14,0.06,0.1,0.26,1.5,1.1,2.8,4.5,25.0,9.0,4.1,4.4,3.7,4.6,0.39,1.7,0.981994438530994
17.6,3.4,3.4,10.4,6.8,13.6,0.0,0.51,14.0,16.0,0.175,0.05,2.0,20.0,0.035,0.02,0.1,0.15,0.4,1.8,3.4,4.8,1.0,28.0,1.0,3.6,2.5,1.8,0.16,2.1,0.978000708157104
27.2,11.8,2.2,17.6,3.2,19.6,0.0,0.5,14.0,20.0,0.105,0.1,2.0,12.0,0.14,0.07,0.1,0.42,0.3,2.0,1.5,3.7,5.0,23.0,2.2,1.6,2.0,2.4,0.22,1.3,0.991182911542665
27.2,13.0,2.2,8.0,18.8,50.8,0.0,0.5,14.0,32.0,0.14,0.08,2.0,18.0,0.14,0.08,0.1,0.48,2.1,4.4,4.7,2.4,1.0,26.0,3.4,3.6,4.1,0.9,0.22,1.0,0.975012083352567
12.8,4.6,4.6,11.6,14.0,38.8,0.0,0.51,14.0,32.0,0.175,0.08,2.0,20.0,0.07,0.05,0.1,0.28,1.9,1.8,4.2,2.9,16.0,12.0,4.9,1.4,1.4,0.1,0.25,2.0,0.97238373499972
27.2,11.8,2.2,12.8,5.6,38.8,0.0,0.5,14.0,23.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.38,0.3,1.8,3.1,4.6,1.0,12.0,4.6,0.9,2.4,0.1,0.28,2.0,0.988279004117234
10.4,5.8,5.8,4.4,10.4,37.6,0.0,0.51,14.0,24.0,0.14,0.01,2.0,26.0,0.105,0.1,0.1,0.29,0.8,1.0,2.4,2.4,14.0,19.0,2.4,0.2,2.1,0.9,0.22,1.0,0.962607652889566
27.2,7.0,2.2,5.6,6.8,4.0,0.0,0.5,14.0,8.0,0.07,0.03,2.0,23.0,0.175,0.03,0.1,0.5,0.4,0.7,3.1,3.9,23.0,19.0,3.1,0.6,4.2,1.0,0.33,1.5,0.983772832676273
10.4,11.8,5.8,11.6,21.2,38.8,0.0,0.51,14.0,25.0,0.105,0.04,2.0,34.0,0.14,0.06,0.1,0.41,1.0,2.3,4.2,4.2,7.0,1.0,3.2,1.2,3.2,0.4,0.16,3.5,0.983367187855316
17.6,3.4,3.4,10.4,22.4,24.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,29.0,0.035,0.03,0.1,0.05,2.6,0.4,4.9,3.6,12.0,30.0,3.0,4.0,2.5,3.0,0.31,2.2,0.971516043227636
10.4,9.4,5.8,5.6,14.0,53.2,0.0,0.5,14.0,16.0,0.07,0.03,2.0,22.0,0.035,0.01,0.1,0.29,1.8,1.5,3.3,2.6,6.0,6.0,1.7,1.0,5.0,2.4,0.64,1.9,0.964393922030385
27.2,8.2,2.2,24.8,24.8,32.8,0.0,0.5,14.0,30.0,0.07,0.05,2.0,31.0,0.105,0.06,0.1,0.35,3.2,1.8,3.8,4.2,13.0,3.0,0.2,3.2,3.4,1.8,1.33,3.7,0.98723039885994
10.4,10.6,5.8,24.8,5.6,6.4,0.0,0.51,14.0,26.0,0.175,0.08,2.0,23.0,0.07,0.04,0.1,0.2,0.7,3.5,2.8,3.5,19.0,2.0,1.8,4.0,4.5,3.1,0.37,1.5,0.980708432012309
18.8,3.4,3.4,5.6,21.2,25.6,0.0,0.51,14.0,25.0,0.175,0.05,2.0,16.0,0.035,0.03,0.1,0.17,1.7,2.1,5.0,4.2,23.0,22.0,1.4,1.7,0.6,2.2,0.19,2.2,0.97401571363806
27.2,13.0,2.2,18.8,12.8,13.6,0.0,0.5,14.0,33.0,0.14,0.05,2.0,33.0,0.105,0.04,0.1,0.44,1.6,0.7,4.4,5.0,11.0,22.0,0.3,3.7,4.8,2.4,0.17,1.8,0.98960836056439
27.2,11.8,2.2,9.2,21.2,43.6,0.0,0.51,14.0,26.0,0.105,0.1,2.0,20.0,0.035,0.02,0.1,0.5,2.2,3.3,3.9,4.1,0.0,8.0,3.6,2.3,1.6,4.1,0.31,2.7,0.982650762040413
17.6,9.4,3.4,6.8,9.2,8.8,0.0,0.51,14.0,17.0,0.105,0.06,2.0,13.0,0.14,0.01,0.1,0.42,0.7,1.1,2.1,3.6,25.0,29.0,2.4,4.7,2.6,1.0,0.15,1.7,0.985878174340177
14.0,3.4,4.6,8.0,18.8,34.0,0.0,0.51,14.0,16.0,0.07,0.05,2.0,14.0,0.035,0.03,0.1,0.43,1.9,1.6,4.8,3.9,29.0,11.0,5.0,0.8,2.4,4.5,0.64,2.6,0.973652049584318
27.2,10.6,2.2,6.8,24.8,38.8,0.0,0.51,14.0,15.0,0.175,0.1,2.0,28.0,0.175,0.01,0.1,0.29,2.0,0.9,3.8,3.8,15.0,23.0,3.8,0.6,3.9,2.8,0.2,3.7,0.987229659309362
18.8,7.0,3.4,11.6,14.0,5.2,0.0,0.5,14.0,30.0,0.14,0.02,2.0,17.0,0.14,0.09,0.1,0.46,1.4,1.8,4.9,4.1,26.0,11.0,4.5,1.7,4.7,0.3,1.2,2.4,0.987569676914513
10.4,13.0,5.8,14.0,15.2,22.0,0.0,0.5,14.0,21.0,0.035,0.01,2.0,13.0,0.105,0.03,0.1,0.18,0.7,1.7,4.9,4.5,13.0,28.0,3.2,1.3,1.4,0.6,0.66,3.2,0.986763844648734
28.4,5.8,2.2,16.4,3.2,13.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,27.0,0.07,0.02,0.1,0.5,0.2,1.7,1.2,3.6,24.0,6.0,4.8,2.2,1.2,4.0,0.18,1.1,0.98648656753532
27.2,10.6,2.2,11.6,14.0,32.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,14.0,0.105,0.02,0.1,0.44,1.2,1.2,4.5,4.1,30.0,22.0,1.8,3.4,4.6,4.6,0.94,3.6,0.993305305812
12.8,9.4,4.6,17.6,9.2,19.6,0.0,0.51,14.0,28.0,0.105,0.01,2.0,16.0,0.175,0.02,0.1,0.36,0.4,1.4,2.7,2.1,14.0,27.0,4.7,0.5,3.5,1.2,0.22,1.8,0.984928225962756
27.2,8.2,2.2,8.0,20.0,44.8,0.0,0.5,14.0,30.0,0.14,0.1,2.0,35.0,0.035,0.03,0.1,0.35,1.8,3.1,4.7,4.6,0.0,3.0,4.6,0.7,2.6,4.7,0.88,3.8,0.986903703474434
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,0.960694548103412
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,0.960694548103412
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,0.960694548103412
27.2,11.8,2.2,9.2,10.4,19.6,0.0,0.5,14.0,30.0,0.14,0.08,2.0,10.0,0.035,0.02,0.1,0.33,0.8,2.7,3.6,4.9,25.0,13.0,2.3,1.0,3.5,1.6,0.7,3.3,0.991786216874251
10.4,5.8,5.8,6.8,26.0,48.4,0.0,0.51,14.0,32.0,0.105,0.03,2.0,9.0,0.14,0.09,0.1,0.31,1.6,3.9,4.7,4.9,18.0,7.0,2.5,4.4,0.5,1.3,1.25,3.7,0.97066755449667
6.8,10.6,9.4,24.8,3.2,34.0,0.0,0.51,14.0,33.0,0.105,0.03,2.0,19.0,0.175,0.09,0.1,0.38,0.2,1.0,2.0,4.5,9.0,3.0,2.2,1.8,3.7,3.4,0.13,1.1,0.975364110166574
14.0,3.4,4.6,14.0,10.4,20.8,0.0,0.5,14.0,28.0,0.105,0.08,2.0,12.0,0.105,0.1,0.1,0.29,1.1,3.6,4.2,4.6,7.0,30.0,5.0,0.3,4.0,2.1,0.52,2.9,0.978348584830221
27.2,8.2,2.2,12.8,15.2,44.8,0.0,0.5,14.0,15.0,0.105,0.09,2.0,34.0,0.105,0.02,0.1,0.21,1.6,0.8,3.3,3.9,29.0,30.0,2.2,2.7,2.4,0.7,0.59,2.7,0.990358642471189
17.6,8.2,3.4,22.4,5.6,19.6,0.0,0.5,14.0,28.0,0.07,0.05,2.0,24.0,0.175,0.07,0.1,0.28,0.6,1.4,2.5,2.8,18.0,19.0,1.0,2.0,3.8,1.1,0.48,1.1,0.98824255306742
28.4,10.6,2.2,16.4,23.6,10.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,25.0,0.105,0.07,0.1,0.49,2.1,4.1,3.9,4.5,19.0,9.0,3.4,0.2,4.2,2.1,1.38,3.5,0.987335957252487
28.4,10.6,2.2,14.0,6.8,7.6,0.0,0.5,14.0,34.0,0.14,0.08,2.0,18.0,0.105,0.09,0.1,0.44,0.5,3.4,2.8,4.4,22.0,8.0,0.4,0.3,4.1,3.0,0.26,1.0,0.988688857248284
8.0,5.8,8.2,5.6,23.6,20.8,0.0,0.5,14.0,22.0,0.105,0.02,2.0,25.0,0.175,0.09,0.1,0.4,1.7,1.6,5.0,2.9,2.0,22.0,0.7,2.9,2.4,4.8,0.89,2.6,0.965174693020297
28.4,13.0,2.2,15.2,26.0,30.4,0.0,0.51,14.0,27.0,0.14,0.07,2.0,35.0,0.175,0.08,0.1,0.38,2.8,1.8,4.3,4.4,5.0,14.0,1.2,3.2,4.2,3.4,1.47,3.6,0.989339178132399
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,0.981612385919798
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,0.981612385919798
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,0.981612385919798
9.2,13.0,7.0,5.6,4.4,11.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,15.0,0.14,0.09,0.1,0.21,0.5,0.6,2.2,2.9,8.0,28.0,5.0,2.3,2.4,1.1,0.11,1.4,0.977754278667243
6.8,7.0,9.4,15.2,5.6,17.2,0.0,0.5,14.0,24.0,0.175,0.09,2.0,34.0,0.14,0.08,0.1,0.39,0.3,1.8,3.7,3.3,30.0,13.0,0.5,4.9,2.8,0.5,0.16,1.7,0.966619270798415
14.0,8.2,4.6,5.6,24.8,22.0,0.0,0.51,14.0,22.0,0.175,0.06,2.0,24.0,0.175,0.08,0.1,0.44,3.1,1.5,4.8,4.6,18.0,7.0,2.9,0.6,4.2,2.6,0.25,4.1,0.972929547345639
18.8,10.6,3.4,8.0,11.6,11.2,0.0,0.5,14.0,29.0,0.07,0.02,2.0,12.0,0.14,0.03,0.1,0.3,1.1,1.8,4.8,4.6,6.0,25.0,4.0,3.5,1.2,4.0,0.54,3.7,0.990427434393245
29.6,3.4,2.2,5.6,22.4,14.8,0.0,0.5,14.0,25.0,0.175,0.08,2.0,10.0,0.105,0.08,0.1,0.44,2.2,3.3,4.7,2.7,17.0,12.0,3.7,2.9,3.2,2.3,0.36,2.4,0.974371820475866
9.2,7.0,7.0,12.8,18.8,6.4,0.0,0.51,14.0,14.0,0.07,0.01,2.0,7.0,0.105,0.08,0.1,0.21,1.0,1.2,4.8,3.4,14.0,1.0,4.1,2.1,1.5,4.2,0.2,3.0,0.983723849830387
29.6,8.2,2.2,6.8,18.8,17.2,0.0,0.51,14.0,34.0,0.175,0.05,2.0,11.0,0.07,0.03,0.1,0.16,1.7,2.7,4.8,2.5,21.0,23.0,4.8,4.7,1.4,4.7,0.74,1.6,0.982738529677493
28.4,3.4,2.2,12.8,18.8,26.8,0.0,0.5,14.0,27.0,0.175,0.08,2.0,27.0,0.105,0.03,0.1,0.11,2.0,1.9,4.0,3.8,16.0,8.0,0.8,4.9,2.1,2.7,0.83,2.6,0.984796008353196
18.8,3.4,3.4,6.8,22.4,40.0,0.0,0.5,14.0,21.0,0.105,0.01,2.0,31.0,0.07,0.04,0.1,0.15,2.9,2.5,4.3,3.7,24.0,29.0,1.8,3.3,0.2,1.1,0.2,3.0,0.965994441336073
14.0,5.8,4.6,10.4,12.8,25.6,0.0,0.51,14.0,32.0,0.14,0.09,2.0,22.0,0.07,0.05,0.1,0.48,1.4,4.3,3.3,2.2,22.0,13.0,0.2,1.4,3.9,2.1,0.58,1.5,0.96940536870017
9.2,7.0,7.0,20.0,16.4,47.2,0.0,0.51,14.0,28.0,0.175,0.07,2.0,8.0,0.105,0.03,0.1,0.2,1.5,3.1,4.3,3.6,28.0,29.0,2.1,4.8,0.1,2.0,0.17,2.5,0.972977453230237
6.8,9.4,9.4,21.2,4.4,12.4,0.0,0.5,14.0,13.0,0.14,0.06,2.0,7.0,0.07,0.01,0.1,0.16,0.5,0.5,1.7,2.6,27.0,12.0,1.9,1.7,3.4,3.2,0.39,1.6,0.982010020991699
29.6,2.2,2.2,22.4,15.2,38.8,0.0,0.5,14.0,28.0,0.14,0.09,2.0,27.0,0.035,0.01,0.1,0.21,1.9,3.8,4.3,4.8,24.0,7.0,2.6,2.6,1.5,0.3,0.5,1.3,0.970324322716056
18.8,1.0,3.4,6.8,10.4,4.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,9.0,0.175,0.05,0.1,0.41,0.9,1.8,3.2,4.7,26.0,0.0,4.2,0.1,2.7,2.6,0.38,1.3,0.966654027771042
14.0,10.6,4.6,21.2,23.6,17.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,30.0,0.07,0.05,0.1,0.27,2.6,2.0,3.6,3.8,0.0,25.0,3.8,0.2,1.7,0.5,0.1,3.5,0.98354925792059
5.6,7.0,11.8,21.2,4.4,41.2,0.0,0.5,14.0,27.0,0.07,0.01,2.0,28.0,0.105,0.1,0.1,0.21,0.3,1.4,2.4,1.7,2.0,8.0,2.1,4.3,4.9,2.4,0.13,1.4,0.964279110397117
29.6,7.0,2.2,2.0,4.4,43.6,0.0,0.51,14.0,31.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.13,0.2,3.7,1.2,3.5,27.0,2.0,2.8,3.1,2.1,4.3,0.16,1.0,0.968466148057281
32.0,13.0,2.2,3.2,6.8,44.8,0.0,0.51,14.0,30.0,0.035,0.02,2.0,11.0,0.175,0.06,0.1,0.33,0.5,1.5,3.8,4.5,12.0,24.0,3.8,2.7,0.5,3.2,0.2,2.1,0.980063911447216
14.0,9.4,4.6,20.0,6.8,10.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,8.0,0.105,0.1,0.1,0.27,0.3,3.6,4.1,3.7,21.0,6.0,1.4,4.6,3.0,4.2,0.23,2.3,0.979968069678674
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,0.992185038156261
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,0.992185038156261
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,0.992185038156261
18.8,4.6,3.4,10.4,10.4,5.2,0.0,0.51,14.0,34.0,0.105,0.04,2.0,10.0,0.14,0.06,0.1,0.23,1.2,2.5,3.4,4.8,14.0,14.0,0.5,1.1,3.7,3.5,0.28,2.8,0.98586876731868
29.6,7.0,2.2,17.6,6.8,50.8,0.0,0.5,14.0,24.0,0.14,0.05,2.0,7.0,0.14,0.09,0.1,0.46,0.7,0.7,2.6,1.4,0.0,0.0,3.4,2.5,3.1,4.4,0.38,1.3,0.990013253200626
33.2,9.4,9.4,26.0,9.2,47.2,0.0,0.51,14.0,27.0,0.175,0.01,2.0,32.0,0.07,0.06,0.1,0.47,0.5,1.7,4.4,3.7,19.0,21.0,4.2,2.2,3.1,2.7,0.16,3.5,0.977190450128759
11.6,5.8,5.8,6.8,21.2,41.2,0.0,0.51,14.0,16.0,0.035,0.03,2.0,31.0,0.14,0.05,0.1,0.49,1.5,2.1,4.9,3.6,30.0,9.0,3.1,0.4,3.6,2.8,0.27,1.5,0.966423845783351
28.4,3.4,2.2,22.4,26.0,48.4,0.0,0.51,14.0,18.0,0.175,0.04,2.0,24.0,0.14,0.09,0.1,0.4,3.2,1.9,4.5,4.1,7.0,22.0,3.1,0.6,2.4,0.2,1.74,3.6,0.98201061823566
14.0,5.8,4.6,14.0,12.8,44.8,0.0,0.5,14.0,13.0,0.07,0.07,2.0,13.0,0.14,0.02,0.1,0.2,0.5,1.7,3.2,3.8,18.0,2.0,0.7,2.2,2.9,4.5,0.35,2.3,0.984492562898993
32.0,9.4,2.2,5.6,10.4,41.2,0.0,0.5,14.0,6.0,0.175,0.03,2.0,9.0,0.105,0.02,0.1,0.47,1.2,0.5,3.9,4.3,27.0,16.0,1.1,0.1,0.9,2.8,0.49,2.2,0.986397372345979
18.8,11.8,3.4,14.0,10.4,8.8,0.0,0.51,14.0,26.0,0.105,0.05,2.0,11.0,0.07,0.07,0.1,0.17,1.3,0.8,2.8,3.5,0.0,7.0,2.8,4.1,0.3,1.0,0.65,1.1,0.98716784966036
11.6,11.8,5.8,15.2,9.2,4.0,0.0,0.51,14.0,35.0,0.14,0.06,2.0,22.0,0.105,0.06,0.1,0.44,0.5,4.8,2.8,2.8,5.0,28.0,3.4,3.6,4.0,4.8,0.16,1.2,0.976827262775418
30.8,2.2,2.2,4.4,23.6,5.2,0.0,0.51,14.0,35.0,0.035,0.03,2.0,22.0,0.07,0.01,0.1,0.16,2.4,2.7,4.9,4.9,11.0,6.0,3.4,1.0,4.3,2.0,1.3,2.3,0.963051870010466
5.6,9.4,11.8,23.6,4.4,52.0,0.0,0.51,14.0,18.0,0.035,0.03,2.0,28.0,0.14,0.04,0.1,0.34,0.5,1.7,1.3,3.9,1.0,23.0,3.6,4.4,3.0,2.6,0.29,1.1,0.969294860609297
8.0,7.0,8.2,23.6,3.2,10.0,0.0,0.5,14.0,18.0,0.07,0.01,2.0,18.0,0.14,0.07,0.1,0.34,0.3,1.1,1.6,3.4,12.0,11.0,3.9,1.3,2.3,0.9,0.12,1.3,0.978760993759128
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,0.985546158608103
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,0.985546158608103
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,0.985546158608103
9.2,5.8,7.0,18.8,16.4,41.2,0.0,0.51,14.0,22.0,0.175,0.03,2.0,9.0,0.14,0.07,0.1,0.17,1.2,2.2,4.8,3.3,26.0,1.0,2.4,3.1,1.0,2.4,0.41,1.8,0.974322317290993
18.8,8.2,3.4,11.6,12.8,13.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,6.0,0.105,0.08,0.1,0.33,0.8,3.7,2.4,1.9,4.0,1.0,4.2,4.1,0.1,4.7,0.11,1.7,0.982474811987374
29.6,5.8,2.2,12.8,22.4,49.6,0.0,0.5,14.0,9.0,0.14,0.09,2.0,27.0,0.105,0.01,0.1,0.49,2.4,1.0,5.0,4.0,29.0,19.0,4.5,1.6,3.1,3.3,0.94,3.0,0.987532084396073
18.8,13.0,3.4,20.0,6.8,20.8,0.0,0.51,14.0,25.0,0.07,0.04,2.0,34.0,0.175,0.04,0.1,0.33,0.6,0.6,3.6,3.7,28.0,13.0,0.5,2.9,3.6,2.1,0.33,1.4,0.99055291471679
22.4,5.8,3.4,9.2,4.4,23.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,7.0,0.07,0.06,0.1,0.46,0.5,2.3,1.7,1.8,24.0,0.0,1.8,4.7,5.0,4.7,0.47,1.2,0.983176676330171
20.0,8.2,3.4,14.0,8.0,28.0,0.0,0.51,14.0,33.0,0.175,0.08,2.0,11.0,0.105,0.05,0.1,0.18,0.5,1.0,3.3,4.6,1.0,14.0,2.3,1.5,2.7,3.4,0.13,2.5,0.989656789204088
14.0,3.4,4.6,24.8,9.2,24.4,0.0,0.51,14.0,14.0,0.105,0.08,2.0,11.0,0.105,0.04,0.1,0.36,0.5,0.6,3.4,3.8,21.0,24.0,1.5,2.9,2.9,1.5,0.31,2.4,0.979551480390055
14.0,9.4,4.6,15.2,26.0,37.6,0.0,0.5,14.0,27.0,0.175,0.06,2.0,21.0,0.175,0.1,0.1,0.39,1.7,2.3,4.8,4.0,1.0,0.0,4.0,2.9,3.6,0.8,1.11,3.3,0.985876684385671
11.6,2.2,5.8,6.8,4.4,36.4,0.0,0.51,14.0,32.0,0.14,0.02,2.0,8.0,0.07,0.02,0.1,0.26,0.5,2.9,2.4,3.0,9.0,8.0,0.2,1.7,1.0,4.3,0.1,1.7,0.959155703155285
14.0,3.4,4.6,20.0,12.8,49.6,0.0,0.51,14.0,18.0,0.07,0.03,2.0,15.0,0.105,0.05,0.1,0.41,0.8,1.7,2.9,2.1,2.0,29.0,2.5,1.1,0.3,3.4,0.19,1.8,0.975986444946633
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.988780665141583
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.988780665141583
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.988780665141583
20.0,2.2,3.4,18.8,11.6,30.4,0.0,0.5,14.0,16.0,0.105,0.06,2.0,30.0,0.14,0.07,0.1,0.27,1.3,1.7,4.8,4.4,8.0,4.0,5.0,0.7,0.1,3.9,1.09,1.0,0.974387543822804
30.8,5.8,2.2,8.0,23.6,25.6,0.0,0.5,14.0,27.0,0.07,0.04,2.0,33.0,0.035,0.02,0.1,0.11,3.2,2.0,4.8,4.3,22.0,18.0,3.3,3.9,2.8,0.5,0.46,2.6,0.979298267573788
11.6,5.8,5.8,22.4,23.6,12.4,0.0,0.5,14.0,35.0,0.14,0.08,2.0,16.0,0.175,0.07,0.1,0.27,3.1,0.9,4.9,4.0,3.0,1.0,4.7,3.4,3.2,3.4,0.15,3.1,0.978373425841506
28.4,2.2,2.2,20.0,26.0,31.6,0.0,0.51,14.0,26.0,0.07,0.07,2.0,14.0,0.035,0.02,0.1,0.1,1.5,0.7,5.0,4.4,5.0,11.0,1.9,1.2,2.7,2.5,0.25,4.3,0.986531881391797
11.6,10.6,5.8,6.8,17.6,29.2,0.0,0.5,14.0,25.0,0.105,0.01,2.0,29.0,0.07,0.07,0.1,0.09,0.8,3.0,4.9,3.9,17.0,23.0,2.6,3.4,0.5,1.7,0.59,3.2,0.979365651576353
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.982361575314572
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.982361575314572
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.982361575314572
9.2,5.8,7.0,12.8,9.2,48.4,0.0,0.5,14.0,20.0,0.14,0.02,2.0,32.0,0.175,0.01,0.1,0.33,0.8,1.9,1.8,3.2,7.0,16.0,1.0,2.1,0.7,1.4,0.35,1.0,0.968529730522247
