w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_top_right
42.8,9.4,9.4,17.6,24.8,23.2,0.0,0.5,14.0,15.0,0.07,0.03,2.0,23.0,0.105,0.01,0.1,0.14,1.6,1.8,4.0,4.0,4.0,1.0,5.0,4.0,0.1,2.1,0.56,3.7,0.0260959990987913
44.0,4.6,9.4,24.8,4.4,25.6,0.0,0.51,14.0,25.0,0.175,0.08,2.0,20.0,0.175,0.01,0.1,0.17,0.4,1.1,2.1,1.9,28.0,18.0,4.4,4.5,5.0,2.2,0.13,1.0,0.0265111504810483
38.0,8.2,11.8,10.4,8.0,46.0,0.0,0.51,14.0,35.0,0.14,0.1,2.0,30.0,0.07,0.05,0.1,0.3,0.6,4.8,2.8,4.7,30.0,23.0,4.6,2.0,2.5,4.2,0.28,2.6,0.0239818126790634
44.0,13.0,9.4,14.0,17.6,29.2,0.0,0.51,14.0,26.0,0.175,0.06,2.0,9.0,0.07,0.05,0.1,0.28,2.2,2.4,4.9,4.8,25.0,9.0,1.3,2.5,3.7,1.8,0.33,1.0,0.0255857273322066
30.8,11.8,13.0,18.8,21.2,22.0,0.0,0.51,14.0,35.0,0.105,0.01,2.0,19.0,0.105,0.06,0.1,0.39,2.4,1.9,4.8,4.1,8.0,20.0,2.9,3.8,0.5,0.3,0.76,2.4,0.0268979889921437
50.0,13.0,8.2,23.6,6.8,6.4,0.0,0.51,14.0,35.0,0.105,0.07,2.0,9.0,0.175,0.08,0.1,0.21,0.4,1.3,3.4,3.7,15.0,15.0,1.0,2.9,2.8,4.1,0.3,1.4,0.0256846222922863
44.0,13.0,9.4,20.0,21.2,38.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,13.0,0.14,0.02,0.1,0.35,1.5,1.0,4.8,3.4,10.0,9.0,0.5,2.3,1.2,0.8,0.24,2.5,0.025726212822255
38.0,11.8,10.6,5.6,11.6,18.4,0.0,0.5,14.0,17.0,0.14,0.06,2.0,34.0,0.105,0.03,0.1,0.33,1.0,2.2,2.7,4.9,15.0,28.0,1.1,0.8,3.7,4.4,0.25,1.3,0.0270386082405672
48.8,9.4,8.2,24.8,23.6,28.0,0.0,0.5,14.0,32.0,0.105,0.1,2.0,10.0,0.14,0.09,0.1,0.43,2.7,3.8,4.9,4.5,8.0,29.0,4.7,1.6,0.7,1.3,1.46,4.2,0.0262599265435079
36.8,4.6,10.6,24.8,26.0,38.8,0.0,0.5,14.0,28.0,0.105,0.05,2.0,32.0,0.175,0.03,0.1,0.23,2.4,2.0,4.4,4.9,4.0,22.0,4.8,0.4,2.2,3.6,1.54,3.5,0.0260355591791204
32.0,4.6,13.0,9.2,18.8,46.0,0.0,0.5,14.0,34.0,0.105,0.07,2.0,20.0,0.035,0.01,0.1,0.16,1.9,3.8,4.8,3.7,10.0,2.0,3.9,2.6,1.3,2.5,1.03,1.6,0.0255428003762371
41.6,10.6,10.6,23.6,14.0,53.2,0.0,0.5,14.0,28.0,0.07,0.04,2.0,33.0,0.07,0.06,0.1,0.32,1.5,0.2,2.5,4.0,17.0,16.0,2.2,5.0,1.9,0.5,0.18,1.8,0.0244531734932705
34.4,5.8,11.8,10.4,11.6,32.8,0.0,0.51,14.0,26.0,0.07,0.01,2.0,18.0,0.07,0.07,0.1,0.43,0.5,0.5,4.4,3.6,22.0,14.0,1.4,2.5,5.0,1.1,0.23,3.5,0.025431973970346
34.4,10.6,13.0,18.8,4.4,10.0,0.0,0.5,14.0,32.0,0.07,0.03,2.0,10.0,0.105,0.01,0.1,0.16,0.5,4.3,2.9,4.0,26.0,27.0,0.8,2.7,3.6,4.7,0.34,1.0,0.0245965537609927
32.0,3.4,13.0,23.6,8.0,10.0,0.0,0.51,14.0,25.0,0.035,0.02,2.0,33.0,0.105,0.03,0.1,0.16,0.5,2.3,3.3,3.4,19.0,23.0,0.7,3.0,4.7,4.7,0.32,2.4,0.0249760687812421
44.0,5.8,9.4,26.0,6.8,7.6,0.0,0.51,14.0,34.0,0.105,0.07,2.0,21.0,0.14,0.07,0.1,0.25,0.6,1.7,4.1,2.2,7.0,13.0,0.8,0.8,2.1,4.1,0.5,1.1,0.0263901234070398
30.8,4.6,13.0,16.4,15.2,44.8,0.0,0.5,14.0,20.0,0.07,0.04,2.0,35.0,0.175,0.09,0.1,0.29,0.7,1.1,3.1,4.0,1.0,5.0,4.0,2.3,3.8,1.2,0.22,2.2,0.0263316723427008
39.2,10.6,10.6,17.6,12.8,5.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,21.0,0.14,0.08,0.1,0.27,1.3,4.6,4.1,3.8,13.0,27.0,1.3,0.1,4.1,5.0,0.52,3.6,0.0249065021990632
44.0,4.6,9.4,23.6,8.0,6.4,0.0,0.51,14.0,31.0,0.14,0.03,2.0,33.0,0.14,0.03,0.1,0.16,0.9,3.8,3.8,5.0,11.0,22.0,2.3,0.8,5.0,1.0,0.7,2.2,0.025225694644409
33.2,4.6,13.0,11.6,17.6,8.8,0.0,0.51,14.0,14.0,0.035,0.03,2.0,18.0,0.175,0.07,0.1,0.49,0.8,1.6,4.8,4.7,16.0,6.0,3.9,1.6,5.0,0.6,0.78,1.9,0.0241302030200152
51.2,9.4,8.2,8.0,23.6,31.6,0.0,0.51,14.0,15.0,0.14,0.04,2.0,31.0,0.07,0.06,0.1,0.39,2.9,1.8,3.9,3.7,22.0,16.0,2.3,3.0,4.9,3.8,1.28,3.4,0.0252202005818777
51.2,9.4,8.2,8.0,23.6,31.6,0.0,0.51,14.0,15.0,0.14,0.04,2.0,31.0,0.07,0.06,0.1,0.39,2.9,1.8,3.9,3.7,22.0,16.0,2.3,3.0,4.9,3.8,1.28,3.4,0.0252202005818777
51.2,9.4,8.2,8.0,23.6,31.6,0.0,0.51,14.0,15.0,0.14,0.04,2.0,31.0,0.07,0.06,0.1,0.39,2.9,1.8,3.9,3.7,22.0,16.0,2.3,3.0,4.9,3.8,1.28,3.4,0.0252202005818777
39.2,13.0,10.6,11.6,21.2,28.0,0.0,0.5,14.0,26.0,0.07,0.07,2.0,32.0,0.035,0.03,0.1,0.32,2.0,1.9,4.9,2.5,9.0,1.0,0.7,1.8,3.7,4.0,1.7,2.0,0.0255841670894802
45.2,2.2,9.4,20.0,21.2,46.0,0.0,0.5,14.0,26.0,0.105,0.07,2.0,22.0,0.14,0.02,0.1,0.4,2.8,2.0,4.3,4.3,1.0,28.0,0.8,3.8,1.5,4.5,0.28,3.2,0.0247223641745776
32.0,5.8,13.0,18.8,23.6,10.0,0.0,0.5,14.0,30.0,0.105,0.05,2.0,22.0,0.105,0.06,0.1,0.33,2.7,3.8,3.8,4.0,10.0,15.0,0.1,2.2,2.8,3.8,1.41,3.6,0.0252133076500719
35.6,2.2,11.8,15.2,18.8,18.4,0.0,0.51,14.0,20.0,0.07,0.06,2.0,17.0,0.14,0.05,0.1,0.25,1.6,2.3,4.6,4.1,15.0,6.0,3.0,2.7,4.0,5.0,0.4,1.9,0.0248327879580366
34.4,7.0,11.8,18.8,21.2,13.6,0.0,0.5,14.0,26.0,0.175,0.1,2.0,14.0,0.14,0.02,0.1,0.36,2.4,1.9,4.6,3.0,18.0,3.0,2.9,1.5,3.0,0.9,1.14,1.9,0.0251791639767229
51.2,4.6,8.2,18.8,18.8,50.8,0.0,0.51,14.0,30.0,0.035,0.02,2.0,11.0,0.14,0.01,0.1,0.36,1.6,3.0,4.8,3.9,27.0,21.0,3.9,2.6,0.2,4.9,1.43,1.8,0.0245189269208308
52.4,11.8,8.2,6.8,24.8,6.4,0.0,0.5,14.0,32.0,0.105,0.05,2.0,15.0,0.035,0.03,0.1,0.09,1.9,2.0,4.7,3.2,23.0,0.0,3.3,2.7,2.9,2.5,0.72,2.9,0.0246884395908943
46.4,5.8,9.4,23.6,4.4,49.6,0.0,0.5,14.0,34.0,0.175,0.04,2.0,23.0,0.105,0.06,0.1,0.5,0.2,2.0,1.9,2.5,9.0,29.0,4.9,4.1,1.8,2.1,0.13,1.6,0.0255265327032604
44.0,3.4,9.4,21.2,17.6,29.2,0.0,0.5,14.0,27.0,0.175,0.06,2.0,34.0,0.07,0.06,0.1,0.15,1.4,1.8,4.9,4.2,14.0,7.0,3.0,0.3,3.2,0.9,0.92,2.8,0.0249577666952682
44.0,11.8,9.4,24.8,16.4,30.4,0.0,0.5,14.0,32.0,0.07,0.05,2.0,33.0,0.14,0.02,0.1,0.27,1.4,3.6,2.7,4.0,20.0,6.0,1.5,4.2,0.3,0.6,0.14,2.5,0.02486106265707
51.2,9.4,8.2,23.6,23.6,36.4,0.0,0.5,14.0,35.0,0.175,0.08,2.0,23.0,0.14,0.03,0.1,0.4,2.9,0.3,4.7,4.0,20.0,28.0,0.1,2.6,2.0,1.9,0.15,2.6,0.0247832225519409
35.6,7.0,11.8,17.6,9.2,23.2,0.0,0.51,14.0,29.0,0.07,0.05,2.0,34.0,0.105,0.03,0.1,0.44,0.8,2.9,4.6,2.0,23.0,20.0,3.5,3.8,3.0,2.2,0.29,1.2,0.0256273207038832
36.8,8.2,11.8,3.2,9.2,28.0,0.0,0.5,14.0,32.0,0.175,0.02,2.0,28.0,0.175,0.09,0.1,0.36,1.2,1.5,4.4,2.1,10.0,25.0,1.4,1.4,3.4,0.4,0.22,2.0,0.0238842052865804
35.6,3.4,11.8,3.2,15.2,52.0,0.0,0.51,14.0,13.0,0.07,0.05,2.0,33.0,0.105,0.05,0.1,0.27,1.4,1.6,4.8,2.9,1.0,27.0,3.3,3.8,1.6,0.2,0.3,2.5,0.0256242890920154
44.0,4.6,9.4,12.8,10.4,50.8,0.0,0.51,14.0,22.0,0.175,0.02,2.0,21.0,0.035,0.01,0.1,0.3,1.2,2.6,2.5,2.5,25.0,2.0,1.5,2.2,5.0,1.4,0.26,1.7,0.0259772165269535
39.2,11.8,10.6,22.4,12.8,35.2,0.0,0.5,14.0,26.0,0.07,0.03,2.0,31.0,0.175,0.03,0.1,0.48,1.1,0.7,4.7,3.0,5.0,27.0,2.8,2.7,1.1,2.5,0.39,2.8,0.02483233242512
52.4,10.6,8.2,11.6,24.8,44.8,0.0,0.51,14.0,28.0,0.07,0.03,2.0,11.0,0.14,0.08,0.1,0.43,3.3,1.9,4.5,4.7,29.0,18.0,1.8,3.0,1.0,0.3,0.27,4.4,0.0249576725085588
36.8,7.0,11.8,26.0,18.8,41.2,0.0,0.5,14.0,25.0,0.105,0.08,2.0,19.0,0.035,0.02,0.1,0.27,1.9,2.2,4.7,2.6,11.0,27.0,3.9,4.1,0.1,0.8,0.82,1.6,0.02533739009398
45.2,8.2,9.4,10.4,11.6,34.0,0.0,0.51,14.0,27.0,0.105,0.07,2.0,16.0,0.14,0.09,0.1,0.48,1.5,1.0,4.9,2.0,5.0,23.0,3.8,2.3,3.1,5.0,0.12,1.1,0.0242461343663493
45.2,8.2,9.4,10.4,11.6,34.0,0.0,0.51,14.0,27.0,0.105,0.07,2.0,16.0,0.14,0.09,0.1,0.48,1.5,1.0,4.9,2.0,5.0,23.0,3.8,2.3,3.1,5.0,0.12,1.1,0.0242461343663493
45.2,8.2,9.4,10.4,11.6,34.0,0.0,0.51,14.0,27.0,0.105,0.07,2.0,16.0,0.14,0.09,0.1,0.48,1.5,1.0,4.9,2.0,5.0,23.0,3.8,2.3,3.1,5.0,0.12,1.1,0.0242461343663493
51.2,1.0,8.2,22.4,10.4,17.2,0.0,0.51,14.0,15.0,0.105,0.08,2.0,16.0,0.14,0.01,0.1,0.33,0.7,0.7,1.7,3.7,9.0,3.0,4.2,3.6,1.4,3.4,0.14,1.5,0.023842236048614
35.6,8.2,11.8,21.2,15.2,28.0,0.0,0.5,14.0,29.0,0.07,0.01,2.0,16.0,0.07,0.02,0.1,0.31,1.2,2.4,4.3,4.1,7.0,23.0,2.8,0.3,1.4,2.5,1.13,3.7,0.0253349304846432
45.2,11.8,9.4,16.4,23.6,22.0,0.0,0.5,14.0,34.0,0.14,0.02,2.0,17.0,0.14,0.05,0.1,0.26,2.8,2.6,5.0,3.2,23.0,1.0,2.3,1.2,3.9,0.6,0.25,2.9,0.0246665048932282
36.8,9.4,11.8,14.0,5.6,42.4,0.0,0.5,14.0,29.0,0.105,0.05,2.0,3.0,0.175,0.02,0.1,0.47,0.5,1.5,2.3,1.8,10.0,22.0,2.1,2.7,4.9,3.2,0.36,1.1,0.0256798878932276
15.2,8.2,13.0,11.6,11.6,53.2,0.0,0.5,14.0,31.0,0.105,0.09,2.0,11.0,0.175,0.06,0.1,0.4,1.0,2.5,4.7,3.9,22.0,28.0,2.2,2.9,4.5,2.5,0.12,2.6,0.0236703433104483
46.4,3.4,9.4,23.6,14.0,6.4,0.0,0.5,14.0,31.0,0.14,0.01,2.0,20.0,0.035,0.02,0.1,0.5,1.9,3.4,2.3,3.0,26.0,23.0,1.2,1.1,0.3,2.8,0.11,2.1,0.0242341084212036
35.6,3.4,11.8,11.6,21.2,52.0,0.0,0.5,14.0,7.0,0.105,0.04,2.0,15.0,0.105,0.02,0.1,0.42,1.8,0.6,5.0,4.4,21.0,14.0,2.1,3.1,4.6,1.8,0.47,1.9,0.0253867550926865
38.0,8.2,11.8,14.0,26.0,31.6,0.0,0.51,14.0,21.0,0.14,0.1,2.0,25.0,0.035,0.03,0.1,0.12,1.3,2.6,4.7,4.1,23.0,26.0,3.3,0.6,3.4,0.9,1.07,3.9,0.0235591138180958
14.0,10.6,9.4,26.0,14.0,17.2,0.0,0.51,14.0,14.0,0.035,0.01,2.0,8.0,0.07,0.04,0.1,0.28,0.9,1.0,3.1,3.7,16.0,6.0,2.8,3.0,4.5,2.5,0.74,1.6,0.0299000270562357
42.8,3.4,9.4,15.2,23.6,42.4,0.0,0.51,14.0,23.0,0.175,0.06,2.0,25.0,0.14,0.04,0.1,0.4,1.9,2.6,5.0,4.6,29.0,0.0,4.3,3.9,4.2,0.7,1.59,2.3,0.025248671848839
40.4,3.4,10.6,11.6,21.2,12.4,0.0,0.51,14.0,29.0,0.14,0.07,2.0,11.0,0.035,0.03,0.1,0.08,2.5,1.3,4.4,4.4,0.0,30.0,3.5,0.7,2.5,4.1,1.18,3.4,0.0245371581480031
36.8,7.0,11.8,9.2,8.0,5.2,0.0,0.51,14.0,21.0,0.105,0.02,2.0,8.0,0.07,0.03,0.1,0.13,0.6,1.5,4.1,2.4,8.0,10.0,3.3,4.4,0.1,1.4,0.14,1.7,0.0248426787863172
52.4,5.8,8.2,18.8,21.2,26.8,0.0,0.51,14.0,24.0,0.105,0.06,2.0,35.0,0.175,0.08,0.1,0.27,2.3,2.5,4.5,4.8,5.0,8.0,3.9,1.6,3.1,2.4,1.04,4.4,0.0245664658111657
52.4,9.4,8.2,23.6,24.8,30.4,0.0,0.51,14.0,21.0,0.07,0.02,2.0,20.0,0.105,0.04,0.1,0.43,1.4,2.8,4.5,4.6,29.0,23.0,4.3,4.3,2.0,5.0,0.29,4.2,0.0242615231574165
41.6,10.6,10.6,11.6,23.6,22.0,0.0,0.5,14.0,10.0,0.105,0.09,2.0,20.0,0.035,0.01,0.1,0.08,1.8,1.3,4.2,4.5,17.0,18.0,3.0,0.7,3.8,3.0,0.23,4.0,0.0242993849320918
33.2,13.0,13.0,11.6,8.0,17.2,0.0,0.51,14.0,31.0,0.035,0.01,2.0,13.0,0.07,0.05,0.1,0.15,1.0,3.8,2.0,3.5,28.0,19.0,0.8,0.2,0.9,3.6,0.19,1.2,0.0247319421489441
44.0,8.2,10.6,18.8,8.0,43.6,0.0,0.5,14.0,18.0,0.105,0.04,2.0,9.0,0.14,0.05,0.1,0.33,1.0,1.5,2.9,3.0,25.0,19.0,2.6,4.5,1.5,2.6,0.3,1.5,0.0240273250490845
36.8,9.4,11.8,8.0,20.0,17.2,0.0,0.51,14.0,33.0,0.175,0.04,2.0,34.0,0.175,0.05,0.1,0.29,1.2,3.6,5.0,5.0,19.0,3.0,0.9,1.4,0.7,0.1,0.37,3.9,0.0246283149229665
36.8,9.4,11.8,8.0,20.0,17.2,0.0,0.51,14.0,33.0,0.175,0.04,2.0,34.0,0.175,0.05,0.1,0.29,1.2,3.6,5.0,5.0,19.0,3.0,0.9,1.4,0.7,0.1,0.37,3.9,0.0246283149229665
36.8,9.4,11.8,8.0,20.0,17.2,0.0,0.51,14.0,33.0,0.175,0.04,2.0,34.0,0.175,0.05,0.1,0.29,1.2,3.6,5.0,5.0,19.0,3.0,0.9,1.4,0.7,0.1,0.37,3.9,0.0246283149229665
36.8,4.6,11.8,12.8,17.6,18.4,0.0,0.5,14.0,25.0,0.14,0.06,2.0,35.0,0.035,0.02,0.1,0.16,2.1,1.5,4.7,3.8,0.0,30.0,2.5,3.3,4.4,0.9,0.96,3.1,0.0240661183542418
33.2,3.4,13.0,5.6,20.0,53.2,0.0,0.5,14.0,30.0,0.14,0.1,2.0,12.0,0.07,0.04,0.1,0.31,2.5,0.8,4.1,2.7,19.0,1.0,4.5,1.0,3.3,1.8,0.21,2.5,0.0242351317751042
45.2,3.4,9.4,11.6,24.8,17.2,0.0,0.51,14.0,30.0,0.14,0.01,2.0,11.0,0.14,0.05,0.1,0.45,2.6,2.7,4.3,4.6,9.0,23.0,0.6,2.8,1.2,0.8,0.31,3.8,0.025203994608187
52.4,13.0,8.2,23.6,18.8,17.2,0.0,0.5,14.0,29.0,0.175,0.04,2.0,16.0,0.07,0.04,0.1,0.04,2.1,1.7,4.3,2.7,8.0,14.0,0.7,1.6,3.0,3.4,1.35,2.0,0.0247720615637132
30.8,3.4,13.0,24.8,22.4,42.4,0.0,0.51,14.0,33.0,0.175,0.08,2.0,18.0,0.14,0.02,0.1,0.23,1.1,3.0,5.0,4.0,9.0,30.0,2.8,0.7,2.8,4.6,0.15,2.5,0.0231722841419691
46.4,10.6,9.4,18.8,23.6,52.0,0.0,0.51,14.0,32.0,0.175,0.04,2.0,30.0,0.14,0.03,0.1,0.42,1.6,3.9,4.6,3.8,26.0,27.0,4.0,4.5,0.4,0.2,1.13,3.3,0.0235229660307888
39.2,10.6,11.8,18.8,4.4,43.6,0.0,0.5,14.0,33.0,0.105,0.09,2.0,8.0,0.105,0.08,0.1,0.24,0.3,1.2,1.8,1.2,7.0,25.0,1.0,2.3,4.4,1.2,0.1,1.1,0.0240157274941832
46.4,9.4,9.4,14.0,15.2,31.6,0.0,0.5,14.0,21.0,0.14,0.06,2.0,11.0,0.175,0.01,0.1,0.47,1.5,2.7,4.7,4.8,27.0,1.0,1.2,4.1,1.1,0.5,0.41,2.1,0.0237430106431039
33.2,11.8,13.0,24.8,26.0,5.2,0.0,0.5,14.0,29.0,0.14,0.09,2.0,24.0,0.14,0.02,0.1,0.21,3.0,1.2,4.5,4.7,10.0,12.0,3.6,1.4,0.6,3.7,0.1,3.6,0.0246886573755279
39.2,4.6,11.8,6.8,8.0,46.0,0.0,0.51,14.0,24.0,0.105,0.01,2.0,29.0,0.07,0.01,0.1,0.04,0.4,2.1,2.2,2.7,20.0,10.0,5.0,2.4,0.8,3.1,0.29,1.4,0.0229413826424085
51.2,3.4,8.2,22.4,18.8,30.4,0.0,0.51,14.0,34.0,0.14,0.07,2.0,35.0,0.07,0.04,0.1,0.45,1.7,1.6,4.4,3.8,15.0,25.0,2.6,3.7,4.6,3.0,0.89,3.2,0.0238916003121881
46.4,10.6,9.4,18.8,14.0,30.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,30.0,0.105,0.05,0.1,0.21,1.7,2.8,3.5,3.1,19.0,5.0,1.2,4.6,5.0,3.9,1.44,1.3,0.0245548788933784
46.4,10.6,9.4,18.8,14.0,30.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,30.0,0.105,0.05,0.1,0.21,1.7,2.8,3.5,3.1,19.0,5.0,1.2,4.6,5.0,3.9,1.44,1.3,0.0245548788933784
46.4,10.6,9.4,18.8,14.0,30.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,30.0,0.105,0.05,0.1,0.21,1.7,2.8,3.5,3.1,19.0,5.0,1.2,4.6,5.0,3.9,1.44,1.3,0.0245548788933784
36.8,10.6,13.0,6.8,3.2,37.6,0.0,0.51,14.0,11.0,0.175,0.05,2.0,26.0,0.14,0.03,0.1,0.49,0.3,0.5,1.4,1.3,0.0,30.0,4.9,0.7,0.7,2.5,0.26,1.0,0.0245107526562075
36.8,10.6,13.0,6.8,3.2,37.6,0.0,0.51,14.0,11.0,0.175,0.05,2.0,26.0,0.14,0.03,0.1,0.49,0.3,0.5,1.4,1.3,0.0,30.0,4.9,0.7,0.7,2.5,0.26,1.0,0.0245107526562075
36.8,10.6,13.0,6.8,3.2,37.6,0.0,0.51,14.0,11.0,0.175,0.05,2.0,26.0,0.14,0.03,0.1,0.49,0.3,0.5,1.4,1.3,0.0,30.0,4.9,0.7,0.7,2.5,0.26,1.0,0.0245107526562075
38.0,11.8,11.8,24.8,23.6,35.2,0.0,0.51,14.0,35.0,0.14,0.08,2.0,10.0,0.14,0.02,0.1,0.3,3.1,1.8,4.7,4.3,14.0,26.0,2.2,1.8,3.7,2.0,0.14,2.8,0.0236898599190272
39.2,9.4,11.8,8.0,3.2,5.2,0.0,0.5,14.0,15.0,0.07,0.03,2.0,11.0,0.105,0.08,0.1,0.34,0.2,1.8,1.4,2.9,5.0,2.0,2.0,4.6,3.3,0.6,0.14,1.3,0.0241612287071772
52.4,13.0,8.2,9.2,21.2,50.8,0.0,0.5,14.0,35.0,0.105,0.04,2.0,23.0,0.175,0.07,0.1,0.41,2.6,2.9,4.9,5.0,28.0,10.0,2.1,1.9,1.2,4.4,1.35,3.5,0.0243136898544525
36.8,13.0,11.8,8.0,8.0,17.2,0.0,0.5,14.0,35.0,0.175,0.06,2.0,30.0,0.105,0.05,0.1,0.37,0.7,2.1,4.0,2.8,17.0,0.0,2.5,4.9,4.3,1.7,0.45,1.4,0.025008880736525
47.6,7.0,9.4,20.0,4.4,5.2,0.0,0.5,14.0,34.0,0.14,0.09,2.0,32.0,0.105,0.08,0.1,0.42,0.3,2.6,2.2,3.8,20.0,28.0,3.4,2.8,3.8,1.9,0.13,1.6,0.0243460128953964
44.0,3.4,10.6,21.2,4.4,42.4,0.0,0.5,14.0,17.0,0.07,0.03,2.0,31.0,0.07,0.01,0.1,0.25,0.5,1.1,1.5,5.0,8.0,2.0,0.5,1.8,1.8,3.8,0.39,1.4,0.0233504989379651
47.6,9.4,9.4,14.0,4.4,42.4,0.0,0.5,14.0,17.0,0.175,0.01,2.0,34.0,0.14,0.01,0.1,0.26,0.5,1.6,2.9,4.1,7.0,10.0,0.2,3.9,0.2,2.4,0.19,1.3,0.0244263223980284
40.4,2.2,10.6,23.6,18.8,35.2,0.0,0.51,14.0,14.0,0.175,0.04,2.0,31.0,0.14,0.04,0.1,0.48,1.8,0.9,4.3,3.5,18.0,18.0,0.8,4.9,0.2,4.3,0.88,2.8,0.0238325557442238
52.4,4.6,8.2,18.8,8.0,43.6,0.0,0.5,14.0,35.0,0.105,0.02,2.0,26.0,0.07,0.01,0.1,0.24,0.7,3.1,3.3,4.5,26.0,12.0,4.8,1.5,0.6,4.6,0.54,3.2,0.0237865219960192
39.2,7.0,11.8,5.6,4.4,46.0,0.0,0.51,14.0,16.0,0.105,0.01,2.0,18.0,0.14,0.07,0.1,0.27,0.5,0.8,2.4,1.7,18.0,22.0,1.3,4.3,3.4,3.8,0.45,1.1,0.0260442782034737
33.2,10.6,13.0,22.4,18.8,52.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,23.0,0.175,0.02,0.1,0.25,2.4,0.9,4.7,2.6,30.0,21.0,2.2,2.8,3.1,0.9,0.77,2.5,0.0239803039989348
45.2,11.8,9.4,24.8,26.0,26.8,0.0,0.51,14.0,28.0,0.07,0.06,2.0,19.0,0.175,0.05,0.1,0.41,1.1,2.5,5.0,4.8,20.0,20.0,2.6,3.4,4.2,3.1,0.9,3.6,0.0261673363807739
47.6,8.2,9.4,26.0,22.4,16.0,0.0,0.51,14.0,33.0,0.07,0.05,2.0,27.0,0.105,0.04,0.1,0.16,2.0,3.9,4.8,4.8,12.0,2.0,0.6,2.3,0.9,4.3,1.56,4.2,0.0232851017323873
47.6,8.2,9.4,26.0,22.4,16.0,0.0,0.51,14.0,33.0,0.07,0.05,2.0,27.0,0.105,0.04,0.1,0.16,2.0,3.9,4.8,4.8,12.0,2.0,0.6,2.3,0.9,4.3,1.56,4.2,0.023285101732388
38.0,5.8,11.8,21.2,26.0,8.8,0.0,0.51,14.0,29.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.33,2.2,2.7,4.8,4.7,10.0,23.0,4.4,0.5,4.7,3.1,1.21,3.4,0.0235259531438318
38.0,5.8,11.8,21.2,26.0,8.8,0.0,0.51,14.0,29.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.33,2.2,2.7,4.8,4.7,10.0,23.0,4.4,0.5,4.7,3.1,1.21,3.4,0.0235259531438318
38.0,5.8,11.8,21.2,26.0,8.8,0.0,0.51,14.0,29.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.33,2.2,2.7,4.8,4.7,10.0,23.0,4.4,0.5,4.7,3.1,1.21,3.4,0.0235259531438318
52.4,7.0,8.2,26.0,6.8,22.0,0.0,0.5,14.0,31.0,0.105,0.04,2.0,30.0,0.14,0.04,0.1,0.24,0.4,4.2,2.0,2.3,4.0,26.0,4.2,1.8,3.7,4.2,0.18,1.9,0.024216991194711
46.4,11.8,9.4,18.8,5.6,14.8,0.0,0.51,14.0,13.0,0.105,0.08,2.0,9.0,0.035,0.02,0.1,0.09,0.6,1.1,2.9,4.4,25.0,23.0,4.1,3.9,2.9,4.8,0.59,2.0,0.024656641565555
44.0,5.8,10.6,11.6,3.2,30.4,0.0,0.5,14.0,7.0,0.175,0.04,2.0,24.0,0.175,0.06,0.1,0.4,0.2,0.6,1.5,3.5,24.0,1.0,5.0,1.6,3.0,2.2,0.12,1.4,0.0235174726967224
38.0,3.4,11.8,8.0,14.0,47.2,0.0,0.5,14.0,18.0,0.07,0.07,2.0,17.0,0.14,0.06,0.1,0.27,1.7,2.2,3.4,3.8,27.0,17.0,2.4,1.5,1.1,3.9,0.16,1.7,0.0233270911352972
38.0,3.4,11.8,10.4,20.0,6.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,33.0,0.105,0.07,0.1,0.25,2.2,2.5,4.9,2.1,11.0,25.0,2.8,0.8,0.9,2.1,1.45,1.9,0.0236660415174695
46.4,8.2,10.6,4.4,12.8,42.4,0.0,0.5,14.0,20.0,0.14,0.03,2.0,19.0,0.07,0.03,0.1,0.3,1.3,1.1,3.4,4.6,30.0,26.0,4.6,1.1,4.0,2.5,0.27,2.0,0.0217852332138142
47.6,13.0,9.4,11.6,24.8,20.8,0.0,0.51,14.0,16.0,0.14,0.03,2.0,25.0,0.175,0.03,0.1,0.34,2.6,2.1,4.8,4.4,15.0,15.0,3.0,0.2,1.4,4.4,0.18,3.5,0.0234089055842298
40.4,4.6,11.8,26.0,6.8,29.2,0.0,0.5,14.0,32.0,0.175,0.02,2.0,13.0,0.105,0.04,0.1,0.14,0.7,3.8,1.7,3.0,25.0,3.0,3.0,3.8,0.7,2.9,0.36,1.4,0.0226917130372854
46.4,3.4,9.4,9.2,17.6,31.6,0.0,0.5,14.0,29.0,0.175,0.01,2.0,14.0,0.035,0.02,0.1,0.32,1.4,1.1,3.4,3.6,16.0,5.0,2.6,0.3,3.8,2.8,0.37,2.0,0.0237417659381214
