w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llt_uH
9.2,9.4,5.8,14.0,6.8,44.8,0.0,0.5,14.0,22.0,0.14,0.06,2.0,17.0,0.07,0.06,0.1,0.28,0.7,1.6,4.1,4.0,0.0,8.0,3.5,2.0,1.4,0.2,0.12,2.2,7.59422766952306
15.2,2.2,3.4,17.6,9.2,43.6,0.0,0.5,14.0,21.0,0.07,0.05,2.0,19.0,0.175,0.05,0.1,0.28,1.0,0.2,4.7,4.3,8.0,4.0,0.2,4.0,0.5,0.4,0.1,3.3,11.4229307967188
8.0,3.4,7.0,5.6,22.4,8.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,12.0,0.035,0.01,0.1,0.34,1.8,3.5,4.3,4.7,30.0,9.0,0.1,1.3,3.9,4.2,0.62,2.7,8.54156488662821
9.2,7.0,5.8,18.8,11.6,30.4,0.0,0.51,14.0,21.0,0.07,0.04,2.0,6.0,0.07,0.01,0.1,0.5,1.1,2.7,2.9,3.1,21.0,4.0,4.2,4.7,1.4,3.0,1.02,1.4,11.8275765155011
8.0,7.0,7.0,17.6,15.2,36.4,0.0,0.51,14.0,21.0,0.14,0.1,2.0,33.0,0.105,0.01,0.1,0.14,1.4,1.7,4.2,2.8,11.0,10.0,1.9,1.7,1.2,2.2,1.28,2.3,7.71735524468218
11.6,3.4,4.6,12.8,12.8,12.4,0.0,0.51,14.0,20.0,0.105,0.01,2.0,18.0,0.14,0.07,0.1,0.49,1.0,2.5,2.4,2.4,17.0,6.0,2.7,2.8,0.3,1.3,0.41,1.5,10.2470112153607
6.8,5.8,8.2,12.8,8.0,40.0,0.0,0.5,14.0,23.0,0.175,0.07,2.0,11.0,0.07,0.07,0.1,0.22,0.8,2.2,4.9,4.2,17.0,15.0,1.0,3.4,1.9,3.3,0.16,2.6,7.40125988940128
11.6,5.8,4.6,12.8,23.6,12.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,9.0,0.105,0.04,0.1,0.26,2.3,1.5,4.4,4.6,1.0,28.0,3.3,2.4,3.8,2.9,1.08,3.0,8.25584727350242
11.6,7.0,4.6,9.2,11.6,48.4,0.0,0.5,14.0,9.0,0.14,0.08,2.0,33.0,0.14,0.09,0.1,0.27,1.0,0.9,4.2,3.8,6.0,20.0,2.1,5.0,3.8,3.1,0.71,2.8,5.15074566320066
9.2,5.8,5.8,17.6,15.2,43.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,33.0,0.14,0.01,0.1,0.5,1.4,0.7,4.4,4.3,30.0,22.0,0.5,4.8,3.9,4.6,0.37,1.3,9.92451537483777
8.0,13.0,7.0,6.8,20.0,11.2,0.0,0.51,14.0,11.0,0.14,0.05,2.0,31.0,0.07,0.06,0.1,0.12,1.9,0.7,5.0,3.7,28.0,26.0,2.1,4.5,2.3,3.2,0.69,2.5,6.14957181774081
24.8,4.6,2.2,23.6,14.0,10.0,0.0,0.51,14.0,27.0,0.035,0.03,2.0,9.0,0.14,0.04,0.1,0.29,0.9,0.9,3.6,2.0,23.0,14.0,3.7,3.8,0.3,2.3,0.57,1.4,9.88790535836915
9.2,9.4,5.8,10.4,26.0,48.4,0.0,0.51,14.0,30.0,0.14,0.1,2.0,28.0,0.035,0.01,0.1,0.37,1.8,1.7,4.7,4.5,1.0,18.0,5.0,2.6,0.9,2.4,1.12,4.1,5.86671705800792
26.0,5.8,2.2,9.2,6.8,41.2,0.0,0.5,14.0,27.0,0.175,0.02,2.0,23.0,0.14,0.02,0.1,0.13,0.7,1.9,3.6,4.3,3.0,19.0,4.4,3.0,2.9,0.5,0.34,1.0,9.84149918167299
5.6,7.0,9.4,14.0,5.6,34.0,0.0,0.5,14.0,35.0,0.035,0.02,2.0,16.0,0.07,0.06,0.1,0.46,0.5,0.9,2.7,2.5,28.0,19.0,3.4,4.7,0.6,3.3,0.43,2.4,5.88194631873811
16.4,8.2,3.4,15.2,5.6,12.4,0.0,0.5,14.0,17.0,0.105,0.04,2.0,4.0,0.175,0.06,0.1,0.39,0.6,0.4,1.9,1.7,16.0,30.0,0.5,1.7,1.7,2.6,0.29,1.3,8.2656110371134
26.0,8.2,2.2,18.8,12.8,49.6,0.0,0.5,14.0,13.0,0.175,0.05,2.0,17.0,0.105,0.05,0.1,0.39,1.4,1.1,3.1,3.1,8.0,22.0,3.5,0.4,0.3,0.1,0.14,1.0,14.4355297655575
6.8,4.6,8.2,8.0,14.0,42.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.035,0.01,0.1,0.45,1.7,2.8,4.8,3.6,5.0,4.0,4.3,1.4,3.8,3.9,0.6,1.2,10.1731990567797
26.0,10.6,2.2,3.2,4.4,41.2,0.0,0.5,14.0,29.0,0.105,0.09,2.0,14.0,0.07,0.05,0.1,0.47,0.5,1.5,2.5,3.0,8.0,6.0,1.2,1.7,2.8,0.7,0.19,1.2,8.31805365934337
16.4,2.2,3.4,11.6,18.8,17.2,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.07,0.01,0.1,0.48,2.2,1.9,4.9,3.4,25.0,27.0,1.2,1.8,1.3,0.7,1.21,2.2,10.2730553632354
8.0,7.0,7.0,9.2,9.2,32.8,0.0,0.5,14.0,11.0,0.105,0.06,2.0,9.0,0.14,0.03,0.1,0.22,1.2,0.5,4.6,3.7,19.0,25.0,0.7,2.9,3.5,0.5,0.19,2.3,6.74183368797064
8.0,13.0,7.0,12.8,17.6,7.6,0.0,0.51,14.0,14.0,0.14,0.01,2.0,23.0,0.105,0.08,0.1,0.42,2.0,0.7,4.6,1.6,28.0,24.0,1.7,3.8,4.4,1.4,0.68,1.5,9.14634927116343
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,7.5474579634755
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,7.5474579634755
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,7.5474579634755
6.8,5.8,8.2,16.4,9.2,43.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,13.0,0.07,0.05,0.1,0.33,1.0,4.2,5.0,2.8,17.0,27.0,4.5,4.4,2.6,4.2,0.52,2.0,11.1426853228334
6.8,8.2,8.2,9.2,16.4,8.8,0.0,0.51,14.0,29.0,0.105,0.03,2.0,29.0,0.105,0.04,0.1,0.25,1.4,1.2,4.7,3.2,25.0,13.0,2.7,3.6,1.2,4.7,0.96,1.7,6.7515266719808
8.0,3.4,7.0,5.6,23.6,36.4,0.0,0.5,14.0,28.0,0.175,0.02,2.0,26.0,0.175,0.03,0.1,0.34,2.8,1.7,3.8,4.2,30.0,27.0,0.3,4.8,3.8,2.7,1.1,3.6,7.10421545004596
5.6,13.0,10.6,6.8,8.0,31.6,0.0,0.5,14.0,29.0,0.07,0.01,2.0,31.0,0.105,0.03,0.1,0.49,1.0,0.4,3.0,2.1,18.0,3.0,4.2,1.0,2.9,1.9,0.31,1.1,6.65594657954038
6.8,7.0,9.4,2.0,4.4,20.8,0.0,0.51,14.0,34.0,0.105,0.02,2.0,13.0,0.175,0.02,0.1,0.22,0.3,1.6,1.3,2.6,26.0,22.0,0.3,0.6,1.3,3.4,0.11,1.2,4.54871250676563
24.8,9.4,2.2,9.2,12.8,28.0,0.0,0.51,14.0,13.0,0.14,0.07,2.0,13.0,0.14,0.03,0.1,0.29,1.0,0.3,4.9,3.4,2.0,17.0,0.4,1.6,0.5,1.4,0.21,1.5,10.4954738681677
6.8,11.8,8.2,8.0,3.2,10.0,0.0,0.5,14.0,25.0,0.175,0.1,2.0,7.0,0.175,0.1,0.1,0.37,0.4,2.8,1.5,2.9,7.0,30.0,1.1,4.4,4.9,2.3,0.16,1.0,8.36857970575276
16.4,4.6,3.4,11.6,8.0,35.2,0.0,0.5,14.0,35.0,0.175,0.04,2.0,28.0,0.105,0.04,0.1,0.46,0.5,4.5,4.2,4.5,8.0,23.0,1.4,0.8,2.0,4.4,0.3,2.9,12.4496206811078
16.4,9.4,3.4,11.6,24.8,29.2,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.105,0.05,0.1,0.3,1.9,3.0,5.0,3.1,0.0,7.0,3.0,1.2,2.3,0.6,0.97,2.5,10.6371558024674
24.8,8.2,2.2,22.4,17.6,14.8,0.0,0.5,14.0,26.0,0.175,0.02,2.0,30.0,0.07,0.04,0.1,0.37,1.2,2.3,4.9,3.6,15.0,3.0,0.3,0.6,0.4,1.2,0.36,1.9,12.4838010302843
8.0,5.8,7.0,14.0,17.6,31.6,0.0,0.5,14.0,4.0,0.14,0.02,2.0,24.0,0.105,0.05,0.1,0.47,1.2,0.3,4.5,4.6,2.0,0.0,0.8,2.1,0.3,0.2,0.16,1.3,11.9794908683755
26.0,7.0,2.2,3.2,4.4,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,5.0,0.07,0.04,0.1,0.2,0.3,2.8,2.9,2.9,27.0,2.0,4.7,2.6,2.2,2.0,0.21,1.3,11.9335417014045
12.8,9.4,4.6,5.6,16.4,25.6,0.0,0.5,14.0,26.0,0.175,0.04,2.0,32.0,0.14,0.01,0.1,0.16,1.8,3.4,4.3,1.6,26.0,9.0,2.9,0.3,1.6,2.7,0.49,1.0,12.4086054319635
16.4,9.4,3.4,16.4,15.2,38.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,29.0,0.105,0.02,0.1,0.33,1.7,2.1,3.8,3.8,2.0,11.0,4.2,2.0,3.2,1.2,0.98,1.6,11.6918043575068
26.0,13.0,2.2,20.0,5.6,19.6,0.0,0.51,14.0,19.0,0.14,0.03,2.0,6.0,0.175,0.08,0.1,0.25,0.7,1.4,3.0,2.0,22.0,13.0,3.8,0.4,4.3,4.3,0.2,1.8,10.1654150765555
26.0,10.6,2.2,8.0,20.0,19.6,0.0,0.5,14.0,25.0,0.035,0.02,2.0,22.0,0.07,0.04,0.1,0.49,2.1,3.2,4.8,1.8,16.0,19.0,2.8,4.2,5.0,0.2,0.72,1.3,15.6992463060934
26.0,8.2,2.2,12.8,3.2,36.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,23.0,0.07,0.06,0.1,0.18,0.3,3.0,1.3,2.5,21.0,18.0,1.6,0.9,3.3,2.5,0.1,1.1,11.8127258805889
12.8,4.6,4.6,4.4,8.0,25.6,0.0,0.5,14.0,29.0,0.175,0.1,2.0,26.0,0.07,0.02,0.1,0.21,0.8,2.9,1.9,3.9,27.0,3.0,3.5,3.4,1.0,2.1,0.12,1.3,8.11787325335286
17.6,5.8,3.4,24.8,20.0,12.4,0.0,0.5,14.0,32.0,0.07,0.01,2.0,26.0,0.14,0.05,0.1,0.43,1.6,0.4,4.3,4.0,23.0,8.0,1.6,4.8,1.2,4.6,0.32,3.0,12.5741065691079
27.2,10.6,2.2,9.2,6.8,43.6,0.0,0.5,14.0,18.0,0.175,0.05,2.0,5.0,0.175,0.06,0.1,0.29,0.7,1.4,1.3,3.6,24.0,19.0,0.7,0.8,2.3,3.5,0.12,1.0,10.9825363609267
16.4,3.4,3.4,18.8,26.0,49.6,0.0,0.51,14.0,34.0,0.105,0.1,2.0,16.0,0.175,0.05,0.1,0.44,2.3,0.8,4.4,4.5,13.0,20.0,0.9,2.8,1.2,3.0,0.48,3.9,8.80807459170843
26.0,10.6,2.2,6.8,4.4,17.2,0.0,0.51,14.0,20.0,0.035,0.01,2.0,35.0,0.175,0.03,0.1,0.37,0.4,1.8,1.5,1.9,22.0,19.0,3.5,1.0,3.4,0.6,0.34,1.4,8.04685538653496
24.8,3.4,2.2,21.2,22.4,18.4,0.0,0.5,14.0,28.0,0.175,0.02,2.0,12.0,0.105,0.1,0.1,0.42,1.2,3.7,4.9,3.2,17.0,13.0,2.8,3.8,0.7,0.5,1.17,2.2,12.9520742323959
17.6,2.2,3.4,3.2,15.2,6.4,0.0,0.5,14.0,32.0,0.14,0.06,2.0,29.0,0.105,0.08,0.1,0.22,1.9,2.4,4.1,3.6,7.0,26.0,2.9,2.4,0.8,2.4,0.9,2.5,8.88850983307279
23.6,3.4,2.2,12.8,24.8,7.6,0.0,0.51,14.0,26.0,0.175,0.06,2.0,16.0,0.105,0.07,0.1,0.42,1.4,1.0,4.0,4.4,11.0,24.0,4.1,1.3,3.4,4.0,0.34,3.6,7.3646297807226
5.6,8.2,10.6,5.6,16.4,48.4,0.0,0.51,14.0,31.0,0.07,0.04,2.0,16.0,0.14,0.1,0.1,0.49,1.8,1.0,3.7,2.6,12.0,15.0,2.2,1.9,2.9,4.6,0.88,1.5,6.93405730041386
5.6,8.2,10.6,5.6,16.4,48.4,0.0,0.51,14.0,31.0,0.07,0.04,2.0,16.0,0.14,0.1,0.1,0.49,1.8,1.0,3.7,2.6,12.0,15.0,2.2,1.9,2.9,4.6,0.88,1.5,6.93405730041386
5.6,8.2,10.6,5.6,16.4,48.4,0.0,0.51,14.0,31.0,0.07,0.04,2.0,16.0,0.14,0.1,0.1,0.49,1.8,1.0,3.7,2.6,12.0,15.0,2.2,1.9,2.9,4.6,0.88,1.5,6.93405730041386
27.2,7.0,2.2,5.6,4.4,25.6,0.0,0.5,14.0,26.0,0.14,0.07,2.0,33.0,0.175,0.02,0.1,0.48,0.4,3.0,2.3,3.8,15.0,4.0,2.9,3.7,0.9,0.4,0.32,1.9,9.74696635717651
6.8,7.0,8.2,23.6,9.2,43.6,0.0,0.51,14.0,35.0,0.14,0.05,2.0,6.0,0.14,0.03,0.1,0.43,1.0,1.2,1.8,3.3,7.0,27.0,1.8,5.0,1.1,3.5,0.75,1.1,10.4086241004519
6.8,7.0,8.2,22.4,14.0,38.8,0.0,0.5,14.0,12.0,0.105,0.08,2.0,34.0,0.105,0.09,0.1,0.24,0.8,1.2,3.6,4.6,15.0,25.0,0.6,3.1,4.4,3.6,0.42,3.5,5.81276463467642
12.8,11.8,4.6,6.8,4.4,4.0,0.0,0.5,14.0,17.0,0.105,0.07,2.0,27.0,0.175,0.06,0.1,0.25,0.3,0.8,2.4,4.5,16.0,12.0,2.4,0.3,3.2,1.9,0.2,1.6,7.2735660043672
10.4,7.0,5.8,5.6,20.0,31.6,0.0,0.51,14.0,24.0,0.105,0.04,2.0,17.0,0.175,0.07,0.1,0.31,2.0,2.4,4.7,4.9,2.0,10.0,3.5,1.2,2.7,1.7,1.26,2.0,8.18762398268599
27.2,13.0,2.2,12.8,6.8,37.6,0.0,0.51,14.0,29.0,0.07,0.04,2.0,9.0,0.07,0.07,0.1,0.36,0.7,2.0,2.5,2.4,19.0,27.0,2.6,0.5,3.8,1.2,0.45,2.0,9.35848442017675
26.0,11.8,2.2,10.4,26.0,44.8,0.0,0.51,14.0,30.0,0.14,0.04,2.0,19.0,0.14,0.07,0.1,0.21,2.2,1.4,4.3,4.5,13.0,9.0,2.4,4.7,2.0,2.2,0.55,4.0,8.24307047192532
16.4,4.6,3.4,11.6,15.2,11.2,0.0,0.5,14.0,28.0,0.14,0.08,2.0,27.0,0.07,0.02,0.1,0.48,0.6,0.6,4.7,2.3,19.0,8.0,5.0,0.7,2.9,1.3,0.58,1.5,9.26117221563358
23.6,3.4,4.6,9.2,11.6,12.4,0.0,0.5,14.0,11.0,0.035,0.03,2.0,27.0,0.14,0.06,0.1,0.26,1.5,1.1,2.8,4.5,25.0,9.0,4.1,4.4,3.7,4.6,0.39,1.7,9.75599454757893
17.6,3.4,3.4,10.4,6.8,13.6,0.0,0.51,14.0,16.0,0.175,0.05,2.0,20.0,0.035,0.02,0.1,0.15,0.4,1.8,3.4,4.8,1.0,28.0,1.0,3.6,2.5,1.8,0.16,2.1,9.56503058051192
27.2,11.8,2.2,17.6,3.2,19.6,0.0,0.5,14.0,20.0,0.105,0.1,2.0,12.0,0.14,0.07,0.1,0.42,0.3,2.0,1.5,3.7,5.0,23.0,2.2,1.6,2.0,2.4,0.22,1.3,12.2409117143447
27.2,13.0,2.2,8.0,18.8,50.8,0.0,0.5,14.0,32.0,0.14,0.08,2.0,18.0,0.14,0.08,0.1,0.48,2.1,4.4,4.7,2.4,1.0,26.0,3.4,3.6,4.1,0.9,0.22,1.0,18.136185436272
12.8,4.6,4.6,11.6,14.0,38.8,0.0,0.51,14.0,32.0,0.175,0.08,2.0,20.0,0.07,0.05,0.1,0.28,1.9,1.8,4.2,2.9,16.0,12.0,4.9,1.4,1.4,0.1,0.25,2.0,9.87961932245989
27.2,11.8,2.2,12.8,5.6,38.8,0.0,0.5,14.0,23.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.38,0.3,1.8,3.1,4.6,1.0,12.0,4.6,0.9,2.4,0.1,0.28,2.0,12.7564743716621
10.4,5.8,5.8,4.4,10.4,37.6,0.0,0.51,14.0,24.0,0.14,0.01,2.0,26.0,0.105,0.1,0.1,0.29,0.8,1.0,2.4,2.4,14.0,19.0,2.4,0.2,2.1,0.9,0.22,1.0,6.75363765074036
27.2,7.0,2.2,5.6,6.8,4.0,0.0,0.5,14.0,8.0,0.07,0.03,2.0,23.0,0.175,0.03,0.1,0.5,0.4,0.7,3.1,3.9,23.0,19.0,3.1,0.6,4.2,1.0,0.33,1.5,9.97173660445095
10.4,11.8,5.8,11.6,21.2,38.8,0.0,0.51,14.0,25.0,0.105,0.04,2.0,34.0,0.14,0.06,0.1,0.41,1.0,2.3,4.2,4.2,7.0,1.0,3.2,1.2,3.2,0.4,0.16,3.5,6.7471670274799
17.6,3.4,3.4,10.4,22.4,24.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,29.0,0.035,0.03,0.1,0.05,2.6,0.4,4.9,3.6,12.0,30.0,3.0,4.0,2.5,3.0,0.31,2.2,11.613318813926
10.4,9.4,5.8,5.6,14.0,53.2,0.0,0.5,14.0,16.0,0.07,0.03,2.0,22.0,0.035,0.01,0.1,0.29,1.8,1.5,3.3,2.6,6.0,6.0,1.7,1.0,5.0,2.4,0.64,1.9,8.18922337367602
27.2,8.2,2.2,24.8,24.8,32.8,0.0,0.5,14.0,30.0,0.07,0.05,2.0,31.0,0.105,0.06,0.1,0.35,3.2,1.8,3.8,4.2,13.0,3.0,0.2,3.2,3.4,1.8,1.33,3.7,13.7310334882132
10.4,10.6,5.8,24.8,5.6,6.4,0.0,0.51,14.0,26.0,0.175,0.08,2.0,23.0,0.07,0.04,0.1,0.2,0.7,3.5,2.8,3.5,19.0,2.0,1.8,4.0,4.5,3.1,0.37,1.5,12.7840651973125
18.8,3.4,3.4,5.6,21.2,25.6,0.0,0.51,14.0,25.0,0.175,0.05,2.0,16.0,0.035,0.03,0.1,0.17,1.7,2.1,5.0,4.2,23.0,22.0,1.4,1.7,0.6,2.2,0.19,2.2,8.51233955359237
27.2,13.0,2.2,18.8,12.8,13.6,0.0,0.5,14.0,33.0,0.14,0.05,2.0,33.0,0.105,0.04,0.1,0.44,1.6,0.7,4.4,5.0,11.0,22.0,0.3,3.7,4.8,2.4,0.17,1.8,13.8453788555927
27.2,11.8,2.2,9.2,21.2,43.6,0.0,0.51,14.0,26.0,0.105,0.1,2.0,20.0,0.035,0.02,0.1,0.5,2.2,3.3,3.9,4.1,0.0,8.0,3.6,2.3,1.6,4.1,0.31,2.7,13.6173693588127
9.2,5.8,7.0,2.0,5.6,41.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,19.0,0.105,0.05,0.1,0.38,0.4,0.7,2.3,4.6,27.0,14.0,4.1,4.8,2.3,1.0,0.23,1.5,4.98183699707521
10.4,1.0,5.8,16.4,14.0,8.8,0.0,0.5,14.0,25.0,0.14,0.02,2.0,30.0,0.14,0.02,0.1,0.26,1.7,1.3,3.9,4.7,16.0,9.0,3.8,3.8,3.3,2.6,1.02,1.5,8.65416878710138
17.6,9.4,3.4,6.8,9.2,8.8,0.0,0.51,14.0,17.0,0.105,0.06,2.0,13.0,0.14,0.01,0.1,0.42,0.7,1.1,2.1,3.6,25.0,29.0,2.4,4.7,2.6,1.0,0.15,1.7,6.83090545581363
14.0,3.4,4.6,8.0,18.8,34.0,0.0,0.51,14.0,16.0,0.07,0.05,2.0,14.0,0.035,0.03,0.1,0.43,1.9,1.6,4.8,3.9,29.0,11.0,5.0,0.8,2.4,4.5,0.64,2.6,7.89684654667091
27.2,10.6,2.2,6.8,24.8,38.8,0.0,0.51,14.0,15.0,0.175,0.1,2.0,28.0,0.175,0.01,0.1,0.29,2.0,0.9,3.8,3.8,15.0,23.0,3.8,0.6,3.9,2.8,0.2,3.7,8.02112868428652
18.8,7.0,3.4,11.6,14.0,5.2,0.0,0.5,14.0,30.0,0.14,0.02,2.0,17.0,0.14,0.09,0.1,0.46,1.4,1.8,4.9,4.1,26.0,11.0,4.5,1.7,4.7,0.3,1.2,2.4,8.04969629387518
10.4,13.0,5.8,14.0,15.2,22.0,0.0,0.5,14.0,21.0,0.035,0.01,2.0,13.0,0.105,0.03,0.1,0.18,0.7,1.7,4.9,4.5,13.0,28.0,3.2,1.3,1.4,0.6,0.66,3.2,6.51778998725858
28.4,5.8,2.2,16.4,3.2,13.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,27.0,0.07,0.02,0.1,0.5,0.2,1.7,1.2,3.6,24.0,6.0,4.8,2.2,1.2,4.0,0.18,1.1,14.5325252385556
27.2,10.6,2.2,11.6,14.0,32.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,14.0,0.105,0.02,0.1,0.44,1.2,1.2,4.5,4.1,30.0,22.0,1.8,3.4,4.6,4.6,0.94,3.6,6.28929530322203
12.8,9.4,4.6,17.6,9.2,19.6,0.0,0.51,14.0,28.0,0.105,0.01,2.0,16.0,0.175,0.02,0.1,0.36,0.4,1.4,2.7,2.1,14.0,27.0,4.7,0.5,3.5,1.2,0.22,1.8,9.24193195943493
27.2,8.2,2.2,8.0,20.0,44.8,0.0,0.5,14.0,30.0,0.14,0.1,2.0,35.0,0.035,0.03,0.1,0.35,1.8,3.1,4.7,4.6,0.0,3.0,4.6,0.7,2.6,4.7,0.88,3.8,8.88023506159459
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,7.5351158738906
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,7.5351158738906
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,7.5351158738906
27.2,11.8,2.2,9.2,10.4,19.6,0.0,0.5,14.0,30.0,0.14,0.08,2.0,10.0,0.035,0.02,0.1,0.33,0.8,2.7,3.6,4.9,25.0,13.0,2.3,1.0,3.5,1.6,0.7,3.3,7.3941429728217
10.4,5.8,5.8,6.8,26.0,48.4,0.0,0.51,14.0,32.0,0.105,0.03,2.0,9.0,0.14,0.09,0.1,0.31,1.6,3.9,4.7,4.9,18.0,7.0,2.5,4.4,0.5,1.3,1.25,3.7,7.02486663477806
6.8,10.6,9.4,24.8,3.2,34.0,0.0,0.51,14.0,33.0,0.105,0.03,2.0,19.0,0.175,0.09,0.1,0.38,0.2,1.0,2.0,4.5,9.0,3.0,2.2,1.8,3.7,3.4,0.13,1.1,10.5452496249335
14.0,3.4,4.6,14.0,10.4,20.8,0.0,0.5,14.0,28.0,0.105,0.08,2.0,12.0,0.105,0.1,0.1,0.29,1.1,3.6,4.2,4.6,7.0,30.0,5.0,0.3,4.0,2.1,0.52,2.9,8.45068192408371
4.4,2.2,13.0,11.6,10.4,50.8,0.0,0.5,14.0,26.0,0.035,0.02,2.0,34.0,0.105,0.05,0.1,0.33,0.7,1.1,3.7,3.4,25.0,29.0,2.5,0.7,3.3,3.5,0.41,1.9,5.58261606923917
27.2,8.2,2.2,12.8,15.2,44.8,0.0,0.5,14.0,15.0,0.105,0.09,2.0,34.0,0.105,0.02,0.1,0.21,1.6,0.8,3.3,3.9,29.0,30.0,2.2,2.7,2.4,0.7,0.59,2.7,8.59964341930018
17.6,8.2,3.4,22.4,5.6,19.6,0.0,0.5,14.0,28.0,0.07,0.05,2.0,24.0,0.175,0.07,0.1,0.28,0.6,1.4,2.5,2.8,18.0,19.0,1.0,2.0,3.8,1.1,0.48,1.1,10.3254436577849
28.4,10.6,2.2,16.4,23.6,10.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,25.0,0.105,0.07,0.1,0.49,2.1,4.1,3.9,4.5,19.0,9.0,3.4,0.2,4.2,2.1,1.38,3.5,14.2403238560636
28.4,10.6,2.2,14.0,6.8,7.6,0.0,0.5,14.0,34.0,0.14,0.08,2.0,18.0,0.105,0.09,0.1,0.44,0.5,3.4,2.8,4.4,22.0,8.0,0.4,0.3,4.1,3.0,0.26,1.0,13.979826306989
8.0,5.8,8.2,5.6,23.6,20.8,0.0,0.5,14.0,22.0,0.105,0.02,2.0,25.0,0.175,0.09,0.1,0.4,1.7,1.6,5.0,2.9,2.0,22.0,0.7,2.9,2.4,4.8,0.89,2.6,6.15292441068591
28.4,13.0,2.2,15.2,26.0,30.4,0.0,0.51,14.0,27.0,0.14,0.07,2.0,35.0,0.175,0.08,0.1,0.38,2.8,1.8,4.3,4.4,5.0,14.0,1.2,3.2,4.2,3.4,1.47,3.6,11.3867654716645
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,13.1537441719274
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,13.1537441719274
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,13.1537441719274
18.8,1.0,3.4,3.2,4.4,24.4,0.0,0.5,14.0,33.0,0.175,0.04,2.0,26.0,0.105,0.03,0.1,0.37,0.4,4.0,2.4,4.8,29.0,9.0,2.6,4.5,3.0,2.4,0.37,1.3,8.95363501671517
9.2,13.0,7.0,5.6,4.4,11.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,15.0,0.14,0.09,0.1,0.21,0.5,0.6,2.2,2.9,8.0,28.0,5.0,2.3,2.4,1.1,0.11,1.4,5.34491105140984
