w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_bottom_right
12.8,8.2,5.8,21.2,3.2,31.6,0.0,0.51,14.0,27.0,0.14,0.07,2.0,27.0,0.175,0.09,0.1,0.45,0.4,1.1,1.4,1.6,19.0,26.0,1.2,4.5,4.4,1.7,0.23,1.2,0.148085210260035
32.0,1.0,2.2,15.2,15.2,47.2,0.0,0.5,14.0,32.0,0.14,0.07,2.0,8.0,0.035,0.03,0.1,0.41,0.9,2.2,3.1,3.2,3.0,5.0,2.7,0.6,2.0,4.7,0.23,1.8,0.143808461713127
6.8,8.2,10.6,10.4,20.0,31.6,0.0,0.51,14.0,24.0,0.105,0.01,2.0,22.0,0.14,0.09,0.1,0.31,1.8,1.9,4.3,4.3,30.0,10.0,2.6,1.6,2.0,2.5,1.21,2.6,0.146863411055934
10.4,5.8,7.0,10.4,11.6,4.0,0.0,0.51,14.0,27.0,0.175,0.08,2.0,30.0,0.175,0.03,0.1,0.39,0.8,3.2,3.9,3.7,10.0,4.0,1.8,0.7,0.7,0.7,0.33,1.0,0.149265916368374
12.8,10.6,5.8,6.8,4.4,14.8,0.0,0.51,14.0,34.0,0.105,0.05,2.0,12.0,0.105,0.01,0.1,0.45,0.5,1.6,2.0,4.8,2.0,15.0,4.0,4.3,2.6,0.6,0.32,1.4,0.147723894499596
11.6,7.0,5.8,17.6,15.2,47.2,0.0,0.5,14.0,25.0,0.14,0.07,2.0,17.0,0.175,0.01,0.1,0.37,0.8,2.7,3.5,3.1,19.0,8.0,4.5,0.9,0.2,1.2,0.36,1.4,0.15032722828824
6.8,3.4,10.6,12.8,8.0,18.4,0.0,0.51,14.0,27.0,0.14,0.03,2.0,26.0,0.14,0.03,0.1,0.44,0.8,1.9,4.9,2.4,17.0,7.0,2.5,2.7,0.8,3.9,0.51,1.1,0.143780763555545
32.0,4.6,2.2,8.0,6.8,29.2,0.0,0.5,14.0,16.0,0.105,0.03,2.0,24.0,0.07,0.01,0.1,0.24,0.9,0.7,2.8,2.6,19.0,21.0,0.4,4.6,4.3,4.1,0.18,1.4,0.154163223810596
21.2,5.8,3.4,26.0,26.0,35.2,0.0,0.5,14.0,32.0,0.14,0.08,2.0,24.0,0.07,0.01,0.1,0.11,3.3,3.5,4.4,3.6,8.0,12.0,2.3,2.9,1.9,1.6,1.59,3.4,0.149828827035933
15.2,4.6,4.6,26.0,8.0,22.0,0.0,0.51,14.0,21.0,0.07,0.05,2.0,26.0,0.14,0.02,0.1,0.24,0.5,2.6,2.1,2.7,21.0,10.0,3.0,4.0,3.6,1.6,0.32,1.9,0.1508200470685
21.2,9.4,3.4,10.4,12.8,48.4,0.0,0.5,14.0,31.0,0.07,0.04,2.0,19.0,0.14,0.01,0.1,0.23,1.5,1.1,3.0,4.7,12.0,3.0,4.3,2.9,3.8,0.1,0.61,1.1,0.144556954450192
11.6,1.0,5.8,16.4,10.4,26.8,0.0,0.5,14.0,30.0,0.14,0.04,2.0,34.0,0.14,0.05,0.1,0.37,1.0,2.7,5.0,4.3,17.0,6.0,2.5,3.7,2.3,3.6,0.95,2.4,0.14950883186766
10.4,11.8,7.0,15.2,3.2,5.2,0.0,0.51,14.0,25.0,0.14,0.1,2.0,15.0,0.07,0.06,0.1,0.27,0.2,0.8,2.0,3.9,14.0,7.0,1.4,0.6,4.2,1.5,0.19,1.0,0.159026055265484
21.2,2.2,3.4,4.4,12.8,47.2,0.0,0.5,14.0,20.0,0.035,0.03,2.0,31.0,0.175,0.01,0.1,0.27,1.4,1.8,4.3,3.9,18.0,11.0,0.3,1.5,3.6,2.5,0.31,1.6,0.148845697699052
5.6,2.2,13.0,8.0,16.4,26.8,0.0,0.51,14.0,27.0,0.105,0.1,2.0,17.0,0.07,0.01,0.1,0.28,0.9,2.4,3.9,3.0,5.0,5.0,2.1,2.6,1.5,2.9,0.15,1.2,0.146497837654066
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.154080694935161
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.154080694935161
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.154080694935161
5.6,7.0,13.0,4.4,8.0,32.8,0.0,0.51,14.0,19.0,0.105,0.05,2.0,27.0,0.105,0.1,0.1,0.38,0.7,2.3,4.7,4.1,30.0,25.0,3.6,2.4,2.9,4.2,0.55,1.9,0.163867375522063
15.2,1.0,4.6,9.2,15.2,41.2,0.0,0.51,14.0,32.0,0.105,0.03,2.0,31.0,0.14,0.09,0.1,0.44,1.6,1.8,3.5,3.0,14.0,18.0,4.2,3.4,3.6,0.9,1.22,2.0,0.145819995770307
21.2,13.0,3.4,6.8,21.2,25.6,0.0,0.5,14.0,31.0,0.14,0.03,2.0,7.0,0.175,0.04,0.1,0.29,1.9,2.4,4.9,4.6,29.0,20.0,0.7,2.3,4.8,1.0,0.61,2.0,0.148008328828918
9.2,11.8,8.2,10.4,22.4,41.2,0.0,0.51,14.0,31.0,0.14,0.1,2.0,28.0,0.175,0.06,0.1,0.32,2.1,3.3,4.0,4.1,21.0,14.0,2.5,3.9,2.9,0.2,1.53,3.3,0.150282627944323
10.4,10.6,7.0,22.4,14.0,10.0,0.0,0.5,14.0,33.0,0.105,0.03,2.0,27.0,0.105,0.02,0.1,0.22,1.1,3.1,4.9,3.2,14.0,22.0,2.2,3.2,2.3,2.4,0.49,2.7,0.147794010185506
5.6,3.4,13.0,14.0,15.2,14.8,0.0,0.51,14.0,32.0,0.07,0.02,2.0,14.0,0.035,0.02,0.1,0.28,0.7,0.9,3.7,4.7,22.0,1.0,3.9,1.4,2.2,2.0,0.25,1.0,0.141496979496994
9.2,10.6,8.2,14.0,3.2,10.0,0.0,0.51,14.0,35.0,0.175,0.06,2.0,13.0,0.175,0.01,0.1,0.42,0.2,1.6,2.0,2.9,11.0,2.0,4.0,4.2,5.0,1.0,0.13,1.0,0.148338033936772
33.2,4.6,2.2,22.4,8.0,29.2,0.0,0.51,14.0,28.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.19,0.8,1.6,3.9,4.0,12.0,21.0,3.8,2.0,1.0,4.7,0.36,1.6,0.14737733865214
33.2,4.6,2.2,22.4,8.0,29.2,0.0,0.51,14.0,28.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.19,0.8,1.6,3.9,4.0,12.0,21.0,3.8,2.0,1.0,4.7,0.36,1.6,0.14737733865214
33.2,4.6,2.2,22.4,8.0,29.2,0.0,0.51,14.0,28.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.19,0.8,1.6,3.9,4.0,12.0,21.0,3.8,2.0,1.0,4.7,0.36,1.6,0.14737733865214
21.2,10.6,3.4,22.4,26.0,10.0,0.0,0.5,14.0,35.0,0.14,0.01,2.0,11.0,0.14,0.02,0.1,0.3,2.0,4.4,4.4,4.0,0.0,16.0,1.7,0.5,4.0,3.7,1.24,3.6,0.154169495945589
12.8,9.4,5.8,18.8,4.4,30.4,0.0,0.51,14.0,29.0,0.07,0.05,2.0,7.0,0.14,0.07,0.1,0.19,0.4,0.3,2.3,2.4,17.0,12.0,1.0,4.1,3.6,2.1,0.11,1.8,0.149954656932627
32.0,7.0,2.2,11.6,6.8,52.0,0.0,0.5,14.0,21.0,0.105,0.02,2.0,23.0,0.105,0.05,0.1,0.27,0.8,2.1,3.7,1.6,15.0,6.0,1.4,1.8,0.3,2.8,0.19,1.1,0.167551256317609
9.2,5.8,8.2,12.8,12.8,12.4,0.0,0.51,14.0,31.0,0.14,0.08,2.0,14.0,0.14,0.03,0.1,0.46,1.3,2.2,4.6,1.9,9.0,15.0,2.3,3.7,0.5,2.5,1.2,1.6,0.145615914838472
10.4,8.2,7.0,8.0,12.8,14.8,0.0,0.51,14.0,26.0,0.07,0.07,2.0,35.0,0.07,0.07,0.1,0.27,0.8,1.4,3.5,4.2,7.0,24.0,4.4,0.3,5.0,2.1,0.15,2.0,0.143901637057773
12.8,9.4,5.8,10.4,10.4,13.6,0.0,0.51,14.0,15.0,0.105,0.03,2.0,13.0,0.105,0.04,0.1,0.41,0.9,1.0,5.0,2.3,18.0,1.0,1.0,2.1,3.3,4.2,0.14,1.5,0.142320737836589
12.8,13.0,5.8,10.4,6.8,36.4,0.0,0.51,14.0,29.0,0.175,0.08,2.0,15.0,0.175,0.09,0.1,0.39,0.4,1.2,3.1,2.9,29.0,15.0,3.9,2.0,3.2,0.5,0.14,2.7,0.143777876740804
22.4,5.8,3.4,22.4,12.8,26.8,0.0,0.5,14.0,27.0,0.14,0.03,2.0,30.0,0.07,0.06,0.1,0.31,1.4,1.7,4.0,3.8,19.0,14.0,1.8,1.8,2.9,0.1,1.13,2.2,0.146141123908557
22.4,5.8,3.4,22.4,12.8,26.8,0.0,0.5,14.0,27.0,0.14,0.03,2.0,30.0,0.07,0.06,0.1,0.31,1.4,1.7,4.0,3.8,19.0,14.0,1.8,1.8,2.9,0.1,1.13,2.2,0.146141123908557
22.4,5.8,3.4,22.4,12.8,26.8,0.0,0.5,14.0,27.0,0.14,0.03,2.0,30.0,0.07,0.06,0.1,0.31,1.4,1.7,4.0,3.8,19.0,14.0,1.8,1.8,2.9,0.1,1.13,2.2,0.146141123908557
33.2,13.0,2.2,14.0,6.8,20.8,0.0,0.51,14.0,25.0,0.105,0.01,2.0,33.0,0.14,0.07,0.1,0.23,0.7,0.8,3.8,3.4,11.0,0.0,0.3,0.6,0.5,0.5,0.21,2.1,0.141507185404386
21.2,8.2,3.4,8.0,9.2,25.6,0.0,0.51,14.0,20.0,0.105,0.01,2.0,22.0,0.07,0.07,0.1,0.31,1.2,1.7,4.9,3.8,8.0,4.0,4.1,4.2,0.9,1.4,0.25,2.4,0.14542240393014
12.8,11.8,5.8,23.6,15.2,5.2,0.0,0.51,14.0,32.0,0.14,0.1,2.0,27.0,0.175,0.1,0.1,0.45,1.5,2.8,4.8,5.0,25.0,12.0,1.4,1.6,0.6,0.1,1.05,1.1,0.143846680299085
5.6,7.0,13.0,15.2,8.0,23.2,0.0,0.5,14.0,24.0,0.14,0.05,2.0,14.0,0.105,0.08,0.1,0.31,0.5,1.9,3.6,2.7,17.0,28.0,1.0,3.3,3.3,2.9,0.39,2.3,0.154452431641698
21.2,2.2,3.4,22.4,18.8,14.8,0.0,0.5,14.0,32.0,0.035,0.03,2.0,22.0,0.07,0.04,0.1,0.44,1.9,1.9,4.9,3.3,14.0,2.0,1.2,0.5,2.5,2.6,1.35,1.7,0.150108334794501
10.4,9.4,7.0,11.6,11.6,41.2,0.0,0.51,14.0,35.0,0.175,0.05,2.0,28.0,0.035,0.02,0.1,0.15,1.1,1.1,3.5,3.2,21.0,3.0,4.3,4.6,2.1,0.4,0.9,2.6,0.13894948780366
22.4,11.8,3.4,9.2,6.8,17.2,0.0,0.5,14.0,28.0,0.175,0.04,2.0,35.0,0.105,0.04,0.1,0.37,0.6,1.0,3.3,4.7,27.0,14.0,1.2,3.3,3.0,2.9,0.23,2.4,0.144016932184777
16.4,9.4,4.6,20.0,20.0,12.4,0.0,0.5,14.0,33.0,0.175,0.02,2.0,24.0,0.07,0.03,0.1,0.2,1.8,3.7,4.7,4.4,30.0,4.0,3.8,3.4,2.8,0.5,1.41,3.5,0.141618682890435
12.8,9.4,5.8,23.6,18.8,49.6,0.0,0.51,14.0,27.0,0.07,0.03,2.0,13.0,0.14,0.04,0.1,0.2,1.4,1.5,4.7,2.8,6.0,4.0,0.4,4.6,1.8,3.8,1.18,2.0,0.136958376168162
16.4,11.8,4.6,6.8,15.2,7.6,0.0,0.5,14.0,30.0,0.105,0.04,2.0,28.0,0.105,0.03,0.1,0.14,1.3,4.1,3.8,2.9,21.0,26.0,3.5,2.4,4.3,2.6,0.14,2.4,0.142435627715993
33.2,8.2,2.2,5.6,12.8,52.0,0.0,0.51,14.0,33.0,0.105,0.08,2.0,18.0,0.105,0.04,0.1,0.44,1.3,1.3,4.0,3.9,5.0,0.0,4.4,3.7,2.9,3.8,0.71,1.8,0.145348227241369
33.2,1.0,2.2,11.6,14.0,20.8,0.0,0.5,14.0,8.0,0.105,0.02,2.0,10.0,0.14,0.07,0.1,0.29,1.8,0.8,5.0,3.9,30.0,5.0,4.7,2.2,1.0,4.5,0.3,2.6,0.141341937713614
16.4,4.6,4.6,5.6,24.8,35.2,0.0,0.51,14.0,22.0,0.175,0.1,2.0,23.0,0.175,0.07,0.1,0.26,3.3,1.1,4.6,3.5,12.0,29.0,2.4,3.1,3.0,0.5,0.56,3.1,0.139165618663715
16.4,5.8,4.6,12.8,6.8,13.6,0.0,0.5,14.0,24.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.08,0.6,1.3,3.9,4.3,1.0,29.0,2.5,1.9,1.0,0.4,0.19,1.2,0.140228170392636
16.4,5.8,4.6,12.8,6.8,13.6,0.0,0.5,14.0,24.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.08,0.6,1.3,3.9,4.3,1.0,29.0,2.5,1.9,1.0,0.4,0.19,1.2,0.140228170392636
16.4,5.8,4.6,12.8,6.8,13.6,0.0,0.5,14.0,24.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.08,0.6,1.3,3.9,4.3,1.0,29.0,2.5,1.9,1.0,0.4,0.19,1.2,0.140228170392636
33.2,8.2,2.2,14.0,23.6,29.2,0.0,0.5,14.0,28.0,0.07,0.01,2.0,14.0,0.105,0.1,0.1,0.29,2.1,1.9,4.6,3.3,29.0,3.0,4.2,0.3,2.2,3.2,0.87,2.9,0.146633955938292
34.4,11.8,2.2,26.0,9.2,52.0,0.0,0.5,14.0,28.0,0.14,0.1,2.0,13.0,0.105,0.07,0.1,0.37,0.7,1.9,4.7,2.3,14.0,1.0,0.9,1.5,4.0,4.7,0.18,1.2,0.13772414654896
17.6,10.6,4.6,4.4,4.4,49.6,0.0,0.5,14.0,15.0,0.105,0.03,2.0,26.0,0.07,0.06,0.1,0.41,0.3,0.4,2.7,4.8,2.0,3.0,3.1,3.8,1.0,2.3,0.16,1.5,0.141618071641422
8.0,3.4,8.2,16.4,16.4,48.4,0.0,0.51,14.0,23.0,0.14,0.1,2.0,30.0,0.105,0.01,0.1,0.45,0.8,0.9,3.9,4.0,14.0,28.0,3.7,2.2,0.1,0.1,0.62,2.3,0.146282273470165
6.8,4.6,10.6,15.2,21.2,40.0,0.0,0.5,14.0,29.0,0.105,0.02,2.0,20.0,0.14,0.06,0.1,0.25,1.8,1.8,4.5,4.3,12.0,28.0,2.4,2.5,1.5,0.8,1.73,3.1,0.142239827909014
33.2,5.8,2.2,5.6,6.8,37.6,0.0,0.51,14.0,33.0,0.175,0.09,2.0,22.0,0.175,0.09,0.1,0.5,0.7,2.3,1.3,4.6,2.0,25.0,4.9,1.8,0.2,0.9,0.65,1.0,0.144269006324842
6.8,7.0,11.8,4.4,5.6,48.4,0.0,0.5,14.0,25.0,0.07,0.06,2.0,9.0,0.105,0.08,0.1,0.37,0.6,1.5,3.0,2.7,22.0,24.0,3.2,4.6,2.4,2.5,0.18,2.0,0.139572788447815
33.2,3.4,2.2,5.6,15.2,8.8,0.0,0.51,14.0,19.0,0.07,0.01,2.0,31.0,0.035,0.02,0.1,0.15,1.0,1.9,3.8,2.0,26.0,22.0,4.2,4.1,3.0,0.4,0.49,1.9,0.147952361838879
5.6,5.8,13.0,10.4,15.2,52.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,7.0,0.105,0.08,0.1,0.34,1.3,3.9,4.4,5.0,2.0,18.0,1.2,2.8,1.7,4.3,0.7,1.5,0.138490056835123
8.0,9.4,9.4,10.4,24.8,17.2,0.0,0.5,14.0,17.0,0.105,0.09,2.0,24.0,0.105,0.05,0.1,0.46,1.1,0.9,5.0,5.0,2.0,1.0,0.2,4.8,0.4,2.0,0.57,2.6,0.141139489912021
8.0,9.4,9.4,10.4,24.8,17.2,0.0,0.5,14.0,17.0,0.105,0.09,2.0,24.0,0.105,0.05,0.1,0.46,1.1,0.9,5.0,5.0,2.0,1.0,0.2,4.8,0.4,2.0,0.57,2.6,0.141139489912021
8.0,9.4,9.4,10.4,24.8,17.2,0.0,0.5,14.0,17.0,0.105,0.09,2.0,24.0,0.105,0.05,0.1,0.46,1.1,0.9,5.0,5.0,2.0,1.0,0.2,4.8,0.4,2.0,0.57,2.6,0.141139489912021
22.4,13.0,3.4,14.0,21.2,28.0,0.0,0.51,14.0,29.0,0.175,0.01,2.0,23.0,0.07,0.06,0.1,0.1,2.5,0.8,4.4,4.7,19.0,18.0,4.1,3.9,1.5,3.2,0.49,2.6,0.138135183019563
22.4,13.0,3.4,14.0,21.2,28.0,0.0,0.51,14.0,29.0,0.175,0.01,2.0,23.0,0.07,0.06,0.1,0.1,2.5,0.8,4.4,4.7,19.0,18.0,4.1,3.9,1.5,3.2,0.49,2.6,0.138135183019563
22.4,13.0,3.4,14.0,21.2,28.0,0.0,0.51,14.0,29.0,0.175,0.01,2.0,23.0,0.07,0.06,0.1,0.1,2.5,0.8,4.4,4.7,19.0,18.0,4.1,3.9,1.5,3.2,0.49,2.6,0.138135183019563
16.4,11.8,4.6,6.8,11.6,10.0,0.0,0.5,14.0,35.0,0.105,0.08,2.0,27.0,0.175,0.04,0.1,0.41,0.8,4.3,3.9,4.7,12.0,1.0,4.9,2.2,4.7,3.5,0.51,3.2,0.139775969216794
34.4,7.0,2.2,18.8,4.4,50.8,0.0,0.51,14.0,20.0,0.07,0.01,2.0,7.0,0.105,0.08,0.1,0.38,0.3,0.6,2.9,1.7,13.0,1.0,4.5,2.5,5.0,1.6,0.1,1.2,0.141825138439655
16.4,13.0,4.6,6.8,24.8,8.8,0.0,0.51,14.0,19.0,0.175,0.04,2.0,29.0,0.105,0.03,0.1,0.31,1.1,1.7,4.6,4.3,18.0,11.0,4.8,2.1,2.9,1.7,0.78,4.2,0.140215667352174
9.2,4.6,8.2,11.6,10.4,35.2,0.0,0.51,14.0,18.0,0.105,0.01,2.0,26.0,0.175,0.02,0.1,0.24,1.3,1.6,2.5,3.7,10.0,12.0,1.5,2.0,2.1,4.3,0.93,1.3,0.141218735511005
16.4,8.2,4.6,23.6,16.4,52.0,0.0,0.5,14.0,21.0,0.175,0.03,2.0,34.0,0.175,0.08,0.1,0.4,2.0,2.6,3.3,4.0,6.0,20.0,2.5,3.8,0.2,2.5,1.37,2.7,0.137320217979088
22.4,5.8,3.4,11.6,21.2,26.8,0.0,0.5,14.0,22.0,0.105,0.04,2.0,18.0,0.175,0.1,0.1,0.25,1.6,1.9,4.8,3.6,21.0,29.0,1.7,1.6,3.3,3.5,0.27,3.0,0.140430828532612
34.4,2.2,2.2,16.4,11.6,4.0,0.0,0.5,14.0,34.0,0.14,0.01,2.0,27.0,0.07,0.02,0.1,0.4,1.5,0.8,3.3,4.7,28.0,4.0,0.3,1.2,0.1,2.4,0.65,1.8,0.140225569924429
34.4,2.2,2.2,16.4,11.6,4.0,0.0,0.5,14.0,34.0,0.14,0.01,2.0,27.0,0.07,0.02,0.1,0.4,1.5,0.8,3.3,4.7,28.0,4.0,0.3,1.2,0.1,2.4,0.65,1.8,0.140225569924429
34.4,2.2,2.2,16.4,11.6,4.0,0.0,0.5,14.0,34.0,0.14,0.01,2.0,27.0,0.07,0.02,0.1,0.4,1.5,0.8,3.3,4.7,28.0,4.0,0.3,1.2,0.1,2.4,0.65,1.8,0.140225569924429
17.6,7.0,4.6,16.4,9.2,50.8,0.0,0.51,14.0,17.0,0.105,0.1,2.0,14.0,0.14,0.03,0.1,0.3,1.1,1.8,4.4,3.9,24.0,20.0,4.6,1.4,3.8,4.9,0.58,3.7,0.13520752585712
10.4,4.6,8.2,6.8,4.4,32.8,0.0,0.51,14.0,33.0,0.175,0.04,2.0,18.0,0.105,0.02,0.1,0.18,0.4,4.1,2.1,3.4,16.0,12.0,4.3,2.8,0.2,4.8,0.21,2.0,0.132305242728057
8.0,1.0,9.4,17.6,5.6,7.6,0.0,0.51,14.0,29.0,0.14,0.08,2.0,28.0,0.105,0.08,0.1,0.17,0.4,1.0,2.7,4.9,22.0,1.0,3.8,4.9,2.5,4.4,0.24,2.0,0.135993929250912
16.4,4.6,4.6,23.6,22.4,29.2,0.0,0.51,14.0,25.0,0.14,0.06,2.0,27.0,0.14,0.07,0.1,0.22,2.0,2.4,3.9,4.7,0.0,12.0,3.2,3.7,2.2,3.6,0.55,3.4,0.136541439079901
8.0,3.4,9.4,10.4,16.4,4.0,0.0,0.51,14.0,32.0,0.14,0.04,2.0,30.0,0.105,0.1,0.1,0.3,1.4,0.2,4.6,3.6,21.0,6.0,3.1,4.4,4.4,0.1,0.11,3.3,0.138085711250745
23.6,11.8,3.4,10.4,4.4,14.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,26.0,0.14,0.01,0.1,0.43,0.4,2.2,2.1,4.6,1.0,0.0,3.4,4.6,0.5,0.9,0.39,1.2,0.137660376525895
23.6,11.8,3.4,10.4,4.4,14.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,26.0,0.14,0.01,0.1,0.43,0.4,2.2,2.1,4.6,1.0,0.0,3.4,4.6,0.5,0.9,0.39,1.2,0.137660376525895
23.6,11.8,3.4,10.4,4.4,14.8,0.0,0.5,14.0,31.0,0.07,0.06,2.0,26.0,0.14,0.01,0.1,0.43,0.4,2.2,2.1,4.6,1.0,0.0,3.4,4.6,0.5,0.9,0.39,1.2,0.137660376525895
9.2,7.0,9.4,20.0,3.2,26.8,0.0,0.5,14.0,17.0,0.07,0.06,2.0,11.0,0.105,0.1,0.1,0.36,0.4,0.3,1.5,2.0,29.0,2.0,4.2,3.0,3.2,4.4,0.12,1.0,0.13647025499967
34.4,3.4,2.2,9.2,17.6,41.2,0.0,0.5,14.0,27.0,0.14,0.04,2.0,26.0,0.175,0.01,0.1,0.24,1.7,3.3,4.9,4.7,11.0,2.0,1.9,0.4,4.7,4.1,0.62,4.4,0.140758340369509
22.4,2.2,3.4,11.6,24.8,46.0,0.0,0.51,14.0,21.0,0.14,0.05,2.0,29.0,0.14,0.01,0.1,0.35,2.7,2.4,4.0,4.0,11.0,19.0,4.0,1.2,4.7,2.5,0.47,3.7,0.140447817323767
23.6,7.0,3.4,11.6,3.2,5.2,0.0,0.51,14.0,33.0,0.035,0.01,2.0,31.0,0.105,0.01,0.1,0.5,0.2,2.3,2.0,3.1,30.0,14.0,0.4,2.7,0.3,0.8,0.16,1.0,0.137423575381388
35.6,4.6,2.2,8.0,15.2,44.8,0.0,0.5,14.0,22.0,0.175,0.02,2.0,21.0,0.105,0.07,0.1,0.24,1.3,2.0,3.2,3.4,6.0,25.0,5.0,0.2,2.3,1.1,0.49,3.0,0.147511547990545
11.6,11.8,7.0,17.6,3.2,43.6,0.0,0.5,14.0,5.0,0.105,0.1,2.0,34.0,0.07,0.06,0.1,0.5,0.3,0.5,1.9,4.1,9.0,21.0,3.1,3.0,4.2,4.8,0.22,1.0,0.140163524277798
8.0,3.4,9.4,8.0,14.0,48.4,0.0,0.5,14.0,22.0,0.175,0.09,2.0,11.0,0.105,0.02,0.1,0.35,0.6,2.0,2.9,3.4,27.0,27.0,3.1,0.6,4.5,3.0,0.15,1.5,0.13666033252283
8.0,3.4,9.4,11.6,5.6,36.4,0.0,0.5,14.0,29.0,0.07,0.01,2.0,32.0,0.175,0.08,0.1,0.28,0.5,3.4,1.4,1.5,7.0,12.0,1.7,3.5,4.0,1.3,0.43,1.1,0.140710155655731
35.6,9.4,2.2,12.8,17.6,25.6,0.0,0.51,14.0,35.0,0.105,0.03,2.0,18.0,0.07,0.06,0.1,0.39,1.3,2.6,4.6,3.9,1.0,8.0,3.9,2.6,0.6,0.4,0.36,1.9,0.135619301710466
22.4,8.2,3.4,18.8,5.6,26.8,0.0,0.51,14.0,29.0,0.175,0.04,2.0,33.0,0.105,0.01,0.1,0.13,0.6,2.0,2.9,4.4,7.0,30.0,2.6,0.8,3.3,2.9,0.34,1.6,0.148935025399046
14.0,3.4,5.8,12.8,20.0,7.6,0.0,0.5,14.0,11.0,0.105,0.08,2.0,18.0,0.07,0.05,0.1,0.45,2.6,0.5,4.0,4.3,7.0,21.0,0.9,4.4,3.1,2.7,0.13,2.2,0.134502787107368
14.0,3.4,5.8,8.0,18.8,23.2,0.0,0.5,14.0,27.0,0.14,0.1,2.0,6.0,0.14,0.1,0.1,0.22,1.5,3.3,5.0,2.6,11.0,13.0,3.9,4.8,4.4,3.6,0.1,1.5,0.137453935770245
34.4,5.8,2.2,10.4,26.0,13.6,0.0,0.51,14.0,29.0,0.105,0.04,2.0,21.0,0.07,0.07,0.1,0.09,1.7,2.4,4.4,4.6,28.0,28.0,1.9,4.1,4.9,3.2,0.33,4.3,0.135450869593333
22.4,8.2,3.4,18.8,17.6,43.6,0.0,0.5,14.0,31.0,0.175,0.09,2.0,20.0,0.105,0.1,0.1,0.48,1.3,1.2,4.1,4.6,17.0,10.0,4.5,1.8,4.3,4.6,0.6,3.6,0.134668763590438
14.0,9.4,5.8,5.6,17.6,48.4,0.0,0.5,14.0,34.0,0.175,0.04,2.0,9.0,0.07,0.01,0.1,0.26,2.0,3.1,5.0,3.9,4.0,14.0,1.0,0.4,3.5,3.1,0.54,1.5,0.13391836795364
22.4,8.2,3.4,10.4,9.2,34.0,0.0,0.5,14.0,18.0,0.105,0.07,2.0,24.0,0.14,0.07,0.1,0.33,0.9,1.2,3.5,4.9,3.0,22.0,0.3,1.8,2.2,0.8,0.59,2.9,0.135799929253728
6.8,10.6,11.8,26.0,5.6,5.2,0.0,0.51,14.0,27.0,0.175,0.07,2.0,16.0,0.175,0.01,0.1,0.22,0.6,1.4,4.1,4.0,26.0,14.0,2.0,0.2,1.7,3.9,0.21,1.2,0.132745867445346
35.6,13.0,2.2,12.8,12.8,7.6,0.0,0.51,14.0,30.0,0.035,0.01,2.0,25.0,0.105,0.02,0.1,0.38,1.1,0.4,4.2,3.5,10.0,7.0,2.0,0.2,3.4,2.6,0.32,1.6,0.135761334603738
23.6,10.6,3.4,16.4,9.2,42.4,0.0,0.51,14.0,30.0,0.175,0.02,2.0,26.0,0.105,0.08,0.1,0.37,1.1,3.5,4.5,2.9,24.0,18.0,0.4,2.6,1.1,4.6,0.83,2.7,0.142089454963961
36.8,2.2,2.2,3.2,14.0,30.4,0.0,0.51,14.0,19.0,0.175,0.08,2.0,13.0,0.07,0.04,0.1,0.35,1.7,1.8,3.2,2.4,26.0,11.0,0.9,2.6,4.4,1.6,1.35,2.2,0.13145592491146
6.8,4.6,11.8,20.0,15.2,42.4,0.0,0.51,14.0,33.0,0.14,0.04,2.0,15.0,0.07,0.04,0.1,0.5,1.9,1.1,3.8,3.8,19.0,13.0,2.6,4.7,2.3,4.8,0.34,2.1,0.124832089310984
