w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_top_left
11.6,8.2,4.6,2.0,4.4,16.0,0.0,0.5,14.0,35.0,0.07,0.03,2.0,26.0,0.035,0.01,0.1,0.41,0.4,3.1,2.9,4.9,19.0,9.0,0.2,3.1,3.5,1.9,0.31,1.1,0.216295093631558
8.0,4.6,5.8,22.4,10.4,52.0,0.0,0.5,14.0,20.0,0.105,0.06,2.0,8.0,0.105,0.01,0.1,0.38,1.1,1.8,3.7,3.3,6.0,8.0,3.0,2.1,1.2,2.8,0.35,2.3,0.216089951202016
22.4,3.4,2.2,8.0,3.2,53.2,0.0,0.5,14.0,23.0,0.175,0.1,2.0,31.0,0.14,0.09,0.1,0.2,0.4,0.3,1.8,1.9,17.0,9.0,3.0,4.4,3.1,3.9,0.29,1.0,0.215349137819433
21.2,5.8,2.2,21.2,6.8,8.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,22.0,0.07,0.05,0.1,0.26,0.3,0.6,1.9,4.0,29.0,26.0,2.2,3.5,1.5,1.5,0.17,1.0,0.214652174574382
20.0,1.0,2.2,9.2,6.8,49.6,0.0,0.51,14.0,28.0,0.105,0.02,2.0,31.0,0.105,0.02,0.1,0.42,0.4,2.3,3.5,3.3,23.0,26.0,1.7,2.7,4.4,1.8,0.3,1.5,0.214580667028483
4.4,8.2,11.8,3.2,8.0,50.8,0.0,0.51,14.0,35.0,0.14,0.09,2.0,22.0,0.07,0.06,0.1,0.31,1.0,0.8,1.9,4.8,20.0,26.0,0.2,0.7,0.8,5.0,0.23,1.0,0.213572966563026
10.4,9.4,4.6,18.8,8.0,16.0,0.0,0.51,14.0,30.0,0.175,0.07,2.0,9.0,0.07,0.01,0.1,0.17,0.7,0.6,3.5,5.0,8.0,29.0,2.9,0.2,3.1,4.0,0.34,2.0,0.213426211492702
14.0,10.6,3.4,21.2,3.2,6.4,0.0,0.51,14.0,34.0,0.14,0.05,2.0,32.0,0.175,0.08,0.1,0.24,0.3,3.3,1.2,1.6,10.0,21.0,2.4,4.7,1.2,1.5,0.21,1.1,0.213122401223224
44.0,7.0,7.0,9.2,14.0,53.2,0.0,0.5,14.0,22.0,0.175,0.05,2.0,6.0,0.105,0.01,0.1,0.44,1.0,1.8,3.3,2.4,28.0,18.0,2.3,4.4,3.1,0.6,0.75,1.3,0.212418437010781
14.0,3.4,3.4,22.4,11.6,19.6,0.0,0.51,14.0,21.0,0.035,0.01,2.0,20.0,0.07,0.02,0.1,0.47,0.7,0.7,3.2,3.9,18.0,29.0,2.7,2.4,3.0,1.2,0.15,2.5,0.211914405715946
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,0.211881708795253
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,0.211881708795253
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,0.211881708795253
38.0,10.6,1.0,3.2,6.8,24.4,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.175,0.07,0.1,0.37,0.6,1.1,3.2,3.9,28.0,8.0,0.1,4.9,1.8,1.5,0.27,2.3,0.211852426164987
8.0,3.4,5.8,20.0,9.2,44.8,0.0,0.5,14.0,30.0,0.105,0.1,2.0,29.0,0.105,0.06,0.1,0.17,0.9,2.5,3.5,3.8,26.0,16.0,3.8,4.0,2.2,3.2,0.73,2.9,0.211303832401296
11.6,11.8,4.6,5.6,4.4,17.2,0.0,0.5,14.0,29.0,0.14,0.1,2.0,7.0,0.14,0.03,0.1,0.44,0.5,1.4,2.8,2.0,28.0,10.0,3.7,1.8,1.9,3.8,0.46,1.4,0.21092144971538
4.4,7.0,11.8,11.6,3.2,42.4,0.0,0.51,14.0,30.0,0.175,0.04,2.0,8.0,0.035,0.03,0.1,0.22,0.3,1.5,1.5,4.1,26.0,4.0,2.3,3.9,0.4,2.5,0.1,1.0,0.210631858264508
14.0,8.2,3.4,16.4,17.6,35.2,0.0,0.51,14.0,32.0,0.14,0.01,2.0,22.0,0.07,0.05,0.1,0.35,0.9,0.8,2.9,2.7,22.0,30.0,4.0,0.4,1.9,3.4,0.68,2.5,0.210505172008739
6.8,8.2,7.0,21.2,10.4,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,10.0,0.105,0.04,0.1,0.15,1.1,1.0,3.6,4.5,29.0,28.0,3.4,1.3,4.0,1.4,0.28,3.4,0.210157573223093
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,0.209513658101726
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,0.209513658101726
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,0.209513658101726
22.4,13.0,2.2,6.8,8.0,47.2,0.0,0.51,14.0,16.0,0.105,0.02,2.0,26.0,0.14,0.05,0.1,0.28,0.6,1.4,4.3,2.2,15.0,6.0,0.1,3.4,1.2,1.2,0.14,1.3,0.208277484329935
18.8,3.4,9.4,17.6,9.2,12.4,0.0,0.51,14.0,15.0,0.105,0.06,2.0,33.0,0.105,0.09,0.1,0.39,1.1,1.4,4.2,4.6,5.0,3.0,3.7,3.3,0.7,1.5,0.6,1.1,0.20784237051111
4.4,1.0,11.8,4.4,9.2,4.0,0.0,0.5,14.0,23.0,0.14,0.06,2.0,15.0,0.14,0.1,0.1,0.21,1.1,1.4,3.0,3.7,22.0,24.0,3.9,4.7,0.9,2.2,1.02,2.4,0.207800778730269
47.6,1.0,1.0,5.6,11.6,44.8,0.0,0.5,14.0,35.0,0.175,0.08,2.0,23.0,0.14,0.06,0.1,0.17,0.9,1.4,4.8,3.4,10.0,24.0,1.5,2.7,0.2,3.2,0.75,1.8,0.207202451592322
50.0,10.6,1.0,10.4,3.2,52.0,0.0,0.5,14.0,29.0,0.07,0.06,2.0,25.0,0.035,0.01,0.1,0.17,0.3,1.9,1.3,3.8,16.0,20.0,2.6,1.8,2.8,1.8,0.13,1.0,0.206905823130238
5.6,1.0,9.4,3.2,14.0,40.0,0.0,0.5,14.0,32.0,0.105,0.08,2.0,18.0,0.175,0.02,0.1,0.48,1.7,1.6,3.1,5.0,8.0,22.0,3.1,5.0,2.4,4.0,1.51,1.5,0.206624799618063
8.0,2.2,5.8,20.0,17.6,37.6,0.0,0.51,14.0,29.0,0.175,0.08,2.0,33.0,0.105,0.05,0.1,0.35,0.9,0.6,4.0,4.6,4.0,6.0,4.3,1.7,0.1,4.2,0.19,1.7,0.205924769636421
16.4,7.0,3.4,17.6,12.8,50.8,0.0,0.5,14.0,32.0,0.175,0.04,2.0,33.0,0.105,0.02,0.1,0.23,1.1,4.0,3.6,2.0,23.0,28.0,3.4,0.1,3.0,3.5,0.97,1.5,0.205828632903086
52.4,2.2,1.0,14.0,4.4,52.0,0.0,0.51,14.0,31.0,0.175,0.08,2.0,4.0,0.035,0.01,0.1,0.15,0.4,0.4,2.9,2.6,6.0,15.0,1.9,3.8,3.5,2.7,0.34,1.0,0.20530427505547
52.4,2.2,1.0,14.0,4.4,52.0,0.0,0.51,14.0,31.0,0.175,0.08,2.0,4.0,0.035,0.01,0.1,0.15,0.4,0.4,2.9,2.6,6.0,15.0,1.9,3.8,3.5,2.7,0.34,1.0,0.20530427505547
52.4,2.2,1.0,14.0,4.4,52.0,0.0,0.51,14.0,31.0,0.175,0.08,2.0,4.0,0.035,0.01,0.1,0.15,0.4,0.4,2.9,2.6,6.0,15.0,1.9,3.8,3.5,2.7,0.34,1.0,0.20530427505547
15.2,2.2,3.4,6.8,12.8,14.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,13.0,0.105,0.04,0.1,0.49,1.2,2.2,2.8,3.8,22.0,27.0,0.1,0.8,1.1,3.6,0.19,2.7,0.205092002214274
9.2,9.4,5.8,26.0,22.4,13.6,0.0,0.51,14.0,25.0,0.175,0.02,2.0,11.0,0.175,0.06,0.1,0.3,2.0,3.1,3.7,3.8,10.0,26.0,0.2,2.8,2.3,0.9,1.77,3.4,0.20475249972421
5.6,13.0,9.4,10.4,6.8,18.4,0.0,0.51,14.0,10.0,0.14,0.06,2.0,17.0,0.175,0.01,0.1,0.5,0.3,1.2,4.6,4.3,14.0,3.0,4.6,1.7,4.0,2.5,0.2,1.4,0.204688446692797
16.4,7.0,3.4,10.4,6.8,17.2,0.0,0.51,14.0,32.0,0.175,0.04,2.0,18.0,0.105,0.02,0.1,0.42,0.4,3.9,3.2,2.8,29.0,28.0,1.3,2.9,1.7,4.6,0.16,1.6,0.204476529638074
11.6,2.2,4.6,11.6,9.2,29.2,0.0,0.5,14.0,13.0,0.105,0.1,2.0,33.0,0.14,0.04,0.1,0.33,1.2,0.7,2.8,4.9,15.0,8.0,2.4,3.3,2.3,3.6,0.16,1.0,0.203844123286239
15.2,3.4,3.4,11.6,9.2,38.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,22.0,0.175,0.04,0.1,0.24,0.9,1.8,4.2,3.2,30.0,16.0,4.4,0.6,0.4,2.2,0.86,2.3,0.203385735316884
11.6,3.4,4.6,21.2,16.4,7.6,0.0,0.5,14.0,17.0,0.14,0.07,2.0,18.0,0.105,0.1,0.1,0.26,1.7,1.3,3.1,3.4,18.0,16.0,3.0,3.0,3.5,1.9,1.13,2.4,0.20265329192819
51.2,5.8,1.0,12.8,10.4,52.0,0.0,0.5,14.0,17.0,0.105,0.01,2.0,33.0,0.105,0.05,0.1,0.15,1.2,1.6,2.8,3.9,5.0,2.0,0.1,3.5,0.7,0.8,0.13,1.8,0.202291502647965
11.6,10.6,4.6,23.6,23.6,17.2,0.0,0.51,14.0,7.0,0.105,0.03,2.0,21.0,0.105,0.1,0.1,0.2,2.1,0.8,5.0,3.9,5.0,4.0,1.1,3.3,2.0,0.8,0.37,3.4,0.201687222365692
51.2,1.0,1.0,4.4,21.2,35.2,0.0,0.5,14.0,28.0,0.035,0.02,2.0,25.0,0.175,0.05,0.1,0.36,2.0,3.4,3.3,4.6,18.0,6.0,2.2,3.1,3.6,1.7,0.66,3.2,0.201584005383622
11.6,9.4,4.6,17.6,11.6,29.2,0.0,0.5,14.0,30.0,0.105,0.09,2.0,28.0,0.07,0.06,0.1,0.14,0.8,3.1,4.5,4.7,14.0,14.0,1.6,2.5,2.3,2.6,0.69,3.9,0.201242991144011
11.6,13.0,4.6,14.0,17.6,38.8,0.0,0.51,14.0,34.0,0.175,0.03,2.0,23.0,0.14,0.03,0.1,0.28,1.8,3.7,4.8,3.8,29.0,21.0,1.7,1.2,1.2,2.7,0.43,2.7,0.200950295682491
11.6,11.8,4.6,26.0,15.2,22.0,0.0,0.5,14.0,33.0,0.07,0.05,2.0,35.0,0.07,0.07,0.1,0.28,1.6,3.0,4.6,1.9,17.0,7.0,0.4,1.9,4.2,3.0,1.45,1.4,0.200901752871828
11.6,5.8,4.6,21.2,17.6,19.6,0.0,0.51,14.0,21.0,0.105,0.02,2.0,8.0,0.175,0.04,0.1,0.25,1.8,1.9,4.2,3.1,6.0,5.0,2.9,3.8,0.8,4.9,0.57,2.8,0.200434217464298
52.4,5.8,1.0,9.2,11.6,42.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.47,0.6,1.4,4.6,4.6,7.0,20.0,1.1,3.8,1.2,4.2,0.12,1.5,0.200412966384008
9.2,10.6,5.8,14.0,8.0,13.6,0.0,0.5,14.0,35.0,0.035,0.02,2.0,8.0,0.14,0.04,0.1,0.2,0.8,1.6,1.7,3.2,7.0,21.0,0.5,2.2,3.7,2.9,0.37,1.6,0.199946143719785
8.0,13.0,7.0,20.0,15.2,5.2,0.0,0.51,14.0,30.0,0.14,0.05,2.0,12.0,0.105,0.02,0.1,0.33,0.9,3.6,3.9,4.9,17.0,26.0,0.6,0.2,0.8,0.5,0.5,1.6,0.199849256975999
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,0.199438590946116
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,0.199438590946116
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,0.199438590946116
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,0.199320569958487
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,0.199320569958487
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,0.199320569958487
9.2,10.6,5.8,23.6,18.8,40.0,0.0,0.51,14.0,31.0,0.035,0.03,2.0,9.0,0.175,0.04,0.1,0.42,2.5,2.7,4.0,3.6,29.0,7.0,0.1,3.1,3.1,3.3,0.43,1.7,0.198988951848983
11.6,13.0,4.6,9.2,15.2,5.2,0.0,0.5,14.0,11.0,0.07,0.01,2.0,18.0,0.105,0.06,0.1,0.19,0.7,1.0,3.0,4.6,3.0,0.0,1.9,0.6,1.2,3.9,0.13,2.0,0.197130849432808
9.2,9.4,5.8,14.0,6.8,44.8,0.0,0.5,14.0,22.0,0.14,0.06,2.0,17.0,0.07,0.06,0.1,0.28,0.7,1.6,4.1,4.0,0.0,8.0,3.5,2.0,1.4,0.2,0.12,2.2,0.197077223867768
15.2,2.2,3.4,17.6,9.2,43.6,0.0,0.5,14.0,21.0,0.07,0.05,2.0,19.0,0.175,0.05,0.1,0.28,1.0,0.2,4.7,4.3,8.0,4.0,0.2,4.0,0.5,0.4,0.1,3.3,0.19703219821579
8.0,3.4,7.0,5.6,22.4,8.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,12.0,0.035,0.01,0.1,0.34,1.8,3.5,4.3,4.7,30.0,9.0,0.1,1.3,3.9,4.2,0.62,2.7,0.196840330850108
9.2,7.0,5.8,18.8,11.6,30.4,0.0,0.51,14.0,21.0,0.07,0.04,2.0,6.0,0.07,0.01,0.1,0.5,1.1,2.7,2.9,3.1,21.0,4.0,4.2,4.7,1.4,3.0,1.02,1.4,0.196801603217832
8.0,7.0,7.0,17.6,15.2,36.4,0.0,0.51,14.0,21.0,0.14,0.1,2.0,33.0,0.105,0.01,0.1,0.14,1.4,1.7,4.2,2.8,11.0,10.0,1.9,1.7,1.2,2.2,1.28,2.3,0.196363463211059
11.6,3.4,4.6,12.8,12.8,12.4,0.0,0.51,14.0,20.0,0.105,0.01,2.0,18.0,0.14,0.07,0.1,0.49,1.0,2.5,2.4,2.4,17.0,6.0,2.7,2.8,0.3,1.3,0.41,1.5,0.196013685972904
6.8,5.8,8.2,12.8,8.0,40.0,0.0,0.5,14.0,23.0,0.175,0.07,2.0,11.0,0.07,0.07,0.1,0.22,0.8,2.2,4.9,4.2,17.0,15.0,1.0,3.4,1.9,3.3,0.16,2.6,0.195236335939631
11.6,5.8,4.6,12.8,23.6,12.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,9.0,0.105,0.04,0.1,0.26,2.3,1.5,4.4,4.6,1.0,28.0,3.3,2.4,3.8,2.9,1.08,3.0,0.194960794688888
11.6,7.0,4.6,9.2,11.6,48.4,0.0,0.5,14.0,9.0,0.14,0.08,2.0,33.0,0.14,0.09,0.1,0.27,1.0,0.9,4.2,3.8,6.0,20.0,2.1,5.0,3.8,3.1,0.71,2.8,0.194893114405637
9.2,5.8,5.8,17.6,15.2,43.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,33.0,0.14,0.01,0.1,0.5,1.4,0.7,4.4,4.3,30.0,22.0,0.5,4.8,3.9,4.6,0.37,1.3,0.194007000447248
8.0,13.0,7.0,6.8,20.0,11.2,0.0,0.51,14.0,11.0,0.14,0.05,2.0,31.0,0.07,0.06,0.1,0.12,1.9,0.7,5.0,3.7,28.0,26.0,2.1,4.5,2.3,3.2,0.69,2.5,0.193746015012117
24.8,4.6,2.2,23.6,14.0,10.0,0.0,0.51,14.0,27.0,0.035,0.03,2.0,9.0,0.14,0.04,0.1,0.29,0.9,0.9,3.6,2.0,23.0,14.0,3.7,3.8,0.3,2.3,0.57,1.4,0.193468295905083
9.2,9.4,5.8,10.4,26.0,48.4,0.0,0.51,14.0,30.0,0.14,0.1,2.0,28.0,0.035,0.01,0.1,0.37,1.8,1.7,4.7,4.5,1.0,18.0,5.0,2.6,0.9,2.4,1.12,4.1,0.193460616641676
26.0,5.8,2.2,9.2,6.8,41.2,0.0,0.5,14.0,27.0,0.175,0.02,2.0,23.0,0.14,0.02,0.1,0.13,0.7,1.9,3.6,4.3,3.0,19.0,4.4,3.0,2.9,0.5,0.34,1.0,0.193166691074556
5.6,7.0,9.4,14.0,5.6,34.0,0.0,0.5,14.0,35.0,0.035,0.02,2.0,16.0,0.07,0.06,0.1,0.46,0.5,0.9,2.7,2.5,28.0,19.0,3.4,4.7,0.6,3.3,0.43,2.4,0.192917309038183
16.4,8.2,3.4,15.2,5.6,12.4,0.0,0.5,14.0,17.0,0.105,0.04,2.0,4.0,0.175,0.06,0.1,0.39,0.6,0.4,1.9,1.7,16.0,30.0,0.5,1.7,1.7,2.6,0.29,1.3,0.192356218848888
26.0,8.2,2.2,18.8,12.8,49.6,0.0,0.5,14.0,13.0,0.175,0.05,2.0,17.0,0.105,0.05,0.1,0.39,1.4,1.1,3.1,3.1,8.0,22.0,3.5,0.4,0.3,0.1,0.14,1.0,0.192013532828539
6.8,4.6,8.2,8.0,14.0,42.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.035,0.01,0.1,0.45,1.7,2.8,4.8,3.6,5.0,4.0,4.3,1.4,3.8,3.9,0.6,1.2,0.191709958952561
26.0,10.6,2.2,3.2,4.4,41.2,0.0,0.5,14.0,29.0,0.105,0.09,2.0,14.0,0.07,0.05,0.1,0.47,0.5,1.5,2.5,3.0,8.0,6.0,1.2,1.7,2.8,0.7,0.19,1.2,0.191133729679764
16.4,2.2,3.4,11.6,18.8,17.2,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.07,0.01,0.1,0.48,2.2,1.9,4.9,3.4,25.0,27.0,1.2,1.8,1.3,0.7,1.21,2.2,0.191092046318909
8.0,7.0,7.0,9.2,9.2,32.8,0.0,0.5,14.0,11.0,0.105,0.06,2.0,9.0,0.14,0.03,0.1,0.22,1.2,0.5,4.6,3.7,19.0,25.0,0.7,2.9,3.5,0.5,0.19,2.3,0.189943489754747
8.0,13.0,7.0,12.8,17.6,7.6,0.0,0.51,14.0,14.0,0.14,0.01,2.0,23.0,0.105,0.08,0.1,0.42,2.0,0.7,4.6,1.6,28.0,24.0,1.7,3.8,4.4,1.4,0.68,1.5,0.189476727568642
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,0.189388374041251
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,0.189388374041251
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,0.189388374041251
6.8,5.8,8.2,16.4,9.2,43.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,13.0,0.07,0.05,0.1,0.33,1.0,4.2,5.0,2.8,17.0,27.0,4.5,4.4,2.6,4.2,0.52,2.0,0.189253722718421
6.8,8.2,8.2,9.2,16.4,8.8,0.0,0.51,14.0,29.0,0.105,0.03,2.0,29.0,0.105,0.04,0.1,0.25,1.4,1.2,4.7,3.2,25.0,13.0,2.7,3.6,1.2,4.7,0.96,1.7,0.189044118802573
8.0,3.4,7.0,5.6,23.6,36.4,0.0,0.5,14.0,28.0,0.175,0.02,2.0,26.0,0.175,0.03,0.1,0.34,2.8,1.7,3.8,4.2,30.0,27.0,0.3,4.8,3.8,2.7,1.1,3.6,0.188758189720673
5.6,13.0,10.6,6.8,8.0,31.6,0.0,0.5,14.0,29.0,0.07,0.01,2.0,31.0,0.105,0.03,0.1,0.49,1.0,0.4,3.0,2.1,18.0,3.0,4.2,1.0,2.9,1.9,0.31,1.1,0.188666432726284
6.8,7.0,9.4,2.0,4.4,20.8,0.0,0.51,14.0,34.0,0.105,0.02,2.0,13.0,0.175,0.02,0.1,0.22,0.3,1.6,1.3,2.6,26.0,22.0,0.3,0.6,1.3,3.4,0.11,1.2,0.188521365888067
24.8,9.4,2.2,9.2,12.8,28.0,0.0,0.51,14.0,13.0,0.14,0.07,2.0,13.0,0.14,0.03,0.1,0.29,1.0,0.3,4.9,3.4,2.0,17.0,0.4,1.6,0.5,1.4,0.21,1.5,0.188241166837338
6.8,11.8,8.2,8.0,3.2,10.0,0.0,0.5,14.0,25.0,0.175,0.1,2.0,7.0,0.175,0.1,0.1,0.37,0.4,2.8,1.5,2.9,7.0,30.0,1.1,4.4,4.9,2.3,0.16,1.0,0.18811526651626
16.4,4.6,3.4,11.6,8.0,35.2,0.0,0.5,14.0,35.0,0.175,0.04,2.0,28.0,0.105,0.04,0.1,0.46,0.5,4.5,4.2,4.5,8.0,23.0,1.4,0.8,2.0,4.4,0.3,2.9,0.187902698277763
16.4,9.4,3.4,11.6,24.8,29.2,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.105,0.05,0.1,0.3,1.9,3.0,5.0,3.1,0.0,7.0,3.0,1.2,2.3,0.6,0.97,2.5,0.187866887429255
24.8,8.2,2.2,22.4,17.6,14.8,0.0,0.5,14.0,26.0,0.175,0.02,2.0,30.0,0.07,0.04,0.1,0.37,1.2,2.3,4.9,3.6,15.0,3.0,0.3,0.6,0.4,1.2,0.36,1.9,0.187660315154138
8.0,5.8,7.0,14.0,17.6,31.6,0.0,0.5,14.0,4.0,0.14,0.02,2.0,24.0,0.105,0.05,0.1,0.47,1.2,0.3,4.5,4.6,2.0,0.0,0.8,2.1,0.3,0.2,0.16,1.3,0.187499312733387
26.0,7.0,2.2,3.2,4.4,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,5.0,0.07,0.04,0.1,0.2,0.3,2.8,2.9,2.9,27.0,2.0,4.7,2.6,2.2,2.0,0.21,1.3,0.187147341648982
12.8,9.4,4.6,5.6,16.4,25.6,0.0,0.5,14.0,26.0,0.175,0.04,2.0,32.0,0.14,0.01,0.1,0.16,1.8,3.4,4.3,1.6,26.0,9.0,2.9,0.3,1.6,2.7,0.49,1.0,0.187139783060263
16.4,9.4,3.4,16.4,15.2,38.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,29.0,0.105,0.02,0.1,0.33,1.7,2.1,3.8,3.8,2.0,11.0,4.2,2.0,3.2,1.2,0.98,1.6,0.186764796136976
26.0,13.0,2.2,20.0,5.6,19.6,0.0,0.51,14.0,19.0,0.14,0.03,2.0,6.0,0.175,0.08,0.1,0.25,0.7,1.4,3.0,2.0,22.0,13.0,3.8,0.4,4.3,4.3,0.2,1.8,0.186717591178717
26.0,10.6,2.2,8.0,20.0,19.6,0.0,0.5,14.0,25.0,0.035,0.02,2.0,22.0,0.07,0.04,0.1,0.49,2.1,3.2,4.8,1.8,16.0,19.0,2.8,4.2,5.0,0.2,0.72,1.3,0.186320853396412
26.0,8.2,2.2,12.8,3.2,36.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,23.0,0.07,0.06,0.1,0.18,0.3,3.0,1.3,2.5,21.0,18.0,1.6,0.9,3.3,2.5,0.1,1.1,0.186093015194824
12.8,4.6,4.6,4.4,8.0,25.6,0.0,0.5,14.0,29.0,0.175,0.1,2.0,26.0,0.07,0.02,0.1,0.21,0.8,2.9,1.9,3.9,27.0,3.0,3.5,3.4,1.0,2.1,0.12,1.3,0.185284594758377
17.6,5.8,3.4,24.8,20.0,12.4,0.0,0.5,14.0,32.0,0.07,0.01,2.0,26.0,0.14,0.05,0.1,0.43,1.6,0.4,4.3,4.0,23.0,8.0,1.6,4.8,1.2,4.6,0.32,3.0,0.184858508425155
27.2,10.6,2.2,9.2,6.8,43.6,0.0,0.5,14.0,18.0,0.175,0.05,2.0,5.0,0.175,0.06,0.1,0.29,0.7,1.4,1.3,3.6,24.0,19.0,0.7,0.8,2.3,3.5,0.12,1.0,0.184617562923892
16.4,3.4,3.4,18.8,26.0,49.6,0.0,0.51,14.0,34.0,0.105,0.1,2.0,16.0,0.175,0.05,0.1,0.44,2.3,0.8,4.4,4.5,13.0,20.0,0.9,2.8,1.2,3.0,0.48,3.9,0.184105034650115
26.0,10.6,2.2,6.8,4.4,17.2,0.0,0.51,14.0,20.0,0.035,0.01,2.0,35.0,0.175,0.03,0.1,0.37,0.4,1.8,1.5,1.9,22.0,19.0,3.5,1.0,3.4,0.6,0.34,1.4,0.184042439236672
24.8,3.4,2.2,21.2,22.4,18.4,0.0,0.5,14.0,28.0,0.175,0.02,2.0,12.0,0.105,0.1,0.1,0.42,1.2,3.7,4.9,3.2,17.0,13.0,2.8,3.8,0.7,0.5,1.17,2.2,0.183751847501725
17.6,2.2,3.4,3.2,15.2,6.4,0.0,0.5,14.0,32.0,0.14,0.06,2.0,29.0,0.105,0.08,0.1,0.22,1.9,2.4,4.1,3.6,7.0,26.0,2.9,2.4,0.8,2.4,0.9,2.5,0.183667514038544
